Step,lbf10_cbamcausal - 0/cf_reward,lbf10_cbamcausal - 0/cf_reward__MIN,lbf10_cbamcausal - 0/cf_reward__MAX
5.4,0.6853982666015626,0.6853982666015626,0.6853982666015626
11.8,0.8821758544921875,0.8821758544921875,0.8821758544921875
18.2,0.9234046447753907,0.9234046447753907,0.9234046447753907
24.6,0.9615961822509766,0.9615961822509766,0.9615961822509766
31.0,0.9322606811523438,0.9322606811523438,0.9322606811523438
37.4,0.983609733581543,0.983609733581543,0.983609733581543
43.8,0.8661224243164063,0.8661224243164063,0.8661224243164063
50.2,0.919071435546875,0.919071435546875,0.919071435546875
56.6,0.7898480712890625,0.7898480712890625,0.7898480712890625
63.0,0.7467968994140626,0.7467968994140626,0.7467968994140626
69.4,0.6854819091796875,0.6854819091796875,0.6854819091796875
75.8,0.54400322265625,0.54400322265625,0.54400322265625
82.2,0.585953515625,0.585953515625,0.585953515625
88.6,0.515168896484375,0.515168896484375,0.515168896484375
95.0,0.4694922851562499,0.4694922851562499,0.4694922851562499
101.4,0.4879251953125,0.4879251953125,0.4879251953125
107.8,0.41271484375,0.41271484375,0.41271484375
114.2,0.4093640625,0.4093640625,0.4093640625
120.6,0.4115767578125,0.4115767578125,0.4115767578125
127.0,0.27164931640625,0.27164931640625,0.27164931640625
133.4,0.42035869140625,0.42035869140625,0.42035869140625
139.8,0.33365791015625,0.33365791015625,0.33365791015625
146.2,0.389506787109375,0.389506787109375,0.389506787109375
152.6,0.24215966796875,0.24215966796875,0.24215966796875
159.0,0.240253271484375,0.240253271484375,0.240253271484375
165.4,0.5983052001953125,0.5983052001953125,0.5983052001953125
171.8,0.6803692382812501,0.6803692382812501,0.6803692382812501
178.2,0.1657705078125,0.1657705078125,0.1657705078125
184.6,0.668632958984375,0.668632958984375,0.668632958984375
191.0,0.0990403320312499,0.0990403320312499,0.0990403320312499
197.4,0.9942609226226808,0.9942609226226808,0.9942609226226808
203.8,0.05771591796875,0.05771591796875,0.05771591796875
210.2,0.8731741943359375,0.8731741943359375,0.8731741943359375
216.6,0.5429818359375,0.5429818359375,0.5429818359375
223.0,0.19707978515625,0.19707978515625,0.19707978515625
229.4,0.273738671875,0.273738671875,0.273738671875
235.8,0.13738505859375,0.13738505859375,0.13738505859375
242.2,0.091793359375,0.091793359375,0.091793359375
248.6,0.1241974609374999,0.1241974609374999,0.1241974609374999
255.0,0.1169521484375,0.1169521484375,0.1169521484375
261.4,0.34401142578125,0.34401142578125,0.34401142578125
267.8,0.174587109375,0.174587109375,0.174587109375
274.2,0.6318070068359375,0.6318070068359375,0.6318070068359375
280.6,0.244330419921875,0.244330419921875,0.244330419921875
287.0,0.4684184570312499,0.4684184570312499,0.4684184570312499
293.4,0.9312979919433594,0.9312979919433594,0.9312979919433594
299.8,0.3709842773437499,0.3709842773437499,0.3709842773437499
306.2,0.4699810546874999,0.4699810546874999,0.4699810546874999
312.6,0.211561083984375,0.211561083984375,0.211561083984375
319.0,0.0125216796875,0.0125216796875,0.0125216796875
325.4,0.0094525390624999,0.0094525390624999,0.0094525390624999
331.8,0.3454707031249999,0.3454707031249999,0.3454707031249999
338.2,0.3901091796875,0.3901091796875,0.3901091796875
344.6,0.2319071289062499,0.2319071289062499,0.2319071289062499
351.0,0.1349475585937499,0.1349475585937499,0.1349475585937499
357.4,0.071086328125,0.071086328125,0.071086328125
363.8,0.1928194335937499,0.1928194335937499,0.1928194335937499
370.2,0.221784033203125,0.221784033203125,0.221784033203125
376.6,0.202789697265625,0.202789697265625,0.202789697265625
383.0,0.2270588867187499,0.2270588867187499,0.2270588867187499
389.4,0.262430419921875,0.262430419921875,0.262430419921875
395.8,0.2624358886718749,0.2624358886718749,0.2624358886718749
402.2,0.23778408203125,0.23778408203125,0.23778408203125
408.6,0.24793046875,0.24793046875,0.24793046875
415.0,0.1156940429687499,0.1156940429687499,0.1156940429687499
421.4,0.0968381835937499,0.0968381835937499,0.0968381835937499
427.8,0.3475188964843749,0.3475188964843749,0.3475188964843749
434.2,0.377357861328125,0.377357861328125,0.377357861328125
440.6,0.32143486328125,0.32143486328125,0.32143486328125
447.0,0.362130517578125,0.362130517578125,0.362130517578125
453.4,0.38039091796875,0.38039091796875,0.38039091796875
459.8,0.37720458984375,0.37720458984375,0.37720458984375
466.2,0.3469832519531249,0.3469832519531249,0.3469832519531249
472.6,0.3379578125,0.3379578125,0.3379578125
479.0,0.303042724609375,0.303042724609375,0.303042724609375
485.4,0.369102099609375,0.369102099609375,0.369102099609375
491.8,0.3774673828125,0.3774673828125,0.3774673828125
498.2,0.371506640625,0.371506640625,0.371506640625
504.6,0.34988037109375,0.34988037109375,0.34988037109375
511.0,0.3202177734375,0.3202177734375,0.3202177734375
517.4,0.34688056640625,0.34688056640625,0.34688056640625
523.8,0.31734599609375,0.31734599609375,0.31734599609375
530.2,0.3743111328124999,0.3743111328124999,0.3743111328124999
536.6,0.3504125,0.3504125,0.3504125
543.0,0.3412127441406249,0.3412127441406249,0.3412127441406249
549.4,0.3748877929687499,0.3748877929687499,0.3748877929687499
555.8,0.370023828125,0.370023828125,0.370023828125
562.2,0.0177140624999999,0.0177140624999999,0.0177140624999999
568.6,0.01616142578125,0.01616142578125,0.01616142578125
575.0,0.0412306640624999,0.0412306640624999,0.0412306640624999
581.4,0.0124181640624999,0.0124181640624999,0.0124181640624999
587.8,0.01721494140625,0.01721494140625,0.01721494140625
594.2,0.00116123046875,0.00116123046875,0.00116123046875
600.6,0.0213658203125,0.0213658203125,0.0213658203125
607.0,0.0235625,0.0235625,0.0235625
613.4,0.0316040039062499,0.0316040039062499,0.0316040039062499
619.8,0.05891083984375,0.05891083984375,0.05891083984375
626.2,0.018579296875,0.018579296875,0.018579296875
632.6,0.0036047851562499,0.0036047851562499,0.0036047851562499
639.0,0.0401550781249999,0.0401550781249999,0.0401550781249999
645.4,0.0100301757812499,0.0100301757812499,0.0100301757812499
651.8,0.01610576171875,0.01610576171875,0.01610576171875
658.2,0.0138765624999999,0.0138765624999999,0.0138765624999999
664.6,0.0164521484374999,0.0164521484374999,0.0164521484374999
671.0,0.0008761718749999,0.0008761718749999,0.0008761718749999
677.4,0.028026953125,0.028026953125,0.028026953125
683.8,0.0034632812499999,0.0034632812499999,0.0034632812499999
690.2,0.0037787109375,0.0037787109375,0.0037787109375
696.6,0.0046591796874999,0.0046591796874999,0.0046591796874999
703.0,0.00339716796875,0.00339716796875,0.00339716796875
709.4,0.00878408203125,0.00878408203125,0.00878408203125
715.8,0.0344592773437499,0.0344592773437499,0.0344592773437499
722.2,0.0486231445312499,0.0486231445312499,0.0486231445312499
728.6,0.232070947265625,0.232070947265625,0.232070947265625
735.0,0.1739978515625,0.1739978515625,0.1739978515625
741.4,0.263811474609375,0.263811474609375,0.263811474609375
747.8,0.2830369140625,0.2830369140625,0.2830369140625
754.2,0.249019384765625,0.249019384765625,0.249019384765625
760.6,0.2884483398437499,0.2884483398437499,0.2884483398437499
767.0,0.294612548828125,0.294612548828125,0.294612548828125
773.4,0.29214833984375,0.29214833984375,0.29214833984375
779.8,0.288746728515625,0.288746728515625,0.288746728515625
786.2,0.2469319335937499,0.2469319335937499,0.2469319335937499
792.6,0.298521923828125,0.298521923828125,0.298521923828125
799.0,0.260619140625,0.260619140625,0.260619140625
805.4,0.27964140625,0.27964140625,0.27964140625
811.8,0.268977294921875,0.268977294921875,0.268977294921875
818.2,0.30152275390625,0.30152275390625,0.30152275390625
824.6,0.249901171875,0.249901171875,0.249901171875
831.0,0.2824720703125,0.2824720703125,0.2824720703125
837.4,0.2952642578125,0.2952642578125,0.2952642578125
843.8,0.278844775390625,0.278844775390625,0.278844775390625
850.2,0.302043359375,0.302043359375,0.302043359375
856.6,0.329482861328125,0.329482861328125,0.329482861328125
863.0,0.2766539062499999,0.2766539062499999,0.2766539062499999
