"Step","lbf10_cbamcausal - SW_ep_rew_total","lbf10_cbamcausal - SW_ep_rew_total__MIN","lbf10_cbamcausal - SW_ep_rew_total__MAX"
"64000","32.000001430511475","32.000001430511475","32.000001430511475"
"128000","27.880001306533813","27.880001306533813","27.880001306533813"
"192000","24.90000009536743","24.90000009536743","24.90000009536743"
"256000","26.800000429153442","26.800000429153442","26.800000429153442"
"320000","26.239999532699585","26.239999532699585","26.239999532699585"
"384000","30.540000915527344","30.540000915527344","30.540000915527344"
"448000","29.550001621246338","29.550001621246338","29.550001621246338"
"512000","28.240000247955322","28.240000247955322","28.240000247955322"
"576000","26.6600022315979","26.6600022315979","26.6600022315979"
"640000","29.770000219345093","29.770000219345093","29.770000219345093"
"704000","29.61000108718872","29.61000108718872","29.61000108718872"
"768000","29.020001888275146","29.020001888275146","29.020001888275146"
"832000","31.299999713897705","31.299999713897705","31.299999713897705"
"896000","32.68000316619873","32.68000316619873","32.68000316619873"
"960000","32.040000915527344","32.040000915527344","32.040000915527344"
"1024000","30.990000009536743","30.990000009536743","30.990000009536743"
"1088000","30.700001001358032","30.700001001358032","30.700001001358032"
"1152000","33.630000591278076","33.630000591278076","33.630000591278076"
"1216000","30.5","30.5","30.5"
"1280000","32.71999931335449","32.71999931335449","32.71999931335449"
"1344000","33.77000093460083","33.77000093460083","33.77000093460083"
"1408000","30.85000205039978","30.85000205039978","30.85000205039978"
"1472000","30.97000002861023","30.97000002861023","30.97000002861023"
"1536000","30.670000553131104","30.670000553131104","30.670000553131104"
"1600000","32.09999942779541","32.09999942779541","32.09999942779541"
"1664000","32.230000495910645","32.230000495910645","32.230000495910645"
"1728000","34.38000202178955","34.38000202178955","34.38000202178955"
"1792000","32.57000160217285","32.57000160217285","32.57000160217285"
"1856000","30.260000228881836","30.260000228881836","30.260000228881836"
"1920000","30.720000505447388","30.720000505447388","30.720000505447388"
"1984000","32.419999837875366","32.419999837875366","32.419999837875366"
"2048000","32.15000104904175","32.15000104904175","32.15000104904175"
"2112000","32.69999933242798","32.69999933242798","32.69999933242798"
"2176000","33.75","33.75","33.75"
"2240000","33.66000175476074","33.66000175476074","33.66000175476074"
"2304000","33.410000801086426","33.410000801086426","33.410000801086426"
"2368000","33.14000225067139","33.14000225067139","33.14000225067139"
"2432000","31.81000018119812","31.81000018119812","31.81000018119812"
"2496000","31.910000801086426","31.910000801086426","31.910000801086426"
"2560000","32.70000171661377","32.70000171661377","32.70000171661377"
"2624000","34.400002002716064","34.400002002716064","34.400002002716064"
"2688000","33.5699987411499","33.5699987411499","33.5699987411499"
"2752000","33.95999813079834","33.95999813079834","33.95999813079834"
"2816000","33.179999113082886","33.179999113082886","33.179999113082886"
"2880000","35.690001487731934","35.690001487731934","35.690001487731934"
"2944000","34.65000009536743","34.65000009536743","34.65000009536743"
"3008000","34.60999774932861","34.60999774932861","34.60999774932861"
"3072000","33.519999980926514","33.519999980926514","33.519999980926514"
"3136000","32.709999561309814","32.709999561309814","32.709999561309814"
"3200000","34.2200026512146","34.2200026512146","34.2200026512146"
"3264000","34.19000291824341","34.19000291824341","34.19000291824341"
"3328000","32.5500009059906","32.5500009059906","32.5500009059906"
"3392000","34.540000915527344","34.540000915527344","34.540000915527344"
"3456000","33.38999938964844","33.38999938964844","33.38999938964844"
"3520000","33.690001010894775","33.690001010894775","33.690001010894775"
