Step,coin4_cbamcausal - 0/cf_reward,coin4_cbamcausal - 0/cf_reward__MIN,coin4_cbamcausal - 0/cf_reward__MAX
63.45,3.0869103503832820,2.9837672976715233,3.4381756056669910
127.45,-0.2974426308712778,-0.7552727085298621,-0.7663255864794457
191.45,0.5520440312314128,0.4825068346680642,-0.1199203566817773
255.45,0.7829009234914510,0.7668821998486073,0.7455747158218942
319.45,0.3157267854281458,-0.2447261720049841,-0.2426841154665920
383.45,-0.4915494631192951,-0.0021913472765624,-0.4628311678533338
447.45,0.2022454958026373,-0.2821626863271243,0.1950137118704544
511.45,-0.2670015179874639,0.2618988000355344,-0.2210850458977583
575.45,0.6409736273066672,0.5931247187938045,0.5919765753272053
639.45,0.2516185804375806,0.1763727549462013,-0.2538833800456660
703.45,-0.2787728388741894,-0.8214259823416027,-0.7569790363239548
767.45,1.5275292870060915,1.6269726173412926,0.9567682193985976
831.45,0.8749448003803604,1.0239018774876758,0.3785055780038473
895.45,-0.4246066970970190,0.1433546931935786,0.2171824444725691
959.45,0.4511898270665975,0.4957612327069608,0.9008383488623433
1023.45,0.6690769480301921,0.7095291858752659,0.2530242505495654
1087.45,0.4976820917833060,0.4977621838287701,0.5069798292063933
1151.45,-0.1878217809606935,-0.6436887690344273,-0.1895593832585672
1215.45,0.1471679962415130,0.3037643186673458,0.2029513378801300
1279.45,0.3261902424639870,0.3412240831562620,0.3827178689682915
1343.45,0.0811173281965307,0.2424274772915067,-0.5058806732237733
1407.45,1.0825251968552829,0.8023973675952447,1.0828272358082340
1471.45,0.1263128739466057,0.1774409954649231,0.7688164672344167
1535.45,-0.6445537895884004,-0.6219381291948982,-0.6284535678524300
1599.45,1.3393034896412876,0.7589636332448736,0.8841779468500464
1663.45,0.8397933124362356,1.4866557635961715,1.4598472736661838
1727.45,-0.1650175468218348,0.3497028771877784,0.3066642809773843
1791.45,1.6532880050780210,0.9980768947657569,1.5889117728187072
1855.45,0.4842360092773568,0.4932965201704301,0.4157519149636008
1919.45,0.1145310322509317,0.0889138724323075,0.1369166320271333
1983.45,1.2434871575110908,1.2321961543227382,0.7889016722718021
2047.45,1.7717607427667021,1.2474739728965669,1.7647627999390294
2111.45,0.1742744407358322,-0.2439129726528733,0.1892015254329319
2175.45,2.0328240044674635,1.4553556018799769,1.4564984153275202
2239.45,0.1770739775411631,0.5705472350174299,0.5898644204675809
2303.45,0.5455720805483397,1.0288928943027880,1.0084743957082118
2367.45,1.1337850302403658,1.1480554875573459,1.0724862879323651
2431.45,0.8563858049245697,0.8068653820207324,0.9310097148929266
2495.45,0.8188166191007363,0.9150208242766678,1.5241825498036921
2559.45,-0.1472218190278655,0.1902225785482212,0.2319666860290154
2623.45,0.3026848849555612,0.7459927012957901,0.4414679880537497
2687.45,0.6265066583057411,0.3771455120808778,0.6188344888619379
2751.45,0.4237666803508300,0.8530430032782974,0.5142772243687164
2815.45,1.9416940750557292,1.5401315258023949,1.9259074339687665
2879.45,0.7667284089458261,0.5379469545993627,0.5418795307461979
2943.45,0.9984327156935709,0.7079615962211294,1.0467107298158109
3007.45,1.5856421948245836,0.9751789682059759,1.6172035664326807
3071.45,1.4192711526737014,1.4164042508920529,0.8249003085312323
3135.45,0.9559838167895743,1.6047204919676166,0.9372862670931517
3199.45,0.9602992448937093,1.3513469855302949,1.3491295250785340
3263.45,1.3085922101960761,0.8403612560901952,0.8559364174156376
3327.45,0.2427410380350857,0.8298881366464135,0.8633344613117226
3391.45,2.2265426065884006,1.7438256719478127,2.2804513937275037
3455.45,1.3242735224450688,1.1903686843988899,1.2256528503452180
3519.45,1.4567742381230666,0.8035843809419491,1.5046027233696087
3583.45,1.6730208017287760,1.6733525908564804,1.3459333290712148
3647.45,2.3276084528181280,2.3153653886206289,2.8046023893971936
3711.45,1.2872444698691474,1.9030922466741220,1.8718601733748703
3775.45,1.5236169592092432,1.2514066551582277,1.2271032337761738
3839.45,1.7705965847803475,2.2976284899628041,1.7323201840863032
3903.45,1.9399233523775801,1.2964950085312776,1.2752101867120698
3967.45,0.9601847192308057,0.9148229672069306,1.3598595058375298
4031.45,1.7981300918763969,1.8397214272345643,1.4222088973342986
4095.45,1.7773573840996559,1.8233755270217098,2.3951635161575902
4159.45,1.8856526194855052,1.9032977408108995,1.8786162381442528
4223.45,1.1773452222678662,1.6576819396400704,1.8033281124016280
4287.45,1.9054190711792791,1.5709774498250764,1.9105958197154840
4351.45,1.5100377074993476,1.9923151218223847,1.4870885957062758
4415.45,2.4870628313026906,2.1003632711854436,2.1007425860634061
4479.45,1.9698417958871670,1.4788584804596063,1.9684575368229720
4543.45,1.5660139918366487,2.0090345776661813,1.6114267981182884
4607.45,1.8267075446619978,1.8871079696518331,1.7524941830957754
4671.45,2.1150258186267683,2.0400061203108946,1.6725220466176525
4735.45,1.5227413896054340,1.4734022038568733,1.5390255577583662
4799.45,1.5786253323329600,1.5611562789629279,1.5659559029097105
4863.45,1.4900986738811890,1.4372185729585523,1.4526689205221617
4927.45,2.0127592248574389,1.8762140838303694,2.0219270796789206
4991.45,2.4038574019443000,2.4079333562360290,2.4043728279970953
5055.45,1.8409381550900616,1.4015431644946152,1.4500746383319529
5119.45,2.1063193518120120,1.5086060820859450,1.3837726882178982
5183.45,1.1197059516488921,1.1282831906968913,1.1223436318434812
5247.45,1.7231093413518666,1.7778555592165000,2.3534922344787876
5311.45,2.3966006805348212,2.3826765102999903,2.3881281014743787
5375.45,1.9752512730185057,1.9925913537663478,1.4807075458871191
5439.45,2.2876081805898068,2.2878484588079901,2.5376204785459509
5503.45,2.4911404273918789,2.4874176963353940,2.4743793708717439
5567.45,2.2698417840567773,1.7186862643364835,2.2728849156182358
5631.45,1.7648475412637072,1.1927149870548832,1.3601423340539822
5695.45,1.8379930180088178,1.8386304721128852,1.8365712412369579
5759.45,2.5075837054378747,2.5067405806524010,2.0611013214169676
5823.45,2.1657871854364528,1.8260856519262449,2.1695460770314208
5887.45,1.6569227217422919,1.8676028688646584,2.1855371890154718
5951.45,2.3185782090531459,1.6275974311391557,1.6344554577778845
6015.45,2.3874554230654415,2.4006679078113700,2.3812408706188304
6079.45,1.6892624601916388,2.1714042393674076,2.1738739418212467
6143.45,1.9972111351093460,1.9981927126490384,2.2612008742040857
6207.45,1.8761909481751045,2.1864543463792812,1.8944479609382485
6271.45,2.4697849744111475,2.4703755370232301,2.0442058845963946
6335.45,2.0095230762885374,2.0446149906095266,1.5926609259867510
6399.45,2.4994258583992472,3.0938400294918149,3.0485078372849834
6463.45,2.0583898603673654,2.0627571113768535,2.3952722857182747
6527.45,2.2305447650672323,1.6478396934205739,1.5766156119011434
6591.45,1.6737614806168488,1.9698151617308346,1.6678315242338444
6655.45,1.9029391810482117,1.3476501091173487,1.4802728829255101
6719.45,2.0683305477616067,2.1871009682463156,2.0550243434647690
6783.45,2.2578159655672301,2.2451777271620275,1.8705780826901897
6847.45,2.2329048029587013,2.2379890404385150,1.8839782468593620
6911.45,1.6513957419601488,1.5853420309452790,1.5308715069654866
6975.45,2.5195247505296927,2.1665406757744372,2.1702349942415240
7039.45,1.4339810255841932,1.7880871567172161,1.4404081394615931
7103.45,2.1538599347756611,2.1626801237417554,2.1467280238345663
7167.45,1.6101995686694406,1.6041170952485260,1.6161184150041550
7231.45,2.4751335558366674,1.9791086793646266,2.4617518255731214
7295.45,2.1524653742456268,2.7238402228870893,2.0067793881132996
7359.45,1.9933862726809535,1.9265795464055402,1.9278697960589586
7423.45,1.4319292527108105,1.3329363508683609,1.4654783710760904
