"Step","harvest_original_cbam_causal - SW_ep_rew_total","harvest_original_cbam_causal - SW_ep_rew_total__MIN","harvest_original_cbam_causal - SW_ep_rew_total__MAX"
"64000","-3035.65625","-3035.65625","-3035.65625"
"128000","-3109","-3109","-3109"
"192000","-2548.9100036621094","-2548.9100036621094","-2548.9100036621094"
"256000","-2141.719970703125","-2141.719970703125","-2141.719970703125"
"320000","-1763.0900268554688","-1763.0900268554688","-1763.0900268554688"
"384000","-1299.5799713134766","-1299.5799713134766","-1299.5799713134766"
"448000","-829.2700042724609","-829.2700042724609","-829.2700042724609"
"512000","-638.6899948120117","-638.6899948120117","-638.6899948120117"
"576000","-466.61000061035156","-466.61000061035156","-466.61000061035156"
"640000","-288.54000091552734","-288.54000091552734","-288.54000091552734"
"704000","-156.63000297546387","-156.63000297546387","-156.63000297546387"
"768000","-53.04999876022339","-53.04999876022339","-53.04999876022339"
"832000","13.519999742507935","13.519999742507935","13.519999742507935"
"896000","-10.750000476837158","-10.750000476837158","-10.750000476837158"
"960000","58.200000286102295","58.200000286102295","58.200000286102295"
"1024000","43.499999046325684","43.499999046325684","43.499999046325684"
"1088000","101.42000222206116","101.42000222206116","101.42000222206116"
"1152000","165.86000061035156","165.86000061035156","165.86000061035156"
"1216000","224.18999481201172","224.18999481201172","224.18999481201172"
"1280000","264.91999435424805","264.91999435424805","264.91999435424805"
"1344000","284.1700019836426","284.1700019836426","284.1700019836426"
"1408000","324.19000244140625","324.19000244140625","324.19000244140625"
"1472000","367.00999450683594","367.00999450683594","367.00999450683594"
"1536000","400.8399963378906","400.8399963378906","400.8399963378906"
"1600000","408.5699996948242","408.5699996948242","408.5699996948242"
"1664000","417.19000244140625","417.19000244140625","417.19000244140625"
"1728000","427.1699905395508","427.1699905395508","427.1699905395508"
"1792000","438.69998931884766","438.69998931884766","438.69998931884766"
"1856000","467.88999938964844","467.88999938964844","467.88999938964844"
"1920000","477.51000213623047","477.51000213623047","477.51000213623047"
"1984000","477.23999786376953","477.23999786376953","477.23999786376953"
"2048000","487.0699996948242","487.0699996948242","487.0699996948242"
"2112000","509.24000549316406","509.24000549316406","509.24000549316406"
"2176000","520.2900009155273","520.2900009155273","520.2900009155273"
"2240000","522.5799942016602","522.5799942016602","522.5799942016602"
"2304000","535.1499938964844","535.1499938964844","535.1499938964844"
"2368000","557.2700042724609","557.2700042724609","557.2700042724609"
"2432000","555.2799987792969","555.2799987792969","555.2799987792969"
"2496000","533.0600051879883","533.0600051879883","533.0600051879883"
"2560000","533.75","533.75","533.75"
"2624000","542.7799987792969","542.7799987792969","542.7799987792969"
"2688000","549.6399993896484","549.6399993896484","549.6399993896484"
"2752000","536.1800079345703","536.1800079345703","536.1800079345703"
"2816000","541.8199996948242","541.8199996948242","541.8199996948242"
"2880000","537.9800109863281","537.9800109863281","537.9800109863281"
"2944000","542.0700073242188","542.0700073242188","542.0700073242188"
"3008000","555.6600036621094","555.6600036621094","555.6600036621094"
"3072000","564.5899963378906","564.5899963378906","564.5899963378906"
"3136000","569.359992980957","569.359992980957","569.359992980957"
"3200000","570.9000015258789","570.9000015258789","570.9000015258789"
"3264000","588.4400024414062","588.4400024414062","588.4400024414062"
"3328000","592.9300079345703","592.9300079345703","592.9300079345703"
"3392000","597.9699935913086","597.9699935913086","597.9699935913086"
"3456000","594.5599975585938","594.5599975585938","594.5599975585938"
"3520000","607.9900131225586","607.9900131225586","607.9900131225586"
"3584000","596.8600006103516","596.8600006103516","596.8600006103516"
"3648000","590.130012512207","590.130012512207","590.130012512207"
"3712000","604.0299987792969","604.0299987792969","604.0299987792969"
"3776000","592.0299987792969","592.0299987792969","592.0299987792969"
"3840000","594.3799896240234","594.3799896240234","594.3799896240234"
"3904000","614.2499923706055","614.2499923706055","614.2499923706055"
"3968000","607.2600021362305","607.2600021362305","607.2600021362305"
"4032000","599.4700088500977","599.4700088500977","599.4700088500977"
"4096000","596.4000015258789","596.4000015258789","596.4000015258789"
"4160000","609.1599960327148","609.1599960327148","609.1599960327148"
"4224000","615.6200180053711","615.6200180053711","615.6200180053711"
"4288000","611.1599960327148","611.1599960327148","611.1599960327148"
"4352000","619.3600006103516","619.3600006103516","619.3600006103516"
"4416000","623.4200134277344","623.4200134277344","623.4200134277344"
"4480000","623.5700073242188","623.5700073242188","623.5700073242188"
"4544000","626.4200134277344","626.4200134277344","626.4200134277344"
"4608000","625.5699996948242","625.5699996948242","625.5699996948242"
"4672000","630.6100082397461","630.6100082397461","630.6100082397461"
"4736000","619.6199951171875","619.6199951171875","619.6199951171875"
"4800000","615.1599960327148","615.1599960327148","615.1599960327148"
"4864000","607.2200012207031","607.2200012207031","607.2200012207031"
"4928000","616.2200088500977","616.2200088500977","616.2200088500977"
"4992000","619.2700119018555","619.2700119018555","619.2700119018555"
"5056000","613.9200057983398","613.9200057983398","613.9200057983398"
"5120000","618.2899932861328","618.2899932861328","618.2899932861328"
"5184000","605.3999938964844","605.3999938964844","605.3999938964844"
"5248000","612.7099914550781","612.7099914550781","612.7099914550781"
"5312000","615.129997253418","615.129997253418","615.129997253418"
"5376000","592.7200012207031","592.7200012207031","592.7200012207031"
"5440000","596.1600036621094","596.1600036621094","596.1600036621094"
"5504000","601.6899948120117","601.6899948120117","601.6899948120117"
"5568000","610.0499954223633","610.0499954223633","610.0499954223633"
"5632000","607.4299926757812","607.4299926757812","607.4299926757812"
"5696000","615.4900131225586","615.4900131225586","615.4900131225586"
"5760000","620.9099884033203","620.9099884033203","620.9099884033203"
"5824000","624.1300048828125","624.1300048828125","624.1300048828125"
"5888000","621.6699981689453","621.6699981689453","621.6699981689453"
"5952000","625.5500030517578","625.5500030517578","625.5500030517578"
"6016000","616.0799942016602","616.0799942016602","616.0799942016602"
"6080000","611.7600173950195","611.7600173950195","611.7600173950195"
"6144000","616.9699935913086","616.9699935913086","616.9699935913086"
"6208000","607.7699966430664","607.7699966430664","607.7699966430664"
"6272000","617.4399948120117","617.4399948120117","617.4399948120117"
"6336000","614.890007019043","614.890007019043","614.890007019043"
"6400000","610.1600036621094","610.1600036621094","610.1600036621094"
"6464000","587.0599975585938","587.0599975585938","587.0599975585938"
"6528000","583.1700057983398","583.1700057983398","583.1700057983398"
"6592000","590.9599990844727","590.9599990844727","590.9599990844727"
"6656000","593.8600006103516","593.8600006103516","593.8600006103516"
"6720000","600.0299987792969","600.0299987792969","600.0299987792969"
"6784000","607.0800094604492","607.0800094604492","607.0800094604492"
"6848000","599.8399963378906","599.8399963378906","599.8399963378906"
"6912000","596.8699951171875","596.8699951171875","596.8699951171875"
"6976000","597.6300048828125","597.6300048828125","597.6300048828125"
"7040000","607.9599990844727","607.9599990844727","607.9599990844727"
"7104000","600.5800018310547","600.5800018310547","600.5800018310547"
"7168000","593.3299942016602","593.3299942016602","593.3299942016602"
"7232000","605.25","605.25","605.25"
"7296000","612.9100036621094","612.9100036621094","612.9100036621094"
"7360000","610.5899963378906","610.5899963378906","610.5899963378906"
"7424000","607.1000061035156","607.1000061035156","607.1000061035156"
"7488000","605.9400024414062","605.9400024414062","605.9400024414062"
"7552000","608.9700164794922","608.9700164794922","608.9700164794922"
"7616000","612.5900039672852","612.5900039672852","612.5900039672852"
"7680000","608.7200012207031","608.7200012207031","608.7200012207031"
"7744000","605.8300094604492","605.8300094604492","605.8300094604492"
"7808000","607.5200119018555","607.5200119018555","607.5200119018555"
"7872000","613.1999893188477","613.1999893188477","613.1999893188477"
"7936000","614.4499969482422","614.4499969482422","614.4499969482422"
"8000000","610.75","610.75","610.75"
"8064000","620.5699996948242","620.5699996948242","620.5699996948242"
"8128000","613.4899978637695","613.4899978637695","613.4899978637695"
"8192000","612.609992980957","612.609992980957","612.609992980957"
"8256000","609.6600036621094","609.6600036621094","609.6600036621094"
"8320000","611.2999954223633","611.2999954223633","611.2999954223633"
"8384000","608.5899887084961","608.5899887084961","608.5899887084961"
"8448000","614.0400009155273","614.0400009155273","614.0400009155273"
"8512000","613.0300064086914","613.0300064086914","613.0300064086914"
"8576000","612.5800094604492","612.5800094604492","612.5800094604492"
"8640000","609.1299896240234","609.1299896240234","609.1299896240234"
"8704000","611.7300109863281","611.7300109863281","611.7300109863281"
"8768000","609.9800109863281","609.9800109863281","609.9800109863281"
"8832000","613.8699951171875","613.8699951171875","613.8699951171875"
"8896000","601.8099899291992","601.8099899291992","601.8099899291992"
"8960000","599.0900039672852","599.0900039672852","599.0900039672852"
"9024000","601.8300018310547","601.8300018310547","601.8300018310547"
"9088000","600.7399978637695","600.7399978637695","600.7399978637695"
"9152000","605.6199951171875","605.6199951171875","605.6199951171875"
"9216000","604.1100006103516","604.1100006103516","604.1100006103516"
"9280000","603.5999984741211","603.5999984741211","603.5999984741211"
"9344000","600.7599945068359","600.7599945068359","600.7599945068359"
"9408000","593.5499954223633","593.5499954223633","593.5499954223633"
"9472000","589.5","589.5","589.5"
"9536000","589.7299957275391","589.7299957275391","589.7299957275391"
"9600000","596.5400009155273","596.5400009155273","596.5400009155273"
"9664000","594.2200012207031","594.2200012207031","594.2200012207031"
"9728000","601.5","601.5","601.5"
"9792000","602.4299926757812","602.4299926757812","602.4299926757812"
"9856000","606.129997253418","606.129997253418","606.129997253418"
"9920000","597.3499984741211","597.3499984741211","597.3499984741211"
"9984000","587.9600067138672","587.9600067138672","587.9600067138672"
"10048000","583.4700012207031","583.4700012207031","583.4700012207031"
"10112000","595.2499923706055","595.2499923706055","595.2499923706055"
"10176000","588.5100021362305","588.5100021362305","588.5100021362305"
"10240000","591.8800048828125","591.8800048828125","591.8800048828125"
"10304000","593.9200057983398","593.9200057983398","593.9200057983398"
"10368000","583.0699996948242","583.0699996948242","583.0699996948242"
"10432000","583.3199996948242","583.3199996948242","583.3199996948242"
"10496000","595.4000015258789","595.4000015258789","595.4000015258789"
"10560000","589.4899978637695","589.4899978637695","589.4899978637695"
"10624000","587.3399963378906","587.3399963378906","587.3399963378906"
"10688000","592.1899948120117","592.1899948120117","592.1899948120117"
"10752000","585.75","585.75","585.75"
"10816000","588.8099975585938","588.8099975585938","588.8099975585938"
"10880000","590.1399993896484","590.1399993896484","590.1399993896484"
"10944000","594.5400009155273","594.5400009155273","594.5400009155273"
"11008000","591.3099975585938","591.3099975585938","591.3099975585938"
"11072000","600.390007019043","600.390007019043","600.390007019043"
"11136000","608.25","608.25","608.25"
"11200000","601.8400039672852","601.8400039672852","601.8400039672852"
"11264000","593.9200057983398","593.9200057983398","593.9200057983398"
"11328000","600.8299865722656","600.8299865722656","600.8299865722656"
"11392000","600.3100051879883","600.3100051879883","600.3100051879883"
"11456000","591.8300018310547","591.8300018310547","591.8300018310547"
"11520000","592.6399993896484","592.6399993896484","592.6399993896484"
"11584000","588.6100082397461","588.6100082397461","588.6100082397461"
"11648000","584.8100051879883","584.8100051879883","584.8100051879883"
"11712000","592.3100051879883","592.3100051879883","592.3100051879883"
"11776000","595.5699996948242","595.5699996948242","595.5699996948242"
"11840000","589.870002746582","589.870002746582","589.870002746582"
"11904000","592.7000045776367","592.7000045776367","592.7000045776367"
"11968000","589.8400039672852","589.8400039672852","589.8400039672852"
"12032000","598.3099975585938","598.3099975585938","598.3099975585938"
"12096000","601.1700057983398","601.1700057983398","601.1700057983398"
"12160000","601.129997253418","601.129997253418","601.129997253418"
"12224000","596.5400009155273","596.5400009155273","596.5400009155273"
"12288000","594.4599990844727","594.4599990844727","594.4599990844727"
"12352000","582.8600082397461","582.8600082397461","582.8600082397461"
"12416000","584.0299987792969","584.0299987792969","584.0299987792969"
"12480000","593.8499984741211","593.8499984741211","593.8499984741211"
"12544000","586.8199920654297","586.8199920654297","586.8199920654297"
"12608000","591.3400039672852","591.3400039672852","591.3400039672852"
"12672000","595.2799987792969","595.2799987792969","595.2799987792969"
"12736000","599.4699935913086","599.4699935913086","599.4699935913086"
"12800000","591.7300033569336","591.7300033569336","591.7300033569336"
"12864000","587.7900009155273","587.7900009155273","587.7900009155273"
"12928000","594.1600036621094","594.1600036621094","594.1600036621094"
"12992000","592.3600082397461","592.3600082397461","592.3600082397461"
"13056000","582.1600036621094","582.1600036621094","582.1600036621094"
"13120000","588.5299911499023","588.5299911499023","588.5299911499023"
"13184000","596.2399978637695","596.2399978637695","596.2399978637695"
"13248000","603.140007019043","603.140007019043","603.140007019043"
"13312000","599.7699966430664","599.7699966430664","599.7699966430664"
"13376000","591.7900085449219","591.7900085449219","591.7900085449219"
"13440000","588.3600006103516","588.3600006103516","588.3600006103516"
"13504000","588.7000045776367","588.7000045776367","588.7000045776367"
"13568000","587.6699981689453","587.6699981689453","587.6699981689453"
"13632000","586.9000015258789","586.9000015258789","586.9000015258789"
"13696000","583.7400054931641","583.7400054931641","583.7400054931641"
"13760000","594.3499984741211","594.3499984741211","594.3499984741211"
"13824000","583.619987487793","583.619987487793","583.619987487793"
"13888000","582.9599990844727","582.9599990844727","582.9599990844727"
"13952000","588.9100036621094","588.9100036621094","588.9100036621094"
"14016000","580.25","580.25","580.25"
"14080000","583.120002746582","583.120002746582","583.120002746582"
"14144000","587.760009765625","587.760009765625","587.760009765625"
"14208000","585.9499969482422","585.9499969482422","585.9499969482422"
"14272000","587.9199981689453","587.9199981689453","587.9199981689453"
"14336000","595.2700042724609","595.2700042724609","595.2700042724609"
"14400000","595.1800003051758","595.1800003051758","595.1800003051758"
"14464000","601.6299896240234","601.6299896240234","601.6299896240234"
"14528000","600.5699996948242","600.5699996948242","600.5699996948242"
"14592000","598.760009765625","598.760009765625","598.760009765625"
"14656000","593.0999908447266","593.0999908447266","593.0999908447266"
"14720000","596.5999984741211","596.5999984741211","596.5999984741211"
"14784000","599.7600021362305","599.7600021362305","599.7600021362305"
"14848000","595.3899993896484","595.3899993896484","595.3899993896484"
"14912000","593.9000015258789","593.9000015258789","593.9000015258789"
"14976000","604.859992980957","604.859992980957","604.859992980957"
"15040000","608.7799987792969","608.7799987792969","608.7799987792969"
"15104000","601.4700012207031","601.4700012207031","601.4700012207031"
"15168000","600.0299987792969","600.0299987792969","600.0299987792969"
"15232000","603.7199935913086","603.7199935913086","603.7199935913086"
"15296000","615.2900085449219","615.2900085449219","615.2900085449219"
"15360000","605.370002746582","605.370002746582","605.370002746582"
"15424000","597.0699996948242","597.0699996948242","597.0699996948242"
"15488000","599.7300033569336","599.7300033569336","599.7300033569336"
"15552000","603.640007019043","603.640007019043","603.640007019043"
"15616000","611.4500045776367","611.4500045776367","611.4500045776367"
"15680000","600.140007019043","600.140007019043","600.140007019043"
"15744000","591.3999938964844","591.3999938964844","591.3999938964844"
"15808000","605.2499923706055","605.2499923706055","605.2499923706055"
"15872000","594.7000045776367","594.7000045776367","594.7000045776367"
"15936000","603.5400085449219","603.5400085449219","603.5400085449219"
"16000000","610.9700012207031","610.9700012207031","610.9700012207031"
"16064000","606.1900024414062","606.1900024414062","606.1900024414062"
"16128000","608.1900024414062","608.1900024414062","608.1900024414062"
"16192000","604.6699905395508","604.6699905395508","604.6699905395508"
"16256000","614.2599945068359","614.2599945068359","614.2599945068359"
"16320000","610.5400009155273","610.5400009155273","610.5400009155273"
"16384000","615.640007019043","615.640007019043","615.640007019043"
"16448000","600.7299957275391","600.7299957275391","600.7299957275391"
"16512000","602.1299896240234","602.1299896240234","602.1299896240234"
"16576000","613.1399993896484","613.1399993896484","613.1399993896484"
"16640000","612.3999938964844","612.3999938964844","612.3999938964844"
