"Step","harvest_original_cbam_causal - SW_ep_rew_total","harvest_original_cbam_causal - SW_ep_rew_total__MIN","harvest_original_cbam_causal - SW_ep_rew_total__MAX"
"16704000","604.2900009155273","604.2900009155273","604.2900009155273"
"16768000","604.7300033569336","604.7300033569336","604.7300033569336"
"16832000","604.6699981689453","604.6699981689453","604.6699981689453"
"16896000","611.7100067138672","611.7100067138672","611.7100067138672"
"16960000","604.8300018310547","604.8300018310547","604.8300018310547"
"17024000","613.0800094604492","613.0800094604492","613.0800094604492"
"17088000","624.2800064086914","624.2800064086914","624.2800064086914"
"17152000","619.0300064086914","619.0300064086914","619.0300064086914"
"17216000","614.9000091552734","614.9000091552734","614.9000091552734"
"17280000","611.7099914550781","611.7099914550781","611.7099914550781"
"17344000","611.5300064086914","611.5300064086914","611.5300064086914"
"17408000","613.6100006103516","613.6100006103516","613.6100006103516"
"17472000","600.9099960327148","600.9099960327148","600.9099960327148"
"17536000","607.7599945068359","607.7599945068359","607.7599945068359"
"17600000","626","626","626"
"17664000","625.0200042724609","625.0200042724609","625.0200042724609"
"17728000","604.0200042724609","604.0200042724609","604.0200042724609"
"17792000","619.7400054931641","619.7400054931641","619.7400054931641"
"17856000","632.6599960327148","632.6599960327148","632.6599960327148"
"17920000","627.4100036621094","627.4100036621094","627.4100036621094"
"17984000","625.8799896240234","625.8799896240234","625.8799896240234"
"18048000","608.9200134277344","608.9200134277344","608.9200134277344"
"18112000","618.2700042724609","618.2700042724609","618.2700042724609"
"18176000","619.0200042724609","619.0200042724609","619.0200042724609"
"18240000","614.3000030517578","614.3000030517578","614.3000030517578"
"18304000","616.7199935913086","616.7199935913086","616.7199935913086"
"18368000","620.0299911499023","620.0299911499023","620.0299911499023"
"18432000","621.9400100708008","621.9400100708008","621.9400100708008"
"18496000","617.5500030517578","617.5500030517578","617.5500030517578"
"18560000","606.4400024414062","606.4400024414062","606.4400024414062"
"18624000","619.0300064086914","619.0300064086914","619.0300064086914"
"18688000","620.0500030517578","620.0500030517578","620.0500030517578"
"18752000","619.1800079345703","619.1800079345703","619.1800079345703"
"18816000","614.6200103759766","614.6200103759766","614.6200103759766"
"18880000","614.6700134277344","614.6700134277344","614.6700134277344"
"18944000","623.1599807739258","623.1599807739258","623.1599807739258"
"19008000","624.3199844360352","624.3199844360352","624.3199844360352"
"19072000","608.8100051879883","608.8100051879883","608.8100051879883"
"19136000","617.0799942016602","617.0799942016602","617.0799942016602"
"19200000","625.7900009155273","625.7900009155273","625.7900009155273"
"19264000","622.5499954223633","622.5499954223633","622.5499954223633"
"19328000","619.8899917602539","619.8899917602539","619.8899917602539"
"19392000","609.760009765625","609.760009765625","609.760009765625"
"19456000","610.620002746582","610.620002746582","610.620002746582"
"19520000","603.890007019043","603.890007019043","603.890007019043"
"19584000","611.1199951171875","611.1199951171875","611.1199951171875"
"19648000","614.3899993896484","614.3899993896484","614.3899993896484"
"19712000","608.5999984741211","608.5999984741211","608.5999984741211"
"19776000","618.8899917602539","618.8899917602539","618.8899917602539"
"19840000","610.4799957275391","610.4799957275391","610.4799957275391"
"19904000","607.8300018310547","607.8300018310547","607.8300018310547"
"19968000","608.9000015258789","608.9000015258789","608.9000015258789"
"20032000","618.3099975585938","618.3099975585938","618.3099975585938"
