Step,coin3_cbamsvo - SW_ep_rew_total,coin3_cbamsvo - SW_ep_rew_total__MIN,coin3_cbamsvo - SW_ep_rew_total__MAX
64000,-2.3400001525878906,-2.3400001525878906,-2.3400001525878906
128000,-3.4799997806549072,-3.4799997806549072,-3.4799997806549072
192000,-2.6300002336502075,-2.6300002336502075,-2.6300002336502075
256000,-2.299999713897705,-2.299999713897705,-2.299999713897705
320000,-4.170000076293945,-4.170000076293945,-4.170000076293945
384000,-3.2400002628564835,-3.2400002628564835,-3.2400002628564835
448000,-3.6999999284744263,-3.6999999284744263,-3.6999999284744263
512000,-2.469999849796295,-2.469999849796295,-2.469999849796295
576000,-3.5399999618530273,-3.5399999618530273,-3.5399999618530273
640000,-4.260000124573708,-4.260000124573708,-4.260000124573708
704000,-2.7299998998641968,-2.7299998998641968,-2.7299998998641968
768000,-5.5400002002716064,-5.5400002002716064,-5.5400002002716064
832000,-3.81000018119812,-3.81000018119812,-3.81000018119812
896000,-4.400000214576721,-4.400000214576721,-4.400000214576721
960000,-3.10000017285347,-3.10000017285347,-3.10000017285347
1024000,-4.5799997970461845,-4.5799997970461845,-4.5799997970461845
1088000,-3.6800001859664917,-3.6800001859664917,-3.6800001859664917
1152000,-3.6199999153614044,-3.6199999153614044,-3.6199999153614044
1216000,-3.3600000143051147,-3.3600000143051147,-3.3600000143051147
1280000,-3.1000000685453415,-3.1000000685453415,-3.1000000685453415
1344000,-4.270000219345093,-4.270000219345093,-4.270000219345093
1408000,-3.3600001335144043,-3.3600001335144043,-3.3600001335144043
1472000,-3.2499997317790985,-3.2499997317790985,-3.2499997317790985
1536000,-2.839999794960022,-2.839999794960022,-2.839999794960022
1600000,-3.879999876022339,-3.879999876022339,-3.879999876022339
1664000,-4.229999840259552,-4.229999840259552,-4.229999840259552
1728000,-4.8600000739097595,-4.8600000739097595,-4.8600000739097595
1792000,-5.290000081062317,-5.290000081062317,-5.290000081062317
1856000,-3.669999986886978,-3.669999986886978,-3.669999986886978
1920000,-4.400000035762787,-4.400000035762787,-4.400000035762787
1984000,-4.160000145435333,-4.160000145435333,-4.160000145435333
2048000,-4.920000195503235,-4.920000195503235,-4.920000195503235
2112000,-3.619999796152115,-3.619999796152115,-3.619999796152115
2176000,-4.860000014305115,-4.860000014305115,-4.860000014305115
2240000,-4.899999976158142,-4.899999976158142,-4.899999976158142
2304000,-5.060000061988831,-5.060000061988831,-5.060000061988831
2368000,-4.140000194311142,-4.140000194311142,-4.140000194311142
2432000,-3.6800001859664917,-3.6800001859664917,-3.6800001859664917
2496000,-5.499999813735485,-5.499999813735485,-5.499999813735485
2560000,-2.769999861717224,-2.769999861717224,-2.769999861717224
2624000,-4.300000071525574,-4.300000071525574,-4.300000071525574
2688000,-5.750000178813934,-5.750000178813934,-5.750000178813934
2752000,-4.08000011742115,-4.08000011742115,-4.08000011742115
2816000,-5.520000111311674,-5.520000111311674,-5.520000111311674
2880000,-6.360000014305115,-6.360000014305115,-6.360000014305115
2944000,-4.349999785423279,-4.349999785423279,-4.349999785423279
3008000,-5.159999951720238,-5.159999951720238,-5.159999951720238
3072000,-5.019999787211418,-5.019999787211418,-5.019999787211418
3136000,-7.139999747276306,-7.139999747276306,-7.139999747276306
3200000,-5.699999839067459,-5.699999839067459,-5.699999839067459
3264000,-5.839999824762344,-5.839999824762344,-5.839999824762344
3328000,-6.679999798536301,-6.679999798536301,-6.679999798536301
3392000,-5.959999859333038,-5.959999859333038,-5.959999859333038
3456000,-7.45999994687736,-7.45999994687736,-7.45999994687736
3520000,-8.440000176429749,-8.440000176429749,-8.440000176429749
3584000,-8.399999916553497,-8.399999916553497,-8.399999916553497
3648000,-7.320000156760216,-7.320000156760216,-7.320000156760216
3712000,-7.580000191926956,-7.580000191926956,-7.580000191926956
3776000,-7.760000169277191,-7.760000169277191,-7.760000169277191
3840000,-9.70000046491623,-9.70000046491623,-9.70000046491623
3904000,-9.119999706745148,-9.119999706745148,-9.119999706745148
3968000,-7.999999776482582,-7.999999776482582,-7.999999776482582
4032000,-8.880000293254852,-8.880000293254852,-8.880000293254852
4096000,-7.300000101327896,-7.300000101327896,-7.300000101327896
4160000,-10.34000027179718,-10.34000027179718,-10.34000027179718
4224000,-10.159999966621399,-10.159999966621399,-10.159999966621399
4288000,-9.860000014305115,-9.860000014305115,-9.860000014305115
4352000,-10.739999741315842,-10.739999741315842,-10.739999741315842
4416000,-11.000000357627869,-11.000000357627869,-11.000000357627869
4480000,-10.959999918937683,-10.959999918937683,-10.959999918937683
4544000,-11.56000030040741,-11.56000030040741,-11.56000030040741
4608000,-12.019999980926514,-12.019999980926514,-12.019999980926514
4672000,-10.079999566078186,-10.079999566078186,-10.079999566078186
4736000,-11.460000216960907,-11.460000216960907,-11.460000216960907
4800000,-11.660000443458557,-11.660000443458557,-11.660000443458557
4864000,-11.420000076293945,-11.420000076293945,-11.420000076293945
4928000,-11.139999717473984,-11.139999717473984,-11.139999717473984
4992000,-13.820000529289246,-13.820000529289246,-13.820000529289246
5056000,-11.800000131130219,-11.800000131130219,-11.800000131130219
5120000,-12.419999897480011,-12.419999897480011,-12.419999897480011
5184000,-13.460000038146973,-13.460000038146973,-13.460000038146973
5248000,-12.440000206232071,-12.440000206232071,-12.440000206232071
5312000,-11.960000276565552,-11.960000276565552,-11.960000276565552
5376000,-12.720000177621841,-12.720000177621841,-12.720000177621841
5440000,-12.720000267028809,-12.720000267028809,-12.720000267028809
5504000,-12.860000133514404,-12.860000133514404,-12.860000133514404
5568000,-12.760000258684158,-12.760000258684158,-12.760000258684158
5632000,-12.020000040531158,-12.020000040531158,-12.020000040531158
5696000,-12.580000191926956,-12.580000191926956,-12.580000191926956
5760000,-13.220000147819519,-13.220000147819519,-13.220000147819519
5824000,-12.639999628067017,-12.639999628067017,-12.639999628067017
5888000,-12.98000031709671,-12.98000031709671,-12.98000031709671
5952000,-13.740000367164612,-13.740000367164612,-13.740000367164612
6016000,-13.560000360012054,-13.560000360012054,-13.560000360012054
6080000,-13.200000494718552,-13.200000494718552,-13.200000494718552
6144000,-14.04000049829483,-14.04000049829483,-14.04000049829483
6208000,-14.2999995239079,-14.2999995239079,-14.2999995239079
6272000,-12.740000307559967,-12.740000307559967,-12.740000307559967
6336000,-13.800000131130219,-13.800000131130219,-13.800000131130219
6400000,-14.060000248253345,-14.060000248253345,-14.060000248253345
6464000,-14.339999787509441,-14.339999787509441,-14.339999787509441
6528000,-13.660000264644623,-13.660000264644623,-13.660000264644623
6592000,-13.900000497698784,-13.900000497698784,-13.900000497698784
6656000,-12.239999890327454,-12.239999890327454,-12.239999890327454
6720000,-12.959999918937683,-12.959999918937683,-12.959999918937683
6784000,-11.76000028848648,-11.76000028848648,-11.76000028848648
6848000,-12.340000227093697,-12.340000227093697,-12.340000227093697
6912000,-13.320000290870667,-13.320000290870667,-13.320000290870667
6976000,-12.420000553131104,-12.420000553131104,-12.420000553131104
7040000,-12.660000443458557,-12.660000443458557,-12.660000443458557
7104000,-12.50000011920929,-12.50000011920929,-12.50000011920929
7168000,-12.640000462532043,-12.640000462532043,-12.640000462532043
7232000,-11.620000123977661,-11.620000123977661,-11.620000123977661
7296000,-11.680000364780426,-11.680000364780426,-11.680000364780426
7360000,-12.859999626874924,-12.859999626874924,-12.859999626874924
7424000,-13.360000014305115,-13.360000014305115,-13.360000014305115
7488000,-12.19999985396862,-12.19999985396862,-12.19999985396862
7552000,-12.499999523162842,-12.499999523162842,-12.499999523162842
7616000,-11.739999890327454,-11.739999890327454,-11.739999890327454
7680000,-12.280000448226929,-12.280000448226929,-12.280000448226929
7744000,-13.839999824762344,-13.839999824762344,-13.839999824762344
7808000,-12.579999685287476,-12.579999685287476,-12.579999685287476
7872000,-11.480000019073486,-11.480000019073486,-11.480000019073486
7936000,-11.22000002861023,-11.22000002861023,-11.22000002861023
8000000,-12.999999463558197,-12.999999463558197,-12.999999463558197
8064000,-12.03999948501587,-12.03999948501587,-12.03999948501587
8128000,-12.420000076293945,-12.420000076293945,-12.420000076293945
8192000,-11.579999923706055,-11.579999923706055,-11.579999923706055
8256000,-13.019999742507935,-13.019999742507935,-13.019999742507935
8320000,-12.960000038146973,-12.960000038146973,-12.960000038146973
8384000,-13.179999561980367,-13.179999561980367,-13.179999561980367
8448000,-13.119999837130308,-13.119999837130308,-13.119999837130308
8512000,-12.020000457763672,-12.020000457763672,-12.020000457763672
8576000,-12.540000319480896,-12.540000319480896,-12.540000319480896
8640000,-11.84000015258789,-11.84000015258789,-11.84000015258789
8704000,-12.440000176429749,-12.440000176429749,-12.440000176429749
8768000,-12.600000023841858,-12.600000023841858,-12.600000023841858
8832000,-12.28000020980835,-12.28000020980835,-12.28000020980835
8896000,-12.880000233650208,-12.880000233650208,-12.880000233650208
8960000,-12.820000052452087,-12.820000052452087,-12.820000052452087
9024000,-11.399999737739563,-11.399999737739563,-11.399999737739563
9088000,-12.62000024318695,-12.62000024318695,-12.62000024318695
9152000,-12.579999923706055,-12.579999923706055,-12.579999923706055
9216000,-12.860000371932983,-12.860000371932983,-12.860000371932983
9280000,-11.539999842643738,-11.539999842643738,-11.539999842643738
9344000,-12.340000450611115,-12.340000450611115,-12.340000450611115
9408000,-13.040000319480896,-13.040000319480896,-13.040000319480896
9472000,-11.06000030040741,-11.06000030040741,-11.06000030040741
9536000,-12.999999523162842,-12.999999523162842,-12.999999523162842
9600000,-12.5,-12.5,-12.5
9664000,-12.799999952316284,-12.799999952316284,-12.799999952316284
9728000,-11.980000019073486,-11.980000019073486,-11.980000019073486
9792000,-12.839999437332153,-12.839999437332153,-12.839999437332153
9856000,-11.920000314712524,-11.920000314712524,-11.920000314712524
9920000,-12.50000011920929,-12.50000011920929,-12.50000011920929
9984000,-13.499999538064003,-13.499999538064003,-13.499999538064003
10048000,-12.100000023841858,-12.100000023841858,-12.100000023841858
10112000,-13.079999804496765,-13.079999804496765,-13.079999804496765
10176000,-11.759999752044678,-11.759999752044678,-11.759999752044678
10240000,-10.920000314712524,-10.920000314712524,-10.920000314712524
10304000,-12.179999709129333,-12.179999709129333,-12.179999709129333
10368000,-11.680000305175781,-11.680000305175781,-11.680000305175781
10432000,-12.680000185966492,-12.680000185966492,-12.680000185966492
10496000,-10.919999599456787,-10.919999599456787,-10.919999599456787
10560000,-11.740000009536743,-11.740000009536743,-11.740000009536743
10624000,-12.340000212192535,-12.340000212192535,-12.340000212192535
10688000,-12.57999974489212,-12.57999974489212,-12.57999974489212
10752000,-11.699999570846558,-11.699999570846558,-11.699999570846558
10816000,-12.09999966621399,-12.09999966621399,-12.09999966621399
10880000,-11.020000457763672,-11.020000457763672,-11.020000457763672
10944000,-12.039999723434448,-12.039999723434448,-12.039999723434448
11008000,-11.860000312328339,-11.860000312328339,-11.860000312328339
11072000,-12.239999949932098,-12.239999949932098,-12.239999949932098
11136000,-11.279999732971191,-11.279999732971191,-11.279999732971191
11200000,-12.62000036239624,-12.62000036239624,-12.62000036239624
11264000,-13.09999942779541,-13.09999942779541,-13.09999942779541
11328000,-12.220000147819519,-12.220000147819519,-12.220000147819519
11392000,-11.859999775886536,-11.859999775886536,-11.859999775886536
11456000,-12.799999833106995,-12.799999833106995,-12.799999833106995
11520000,-12.020000219345093,-12.020000219345093,-12.020000219345093
11584000,-13.020000100135803,-13.020000100135803,-13.020000100135803
11648000,-12.980000257492065,-12.980000257492065,-12.980000257492065
11712000,-11.460000276565552,-11.460000276565552,-11.460000276565552
11776000,-12.720000267028809,-12.720000267028809,-12.720000267028809
11840000,-11.920000433921814,-11.920000433921814,-11.920000433921814
11904000,-12.239999890327454,-12.239999890327454,-12.239999890327454
11968000,-12.48000031709671,-12.48000031709671,-12.48000031709671
12032000,-11.980000019073486,-11.980000019073486,-11.980000019073486
12096000,-12.440000534057617,-12.440000534057617,-12.440000534057617
12160000,-12.64000028371811,-12.64000028371811,-12.64000028371811
12224000,-13.900000214576721,-13.900000214576721,-13.900000214576721
12288000,-12.179999709129333,-12.179999709129333,-12.179999709129333
12352000,-12.639999963343143,-12.639999963343143,-12.639999963343143
12416000,-13.719999939203262,-13.719999939203262,-13.719999939203262
12480000,-12.020000100135803,-12.020000100135803,-12.020000100135803
12544000,-11.199999809265137,-11.199999809265137,-11.199999809265137
12608000,-11.68000042438507,-11.68000042438507,-11.68000042438507
12672000,-12.319999694824219,-12.319999694824219,-12.319999694824219
12736000,-11.979999780654907,-11.979999780654907,-11.979999780654907
12800000,-12.46000051498413,-12.46000051498413,-12.46000051498413
12864000,-13.200000405311584,-13.200000405311584,-13.200000405311584
12928000,-11.839999914169312,-11.839999914169312,-11.839999914169312
12992000,-12.15999960899353,-12.15999960899353,-12.15999960899353
13056000,-12.899999976158142,-12.899999976158142,-12.899999976158142
13120000,-13.039999604225159,-13.039999604225159,-13.039999604225159
13184000,-12.899999618530273,-12.899999618530273,-12.899999618530273
13248000,-11.760000348091125,-11.760000348091125,-11.760000348091125
13312000,-13.499999642372131,-13.499999642372131,-13.499999642372131
13376000,-12.07999986410141,-12.07999986410141,-12.07999986410141
13440000,-13.240000069141388,-13.240000069141388,-13.240000069141388
13504000,-12.520000457763672,-12.520000457763672,-12.520000457763672
13568000,-12.399999618530273,-12.399999618530273,-12.399999618530273
13632000,-12.960000038146973,-12.960000038146973,-12.960000038146973
13696000,-12.540000081062317,-12.540000081062317,-12.540000081062317
13760000,-13.239999771118164,-13.239999771118164,-13.239999771118164
13824000,-11.599999785423279,-11.599999785423279,-11.599999785423279
13888000,-11.819999694824219,-11.819999694824219,-11.819999694824219
13952000,-12.200000166893005,-12.200000166893005,-12.200000166893005
14016000,-12.700000524520874,-12.700000524520874,-12.700000524520874
14080000,-11.979999542236328,-11.979999542236328,-11.979999542236328
14144000,-13.18000042438507,-13.18000042438507,-13.18000042438507
14208000,-12.419999957084656,-12.419999957084656,-12.419999957084656
14272000,-12.560000479221344,-12.560000479221344,-12.560000479221344
14336000,-13.93999993801117,-13.93999993801117,-13.93999993801117
14400000,-12.559999823570251,-12.559999823570251,-12.559999823570251
14464000,-12.319999694824219,-12.319999694824219,-12.319999694824219
14528000,-12.319999933242798,-12.319999933242798,-12.319999933242798
