"Step","coin5_cbaminequity_aversion - SW_ep_rew_total","coin5_cbaminequity_aversion - SW_ep_rew_total__MIN","coin5_cbaminequity_aversion - SW_ep_rew_total__MAX"
"64000","-10.960000038146973","-10.960000038146973","-10.960000038146973"
"128000","-10.77999997138977","-10.77999997138977","-10.77999997138977"
"192000","-10.119999647140503","-10.119999647140503","-10.119999647140503"
"256000","-11.039999961853027","-11.039999961853027","-11.039999961853027"
"320000","-10.03999948501587","-10.03999948501587","-10.03999948501587"
"384000","-11.840000629425049","-11.840000629425049","-11.840000629425049"
"448000","-10.239999771118164","-10.239999771118164","-10.239999771118164"
"512000","-11.399999618530273","-11.399999618530273","-11.399999618530273"
"576000","-11.460000276565552","-11.460000276565552","-11.460000276565552"
"640000","-10.56000018119812","-10.56000018119812","-10.56000018119812"
"704000","-9.540000438690186","-9.540000438690186","-9.540000438690186"
"768000","-10.420000791549683","-10.420000791549683","-10.420000791549683"
"832000","-11.709999799728394","-11.709999799728394","-11.709999799728394"
"896000","-10.140000343322754","-10.140000343322754","-10.140000343322754"
"960000","-12.059999465942383","-12.059999465942383","-12.059999465942383"
"1024000","-12.119999885559082","-12.119999885559082","-12.119999885559082"
"1088000","-10.93999981880188","-10.93999981880188","-10.93999981880188"
"1152000","-9.180000066757202","-9.180000066757202","-9.180000066757202"
"1216000","-10.699999809265137","-10.699999809265137","-10.699999809265137"
"1280000","-10.68000054359436","-10.68000054359436","-10.68000054359436"
"1344000","-10.460000038146973","-10.460000038146973","-10.460000038146973"
"1408000","-10.660000324249268","-10.660000324249268","-10.660000324249268"
"1472000","-12.660000801086426","-12.660000801086426","-12.660000801086426"
"1536000","-10.81999945640564","-10.81999945640564","-10.81999945640564"
"1600000","-10.420000076293945","-10.420000076293945","-10.420000076293945"
"1664000","-11.820000648498535","-11.820000648498535","-11.820000648498535"
"1728000","-9.419999837875366","-9.419999837875366","-9.419999837875366"
"1792000","-11.639999151229858","-11.639999151229858","-11.639999151229858"
"1856000","-10.740000486373901","-10.740000486373901","-10.740000486373901"
"1920000","-11.90000033378601","-11.90000033378601","-11.90000033378601"
"1984000","-9.619999647140503","-9.619999647140503","-9.619999647140503"
"2048000","-10.960000038146973","-10.960000038146973","-10.960000038146973"
"2112000","-11.100000381469727","-11.100000381469727","-11.100000381469727"
"2176000","-11.039999723434448","-11.039999723434448","-11.039999723434448"
"2240000","-11.459999561309814","-11.459999561309814","-11.459999561309814"
"2304000","-10.320001125335693","-10.320001125335693","-10.320001125335693"
"2368000","-9.160000205039978","-9.160000205039978","-9.160000205039978"
"2432000","-9.279999732971191","-9.279999732971191","-9.279999732971191"
"2496000","-9.87999963760376","-9.87999963760376","-9.87999963760376"
"2560000","-10.859999656677246","-10.859999656677246","-10.859999656677246"
"2624000","-10.65999984741211","-10.65999984741211","-10.65999984741211"
"2688000","-10.499999761581421","-10.499999761581421","-10.499999761581421"
"2752000","-11.960000038146973","-11.960000038146973","-11.960000038146973"
"2816000","-10.819999694824219","-10.819999694824219","-10.819999694824219"
"2880000","-10.219999551773071","-10.219999551773071","-10.219999551773071"
"2944000","-10.31999945640564","-10.31999945640564","-10.31999945640564"
"3008000","-10.440000295639038","-10.440000295639038","-10.440000295639038"
"3072000","-10.699999570846558","-10.699999570846558","-10.699999570846558"
"3136000","-10.040000438690186","-10.040000438690186","-10.040000438690186"
"3200000","-10.880000591278076","-10.880000591278076","-10.880000591278076"
"3264000","-10.440000295639038","-10.440000295639038","-10.440000295639038"
"3328000","-9.179999470710754","-9.179999470710754","-9.179999470710754"
"3392000","-11.979999542236328","-11.979999542236328","-11.979999542236328"
"3456000","-10.480000495910645","-10.480000495910645","-10.480000495910645"
"3520000","-10.640000820159912","-10.640000820159912","-10.640000820159912"
"3584000","-10.84000039100647","-10.84000039100647","-10.84000039100647"
"3648000","-10.040000200271606","-10.040000200271606","-10.040000200271606"
"3712000","-8.800000429153442","-8.800000429153442","-8.800000429153442"
"3776000","-9.759999990463257","-9.759999990463257","-9.759999990463257"
"3840000","-12.22000002861023","-12.22000002861023","-12.22000002861023"
"3904000","-11.579999923706055","-11.579999923706055","-11.579999923706055"
"3968000","-11.459999322891235","-11.459999322891235","-11.459999322891235"
"4032000","-11.359999656677246","-11.359999656677246","-11.359999656677246"
"4096000","-10.90000033378601","-10.90000033378601","-10.90000033378601"
"4160000","-12.299999713897705","-12.299999713897705","-12.299999713897705"
"4224000","-10.459999322891235","-10.459999322891235","-10.459999322891235"
"4288000","-9.25999927520752","-9.25999927520752","-9.25999927520752"
"4352000","-12.019999742507935","-12.019999742507935","-12.019999742507935"
"4416000","-9.979999303817749","-9.979999303817749","-9.979999303817749"
"4480000","-9.860000014305115","-9.860000014305115","-9.860000014305115"
"4544000","-10.740000009536743","-10.740000009536743","-10.740000009536743"
"4608000","-9.179999589920044","-9.179999589920044","-9.179999589920044"
"4672000","-11.400000095367432","-11.400000095367432","-11.400000095367432"
"4736000","-10.079999685287476","-10.079999685287476","-10.079999685287476"
"4800000","-10.53999924659729","-10.53999924659729","-10.53999924659729"
"4864000","-10.37999939918518","-10.37999939918518","-10.37999939918518"
"4928000","-10.319999933242798","-10.319999933242798","-10.319999933242798"
"4992000","-12.359999656677246","-12.359999656677246","-12.359999656677246"
"5056000","-10.100000381469727","-10.100000381469727","-10.100000381469727"
"5120000","-11.600000381469727","-11.600000381469727","-11.600000381469727"
"5184000","-10.810000777244568","-10.810000777244568","-10.810000777244568"
"5248000","-11.40000057220459","-11.40000057220459","-11.40000057220459"
"5312000","-9.65999960899353","-9.65999960899353","-9.65999960899353"
"5376000","-10.019999504089355","-10.019999504089355","-10.019999504089355"
"5440000","-11.019999265670776","-11.019999265670776","-11.019999265670776"
"5504000","-9.199999570846558","-9.199999570846558","-9.199999570846558"
"5568000","-10.519999980926514","-10.519999980926514","-10.519999980926514"
"5632000","-10.580000400543213","-10.580000400543213","-10.580000400543213"
"5696000","-11.499999523162842","-11.499999523162842","-11.499999523162842"
"5760000","-10.500000238418579","-10.500000238418579","-10.500000238418579"
"5824000","-10.759999990463257","-10.759999990463257","-10.759999990463257"
"5888000","-9.779999494552612","-9.779999494552612","-9.779999494552612"
"5952000","-10.839999675750732","-10.839999675750732","-10.839999675750732"
"6016000","-10.9399995803833","-10.9399995803833","-10.9399995803833"
"6080000","-9.339999914169312","-9.339999914169312","-9.339999914169312"
"6144000","-10.019999504089355","-10.019999504089355","-10.019999504089355"
"6208000","-9.919999599456787","-9.919999599456787","-9.919999599456787"
"6272000","-10.859999656677246","-10.859999656677246","-10.859999656677246"
"6336000","-8.700000524520874","-8.700000524520874","-8.700000524520874"
"6400000","-10.77999997138977","-10.77999997138977","-10.77999997138977"
"6464000","-8.739999651908875","-8.739999651908875","-8.739999651908875"
"6528000","-12.000000238418579","-12.000000238418579","-12.000000238418579"
"6592000","-9.820000171661377","-9.820000171661377","-9.820000171661377"
"6656000","-9.760000467300415","-9.760000467300415","-9.760000467300415"
"6720000","-11.22999906539917","-11.22999906539917","-11.22999906539917"
"6784000","-10.139999985694885","-10.139999985694885","-10.139999985694885"
"6848000","-9.740000009536743","-9.740000009536743","-9.740000009536743"
"6912000","-10.080000400543213","-10.080000400543213","-10.080000400543213"
"6976000","-10.300000429153442","-10.300000429153442","-10.300000429153442"
"7040000","-10.339999675750732","-10.339999675750732","-10.339999675750732"
"7104000","-10.0600004196167","-10.0600004196167","-10.0600004196167"
"7168000","-11.000000715255737","-11.000000715255737","-11.000000715255737"
"7232000","-11.680000305175781","-11.680000305175781","-11.680000305175781"
"7296000","-10.640001058578491","-10.640001058578491","-10.640001058578491"
"7360000","-10.039999961853027","-10.039999961853027","-10.039999961853027"
"7424000","-11.519999504089355","-11.519999504089355","-11.519999504089355"
"7488000","-10.959999322891235","-10.959999322891235","-10.959999322891235"
"7552000","-10.719999551773071","-10.719999551773071","-10.719999551773071"
"7616000","-9.09999942779541","-9.09999942779541","-9.09999942779541"
"7680000","-9.479999542236328","-9.479999542236328","-9.479999542236328"
"7744000","-12.259999990463257","-12.259999990463257","-12.259999990463257"
"7808000","-9.679999589920044","-9.679999589920044","-9.679999589920044"
"7872000","-10.200000524520874","-10.200000524520874","-10.200000524520874"
"7936000","-11.440000057220459","-11.440000057220459","-11.440000057220459"
"8000000","-10.880000352859497","-10.880000352859497","-10.880000352859497"
"8064000","-9.380000114440918","-9.380000114440918","-9.380000114440918"
"8128000","-11.059999942779541","-11.059999942779541","-11.059999942779541"
"8192000","-9.74000072479248","-9.74000072479248","-9.74000072479248"
"8256000","-11.739998817443848","-11.739998817443848","-11.739998817443848"
"8320000","-11.3000009059906","-11.3000009059906","-11.3000009059906"
"8384000","-11.440000057220459","-11.440000057220459","-11.440000057220459"
"8448000","-9.5600004196167","-9.5600004196167","-9.5600004196167"
"8512000","-10.59999966621399","-10.59999966621399","-10.59999966621399"
"8576000","-12.479999542236328","-12.479999542236328","-12.479999542236328"
"8640000","-10.299999475479126","-10.299999475479126","-10.299999475479126"
"8704000","-9.93999969959259","-9.93999969959259","-9.93999969959259"
"8768000","-10.139999389648438","-10.139999389648438","-10.139999389648438"
"8832000","-10.499999523162842","-10.499999523162842","-10.499999523162842"
