"Step","coin5_cbaminequity_aversion - SW_ep_rew_total","coin5_cbaminequity_aversion - SW_ep_rew_total__MIN","coin5_cbaminequity_aversion - SW_ep_rew_total__MAX"
"8896000","-11.440000772476196","-11.440000772476196","-11.440000772476196"
"8960000","-11.880000352859497","-11.880000352859497","-11.880000352859497"
"9024000","-10.579999208450317","-10.579999208450317","-10.579999208450317"
"9088000","-11.639999866485596","-11.639999866485596","-11.639999866485596"
"9152000","-11.919999837875366","-11.919999837875366","-11.919999837875366"
"9216000","-11.239999532699585","-11.239999532699585","-11.239999532699585"
"9280000","-9.78000020980835","-9.78000020980835","-9.78000020980835"
"9344000","-9.900000095367432","-9.900000095367432","-9.900000095367432"
"9408000","-10.139999389648438","-10.139999389648438","-10.139999389648438"
"9472000","-9.900000929832458","-9.900000929832458","-9.900000929832458"
"9536000","-10.519999504089355","-10.519999504089355","-10.519999504089355"
"9600000","-10.999999284744263","-10.999999284744263","-10.999999284744263"
"9664000","-10.68000078201294","-10.68000078201294","-10.68000078201294"
"9728000","-10.380000114440918","-10.380000114440918","-10.380000114440918"
"9792000","-10.779999494552612","-10.779999494552612","-10.779999494552612"
"9856000","-11.239999532699585","-11.239999532699585","-11.239999532699585"
"9920000","-10.37999963760376","-10.37999963760376","-10.37999963760376"
"9984000","-11.339999675750732","-11.339999675750732","-11.339999675750732"
"10048000","-10.699999332427979","-10.699999332427979","-10.699999332427979"
