Step,lbf15_cbamcausal - 0/regret,lbf15_cbamcausal - 0/regret__MIN,lbf15_cbamcausal - 0/regret__MAX
-58,5.00738123219091,4.9836944256592,4.95036048474767
-122,5.82962588670883,5.83981658662096,6.78875501377299
-186,6.41571438351763,6.38833933903178,7.00587443797554
-250,6.621027101589,6.52878708663597,5.89572096805589
-314,6.64471081847358,5.91499000793715,5.85302726874655
-378,5.49049556098514,5.78979620623499,5.46510534394071
-442,6.00485848001629,5.48971950847776,6.00080896408695
-506,4.66525927944821,4.71858509960709,5.46157433287085
-570,5.21993810053166,5.17594332586188,4.42275093566451
-634,3.54539081412269,4.32403060853244,4.23959404569222
-698,3.87768515477378,3.8782762127132,4.10578258444815
-762,3.81386896044594,3.78936668131722,3.77287196752803
-826,3.3209171283787,3.05394048120803,3.1169625544721
-890,2.772622187953,3.93487211638129,3.75449020941581
-954,2.33210435077206,2.19402644303987,3.56837472894728
-1018,3.01586736560412,3.07702687329183,1.66437141518949
-1082,1.8141830505332,2.0523638881753,2.90267846076908
-1146,2.44407093435682,2.36410185207072,2.27830326855912
-1210,2.84100101928921,1.93510284633683,1.8618070380803
-1274,2.77167821371006,2.66130439253114,2.87002066287047
-1338,1.95042613214265,2.63051624792599,2.43066683837635
-1402,2.2272619285972,1.79350478681322,1.72726751911399
-1466,1.68603054179425,1.53802210248692,2.35495879512234
-1530,2.64612323676293,2.63630510747337,2.65791241954677
-1594,1.89231456683371,1.96954351952727,2.95172267705921
-1658,2.15940202923101,2.08570153523498,1.52740114480988
-1722,1.65620981147858,1.67215878908686,2.31367879018336
-1786,1.33111952671146,2.18549767954229,1.35688631224123
-1850,1.19871015533702,1.216701287401,1.13705562433755
-1914,2.48566298363669,2.37221146621699,2.44325685896731
-1978,1.20607536944132,2.42351607692393,2.29493043880981
-2042,2.05952096743005,1.48273918546186,1.44563529404534
-2106,2.08243466549808,2.01029840592744,1.59102431950808
-2170,2.03717704043318,2.06890211575684,1.62380459858791
-2234,0.922941822146984,1.92700442187053,1.72564190993301
-2298,1.50328030656713,2.07987248707241,2.17435794697039
-2362,1.18893403904404,2.16627297991635,1.32004344463927
-2426,1.44019172065038,1.76121310166137,1.76506463585981
-2490,1.22258571416213,2.24102045650462,2.22590193846381
-2554,2.3803452752367,1.51430546874169,2.30363220220417
-2618,0.507215940798922,1.80345630042678,1.71910297451047
-2682,1.92072596996985,1.9863751661673,1.95852289421795
-2746,1.6286755544992,2.15463998840518,1.73694485084082
-2810,1.50155463752775,1.92301190232191,1.56993382191557
-2874,1.23417392491757,2.08744712127963,1.20617586683864
-2938,2.19729233439822,1.29256931304976,1.2415641288026
-3002,2.15855560448102,2.19726983296579,1.29064996460415
-3066,1.43546603343804,2.05206538561784,2.15324271376269
-3130,2.02785093286642,2.19168204090084,1.13247673059226
-3194,1.98907183804184,0.865772629757357,0.911538115289254
-3258,1.8986068263813,2.12379743650855,2.19335306314879
-3322,1.0596054433794,1.62909523162659,1.211388914298
-3386,1.11121630144172,2.20370072168695,2.07874223436044
-3450,1.41223256855954,1.42445090919226,0.784695313771793
-3514,2.17865929351228,2.08547039386226,2.13044251223342
-3578,1.24859983494163,1.2454497319314,2.00883029220648
-3642,2.26129518741494,1.38358346849839,2.27988467883002
-3706,1.22530645338627,1.92589016543388,1.22597075276328
-3770,1.13120131515305,1.12248958078986,1.12977666259544
-3834,1.79708182471793,1.45092584340836,1.7735552449244
-3898,1.41381811162615,1.38890678924422,1.47058991567946
-3962,1.25948540858828,1.85719508742927,1.78719275126674
-4026,1.56680754906831,1.16314194512418,1.56163153974611
-4090,0.474716341585589,0.473883586397348,1.25312551277712
-4154,1.74004629739493,1.83497477697304,1.73804187759834
-4218,0.77838923061485,0.749134849485738,0.865858289958516
-4282,1.44152890743812,1.5691367969442,1.63014939891643
-4346,1.93353862862294,0.761194908319786,0.885464593742548
-4410,0.974755691588617,1.64886070456121,0.992460051818267
-4474,1.95805687320213,1.91225127601852,2.11529464832748
-4538,1.22898729787123,1.21647478025746,1.27100418484112
-4602,1.32617101727833,1.31940259677773,1.79310262285567
-4666,0.786149560915027,0.705581656789733,1.86690257696047
-4730,1.00804779613738,0.74202107739772,1.47516380522152
-4794,1.27758461198871,2.06290321052162,1.1530578336678
-4858,0.43660652618064,1.25944158659881,0.623472005847508
-4922,0.566315402892385,1.28223650920551,0.459316007569034
-4986,0.737847085608391,1.2527886047838,0.656934916049599
-5050,1.13848855652912,1.46822481730501,0.478933029981242
-5114,1.13073158279936,0.179878715820099,0.0131009628620241
-5178,0.971154257585998,1.69435748551029,1.04964348384229
-5242,1.45635112846088,0.455464490646133,0.402763606893605
-5306,1.10098882365111,0.316199620172593,1.01984277995923
-5370,0.672892107872911,0.710045336842253,1.25442439884602
-5434,0.0212026963406312,0.0307221648961222,0.0186190524923961
-5498,1.7429525739165,0.855660478836369,1.73081800126449
-5562,0.983451017729648,0.354822443716334,1.0041109501073
-5626,1.15402099677493,1.15860513232171,1.14774643417288
-5690,1.07671449335277,0.943868639906437,0.97277232985447
-5754,1.49353077233723,0.74715305721903,0.734603875574206
-5818,0.640264701096858,0.785484815073089,0.759284734162986
-5882,0.613068596954637,0.586521069625136,0.67081384692086
-5946,0.679248374226136,0.648581028363916,1.7832730672162
-6010,1.01960404674711,0.360172746313783,0.185644699551577
-6074,0.4642503685452,0.460167770090182,0.4267290859472
-6138,0.348901278775767,0.462769435579047,0.251930819635584
-6202,1.38621396669378,0.915441526218201,1.36568502856202
-6266,0.561701084425137,1.47998969937609,0.559216946537962
-6330,0.396370483079234,0.239467045664506,0.266205125704645
-6394,0.342427876289459,0.265018233508641,0.491804771485564
-6458,0.312861320896217,1.48461919480343,0.285790109313685
-6522,0.62393225710154,1.43263218726716,1.46671817069355
-6586,0.157826599539937,0.876835910614559,0.173287092917633
-6650,1.01369968004897,1.03906568417424,0.471982897842589
-6714,0.811607480089232,1.36981222838102,0.829981439797979
-6778,0.728526431394121,1.54825802359459,1.60923268469821
-6842,1.57854638566496,1.29399904011676,1.50820734017461
-6906,1.27758334451464,1.27569242273266,0.643244516461034
-6970,0.776101821223765,1.42466313211273,0.747104961230686
-7034,1.16250299823695,0.390227718770789,1.17599677502786
-7098,0.615640222117015,1.8177252578415,0.577312040211521
-7162,1.04967369251887,1.13142302732211,1.39642386959513
-7226,1.13053958399356,1.18536433643102,1.99671220116192
-7290,0.374276946044219,1.24866945049635,0.348784574263779
-7354,1.52899657352866,1.56776748377237,1.22671162404084
-7418,0.694733683213308,0.696312813738417,1.69379642739635
-7482,0.356575723118309,0.545491357790444,1.76654090313014
-7546,0.404454844769702,0.401482830208637,0.40802118460398
-7610,1.63970242161371,0.660130921770649,0.517175297459458
-7674,0.87889298740771,1.74563297812408,0.886058147980661
-7738,1.22455162749508,0.758981225913886,1.22956811190231
-7802,0.005511982491211,-0.357760412807214,-0.312826606105267
