Step,lbf15_cbamcausal - 0/regret,lbf15_cbamcausal - 0/regret__MIN,lbf15_cbamcausal - 0/regret__MAX
-58,4.1225412385005,5.33782150775903,5.34822506657914
-122,6.82581377595157,5.67480858236755,6.83747759914522
-186,6.02843859721726,6.02723751915473,7.11794168740165
-250,5.65330173466059,5.64630877981527,5.64859017917006
-314,6.80702864454571,6.75033301093203,6.82501595665208
-378,4.60559638155278,4.59892272460085,6.06213885845001
-442,6.29395874929404,6.26505634249071,6.27990076859472
-506,4.40954564026185,4.49603734139475,4.47564401252181
-570,5.42704963167722,4.14424973026501,4.24967558042192
-634,3.21793351034867,3.21715582366861,3.16764981172647
-698,3.39038304894808,4.68738604240945,4.63976270588527
-762,2.70351396297303,3.94924347386915,3.95146820609501
-826,2.86941320617217,2.85314986779894,4.16837853057922
-890,3.83987859795094,2.55140642025701,2.71436004211701
-954,2.24301727214235,2.14977937378104,3.45530057499492
-1018,3.05271701757976,1.6131812872508,3.01017662126447
-1082,3.05070975869298,3.0700555476773,3.03653933576932
-1146,2.11847338175744,2.11464147429307,2.12515317163183
-1210,2.97861371109189,1.79400322205985,1.68015312132506
-1274,3.07870926564926,1.80263066892648,1.80580777294816
-1338,1.50929192508241,2.82952109973241,2.75448690103764
-1402,2.71300448365848,1.22950378463409,1.32994257933106
-1466,1.53609670183222,2.63412958044494,1.45772779718499
-1530,2.9637116488836,1.52411489118275,1.48045889893845
-1594,3.01735140430997,1.82739112508512,1.7029170435283
-1658,2.48035544757014,1.22900092502119,2.48018438070162
-1722,2.72887624273584,1.26223502647912,1.23860234066338
-1786,1.10914210518443,1.14444123274913,1.15814571502897
-1850,2.26526328981485,2.28043027247185,2.35961243088949
-1914,1.27894411984573,2.5037577416553,2.49947141184445
-1978,2.4917939834312,1.12041834486363,2.53447853260693
-2042,1.07226561065713,1.02897884414968,1.02774241391204
-2106,1.12216975651029,2.52943762406638,1.17559078863283
-2170,1.21193899228973,1.21642817721293,1.21191694725641
-2234,0.718334657528968,0.65056227005359,0.721124009636296
-2298,2.43199600946385,2.47171513853474,1.18838186847235
-2362,2.38854449132989,2.40978913963817,2.3089701525823
-2426,2.27212955064515,2.19524088378936,0.920028922853338
-2490,1.13303258257792,1.13307657516932,2.22281531056188
-2554,1.41356400861359,1.27837557337518,2.74744342165636
-2618,0.656161162884869,0.725239357492398,0.690895561102966
-2682,1.98492820463719,1.98598711502243,0.799013123777002
-2746,1.26260544332366,1.33553264943966,2.52873607141504
-2810,2.39626748073321,1.12163310981414,2.41699438680356
-2874,2.29481679542899,2.27195185364379,1.03571058394957
-2938,1.19109300990684,2.25839153571897,2.29320990360441
-3002,1.13576336942039,2.41879664529323,2.31291339527544
-3066,1.12592768642768,1.1242052415391,2.33479748353465
-3130,2.32632241583843,2.35173837064421,2.25456192971302
-3194,2.02315679694189,0.673214097380551,0.63302143051717
-3258,2.18626940917637,2.16382584042461,0.93300308455559
-3322,0.818085988378623,2.00747595305278,0.82135846087733
-3386,1.03820016182517,1.04971693743817,1.05503024479102
-3450,0.439806688319794,1.80685415817645,0.36950102997763
-3514,2.34066620858186,2.38007020834238,2.38933665009986
-3578,2.27603669377562,2.19250371815534,2.40946481950876
-3642,2.40465626807011,1.18877369218289,2.44730114654953
-3706,2.32308286018978,0.888362148704559,2.24481401081491
-3770,2.11869045336963,1.07111180966001,2.11138134797392
-3834,0.955875515818161,0.93018161526333,0.93258028455874
-3898,2.29575901496819,2.30125678402742,2.28993085400824
-3962,0.904153352497188,1.00931286067719,0.939434934749633
-4026,0.83185570105222,1.86137048564127,0.834389033600557
-4090,0.275262115579888,0.156307102963306,1.54273187224351
-4154,1.80246627250083,1.82811420234538,0.482117137186374
-4218,2.0247113400793,1.92534795865945,0.592208022612187
-4282,1.80771698184438,1.77692911319913,1.76000473532706
-4346,2.07316232765751,0.738596852649815,2.05380139180775
-4410,0.697733191452661,2.03246941862639,0.670471299817546
-4474,2.18854636287801,2.21693518952617,0.797500543980088
-4538,1.62582229090151,1.58186853887884,1.69296047783213
-4602,0.942981170321693,0.943345893681363,0.944373800457916
-4666,1.91230369119283,0.687778718710396,0.722147054886991
-4730,0.571248474830143,0.563863009431243,0.567720611706793
-4794,2.27779313546037,2.27054641539365,2.37081762013455
-4858,-0.0126898328122876,1.5275078257773,1.51870349895365
-4922,1.46539835145015,0.242089722904981,0.266198436512229
-4986,1.68979472899246,0.299559477468581,0.310187047093244
-5050,1.51782781376401,1.55482213350229,1.56789011722788
-5114,1.40737353381585,0.0358501420623244,0.0515399859667417
-5178,0.716911474756178,0.712955422205522,0.714308409644278
-5242,0.366752033847349,1.60134796873451,0.341858639226126
-5306,1.39449068339282,0.115755256419595,0.0986703383839245
-5370,1.52806571872963,1.51480558008752,1.53584699586736
-5434,1.14135761010389,1.06992999970454,-0.256230388396273
-5498,1.95341710439269,0.655738773863111,0.640218907031729
-5562,-0.0248005097327756,-0.0509429067923332,0.0470005478577729
-5626,1.5964160721059,0.271034682815376,1.58940885531902
-5690,1.8190356915864,0.696305089194299,1.83869880246454
-5754,1.78713366521555,1.71625464683204,1.68533676648824
-5818,0.433788720752149,1.71159813919887,1.71306106723296
-5882,0.693259168915942,1.73037034671567,0.698077466015679
-5946,1.84338501318418,1.83922893134162,0.793460536629686
-6010,-0.0853035656035633,-0.154029176819887,1.1925997398807
-6074,1.45875752608094,1.4577744034571,0.286528187786195
-6138,0.200674959753998,1.42266264202261,1.38991736165594
-6202,1.73757775024522,1.73363541258862,0.373200354573328
-6266,0.259910521766568,1.65397139004114,0.391991284963049
-6330,1.39963562502914,0.300374156239447,0.290374777809866
-6394,1.38186417795019,0.315859982271767,0.321910946311315
