Step,lbf10_cbaminequity_aversion - SW_ep_rew_total,lbf10_cbaminequity_aversion - SW_ep_rew_total__MIN,lbf10_cbaminequity_aversion - SW_ep_rew_total__MAX
64002,6.549917629874444,5.170864252711615,4.694857842656429
128002,6.579571936253876,6.321079440295937,6.070452261376372
192002,7.343011218876615,7.0325226805388406,6.8392745951243725
256002,4.41333825087202,4.692632259615946,5.51557150323974
320002,5.969472175620174,6.277532401052223,6.466115940735451
384002,5.736136131516645,6.07601602270972,5.281291278088895
448002,5.591601443279863,4.394385200329898,5.862003076723515
512002,4.451687477541209,5.62665056959267,5.327505165419369
576002,6.580983025728589,6.680378870305634,5.682121019721502
640002,4.755652289616261,5.030133936344915,4.830349796249992
704002,5.320852419720301,5.53917842742518,6.0917399380174135
768002,6.701727677860342,6.801240560631904,6.172097059819497
832002,5.787566177687677,6.788054453404688,6.580252656989232
896002,4.591503488746472,4.8892169627460635,3.923808373214257
960002,5.001570947877113,4.952286587267722,5.114220829342949
1024002,4.875505864920918,4.970087554222907,3.6208834052933936
1088002,5.2056580492904505,4.843684003113872,5.80050993924457
1152002,5.566709983174749,4.295014116932846,3.948090196856513
1216002,3.268138678642827,3.704973675265514,4.557677013833854
1280002,5.001755887012426,5.0601548781004775,6.512785204623382
1344002,4.225117150311929,5.298217468255757,4.145062545236135
1408002,6.276363637247721,7.477290496093014,5.713805823763979
1472002,5.55755108703779,4.387330232770148,5.734480631516373
1536002,5.337972868762242,5.063173408230448,5.419441010982922
1600002,5.2700428389681,4.031417581676563,4.228391220250133
1664002,5.647768265450048,5.5541202947519395,5.403437239650193
1728002,6.3134362326737055,5.828760678457204,5.989856677570952
1792002,5.30889534930788,4.054838728403542,4.12839314068687
1856002,5.175640972024551,5.994848626209215,5.076768766575129
1920002,4.518465655263449,5.720612704388359,4.39981268707589
1984002,6.399394478608879,5.764050658549294,5.616077728428068
2048002,5.787235029332362,4.524763108887617,5.967749889203109
2112002,4.542537265895993,5.411274044715951,3.8722352231316424
2176002,3.499840891617745,5.310069107475347,5.088025748110474
2240002,5.086127646653187,4.436399538546285,3.8685583595032824
2304002,4.131982183771984,5.39816917479457,5.7916032167451394
2368002,6.2748945555804525,5.995809194672696,6.418756590701539
2432002,6.130480649994484,6.282232478493522,7.23976317584238
2496002,5.969489131446036,5.47499059024236,5.474093046902976
2560002,5.5909721971002515,5.466615525670542,5.494971242840178
2624002,4.726089553974095,4.653843800955315,4.469073903954687
2688002,4.591707756721501,3.444585146571075,3.6299055263962168
2752002,7.197594124319407,7.059602534963664,7.750533463888541
2816002,3.8638814877023404,5.162635341809239,5.3482938964619695
2880002,7.195983849951877,6.005515685587048,7.5036943578269115
2944002,5.428087693408196,4.641518066458762,4.370424592597191
3008002,6.170905240083854,4.680322805296842,4.62979295864865
3072002,3.957112400562022,4.554383008788202,3.6791992684788504
3136002,5.024769910695021,5.025088744283068,5.0909191109608924
3200002,3.8865132288475843,5.726279203066138,5.306929746104605
3264002,4.6035451421305265,4.718606587630758,5.777110232758076
3328002,5.428999577290715,4.509490414647983,4.573750981232905
3392002,5.39500317965733,5.6797627084530475,4.5049272862044
3456002,6.443779963534177,5.061782065005161,6.6828227077527576
3520002,7.967833027179446,7.530557583911512,7.711803677606403
3584002,6.61113873416506,5.939276928888526,6.425241334336786
3648002,4.31217889196572,4.4619772000493185,6.0955265457676395
3712002,5.011905777463756,5.0591721894244355,4.817854829708982
3776002,6.212161130974668,5.082060156293692,5.886094537753058
3840002,7.4320499162122795,6.27453854845826,6.92189653860191
3904002,5.290730164979459,4.462200993987615,5.25227757446136
3968002,5.966808196700249,6.246134922686613,6.181073778947536
4032002,4.843654002446579,4.864410401043246,4.990595394818804
4096002,5.620318601669709,4.647299279644774,5.742344973733209
4160002,5.991423711673592,5.190194757793398,5.970612715856804
4224002,6.185993333887574,6.231692759844873,5.132490478210449
4288002,4.739077387966953,4.947164239315736,4.910167062345125
4352002,6.150353282030649,6.1269441739398,5.190716629205919
4416002,3.786996944483321,5.250063883309309,3.774451610300018
4480002,4.619355334990171,3.482599336655052,3.142932731856277
4544002,4.456840525953838,3.7590481716905675,3.4236736073729146
4608002,5.177720746506315,4.189148000672272,4.000972329447173
4672002,3.2915442201699214,4.418412482224287,4.377768948147784
4736002,4.7869012062884595,3.828353906712259,3.4338072704050653
4800002,6.3857417887178745,5.246748346076984,5.624687144286
4864002,6.949393583386657,5.062484555214881,6.6981038369654
4928002,5.7642454964815535,4.5759620462295025,5.264219972106188
4992002,7.219439355285423,6.990737895326124,6.807389023849526
5056002,6.178999224950903,6.946369382668486,5.738644549996335
5120002,3.436624707034239,3.242624827509088,3.4207146502040553
5184002,6.672169035271782,5.376798900813418,5.323742950741637
5248002,7.879089938264953,6.496911147621707,6.310953573977742
5312002,6.869208434086764,7.694317960608394,6.8086658560250015
5376002,5.825984933386462,5.957432164659993,6.959035699387865
5440002,2.8744727951059446,3.1923175077358925,4.2516215142226805
5504002,6.094768347250822,6.065775328505883,4.999864420893941
5568002,5.3383401524545295,5.608989826361221,5.624815868763619
5632002,3.5793719093091934,4.771540800655702,3.5532012704731013
5696002,4.390689280765671,5.184150626663373,5.130324426623566
5760002,5.027269158151034,5.0590938774785315,5.058613231579133
5824002,2.6358178015183933,2.8876136120593987,3.906869880646239
5888002,4.9498754011255786,5.019065565989893,4.791410608329732
5952002,6.231010883532384,5.676971072622736,6.023321644590976
6016002,2.2958905145215924,2.9079092350737614,3.821168638357661
6080002,4.981620884567246,6.384649221021958,5.011806160390332
6144002,4.252788607091518,4.519765138078711,4.405786980319168
6208002,4.671580886422519,4.6322763554217445,3.982090618779652
6272002,5.483390156672948,4.151125681725539,5.405573824190556
6336002,2.7599929093353355,3.9942234819262232,3.936301982142843
6400002,5.769666100768885,5.924799945095688,5.356329048240543
6464002,4.823806008773643,5.042692183168693,3.3801317869664533
6528002,2.824965394372953,4.270355232365425,3.221690443633628
6592002,7.304160290432688,6.108335561235976,7.613925772985732
6656002,5.074918340023791,5.456495548882025,6.683360916926976
6720002,6.8366414842476795,5.035390184391677,6.781047018230657
6784002,7.339742685980436,7.510610543801196,7.3267757963336315
6848002,4.415409769911083,2.74602282348102,4.380548314472862
6912002,2.7589202633370045,4.365561914310829,3.39925713997381
6976002,7.6603082234088,8.395540238268891,7.2493241794709204
7040002,4.842742070309743,5.16494944590119,4.14418930181488
7104002,8.955324647326675,8.692646215672232,9.094643148167933
7168002,4.635755399492058,5.703719075264962,4.8653682119603685
7232002,6.813193947931434,6.052837278565453,5.655260638094223
7296002,6.536934038535224,5.52286466304216,5.960118417422192
7360002,4.170247957923789,2.450983872325109,3.55926699202815
7424002,4.348097506836416,5.673478047151507,4.32346454427856
7488002,4.98083103865523,5.452841844529207,6.376340342486008
7552002,2.8756162287835108,2.7867572246102794,2.508066653063797
7616002,3.1882981617497412,4.700605479201702,2.9354947987303133
7680002,6.402349864043084,6.070454576399508,5.034225239534215
7744002,3.7672776024127534,5.091878784089804,3.7176597727004594
7808002,4.168937345023496,2.9537166866370574,4.336055158118352
7872002,5.372520281964078,3.9825975084052025,3.8096067591475187
7936002,4.524297509439103,5.289338142512204,4.5842082454412285
8000002,4.144258864974689,4.037267307312591,4.8632191000716025
8064002,5.148882481188881,4.131245335092625,5.43151924490667
8128002,5.484584330399106,5.061327811539682,5.607424305578734
8192002,6.364302614044946,6.221766993512607,4.596822155628228
8256002,5.337282463107303,5.32321881391662,5.149611570680609
8320002,6.78055030172014,5.21234840317544,5.736870482889432
8384002,4.43460511425054,3.533343562381189,3.2869353624460684
8448002,7.256861889079959,7.173307219899125,5.666185690018828
8512002,3.43867886447469,4.29479732849115,4.86440755928866
8576002,3.26099491903998,4.70185050127063,4.544572077488552
8640002,4.6666550992322975,5.9185434277753695,4.520894976206689
8704002,7.110116397761133,7.088040278577075,8.013588819031838
8768002,6.603807148484611,7.622160952755188,7.685465142156057
8832002,4.523364812520306,4.668994822176229,4.8295640580787556
8896002,4.511660000741505,5.771144985785313,4.524737283895399
8960002,3.5309113494179094,5.42442888993911,3.650986850701046
9024002,8.991476276479535,8.026946890718584,7.50904983473591
9088002,8.551281467969705,8.090590712584966,7.974368969883451
9152002,4.536697440098397,4.786662355120587,3.317027787371927
9216002,5.198216293854368,3.769079742844429,5.218684117640072
9280002,4.773572335822088,5.828847366987699,5.5188683473890805
9344002,6.372696315932304,8.123513812750971,7.954110494326513
9408002,7.240509439141103,6.423332003626053,6.599721643085216
9472002,7.5630816203960345,6.279704146726735,7.252580349700973
9536002,6.151266289482999,7.735496689368267,6.502199504657145
9600002,5.334995023568303,5.00305415878244,4.807202589999095
9664002,6.760614340199664,6.158569061646126,6.568312551617827
9728002,4.967623926680553,5.446239949924445,4.79907465749254
9792002,5.667504494960285,7.378198020024107,5.983157994824927
9856002,4.0589149231356245,4.621963768683692,4.689656185516908
9920002,5.214434810348502,3.414720399961642,3.6482151597576147
9984002,7.4333443089473255,6.237554609925405,6.555625784383244
10048002,5.192185122806112,3.8086441281120984,5.020445118918524
10112002,3.1425808871725147,3.098767435320447,4.945179144507517
10176002,4.2449646320217145,2.984031252433028,4.498678828482867
10240002,6.160880453849767,5.795565953869522,6.199777555704727
10304002,5.0720546483701,4.042458595967551,4.370428523546893
10368002,2.4214812440151934,3.382568280976951,2.7811528452626706
10432002,3.777721150973238,3.3038287526431205,4.734044501935092
10496002,5.642165280567305,4.307208382690951,4.89086229561746
10560002,3.734656048865892,3.8980073733966085,2.370896176247079
10624002,2.096496037143313,2.1433070329938464,2.8135371998988257
10688002,6.251153056388797,7.194987546196874,7.435908044318796
10752002,5.008363813743636,3.8259666927967064,3.7165518697491526
10816002,5.201734823791154,5.66655190159412,5.2365707248432045
10880002,2.6961668440534896,3.1729691399043127,2.81843245130318
10944002,3.3678674333954284,4.733930431465338,4.942855084874674
11008002,4.256646948863188,5.326900856913492,4.932765252116387
11072002,4.1467641865206994,3.9269902743251657,4.125392444706448
11136002,3.8610493527316523,4.426975019484658,4.353140764584921
11200002,4.045160352728635,4.453548529753965,3.1895632849463427
11264002,3.6747428332798275,3.930586520306771,3.561559703596615
11328002,4.081510973013697,3.5182838934844503,3.491190097843971
11392002,3.017138532583963,4.378703136750866,4.244010347073331
11456002,5.174263765911878,3.8532733180446512,5.347404805822616
11520002,3.5316107186041568,5.099627642719851,3.4689804604424763
11584002,7.99297118638003,6.957930191194527,8.074641844387761
11648002,5.231326134952717,6.624718432972419,6.814951333612208
