"Step","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_baseline_1 - SW_ep_rew_mean","Group: coin3_baseline_1 - SW_ep_rew_mean__MIN","Group: coin3_baseline_1 - SW_ep_rew_mean__MAX","Group: coin3_baseline_independent_1 - SW_ep_rew_mean","Group: coin3_baseline_independent_1 - SW_ep_rew_mean__MIN","Group: coin3_baseline_independent_1 - SW_ep_rew_mean__MAX"
"63552000","","","","","","","","","","","","","","","","0.37999995549519855","0.37999995549519855","0.37999995549519855"
"63576000","","","","","","","","","","","","","-2.740000009536743","-2.740000009536743","-2.740000009536743","","",""
"63600000","","","","","","","","","","","","","","","","-0.3333332935969035","-0.3333332935969035","-0.3333332935969035"
"63648000","","","","","","","","","","","","","-2.25","-2.25","-2.25","0.459999958674113","0.459999958674113","0.459999958674113"
"63696000","","","","","","","","","","","","","","","","-0.0733334223429362","-0.0733334223429362","-0.0733334223429362"
"63720000","","","","","","","","","","","","","-2.119999885559082","-2.119999885559082","-2.119999885559082","","",""
"63744000","","","","","","","","","","","","","","","","0.3866666952768962","0.3866666952768962","0.3866666952768962"
"63792000","","","","","","","","","","","","","-1.909999966621399","-1.909999966621399","-1.909999966621399","-0.22666664918263754","-0.22666664918263754","-0.22666664918263754"
"63840000","","","","","","","","","","","","","","","","0.12000004450480144","0.12000004450480144","0.12000004450480144"
"63864000","","","","","","","","","","","","","-2.9700000286102295","-2.9700000286102295","-2.9700000286102295","","",""
"63888000","","","","","","","","","","","","","","","","0.4933332602183024","0.4933332602183024","0.4933332602183024"
"63936000","","","","","","","","","","","","","-1.8700000047683716","-1.8700000047683716","-1.8700000047683716","0.20000004768371582","0.20000004768371582","0.20000004768371582"
"63984000","","","","","","","","","","","","","","","","0.15333334604899088","0.15333334604899088","0.15333334604899088"
"64008000","","","","","","","","","","","","","-2.819999933242798","-2.819999933242798","-2.819999933242798","","",""
"64032000","","","","","","","","","","","","","","","","-0.3266667127609253","-0.3266667127609253","-0.3266667127609253"
"64080000","","","","","","","","","","","","","-2.299999952316284","-2.299999952316284","-2.299999952316284","0.2800000111262004","0.2800000111262004","0.2800000111262004"
"64128000","","","","","","","","","","","","","","","","0.5666666825612386","0.5666666825612386","0.5666666825612386"
"64152000","","","","","","","","","","","","","-2.109999895095825","-2.109999895095825","-2.109999895095825","","",""
"64176000","","","","","","","","","","","","","","","","0.06666664282480876","0.06666664282480876","0.06666664282480876"
"64224000","","","","","","","","","","","","","-3.3399999141693115","-3.3399999141693115","-3.3399999141693115","0.29333333174387616","0.29333333174387616","0.29333333174387616"
"64272000","","","","","","","","","","","","","","","","-0.2200000286102295","-0.2200000286102295","-0.2200000286102295"
"64296000","","","","","","","","","","","","","-3.240000009536743","-3.240000009536743","-3.240000009536743","","",""
"64320000","","","","","","","","","","","","","","","","0.4466666380564372","0.4466666380564372","0.4466666380564372"
"64368000","","","","","","","","","","","","","-2.7799999713897705","-2.7799999713897705","-2.7799999713897705","0.5266666412353516","0.5266666412353516","0.5266666412353516"
"64416000","","","","","","","","","","","","","","","","0.4399999777475993","0.4399999777475993","0.4399999777475993"
"64440000","","","","","","","","","","","","","-2.140000104904175","-2.140000104904175","-2.140000104904175","","",""
"64464000","","","","","","","","","","","","","","","","-0.4333333174387614","-0.4333333174387614","-0.4333333174387614"
"64512000","","","","","","","","","","","","","-3.0999999046325684","-3.0999999046325684","-3.0999999046325684","0.446666677792867","0.446666677792867","0.446666677792867"
"64560000","","","","","","","","","","","","","","","","0.12666666507720947","0.12666666507720947","0.12666666507720947"
"64584000","","","","","","","","","","","","","-1.7599999904632568","-1.7599999904632568","-1.7599999904632568","","",""
"64608000","","","","","","","","","","","","","","","","0.22666664918263754","0.22666664918263754","0.22666664918263754"
"64656000","","","","","","","","","","","","","-1.9500000476837158","-1.9500000476837158","-1.9500000476837158","0.2999999523162842","0.2999999523162842","0.2999999523162842"
"64704000","","","","","","","","","","","","","","","","0.10000002384185791","0.10000002384185791","0.10000002384185791"
"64728000","","","","","","","","","","","","","-3.25","-3.25","-3.25","","",""
"64752000","","","","","","","","","","","","","","","","-0.1799999475479126","-0.1799999475479126","-0.1799999475479126"
"64800000","","","","","","","","","","","","","-1.8899999856948853","-1.8899999856948853","-1.8899999856948853","-0.2733333110809326","-0.2733333110809326","-0.2733333110809326"
"64848000","","","","","","","","","","","","","","","","0.793333371480306","0.793333371480306","0.793333371480306"
"64872000","","","","","","","","","","","","","-2.7799999713897705","-2.7799999713897705","-2.7799999713897705","","",""
"64896000","","","","","","","","","","","","","","","","0.23333334922790527","0.23333334922790527","0.23333334922790527"
"64944000","","","","","","","","","","","","","-3.0299999713897705","-3.0299999713897705","-3.0299999713897705","0.34666669368743896","0.34666669368743896","0.34666669368743896"
"64992000","","","","","","","","","","","","","","","","-0.3266666332880656","-0.3266666332880656","-0.3266666332880656"
"65016000","","","","","","","","","","","","","-3.309999942779541","-3.309999942779541","-3.309999942779541","","",""
"65040000","","","","","","","","","","","","","","","","0.1999999682108561","0.1999999682108561","0.1999999682108561"
"65088000","","","","","","","","","","","","","-2.180000066757202","-2.180000066757202","-2.180000066757202","0.5933333237965902","0.5933333237965902","0.5933333237965902"
"65136000","","","","","","","","","","","","","","","","0.47333327929178876","0.47333327929178876","0.47333327929178876"
"65160000","","","","","","","","","","","","","-3.119999885559082","-3.119999885559082","-3.119999885559082","","",""
"65184000","","","","","","","","","","","","","","","","0.41333333651224774","0.41333333651224774","0.41333333651224774"
"65232000","","","","","","","","","","","","","-3.0899999141693115","-3.0899999141693115","-3.0899999141693115","0.6333332856496176","0.6333332856496176","0.6333332856496176"
"65280000","","","","","","","","","","","","","","","","-0.08666670322418213","-0.08666670322418213","-0.08666670322418213"
"65304000","","","","","","","","","","","","","-2.9100000858306885","-2.9100000858306885","-2.9100000858306885","","",""
"65328000","","","","","","","","","","","","","","","","0.01999994119008382","0.01999994119008382","0.01999994119008382"
"65376000","","","","","","","","","","","","","-3.0899999141693115","-3.0899999141693115","-3.0899999141693115","0.2666666507720947","0.2666666507720947","0.2666666507720947"
"65424000","","","","","","","","","","","","","","","","0.3266666730244954","0.3266666730244954","0.3266666730244954"
"65448000","","","","","","","","","","","","","-1.9199999570846558","-1.9199999570846558","-1.9199999570846558","","",""
"65472000","","","","","","","","","","","","","","","","-0.3199999729792277","-0.3199999729792277","-0.3199999729792277"
"65520000","","","","","","","","","","","","","-2.869999885559082","-2.869999885559082","-2.869999885559082","-0.0800000826517741","-0.0800000826517741","-0.0800000826517741"
"65568000","","","","","","","","","","","","","","","","0.37333329518636066","0.37333329518636066","0.37333329518636066"
"65592000","","","","","","","","","","","","","-3.4000000953674316","-3.4000000953674316","-3.4000000953674316","","",""
"65616000","","","","","","","","","","","","","","","","-0.16666666666666666","-0.16666666666666666","-0.16666666666666666"
"65664000","","","","","","","","","","","","","-3.1700000762939453","-3.1700000762939453","-3.1700000762939453","0.3999999364217122","0.3999999364217122","0.3999999364217122"
"65712000","","","","","","","","","","","","","","","","-0.08666666348775227","-0.08666666348775227","-0.08666666348775227"
"65736000","","","","","","","","","","","","","-2.609999895095825","-2.609999895095825","-2.609999895095825","","",""
"65760000","","","","","","","","","","","","","","","","-0.08666666348775227","-0.08666666348775227","-0.08666666348775227"
"65808000","","","","","","","","","","","","","-3.569999933242798","-3.569999933242798","-3.569999933242798","0.12000000476837158","0.12000000476837158","0.12000000476837158"
"65856000","","","","","","","","","","","","","","","","0.23333330949147543","0.23333330949147543","0.23333330949147543"
"65880000","","","","","","","","","","","","","-3.5199999809265137","-3.5199999809265137","-3.5199999809265137","","",""
"65904000","","","","","","","","","","","","","","","","0.4933333396911621","0.4933333396911621","0.4933333396911621"
"65952000","","","","","","","","","","","","","-2.569999933242798","-2.569999933242798","-2.569999933242798","0.04666666189829508","0.04666666189829508","0.04666666189829508"
"66000000","","","","","","","","","","","","","","","","0.7333333492279053","0.7333333492279053","0.7333333492279053"
"66024000","","","","","","","","","","","","","-1.5800000429153442","-1.5800000429153442","-1.5800000429153442","","",""
"66048000","","","","","","","","","","","","","","","","0.32000009218851727","0.32000009218851727","0.32000009218851727"
"66096000","","","","","","","","","","","","","-1.8300000429153442","-1.8300000429153442","-1.8300000429153442","0.15999996662139893","0.15999996662139893","0.15999996662139893"
"66144000","","","","","","","","","","","","","","","","0.5999999841054281","0.5999999841054281","0.5999999841054281"
"66168000","","","","","","","","","","","","","-3.4800000190734863","-3.4800000190734863","-3.4800000190734863","","",""
"66192000","","","","","","","","","","","","","","","","-0.29333337148030597","-0.29333337148030597","-0.29333337148030597"
"66240000","","","","","","","","","","","","","-2.9000000953674316","-2.9000000953674316","-2.9000000953674316","0.1399999459584554","0.1399999459584554","0.1399999459584554"
"66288000","","","","","","","","","","","","","","","","0.026666720708211262","0.026666720708211262","0.026666720708211262"
"66312000","","","","","","","","","","","","","-2.9000000953674316","-2.9000000953674316","-2.9000000953674316","","",""
"66336000","","","","","","","","","","","","","","","","-0.16666666666666666","-0.16666666666666666","-0.16666666666666666"
"66384000","","","","","","","","","","","","","-1.6699999570846558","-1.6699999570846558","-1.6699999570846558","-0.16666662693023682","-0.16666662693023682","-0.16666662693023682"
"66432000","","","","","","","","","","","","","","","","0.23333330949147543","0.23333330949147543","0.23333330949147543"
"66456000","","","","","","","","","","","","","-2.700000047683716","-2.700000047683716","-2.700000047683716","","",""
"66480000","","","","","","","","","","","","","","","","0.34666673342386883","0.34666673342386883","0.34666673342386883"
"66528000","","","","","","","","","","","","","-3.4100000858306885","-3.4100000858306885","-3.4100000858306885","0.646666685740153","0.646666685740153","0.646666685740153"
"66576000","","","","","","","","","","","","","","","","0.30666669209798175","0.30666669209798175","0.30666669209798175"
"66600000","","","","","","","","","","","","","-2.619999885559082","-2.619999885559082","-2.619999885559082","","",""
"66624000","","","","","","","","","","","","","","","","-0.11333334445953369","-0.11333334445953369","-0.11333334445953369"
"66672000","","","","","","","","","","","","","-3.200000047683716","-3.200000047683716","-3.200000047683716","0.31333327293395996","0.31333327293395996","0.31333327293395996"
"66720000","","","","","","","","","","","","","","","","0.47333327929178876","0.47333327929178876","0.47333327929178876"
"66744000","","","","","","","","","","","","","-3.7100000381469727","-3.7100000381469727","-3.7100000381469727","","",""
"66768000","","","","","","","","","","","","","","","","0.7333333492279053","0.7333333492279053","0.7333333492279053"
"66816000","","","","","","","","","","","","","-2.7899999618530273","-2.7899999618530273","-2.7899999618530273","-0.04666666189829508","-0.04666666189829508","-0.04666666189829508"
"66864000","","","","","","","","","","","","","","","","-0.6866666475931803","-0.6866666475931803","-0.6866666475931803"
"66888000","","","","","","","","","","","","","-2.4700000286102295","-2.4700000286102295","-2.4700000286102295","","",""
"66912000","","","","","","","","","","","","","","","","0.026666641235351562","0.026666641235351562","0.026666641235351562"
"66960000","","","","","","","","","","","","","-2.119999885559082","-2.119999885559082","-2.119999885559082","0.7200000286102295","0.7200000286102295","0.7200000286102295"
"67008000","","","","","","","","","","","","","","","","0.4399999777475993","0.4399999777475993","0.4399999777475993"
"67032000","","","","","","","","","","","","","-1.9800000190734863","-1.9800000190734863","-1.9800000190734863","","",""
"67056000","","","","","","","","","","","","","","","","-0.2533333698908488","-0.2533333698908488","-0.2533333698908488"
"67104000","","","","","","","","","","","","","-3.1600000858306885","-3.1600000858306885","-3.1600000858306885","-0.5733332633972168","-0.5733332633972168","-0.5733332633972168"
"67152000","","","","","","","","","","","","","","","","-0.059999942779541016","-0.059999942779541016","-0.059999942779541016"
"67176000","","","","","","","","","","","","","-2.740000009536743","-2.740000009536743","-2.740000009536743","","",""
"67200000","","","","","","","","","","","","","","","","0.5333333810170492","0.5333333810170492","0.5333333810170492"
"67248000","","","","","","","","","","","","","-2.7100000381469727","-2.7100000381469727","-2.7100000381469727","0.12000004450480144","0.12000004450480144","0.12000004450480144"
"67296000","","","","","","","","","","","","","","","","0.03333330154418945","0.03333330154418945","0.03333330154418945"
"67320000","","","","","","","","","","","","","-3.240000009536743","-3.240000009536743","-3.240000009536743","","",""
"67344000","","","","","","","","","","","","","","","","0.18666664759318033","0.18666664759318033","0.18666664759318033"
"67392000","","","","","","","","","","","","","-3.1600000858306885","-3.1600000858306885","-3.1600000858306885","0.17333332697550455","0.17333332697550455","0.17333332697550455"
"67440000","","","","","","","","","","","","","","","","0.30666669209798175","0.30666669209798175","0.30666669209798175"
"67464000","","","","","","","","","","","","","-2.4100000858306885","-2.4100000858306885","-2.4100000858306885","","",""
"67488000","","","","","","","","","","","","","","","","0.31333335240681964","0.31333335240681964","0.31333335240681964"
"67536000","","","","","","","","","","","","","-2.609999895095825","-2.609999895095825","-2.609999895095825","0.1066666841506958","0.1066666841506958","0.1066666841506958"
"67584000","","","","","","","","","","","","","","","","-0.4333333571751912","-0.4333333571751912","-0.4333333571751912"
"67608000","","","","","","","","","","","","","-2.369999885559082","-2.369999885559082","-2.369999885559082","","",""
"67632000","","","","","","","","","","","","","","","","-0.3866666952768962","-0.3866666952768962","-0.3866666952768962"
"67680000","","","","","","","","","","","","","-2.359999895095825","-2.359999895095825","-2.359999895095825","0.09999998410542806","0.09999998410542806","0.09999998410542806"
"67728000","","","","","","","","","","","","","","","","0.12666662534077963","0.12666662534077963","0.12666662534077963"
"67752000","","","","","","","","","","","","","-3.5299999713897705","-3.5299999713897705","-3.5299999713897705","","",""
"67776000","","","","","","","","","","","","","","","","-0.02000006039937337","-0.02000006039937337","-0.02000006039937337"
"67824000","","","","","","","","","","","","","-2.4700000286102295","-2.4700000286102295","-2.4700000286102295","0.559999942779541","0.559999942779541","0.559999942779541"
"67872000","","","","","","","","","","","","","","","","-0.2733333110809326","-0.2733333110809326","-0.2733333110809326"
"67896000","","","","","","","","","","","","","-2.450000047683716","-2.450000047683716","-2.450000047683716","","",""
"67920000","","","","","","","","","","","","","","","","0.24666666984558105","0.24666666984558105","0.24666666984558105"
"67968000","","","","","","","","","","","","","-3.359999895095825","-3.359999895095825","-3.359999895095825","0.6400000254313151","0.6400000254313151","0.6400000254313151"
"68016000","","","","","","","","","","","","","","","","-0.2666666507720947","-0.2666666507720947","-0.2666666507720947"
"68040000","","","","","","","","","","","","","-1.9700000286102295","-1.9700000286102295","-1.9700000286102295","","",""
"68064000","","","","","","","","","","","","","","","","0.19333322842915854","0.19333322842915854","0.19333322842915854"
"68112000","","","","","","","","","","","","","-1.940000057220459","-1.940000057220459","-1.940000057220459","-0.5466665824254354","-0.5466665824254354","-0.5466665824254354"
"68160000","","","","","","","","","","","","","","","","0.459999958674113","0.459999958674113","0.459999958674113"
"68184000","","","","","","","","","","","","","-3","-3","-3","","",""
"68208000","","","","","","","","","","","","","","","","0.7133332888285319","0.7133332888285319","0.7133332888285319"
"68256000","","","","","","","","","","","","","-2.5199999809265137","-2.5199999809265137","-2.5199999809265137","0.15333334604899088","0.15333334604899088","0.15333334604899088"
"68304000","","","","","","","","","","","","","","","","0.11333330472310384","0.11333330472310384","0.11333330472310384"
"68328000","","","","","","","","","","","","","-3.5","-3.5","-3.5","","",""
"68352000","","","","","","","","","","","","","","","","0.04000000158945719","0.04000000158945719","0.04000000158945719"
"68400000","","","","","","","","","","","","","-1.9800000190734863","-1.9800000190734863","-1.9800000190734863","0.0666666030883789","0.0666666030883789","0.0666666030883789"
"68448000","","","","","","","","","","","","","","","","0.10666672388712566","0.10666672388712566","0.10666672388712566"
"68472000","","","","","","","","","","","","","-2.990000009536743","-2.990000009536743","-2.990000009536743","","",""
"68496000","","","","","","","","","","","","","","","","-0.28666667143503827","-0.28666667143503827","-0.28666667143503827"
"68544000","","","","","","","","","","","","","-2.7200000286102295","-2.7200000286102295","-2.7200000286102295","0.30000003178914386","0.30000003178914386","0.30000003178914386"
"68592000","","","","","","","","","","","","","","","","0.5866666634877523","0.5866666634877523","0.5866666634877523"
"68616000","","","","","","","","","","","","","-2.7699999809265137","-2.7699999809265137","-2.7699999809265137","","",""
"68640000","","","","","","","","","","","","","","","","-0.1933333476384481","-0.1933333476384481","-0.1933333476384481"
"68688000","","","","","","","","","","","","","-2.369999885559082","-2.369999885559082","-2.369999885559082","0.23333334922790527","0.23333334922790527","0.23333334922790527"
"68736000","","","","","","","","","","","","","","","","-0.16666658719380698","-0.16666658719380698","-0.16666658719380698"
"68760000","","","","","","","","","","","","","-2.75","-2.75","-2.75","","",""
"68784000","","","","","","","","","","","","","","","","0.006666660308837891","0.006666660308837891","0.006666660308837891"
"68832000","","","","","","","","","","","","","-3.2100000381469727","-3.2100000381469727","-3.2100000381469727","0.28666667143503827","0.28666667143503827","0.28666667143503827"
"68880000","","","","","","","","","","","","","","","","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"68904000","","","","","","","","","","","","","-3.640000104904175","-3.640000104904175","-3.640000104904175","","",""
"68928000","","","","","","","","","","","","","","","","-0.11999996503194173","-0.11999996503194173","-0.11999996503194173"
"68976000","","","","","","","","","","","","","-2.109999895095825","-2.109999895095825","-2.109999895095825","-0.2733333110809326","-0.2733333110809326","-0.2733333110809326"
"69024000","","","","","","","","","","","","","","","","0.10666664441426595","0.10666664441426595","0.10666664441426595"
"69048000","","","","","","","","","","","","","-3.2300000190734863","-3.2300000190734863","-3.2300000190734863","","",""
"69072000","","","","","","","","","","","","","","","","0.7866667111714681","0.7866667111714681","0.7866667111714681"
"69120000","","","","","","","","","","","","","-2.5999999046325684","-2.5999999046325684","-2.5999999046325684","0.08666658401489258","0.08666658401489258","0.08666658401489258"
"69168000","","","","","","","","","","","","","","","","0.4333333174387614","0.4333333174387614","0.4333333174387614"
"69192000","","","","","","","","","","","","","-3.0899999141693115","-3.0899999141693115","-3.0899999141693115","","",""
"69216000","","","","","","","","","","","","","","","","-0.5933332840601603","-0.5933332840601603","-0.5933332840601603"
"69264000","","","","","","","","","","","","","-2.3499999046325684","-2.3499999046325684","-2.3499999046325684","0.23333334922790527","0.23333334922790527","0.23333334922790527"
"69312000","","","","","","","","","","","","","","","","0.3399999936421712","0.3399999936421712","0.3399999936421712"
"69336000","","","","","","","","","","","","","-2.7899999618530273","-2.7899999618530273","-2.7899999618530273","","",""
"69360000","","","","","","","","","","","","","","","","-0.13333332538604736","-0.13333332538604736","-0.13333332538604736"
"69408000","","","","","","","","","","","","","-2.859999895095825","-2.859999895095825","-2.859999895095825","0.413333257039388","0.413333257039388","0.413333257039388"
"69456000","","","","","","","","","","","","","","","","-0.05333332220713297","-0.05333332220713297","-0.05333332220713297"
"69480000","","","","","","","","","","","","","-2.9000000953674316","-2.9000000953674316","-2.9000000953674316","","",""
"69504000","","","","","","","","","","","","","","","","0.14666672547658285","0.14666672547658285","0.14666672547658285"
"69552000","","","","","","","","","","","","","-3.6600000858306885","-3.6600000858306885","-3.6600000858306885","0.046666751305262245","0.046666751305262245","0.046666751305262245"
"69600000","","","","","","","","","","","","","","","","0.07333340247472127","0.07333340247472127","0.07333340247472127"
"69624000","","","","","","","","","","","","","-4.329999923706055","-4.329999923706055","-4.329999923706055","","",""
"69648000","","","","","","","","","","","","","","","","-0.04000004132588705","-0.04000004132588705","-0.04000004132588705"
"69696000","","","","","","","","","","","","","-2.940000057220459","-2.940000057220459","-2.940000057220459","0.11333335439364116","0.11333335439364116","0.11333335439364116"
"69744000","","","","","","","","","","","","","","","","1.086666742960612","1.086666742960612","1.086666742960612"
"69768000","","","","","","","","","","","","","-2.640000104904175","-2.640000104904175","-2.640000104904175","","",""
"69792000","","","","","","","","","","","","","","","","0.09999998410542806","0.09999998410542806","0.09999998410542806"
"69840000","","","","","","","","","","","","","-3.2899999618530273","-3.2899999618530273","-3.2899999618530273","0.2866667111714681","0.2866667111714681","0.2866667111714681"
"69888000","","","","","","","","","","","","","","","","0.5","0.5","0.5"
"69912000","","","","","","","","","","","","","-3.680000066757202","-3.680000066757202","-3.680000066757202","","",""
"69936000","","","","","","","","","","","","","","","","-0.16000000635782877","-0.16000000635782877","-0.16000000635782877"
"69984000","","","","","","","","","","","","","-2.440000057220459","-2.440000057220459","-2.440000057220459","0.13999998569488525","0.13999998569488525","0.13999998569488525"
"70032000","","","","","","","","","","","","","","","","0.4599999984105428","0.4599999984105428","0.4599999984105428"
"70056000","","","","","","","","","","","","","-2.6700000762939453","-2.6700000762939453","-2.6700000762939453","","",""
"70080000","","","","","","","","","","","","","","","","0.1800000270207723","0.1800000270207723","0.1800000270207723"
"70128000","","","","","","","","","","","","","-3.180000066757202","-3.180000066757202","-3.180000066757202","0.2999999523162842","0.2999999523162842","0.2999999523162842"
"70176000","","","","","","","","","","","","","","","","0.31999995311101276","0.31999995311101276","0.31999995311101276"
"70200000","","","","","","","","","","","","","-2.940000057220459","-2.940000057220459","-2.940000057220459","","",""
"70224000","","","","","","","","","","","","","","","","-0.2400000294049581","-0.2400000294049581","-0.2400000294049581"
"70272000","","","","","","","","","","","","","-2.930000066757202","-2.930000066757202","-2.930000066757202","0.3733333746592204","0.3733333746592204","0.3733333746592204"
"70320000","","","","","","","","","","","","","","","","-0.5066666007041931","-0.5066666007041931","-0.5066666007041931"
"70344000","","","","","","","","","","","","","-3.0199999809265137","-3.0199999809265137","-3.0199999809265137","","",""
"70368000","","","","","","","","","","","","","","","","0.11333338419596355","0.11333338419596355","0.11333338419596355"
"70416000","","","","","","","","","","","","","-2.700000047683716","-2.700000047683716","-2.700000047683716","0.2066667079925537","0.2066667079925537","0.2066667079925537"
"70464000","","","","","","","","","","","","","","","","0.046666622161865234","0.046666622161865234","0.046666622161865234"
"70488000","","","","","","","","","","","","","-2.819999933242798","-2.819999933242798","-2.819999933242798","","",""
"70512000","","","","","","","","","","","","","","","","0.12666666507720947","0.12666666507720947","0.12666666507720947"
"70560000","","","","","","","","","","","","","-3.2200000286102295","-3.2200000286102295","-3.2200000286102295","-0.019999980926513672","-0.019999980926513672","-0.019999980926513672"
"70608000","","","","","","","","","","","","","","","","0.12000000476837158","0.12000000476837158","0.12000000476837158"
"70632000","","","","","","","","","","","","","-3.5799999237060547","-3.5799999237060547","-3.5799999237060547","","",""
"70656000","","","","","","","","","","","","","","","","0.23999993006388345","0.23999993006388345","0.23999993006388345"
"70704000","","","","","","","","","","","","","-2.2799999713897705","-2.2799999713897705","-2.2799999713897705","0.37333329518636066","0.37333329518636066","0.37333329518636066"
"70752000","","","","","","","","","","","","","","","","0.5666666825612386","0.5666666825612386","0.5666666825612386"
"70776000","","","","","","","","","","","","","-2.809999942779541","-2.809999942779541","-2.809999942779541","","",""
"70800000","","","","","","","","","","","","","","","","0.8533333937327067","0.8533333937327067","0.8533333937327067"
"70848000","","","","","","","","","","","","","-3.450000047683716","-3.450000047683716","-3.450000047683716","0.6799999872843424","0.6799999872843424","0.6799999872843424"
"70896000","","","","","","","","","","","","","","","","0.18000006675720215","0.18000006675720215","0.18000006675720215"
"70920000","","","","","","","","","","","","","-2.9100000858306885","-2.9100000858306885","-2.9100000858306885","","",""
"70944000","","","","","","","","","","","","","","","","0.6200000445048014","0.6200000445048014","0.6200000445048014"
"70992000","","","","","","","","","","","","","-2.7200000286102295","-2.7200000286102295","-2.7200000286102295","-0.17333340644836426","-0.17333340644836426","-0.17333340644836426"
"71040000","","","","","","","","","","","","","","","","0.2866667111714681","0.2866667111714681","0.2866667111714681"
"71064000","","","","","","","","","","","","","-3.200000047683716","-3.200000047683716","-3.200000047683716","","",""
"71088000","","","","","","","","","","","","","","","","0.05333336194356283","0.05333336194356283","0.05333336194356283"
"71136000","","","","","","","","","","","","","-3.4600000381469727","-3.4600000381469727","-3.4600000381469727","0.1400000254313151","0.1400000254313151","0.1400000254313151"
"71184000","","","","","","","","","","","","","","","","-0.5066666603088379","-0.5066666603088379","-0.5066666603088379"
"71208000","","","","","","","","","","","","","-3.0999999046325684","-3.0999999046325684","-3.0999999046325684","","",""
"71232000","","","","","","","","","","","","","","","","0.8800000349680582","0.8800000349680582","0.8800000349680582"
"71280000","","","","","","","","","","","","","-2.130000114440918","-2.130000114440918","-2.130000114440918","-0.36666667461395264","-0.36666667461395264","-0.36666667461395264"
"71328000","","","","","","","","","","","","","","","","-0.04000004132588705","-0.04000004132588705","-0.04000004132588705"
"71352000","","","","","","","","","","","","","-3.5","-3.5","-3.5","","",""
"71376000","","","","","","","","","","","","","","","","0.08000000317891438","0.08000000317891438","0.08000000317891438"
"71424000","","","","","","","","","","","","","-2.6500000953674316","-2.6500000953674316","-2.6500000953674316","0.21999994913736978","0.21999994913736978","0.21999994913736978"
"71472000","","","","","","","","","","","","","","","","0.2866667111714681","0.2866667111714681","0.2866667111714681"
"71496000","","","","","","","","","","","","","-1.9600000381469727","-1.9600000381469727","-1.9600000381469727","","",""
"71520000","","","","","","","","","","","","","","","","0.7133333683013916","0.7133333683013916","0.7133333683013916"
"71568000","","","","","","","","","","","","","-2.5799999237060547","-2.5799999237060547","-2.5799999237060547","0.5133333603541056","0.5133333603541056","0.5133333603541056"
"71616000","","","","","","","","","","","","","","","","0.23333334922790527","0.23333334922790527","0.23333334922790527"
"71640000","","","","","","","","","","","","","-2.740000009536743","-2.740000009536743","-2.740000009536743","","",""
"71664000","","","","","","","","","","","","","","","","0.3666667143503825","0.3666667143503825","0.3666667143503825"
"71712000","","","","","","","","","","","","","-4.039999961853027","-4.039999961853027","-4.039999961853027","1.0800000031789143","1.0800000031789143","1.0800000031789143"
"71760000","","","","","","","","","","","","","","","","-0.0666666825612386","-0.0666666825612386","-0.0666666825612386"
"71784000","","","","","","","","","","","","","-2.869999885559082","-2.869999885559082","-2.869999885559082","","",""
"71808000","","","","","","","","","","","","","","","","0.38666661580403644","0.38666661580403644","0.38666661580403644"
"71856000","","","","","","","","","","","","","-3","-3","-3","0.24000000953674316","0.24000000953674316","0.24000000953674316"
"71904000","","","","","","","","","","","","","","","","-0.10666670401891072","-0.10666670401891072","-0.10666670401891072"
"71928000","","","","","","","","","","","","","-2.369999885559082","-2.369999885559082","-2.369999885559082","","",""
"71952000","","","","","","","","","","","","","","","","-0.046666622161865234","-0.046666622161865234","-0.046666622161865234"
"72000000","","","","","","","","","","","","","-3.130000114440918","-3.130000114440918","-3.130000114440918","-0.06666670242945354","-0.06666670242945354","-0.06666670242945354"
"72048000","","","","","","","","","","","","","","","","0.17333336671193442","0.17333336671193442","0.17333336671193442"
"72072000","","","","","","","","","","","","","-3.240000009536743","-3.240000009536743","-3.240000009536743","","",""
"72096000","","","","","","","","","","","","","","","","0.09999994436899821","0.09999994436899821","0.09999994436899821"
"72144000","","","","","","","","","","","","","-3.1600000858306885","-3.1600000858306885","-3.1600000858306885","-0.12000006437301636","-0.12000006437301636","-0.12000006437301636"
"72192000","","","","","","","","","","","","","","","","0.19333330790201822","0.19333330790201822","0.19333330790201822"
"72216000","","","","","","","","","","","","","-3.549999952316284","-3.549999952316284","-3.549999952316284","","",""
"72240000","","","","","","","","","","","","","","","","-0.466666579246521","-0.466666579246521","-0.466666579246521"
