"Step","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_baseline_1 - SW_ep_rew_mean","Group: coin3_baseline_1 - SW_ep_rew_mean__MIN","Group: coin3_baseline_1 - SW_ep_rew_mean__MAX","Group: coin3_baseline_independent_1 - SW_ep_rew_mean","Group: coin3_baseline_independent_1 - SW_ep_rew_mean__MIN","Group: coin3_baseline_independent_1 - SW_ep_rew_mean__MAX"
"7536000","","","","","","","","","","","","","","","","-0.3000000516573588","-0.3000000516573588","-0.3000000516573588"
"7552000","3.2066667874654136","3.2066667874654136","3.2066667874654136","1.8800000585615635","1.8800000585615635","1.8800000585615635","0.04333333174387614","0","0.08666666348775227","0.8999999898175398","0.8999999898175398","0.8999999898175398","","","","","",""
"7560000","","","","","","","","","","","","","-2.630000114440918","-2.630000114440918","-2.630000114440918","","",""
"7584000","","","","","","","","","","","","","","","","0.25333333015441895","0.25333333015441895","0.25333333015441895"
"7616000","2.599999745686849","2.599999745686849","2.599999745686849","1.7466666605323553","1.7466666605323553","1.7466666605323553","0.5066666652758915","0.25333330035209656","0.7600000301996866","0.35999999195337296","0.35999999195337296","0.35999999195337296","","","","","",""
"7632000","","","","","","","","","","","","","-2.940000057220459","-2.940000057220459","-2.940000057220459","-0.826666654398044","-0.826666654398044","-0.826666654398044"
"7680000","1.9799998601277669","1.9799998601277669","1.9799998601277669","1.6400000254313152","1.6400000254313152","1.6400000254313152","0.5033333400885264","0.4133333166440328","0.59333336353302","0.36666665474573773","0.36666665474573773","0.36666665474573773","","","","-0.7533334294954935","-0.7533334294954935","-0.7533334294954935"
"7704000","","","","","","","","","","","","","-2.2799999713897705","-2.2799999713897705","-2.2799999713897705","","",""
"7728000","","","","","","","","","","","","","","","","0.2066667079925537","0.2066667079925537","0.2066667079925537"
"7744000","2.526666800181071","2.526666800181071","2.526666800181071","0.9000000009934107","0.9000000009934107","0.9000000009934107","-0.040000016490618406","-0.4866666297117869","0.4066665967305501","0.026666690905888874","0.026666690905888874","0.026666690905888874","","","","","",""
"7776000","","","","","","","","","","","","","-2.4000000953674316","-2.4000000953674316","-2.4000000953674316","-0.18666662524143854","-0.18666662524143854","-0.18666662524143854"
"7808000","2.7866667111714682","2.7866667111714682","2.7866667111714682","1.753333310286204","1.753333310286204","1.753333310286204","0.8933333040525516","0.6666666269302368","1.1199999811748664","-0.43333327770233154","-0.43333327770233154","-0.43333327770233154","","","","","",""
"7824000","","","","","","","","","","","","","","","","-0.4400000100334485","-0.4400000100334485","-0.4400000100334485"
"7848000","","","","","","","","","","","","","-2.6500000953674316","-2.6500000953674316","-2.6500000953674316","","",""
"7872000","2.440000057220459","2.440000057220459","2.440000057220459","1.533333317687114","1.533333317687114","1.533333317687114","0.6300000150998434","0.28666667143503827","0.9733333587646484","0.15333332618077597","0.15333332618077597","0.15333332618077597","","","","-0.953333338101705","-0.953333338101705","-0.953333338101705"
"7920000","","","","","","","","","","","","","-1.6100000143051147","-1.6100000143051147","-1.6100000143051147","-0.30666672190030414","-0.30666672190030414","-0.30666672190030414"
"7936000","2.1200000445048013","2.1200000445048013","2.1200000445048013","2.040000041325887","2.040000041325887","2.040000041325887","0.5333333102365335","0.05333331972360611","1.013333300749461","0.3333333532015483","0.3333333532015483","0.3333333532015483","","","","","",""
"7968000","","","","","","","","","","","","","","","","-0.07333333790302277","-0.07333333790302277","-0.07333333790302277"
"7992000","","","","","","","","","","","","","-3.0299999713897705","-3.0299999713897705","-3.0299999713897705","","",""
"8000000","2.919999917348226","2.919999917348226","2.919999917348226","1.9133334159851074","1.9133334159851074","1.9133334159851074","0.7933333615461985","0.3266666730244954","1.2600000500679016","0.10333332419395447","0.10333332419395447","0.10333332419395447","","","","","",""
"8016000","","","","","","","","","","","","","","","","-0.30000003178914386","-0.30000003178914386","-0.30000003178914386"
"8064000","2.733333428700765","2.733333428700765","2.733333428700765","2.25333340652287","2.25333340652287","2.25333340652287","1.323333354666829","1.1599999604125817","1.4866667489210765","0.6733333071072897","0.6733333071072897","0.6733333071072897","-2.6500000953674316","-2.6500000953674316","-2.6500000953674316","0.2733333706855774","0.2733333706855774","0.2733333706855774"
"8112000","","","","","","","","","","","","","","","","-1.100000003973643","-1.100000003973643","-1.100000003973643"
"8128000","3.253333409627279","3.253333409627279","3.253333409627279","1.9066667258739471","1.9066667258739471","1.9066667258739471","0.10333333412806192","-0.4599999984105428","0.6666666666666666","0.5200000206629435","0.5200000206629435","0.5200000206629435","","","","","",""
"8136000","","","","","","","","","","","","","-2.7699999809265137","-2.7699999809265137","-2.7699999809265137","","",""
"8160000","","","","","","","","","","","","","","","","0.24666666984558105","0.24666666984558105","0.24666666984558105"
"8192000","3.193333387374878","3.193333387374878","3.193333387374878","1.1599999864896138","1.1599999864896138","1.1599999864896138","0.8099999924500784","0.7533332904179891","0.8666666944821676","0.2933333218097687","0.2933333218097687","0.2933333218097687","","","","","",""
"8208000","","","","","","","","","","","","","-3.0899999141693115","-3.0899999141693115","-3.0899999141693115","-0.19999992847442627","-0.19999992847442627","-0.19999992847442627"
"8256000","3.606666684150696","3.606666684150696","3.606666684150696","1.8933332761128743","1.8933332761128743","1.8933332761128743","0.9399999628464382","0.17999992767969766","1.6999999980131786","-0.29999999205271405","-0.29999999205271405","-0.29999999205271405","","","","-0.34666667381922406","-0.34666667381922406","-0.34666667381922406"
"8280000","","","","","","","","","","","","","-3.4100000858306885","-3.4100000858306885","-3.4100000858306885","","",""
"8304000","","","","","","","","","","","","","","","","-0.2666667699813843","-0.2666667699813843","-0.2666667699813843"
"8320000","3.5200000206629434","3.5200000206629434","3.5200000206629434","1.5333332618077595","1.5333332618077595","1.5333332618077595","0.6300000498692194","0.433333416779836","0.8266666829586029","0.46666666865348816","0.46666666865348816","0.46666666865348816","","","","","",""
"8352000","","","","","","","","","","","","","-3.4600000381469727","-3.4600000381469727","-3.4600000381469727","-0.026666720708211262","-0.026666720708211262","-0.026666720708211262"
"8384000","4.013333429892858","4.013333429892858","4.013333429892858","1.6066667238871257","1.6066667238871257","1.6066667238871257","0.9433333724737167","0.4133333961168925","1.473333348830541","0.9133333464463552","0.9133333464463552","0.9133333464463552","","","","","",""
"8400000","","","","","","","","","","","","","","","","0.11999996503194173","0.11999996503194173","0.11999996503194173"
"8424000","","","","","","","","","","","","","-3.009999990463257","-3.009999990463257","-3.009999990463257","","",""
"8448000","4.31333331267039","4.31333331267039","4.31333331267039","1.7733333110809326","1.7733333110809326","1.7733333110809326","0.7366666495800018","0.6800000071525574","0.7933332920074463","0.2966666618982951","0.2966666618982951","0.2966666618982951","","","","0.13333332538604736","0.13333332538604736","0.13333332538604736"
"8496000","","","","","","","","","","","","","-1.8700000047683716","-1.8700000047683716","-1.8700000047683716","-0.40000001589457196","-0.40000001589457196","-0.40000001589457196"
"8512000","3.820000037550926","3.820000037550926","3.820000037550926","1.8533333825568359","1.8533333825568359","1.8533333825568359","0.6466667180260023","0.36666669448216754","0.926666741569837","0.4866666793823242","0.4866666793823242","0.4866666793823242","","","","","",""
"8544000","","","","","","","","","","","","","","","","-0.08000000317891438","-0.08000000317891438","-0.08000000317891438"
"8568000","","","","","","","","","","","","","-2.7899999618530273","-2.7899999618530273","-2.7899999618530273","","",""
"8576000","4.293333331743876","4.293333331743876","4.293333331743876","2.793333411216736","2.793333411216736","2.793333411216736","0.5233332961797714","0.5066666205724081","0.5399999717871348","1.2799999912579854","1.2799999912579854","1.2799999912579854","","","","","",""
"8592000","","","","","","","","","","","","","","","","0.09999998410542806","0.09999998410542806","0.09999998410542806"
"8640000","4.320000012715657","4.320000012715657","4.320000012715657","1.7666666309038799","1.7666666309038799","1.7666666309038799","0.7466666872302692","0.3266666928927104","1.166666681567828","-0.026666661103566486","-0.026666661103566486","-0.026666661103566486","-2.9700000286102295","-2.9700000286102295","-2.9700000286102295","-0.11333334445953369","-0.11333334445953369","-0.11333334445953369"
"8688000","","","","","","","","","","","","","","","","-0.20000000794728598","-0.20000000794728598","-0.20000000794728598"
"8704000","4.31333327293396","4.31333327293396","4.31333327293396","1.3000000640749931","1.3000000640749931","1.3000000640749931","0.6333332719902197","0.3866666282216708","0.8799999157587687","0.6000000188748041","0.6000000188748041","0.6000000188748041","","","","","",""
"8712000","","","","","","","","","","","","","-2.309999942779541","-2.309999942779541","-2.309999942779541","","",""
"8736000","","","","","","","","","","","","","","","","-0.16666662693023682","-0.16666662693023682","-0.16666662693023682"
"8768000","4.40666659673055","4.40666659673055","4.40666659673055","1.9533333877722423","1.9533333877722423","1.9533333877722423","1.1533333659172058","1.0066667000452678","1.3000000317891438","0.6533333857854208","0.6533333857854208","0.6533333857854208","","","","","",""
"8784000","","","","","","","","","","","","","-3.259999990463257","-3.259999990463257","-3.259999990463257","-0.29999999205271405","-0.29999999205271405","-0.29999999205271405"
"8832000","4.646666526794434","4.646666526794434","4.646666526794434","1.9199999781946342","1.9199999781946342","1.9199999781946342","1.3400000209609668","1.059999982515971","1.6200000594059627","0.9333333174387614","0.9333333174387614","0.9333333174387614","","","","-0.12666662534077963","-0.12666662534077963","-0.12666662534077963"
"8856000","","","","","","","","","","","","","-3.119999885559082","-3.119999885559082","-3.119999885559082","","",""
"8880000","","","","","","","","","","","","","","","","0.25999999046325684","0.25999999046325684","0.25999999046325684"
"8896000","4.359999974568685","4.359999974568685","4.359999974568685","1.919999937216441","1.919999937216441","1.919999937216441","0.5333333536982536","0.21333331366380057","0.8533333937327067","0.7999999423821768","0.7999999423821768","0.7999999423821768","","","","","",""
"8928000","","","","","","","","","","","","","-1.5399999618530273","-1.5399999618530273","-1.5399999618530273","0.13999998569488525","0.13999998569488525","0.13999998569488525"
"8960000","4.380000034968059","4.380000034968059","4.380000034968059","2.0266666735212007","2.0266666735212007","2.0266666735212007","0.79666668176651","0.5533333619435629","1.0400000015894573","0.7333333492279053","0.7333333492279053","0.7333333492279053","","","","","",""
"8976000","","","","","","","","","","","","","","","","0.039999961853027344","0.039999961853027344","0.039999961853027344"
"9000000","","","","","","","","","","","","","-3.640000104904175","-3.640000104904175","-3.640000104904175","","",""
"9024000","4.446666677792867","4.446666677792867","4.446666677792867","1.1733332574367523","1.1733332574367523","1.1733332574367523","1.1766666620969772","0.7866666913032532","1.5666666328907013","1.4066667358080547","1.4066667358080547","1.4066667358080547","","","","-0.5066666553417841","-0.5066666553417841","-0.5066666553417841"
"9072000","","","","","","","","","","","","","-3.4700000286102295","-3.4700000286102295","-3.4700000286102295","-0.3666667540868123","-0.3666667540868123","-0.3666667540868123"
"9088000","4.606666723887126","4.606666723887126","4.606666723887126","2.9133334159851074","2.9133334159851074","2.9133334159851074","1.4533332899833717","1.2466666133453448","1.659999966621399","0.42666664719581604","0.42666664719581604","0.42666664719581604","","","","","",""
"9120000","","","","","","","","","","","","","","","","0.10666658480962117","0.10666658480962117","0.10666658480962117"
"9144000","","","","","","","","","","","","","-3.0899999141693115","-3.0899999141693115","-3.0899999141693115","","",""
"9152000","5.046666622161865","5.046666622161865","5.046666622161865","2.3333333333333335","2.3333333333333335","2.3333333333333335","1.2666666954755783","1.0000000198682149","1.5333333710829418","0.1866666873296102","0.1866666873296102","0.1866666873296102","","","","","",""
"9168000","","","","","","","","","","","","","","","","-0.006666660308837891","-0.006666660308837891","-0.006666660308837891"
"9216000","4.986666599909465","4.986666599909465","4.986666599909465","2.526666703323523","2.526666703323523","2.526666703323523","1.7366666346788406","1.3999999264876049","2.0733333428700766","0.40666671593983966","0.40666671593983966","0.40666671593983966","-2.809999942779541","-2.809999942779541","-2.809999942779541","0.019999980926513672","0.019999980926513672","0.019999980926513672"
"9264000","","","","","","","","","","","","","","","","-0.46666669845581055","-0.46666669845581055","-0.46666669845581055"
"9280000","4.766666571299235","4.766666571299235","4.766666571299235","2.113333394130071","2.113333394130071","2.113333394130071","1.293333257858952","1.026666561762492","1.559999953955412","0.9066666762034098","0.9066666762034098","0.9066666762034098","","","","","",""
"9288000","","","","","","","","","","","","","-2.2699999809265137","-2.2699999809265137","-2.2699999809265137","","",""
"9312000","","","","","","","","","","","","","","","","-0.17999999038875103","-0.17999999038875103","-0.17999999038875103"
"9344000","5.12666654586792","5.12666654586792","5.12666654586792","1.8333333333333333","1.8333333333333333","1.8333333333333333","1.1449999175965786","0.9499999086062113","1.3399999265869458","0.3866666754086812","0.3866666754086812","0.3866666754086812","","","","","",""
"9360000","","","","","","","","","","","","","-2.190000057220459","-2.190000057220459","-2.190000057220459","0.08666665417452653","0.08666665417452653","0.08666665417452653"
"9408000","4.753333330154419","4.753333330154419","4.753333330154419","1.6133333643277485","1.6133333643277485","1.6133333643277485","1.2316666642824807","1.2199999292691548","1.2433333992958069","0.5533333191027244","0.5533333191027244","0.5533333191027244","","","","0.5666666825612386","0.5666666825612386","0.5666666825612386"
"9432000","","","","","","","","","","","","","-3.4700000286102295","-3.4700000286102295","-3.4700000286102295","","",""
"9456000","","","","","","","","","","","","","","","","-0.41999999682108563","-0.41999999682108563","-0.41999999682108563"
"9472000","4.673333247502645","4.673333247502645","4.673333247502645","2.4533332784970603","2.4533332784970603","2.4533332784970603","1.2700000206629436","1.006666640440623","1.5333334008852642","0.5133333404858907","0.5133333404858907","0.5133333404858907","","","","","",""
"9504000","","","","","","","","","","","","","-2.4800000190734863","-2.4800000190734863","-2.4800000190734863","-0.0200000802675883","-0.0200000802675883","-0.0200000802675883"
"9536000","4.90666667620341","4.90666667620341","4.90666667620341","2.486666738986969","2.486666738986969","2.486666738986969","1.2966666643818219","1.2799999912579854","1.3133333375056584","1.1200000047683716","1.1200000047683716","1.1200000047683716","","","","","",""
"9552000","","","","","","","","","","","","","","","","0.22666668891906738","0.22666668891906738","0.22666668891906738"
"9576000","","","","","","","","","","","","","-2.5","-2.5","-2.5","","",""
"9600000","4.839999993642171","4.839999993642171","4.839999993642171","2.2266666491826377","2.2266666491826377","2.2266666491826377","1.5633333027362823","0.9066666762034098","2.219999929269155","1.013333410024643","1.013333410024643","1.013333410024643","","","","0.07333334597448508","0.07333334597448508","0.07333334597448508"
"9648000","","","","","","","","","","","","","-2.2899999618530273","-2.2899999618530273","-2.2899999618530273","0.613333264986674","0.613333264986674","0.613333264986674"
"9664000","4.640000184377034","4.640000184377034","4.640000184377034","1.6466666162014008","1.6466666162014008","1.6466666162014008","1.4749999940395355","1.356666624546051","1.59333336353302","1.5400000214576721","1.5400000214576721","1.5400000214576721","","","","","",""
"9696000","","","","","","","","","","","","","","","","-0.6399999856948853","-0.6399999856948853","-0.6399999856948853"
"9720000","","","","","","","","","","","","","-3.0799999237060547","-3.0799999237060547","-3.0799999237060547","","",""
"9728000","4.459999958674113","4.459999958674113","4.459999958674113","2.3866665959358215","2.3866665959358215","2.3866665959358215","1.7933333218097687","1.7866666316986084","1.800000011920929","0.9266666372617086","0.9266666372617086","0.9266666372617086","","","","","",""
"9744000","","","","","","","","","","","","","","","","-0.44666667468845844","-0.44666667468845844","-0.44666667468845844"
"9792000","4.693333387374878","4.693333387374878","4.693333387374878","1.8400000135103862","1.8400000135103862","1.8400000135103862","1.396666705608368","0.753333330154419","2.040000081062317","0.8400000035762787","0.8400000035762787","0.8400000035762787","-3.190000057220459","-3.190000057220459","-3.190000057220459","0.12000000476837158","0.12000000476837158","0.12000000476837158"
"9840000","","","","","","","","","","","","","","","","-0.24666666984558105","-0.24666666984558105","-0.24666666984558105"
"9856000","4.933333396911621","4.933333396911621","4.933333396911621","2.0600000315656266","2.0600000315656266","2.0600000315656266","1.4066666464010875","1.2866666118303935","1.5266666809717815","1.1866665904720624","1.1866665904720624","1.1866665904720624","","","","","",""
"9864000","","","","","","","","","","","","","-3.3399999141693115","-3.3399999141693115","-3.3399999141693115","","",""
"9888000","","","","","","","","","","","","","","","","-0.1333333452542623","-0.1333333452542623","-0.1333333452542623"
"9920000","4.840000073115031","4.840000073115031","4.840000073115031","1.6399999062220256","1.6399999062220256","1.6399999062220256","1.7100000344216824","1.3333333730697632","2.0866666957736015","1.2200000683466594","1.2200000683466594","1.2200000683466594","","","","","",""
"9936000","","","","","","","","","","","","","-3.319999933242798","-3.319999933242798","-3.319999933242798","-0.2800000111262004","-0.2800000111262004","-0.2800000111262004"
"9984000","4.580000003178914","4.580000003178914","4.580000003178914","1.2866666615009308","1.2866666615009308","1.2866666615009308","1.3800000064074993","1.0199999858935673","1.7400000269214313","0.8933333257834116","0.8933333257834116","0.8933333257834116","","","","-0.16666666666666666","-0.16666666666666666","-0.16666666666666666"
"10008000","","","","","","","","","","","","","-2.109999895095825","-2.109999895095825","-2.109999895095825","","",""
"10032000","","","","","","","","","","","","","","","","-0.18000003695487976","-0.18000003695487976","-0.18000003695487976"
"10048000","4.266666730244954","4.266666730244954","4.266666730244954","2.040000021457672","2.040000021457672","2.040000021457672","1.5699999630451202","1.4333332975705464","1.706666628519694","0.8333332737286886","0.8333332737286886","0.8333332737286886","","","","","",""
"10080000","","","","","","","","","","","","","-2.3299999237060547","-2.3299999237060547","-2.3299999237060547","0.1933333476384481","0.1933333476384481","0.1933333476384481"
"10112000","4.886666615804036","4.886666615804036","4.886666615804036","1.9666666835546494","1.9666666835546494","1.9666666835546494","1.6666667064030967","1.6333333253860474","1.7000000874201457","1.0400000015894573","1.0400000015894573","1.0400000015894573","","","","","",""
"10128000","","","","","","","","","","","","","","","","0.3066667119661967","0.3066667119661967","0.3066667119661967"
"10152000","","","","","","","","","","","","","-1.5","-1.5","-1.5","","",""
"10176000","4.319999933242798","4.319999933242798","4.319999933242798","2.4066666960716248","2.4066666960716248","2.4066666960716248","1.543333368996779","1.2933333665132523","1.793333371480306","1.34333332379659","1.34333332379659","1.34333332379659","","","","-0.3333334078391393","-0.3333334078391393","-0.3333334078391393"
"10224000","","","","","","","","","","","","","-2.5799999237060547","-2.5799999237060547","-2.5799999237060547","-0.17333340644836426","-0.17333340644836426","-0.17333340644836426"
"10240000","4.933333396911621","4.933333396911621","4.933333396911621","2.6166667342185974","2.6166667342185974","2.6166667342185974","1.4233333369096122","1.3800000250339508","1.4666666487852733","1.506666620572408","1.506666620572408","1.506666620572408","","","","","",""
"10272000","","","","","","","","","","","","","","","","0.399999996026357","0.399999996026357","0.399999996026357"
"10296000","","","","","","","","","","","","","-2.490000009536743","-2.490000009536743","-2.490000009536743","","",""
"10304000","4.853333234786987","4.853333234786987","4.853333234786987","2.0666665819784007","2.0666665819784007","2.0666665819784007","1.509999970595042","1.1666666666666667","1.8533332745234172","1.2866666714350383","1.2866666714350383","1.2866666714350383","","","","","",""
"10320000","","","","","","","","","","","","","","","","-0.1999999682108561","-0.1999999682108561","-0.1999999682108561"
"10368000","5.053333441416423","5.053333441416423","5.053333441416423","2.3666667143503823","2.3666667143503823","2.3666667143503823","1.640000065167745","1.5533334016799927","1.7266667286554973","1.399999976158142","1.399999976158142","1.399999976158142","-2.9600000381469727","-2.9600000381469727","-2.9600000381469727","-0.2533332829674085","-0.2533332829674085","-0.2533332829674085"
"10416000","","","","","","","","","","","","","","","","-0.5866667528947195","-0.5866667528947195","-0.5866667528947195"
"10432000","4.946666717529297","4.946666717529297","4.946666717529297","2.686666707197825","2.686666707197825","2.686666707197825","1.369999979933103","1.1999999582767487","1.5400000015894573","1.5133333504199982","1.5133333504199982","1.5133333504199982","","","","","",""
"10440000","","","","","","","","","","","","","-1.309999942779541","-1.309999942779541","-1.309999942779541","","",""
"10464000","","","","","","","","","","","","","","","","-0.3999999662240346","-0.3999999662240346","-0.3999999662240346"
"10496000","4.87333345413208","4.87333345413208","4.87333345413208","2.3933332761128745","2.3933332761128745","2.3933332761128745","1.5966666700939338","1.0333333313465118","2.160000008841356","1.2599999904632568","1.2599999904632568","1.2599999904632568","","","","","",""
"10512000","","","","","","","","","","","","","-2.8299999237060547","-2.8299999237060547","-2.8299999237060547","-0.3333332935969035","-0.3333332935969035","-0.3333332935969035"
"10560000","4.78000005086263","4.78000005086263","4.78000005086263","1.3599999348322551","1.3599999348322551","1.3599999348322551","1.5666666626930237","1.2399999698003132","1.8933333555857341","1.6333333253860474","1.6333333253860474","1.6333333253860474","","","","-0.7199998994668325","-0.7199998994668325","-0.7199998994668325"
"10584000","","","","","","","","","","","","","-3.799999952316284","-3.799999952316284","-3.799999952316284","","",""
"10608000","","","","","","","","","","","","","","","","-0.2866665969292323","-0.2866665969292323","-0.2866665969292323"
"10624000","4.4666666984558105","4.4666666984558105","4.4666666984558105","2.0933332815766335","2.0933332815766335","2.0933332815766335","1.4166666691501937","1.3333332985639572","1.50000003973643","0.7999999622503916","0.7999999622503916","0.7999999622503916","","","","","",""
"10656000","","","","","","","","","","","","","-2.5199999809265137","-2.5199999809265137","-2.5199999809265137","-0.3266666332880656","-0.3266666332880656","-0.3266666332880656"
"10688000","4.5533333619435625","4.5533333619435625","4.5533333619435625","1.7199999590714772","1.7199999590714772","1.7199999590714772","1.960000054910779","1.8000000715255737","2.1200000382959843","0.8333333333333334","0.8333333333333334","0.8333333333333334","","","","","",""
"10704000","","","","","","","","","","","","","","","","-0.31333333253860474","-0.31333333253860474","-0.31333333253860474"
"10728000","","","","","","","","","","","","","-3.319999933242798","-3.319999933242798","-3.319999933242798","","",""
"10752000","4.229999979337056","4.229999979337056","4.229999979337056","2.606666644414266","2.606666644414266","2.606666644414266","1.7466666549444199","1.553333322207133","1.9399999876817067","1.553333302338918","1.553333302338918","1.553333302338918","","","","-0.18000003695487976","-0.18000003695487976","-0.18000003695487976"
"10800000","","","","","","","","","","","","","-2.569999933242798","-2.569999933242798","-2.569999933242798","-0.2466666748126348","-0.2466666748126348","-0.2466666748126348"
"10816000","4.046666622161865","4.046666622161865","4.046666622161865","2.4600000182787576","2.4600000182787576","2.4600000182787576","1.4733332668741546","1.4266665875911713","1.5199999461571376","1.7200000087420146","1.7200000087420146","1.7200000087420146","","","","","",""
"10848000","","","","","","","","","","","","","","","","0.21333324909210205","0.21333324909210205","0.21333324909210205"
"10872000","","","","","","","","","","","","","-2.309999942779541","-2.309999942779541","-2.309999942779541","","",""
"10880000","4.566666762034099","4.566666762034099","4.566666762034099","2.3866666356722512","2.3866666356722512","2.3866666356722512","1.5299999732524157","1.4933332689106464","1.5666666775941849","1.2066666682561238","1.2066666682561238","1.2066666682561238","","","","","",""
"10896000","","","","","","","","","","","","","","","","-0.41333338618278503","-0.41333338618278503","-0.41333338618278503"
"10944000","4.206666707992554","4.206666707992554","4.206666707992554","1.9200000589092572","1.9200000589092572","1.9200000589092572","1.6366666772713263","1.5533333321412404","1.7200000224014123","2.180000066757202","2.180000066757202","2.180000066757202","-2.8299999237060547","-2.8299999237060547","-2.8299999237060547","0.5866666634877523","0.5866666634877523","0.5866666634877523"
"10992000","","","","","","","","","","","","","","","","-0.006666690111160278","-0.006666690111160278","-0.006666690111160278"
"11008000","4.086666742960612","4.086666742960612","4.086666742960612","2.0266667008399963","2.0266667008399963","2.0266667008399963","1.7033332784970603","1.513333300749461","1.8933332562446594","1.8600000441074371","1.8600000441074371","1.8600000441074371","","","","","",""
"11016000","","","","","","","","","","","","","-4","-4","-4","","",""
"11040000","","","","","","","","","","","","","","","","0.1466666062672933","0.1466666062672933","0.1466666062672933"
"11072000","3.5333333810170493","3.5333333810170493","3.5333333810170493","2.10666660964489","2.10666660964489","2.10666660964489","1.7999999523162842","1.353333294391632","2.2466666102409363","1.833333283662796","1.833333283662796","1.833333283662796","","","","","",""
"11088000","","","","","","","","","","","","","-2.700000047683716","-2.700000047683716","-2.700000047683716","-0.28000007073084515","-0.28000007073084515","-0.28000007073084515"
"11136000","3.2733332316080728","3.2733332316080728","3.2733332316080728","1.893333266178767","1.893333266178767","1.893333266178767","1.5999999965230625","1.446666697661082","1.753333295385043","1.366666664679845","1.366666664679845","1.366666664679845","","","","0.04666664203008016","0.04666664203008016","0.04666664203008016"
"11160000","","","","","","","","","","","","","-2.2100000381469727","-2.2100000381469727","-2.2100000381469727","","",""
"11184000","","","","","","","","","","","","","","","","-0.18666666746139526","-0.18666666746139526","-0.18666666746139526"
"11200000","3.3500000635782876","3.3500000635782876","3.3500000635782876","1.9133333067099254","1.9133333067099254","1.9133333067099254","1.4033333361148834","1.3399999737739563","1.4666666984558105","1.9199999471505482","1.9199999471505482","1.9199999471505482","","","","","",""
"11232000","","","","","","","","","","","","","-2.9600000381469727","-2.9600000381469727","-2.9600000381469727","-0.2733333706855774","-0.2733333706855774","-0.2733333706855774"
"11264000","3.759999990463257","3.759999990463257","3.759999990463257","2.196666717529297","2.196666717529297","2.196666717529297","1.9500000427166622","1.8866666853427887","2.0133334000905356","1.993333379427592","1.993333379427592","1.993333379427592","","","","","",""
"11280000","","","","","","","","","","","","","","","","-0.026666661103566486","-0.026666661103566486","-0.026666661103566486"
"11304000","","","","","","","","","","","","","-3.0299999713897705","-3.0299999713897705","-3.0299999713897705","","",""
"11328000","3.7333333492279053","3.7333333492279053","3.7333333492279053","2.376666641483704","2.376666641483704","2.376666641483704","1.266666685541471","0.9066666662693024","1.6266667048136394","2.246666729450226","2.246666729450226","2.246666729450226","","","","-0.5066666007041931","-0.5066666007041931","-0.5066666007041931"
"11376000","","","","","","","","","","","","","-3.069999933242798","-3.069999933242798","-3.069999933242798","-0.3733333349227905","-0.3733333349227905","-0.3733333349227905"
"11392000","3.953333298365275","3.953333298365275","3.953333298365275","2.0066666851441064","2.0066666851441064","2.0066666851441064","1.8999999860922496","1.7599999904632568","2.0399999817212424","1.853333334128062","1.853333334128062","1.853333334128062","","","","","",""
"11424000","","","","","","","","","","","","","","","","0.353333314259847","0.353333314259847","0.353333314259847"
"11448000","","","","","","","","","","","","","-2.630000114440918","-2.630000114440918","-2.630000114440918","","",""
"11456000","3.9733333587646484","3.9733333587646484","3.9733333587646484","2.3666666137675443","2.3666666137675443","2.3666666137675443","2.179999952514966","2.1666665971279144","2.193333307902018","2.0333333363135657","2.0333333363135657","2.0333333363135657","","","","","",""
"11472000","","","","","","","","","","","","","","","","0.25999997059504193","0.25999997059504193","0.25999997059504193"
"11520000","3.8199999729792276","3.8199999729792276","3.8199999729792276","2.0466666917006173","2.0466666917006173","2.0466666917006173","1.910000036160151","1.559999982515971","2.2600000898043313","1.3133333126703899","1.3133333126703899","1.3133333126703899","-2.0399999618530273","-2.0399999618530273","-2.0399999618530273","-0.4666665991147359","-0.4666665991147359","-0.4666665991147359"
"11568000","","","","","","","","","","","","","","","","0.20000004271666208","0.20000004271666208","0.20000004271666208"
"11584000","4.323333342870076","4.323333342870076","4.323333342870076","2.7333332896232605","2.7333332896232605","2.7333332896232605","2.286666676402092","1.9466666281223297","2.6266667246818542","1.8666666150093079","1.8666666150093079","1.8666666150093079","","","","","",""
"11592000","","","","","","","","","","","","","-2.7799999713897705","-2.7799999713897705","-2.7799999713897705","","",""
"11616000","","","","","","","","","","","","","","","","-0.5399999668200811","-0.5399999668200811","-0.5399999668200811"
