"Step","coin3_cbam_causal - SW_ep_rew_mean","coin3_cbam_causal - SW_ep_rew_mean__MIN","coin3_cbam_causal - SW_ep_rew_mean__MAX"
"2304000","2.496666749318441","2.496666749318441","2.496666749318441"
"2368000","2.506666660308838","2.506666660308838","2.506666660308838"
"2432000","2.800000031789144","2.800000031789144","2.800000031789144"
"2496000","3.1600000858306885","3.1600000858306885","3.1600000858306885"
"2560000","2.8933332761128745","2.8933332761128745","2.8933332761128745"
"2624000","3.2266666094462075","3.2266666094462075","3.2266666094462075"
"2688000","2.6399998664855957","2.6399998664855957","2.6399998664855957"
"2752000","2.7800000508626304","2.7800000508626304","2.7800000508626304"
"2816000","3.0066665013631186","3.0066665013631186","3.0066665013631186"
"2880000","3.073333263397217","3.073333263397217","3.073333263397217"
"2944000","3.1200000445048013","3.1200000445048013","3.1200000445048013"
"3008000","3.7800000111262","3.7800000111262","3.7800000111262"
"3072000","3.4599999686082206","3.4599999686082206","3.4599999686082206"
"3136000","3.3133333921432495","3.3133333921432495","3.3133333921432495"
"3200000","3.6633334010839462","3.6633334010839462","3.6633334010839462"
"3264000","3.976666589577993","3.976666589577993","3.976666589577993"
"3328000","3.3733334143956504","3.3733334143956504","3.3733334143956504"
"3392000","3.646666725476583","3.646666725476583","3.646666725476583"
"3456000","3.346666768193245","3.346666768193245","3.346666768193245"
"3520000","3.7866666987538338","3.7866666987538338","3.7866666987538338"
"3584000","3.8000000193715096","3.8000000193715096","3.8000000193715096"
"3648000","3.9666666189829507","3.9666666189829507","3.9666666189829507"
"3712000","3.566666672627131","3.566666672627131","3.566666672627131"
"3776000","4.219999988873799","4.219999988873799","4.219999988873799"
"3840000","4.3466668128967285","4.3466668128967285","4.3466668128967285"
"3904000","4.22000006834666","4.22000006834666","4.22000006834666"
"3968000","3.9733332792917886","3.9733332792917886","3.9733332792917886"
"4032000","3.706666727860769","3.706666727860769","3.706666727860769"
"4096000","4.520000060399373","4.520000060399373","4.520000060399373"
"4160000","4.400000015894572","4.400000015894572","4.400000015894572"
"4224000","4.760000069936116","4.760000069936116","4.760000069936116"
"4288000","4.400000015894572","4.400000015894572","4.400000015894572"
"4352000","4.466666579246521","4.466666579246521","4.466666579246521"
"4416000","4.4666666984558105","4.4666666984558105","4.4666666984558105"
"4480000","4.513333400090535","4.513333400090535","4.513333400090535"
"4544000","4.87333345413208","4.87333345413208","4.87333345413208"
"4608000","4.486666719118754","4.486666719118754","4.486666719118754"
"4672000","4.6333333651224775","4.6333333651224775","4.6333333651224775"
"4736000","5.0600000222524","5.0600000222524","5.0600000222524"
"4800000","4.193333427111308","4.193333427111308","4.193333427111308"
"4864000","4.573333342870076","4.573333342870076","4.573333342870076"
"4928000","4.746666669845581","4.746666669845581","4.746666669845581"
"4992000","4.633333325386047","4.633333325386047","4.633333325386047"
"5056000","4.6600000858306885","4.6600000858306885","4.6600000858306885"
"5120000","4.413333336512248","4.413333336512248","4.413333336512248"
"5184000","4.353333314259847","4.353333314259847","4.353333314259847"
"5248000","4.253333330154419","4.253333330154419","4.253333330154419"
"5312000","4.853333393732707","4.853333393732707","4.853333393732707"
"5376000","4.786666711171468","4.786666711171468","4.786666711171468"
"5440000","4.639999866485596","4.639999866485596","4.639999866485596"
"5504000","4.953333377838135","4.953333377838135","4.953333377838135"
"5568000","4.420000076293945","4.420000076293945","4.420000076293945"
"5632000","4.353333195050557","4.353333195050557","4.353333195050557"
"5696000","4.5333333015441895","4.5333333015441895","4.5333333015441895"
"5760000","4.766666571299235","4.766666571299235","4.766666571299235"
"5824000","4.326666593551636","4.326666593551636","4.326666593551636"
"5888000","4.380000034968059","4.380000034968059","4.380000034968059"
"5952000","4.693333387374878","4.693333387374878","4.693333387374878"
"6016000","4.919999917348226","4.919999917348226","4.919999917348226"
"6080000","4.456666707992554","4.456666707992554","4.456666707992554"
"6144000","4.626666625340779","4.626666625340779","4.626666625340779"
"6208000","4.373333374659221","4.373333374659221","4.373333374659221"
"6272000","4.459999958674113","4.459999958674113","4.459999958674113"
"6336000","4.473333438237508","4.473333438237508","4.473333438237508"
"6400000","4.333333253860474","4.333333253860474","4.333333253860474"
"6464000","4.4266665776570635","4.4266665776570635","4.4266665776570635"
"6528000","4.579999923706055","4.579999923706055","4.579999923706055"
"6592000","4.926666736602783","4.926666736602783","4.926666736602783"
"6656000","4.599999904632568","4.599999904632568","4.599999904632568"
"6720000","4.440000057220459","4.440000057220459","4.440000057220459"
"6784000","4.793333212534587","4.793333212534587","4.793333212534587"
"6848000","4.659999926884969","4.659999926884969","4.659999926884969"
"6912000","4.62666654586792","4.62666654586792","4.62666654586792"
"6976000","5.0600000222524","5.0600000222524","5.0600000222524"
"7040000","4.646666685740153","4.646666685740153","4.646666685740153"
"7104000","4.560000101725261","4.560000101725261","4.560000101725261"
"7168000","4.53333334128062","4.53333334128062","4.53333334128062"
"7232000","4.486666758855184","4.486666758855184","4.486666758855184"
"7296000","4.5999999443689985","4.5999999443689985","4.5999999443689985"
"7360000","4.180000027020772","4.180000027020772","4.180000027020772"
"7424000","3.993333379427592","3.993333379427592","3.993333379427592"
"7488000","3.5733333428700766","3.5733333428700766","3.5733333428700766"
"7552000","3.2066667874654136","3.2066667874654136","3.2066667874654136"
"7616000","2.599999745686849","2.599999745686849","2.599999745686849"
"7680000","1.9799998601277669","1.9799998601277669","1.9799998601277669"
"7744000","2.526666800181071","2.526666800181071","2.526666800181071"
"7808000","2.7866667111714682","2.7866667111714682","2.7866667111714682"
"7872000","2.440000057220459","2.440000057220459","2.440000057220459"
"7936000","2.1200000445048013","2.1200000445048013","2.1200000445048013"
"8000000","2.919999917348226","2.919999917348226","2.919999917348226"
"8064000","2.733333428700765","2.733333428700765","2.733333428700765"
"8128000","3.253333409627279","3.253333409627279","3.253333409627279"
"8192000","3.193333387374878","3.193333387374878","3.193333387374878"
"8256000","3.606666684150696","3.606666684150696","3.606666684150696"
"8320000","3.5200000206629434","3.5200000206629434","3.5200000206629434"
"8384000","4.013333429892858","4.013333429892858","4.013333429892858"
"8448000","4.31333331267039","4.31333331267039","4.31333331267039"
"8512000","3.820000037550926","3.820000037550926","3.820000037550926"
"8576000","4.293333331743876","4.293333331743876","4.293333331743876"
"8640000","4.320000012715657","4.320000012715657","4.320000012715657"
"8704000","4.31333327293396","4.31333327293396","4.31333327293396"
"8768000","4.40666659673055","4.40666659673055","4.40666659673055"
"8832000","4.646666526794434","4.646666526794434","4.646666526794434"
"8896000","4.359999974568685","4.359999974568685","4.359999974568685"
"8960000","4.380000034968059","4.380000034968059","4.380000034968059"
"9024000","4.446666677792867","4.446666677792867","4.446666677792867"
"9088000","4.606666723887126","4.606666723887126","4.606666723887126"
"9152000","5.046666622161865","5.046666622161865","5.046666622161865"
"9216000","4.986666599909465","4.986666599909465","4.986666599909465"
"9280000","4.766666571299235","4.766666571299235","4.766666571299235"
"9344000","5.12666654586792","5.12666654586792","5.12666654586792"
"9408000","4.753333330154419","4.753333330154419","4.753333330154419"
"9472000","4.673333247502645","4.673333247502645","4.673333247502645"
"9536000","4.90666667620341","4.90666667620341","4.90666667620341"
"9600000","4.839999993642171","4.839999993642171","4.839999993642171"
"9664000","4.640000184377034","4.640000184377034","4.640000184377034"
"9728000","4.459999958674113","4.459999958674113","4.459999958674113"
"9792000","4.693333387374878","4.693333387374878","4.693333387374878"
"9856000","4.933333396911621","4.933333396911621","4.933333396911621"
"9920000","4.840000073115031","4.840000073115031","4.840000073115031"
"9984000","4.580000003178914","4.580000003178914","4.580000003178914"
"10048000","4.266666730244954","4.266666730244954","4.266666730244954"
"10112000","4.886666615804036","4.886666615804036","4.886666615804036"
"10176000","4.319999933242798","4.319999933242798","4.319999933242798"
"10240000","4.933333396911621","4.933333396911621","4.933333396911621"
"10304000","4.853333234786987","4.853333234786987","4.853333234786987"
"10368000","5.053333441416423","5.053333441416423","5.053333441416423"
"10432000","4.946666717529297","4.946666717529297","4.946666717529297"
"10496000","4.87333345413208","4.87333345413208","4.87333345413208"
"10560000","4.78000005086263","4.78000005086263","4.78000005086263"
"10624000","4.4666666984558105","4.4666666984558105","4.4666666984558105"
"10688000","4.5533333619435625","4.5533333619435625","4.5533333619435625"
"10752000","4.229999979337056","4.229999979337056","4.229999979337056"
"10816000","4.046666622161865","4.046666622161865","4.046666622161865"
"10880000","4.566666762034099","4.566666762034099","4.566666762034099"
"10944000","4.206666707992554","4.206666707992554","4.206666707992554"
"11008000","4.086666742960612","4.086666742960612","4.086666742960612"
"11072000","3.5333333810170493","3.5333333810170493","3.5333333810170493"
"11136000","3.2733332316080728","3.2733332316080728","3.2733332316080728"
"11200000","3.3500000635782876","3.3500000635782876","3.3500000635782876"
"11264000","3.759999990463257","3.759999990463257","3.759999990463257"
"11328000","3.7333333492279053","3.7333333492279053","3.7333333492279053"
"11392000","3.953333298365275","3.953333298365275","3.953333298365275"
"11456000","3.9733333587646484","3.9733333587646484","3.9733333587646484"
"11520000","3.8199999729792276","3.8199999729792276","3.8199999729792276"
"11584000","4.323333342870076","4.323333342870076","4.323333342870076"
"11648000","3.6866666873296103","3.6866666873296103","3.6866666873296103"
"11712000","3.919999917348226","3.919999917348226","3.919999917348226"
"11776000","4.133333325386047","4.133333325386047","4.133333325386047"
"11840000","3.683333237965902","3.683333237965902","3.683333237965902"
"11904000","4.213333288828532","4.213333288828532","4.213333288828532"
"11968000","4.2466667493184405","4.2466667493184405","4.2466667493184405"
"12032000","4.199999849001567","4.199999849001567","4.199999849001567"
"12096000","4.673333406448364","4.673333406448364","4.673333406448364"
"12160000","4.546666781107585","4.546666781107585","4.546666781107585"
"12224000","4.960000038146973","4.960000038146973","4.960000038146973"
"12288000","4.633333285649617","4.633333285649617","4.633333285649617"
"12352000","4.646666765213013","4.646666765213013","4.646666765213013"
"12416000","4.486666599909465","4.486666599909465","4.486666599909465"
"12480000","4.753333409627278","4.753333409627278","4.753333409627278"
"12544000","4.566666603088379","4.566666603088379","4.566666603088379"
"12608000","4.773333311080933","4.773333311080933","4.773333311080933"
"12672000","4.699999968210856","4.699999968210856","4.699999968210856"
"12736000","4.6133333047231035","4.6133333047231035","4.6133333047231035"
"12800000","4.7533332506815595","4.7533332506815595","4.7533332506815595"
"12864000","4.746666590372722","4.746666590372722","4.746666590372722"
"12928000","4.580000003178914","4.580000003178914","4.580000003178914"
"12992000","4.699999888737996","4.699999888737996","4.699999888737996"
"13056000","4.5","4.5","4.5"
"13120000","4.973333199818929","4.973333199818929","4.973333199818929"
"13184000","5.019999980926514","5.019999980926514","5.019999980926514"
"13248000","4.8199998537699384","4.8199998537699384","4.8199998537699384"
"13312000","4.673333247502645","4.673333247502645","4.673333247502645"
"13376000","4.7200000286102295","4.7200000286102295","4.7200000286102295"
"13440000","5.160000006357829","5.160000006357829","5.160000006357829"
"13504000","4.819999933242798","4.819999933242798","4.819999933242798"
"13568000","4.913333336512248","4.913333336512248","4.913333336512248"
"13632000","4.879999955495198","4.879999955495198","4.879999955495198"
"13696000","4.559999942779541","4.559999942779541","4.559999942779541"
"13760000","4.813333511352539","4.813333511352539","4.813333511352539"
"13824000","5.050000111262004","5.050000111262004","5.050000111262004"
"13888000","4.9433333079020185","4.9433333079020185","4.9433333079020185"
"13952000","4.720000108083089","4.720000108083089","4.720000108083089"
"14016000","4.940000057220459","4.940000057220459","4.940000057220459"
"14080000","4.506666819254558","4.506666819254558","4.506666819254558"
"14144000","4.226666529973348","4.226666529973348","4.226666529973348"
"14208000","4.1933333079020185","4.1933333079020185","4.1933333079020185"
"14272000","3.3300000031789145","3.3300000031789145","3.3300000031789145"
"14336000","3.5766666730244956","3.5766666730244956","3.5766666730244956"
"14400000","2.8233333428700766","2.8233333428700766","2.8233333428700766"
"14464000","2.2699999809265137","2.2699999809265137","2.2699999809265137"
"14528000","2.439999977747599","2.439999977747599","2.439999977747599"
"14592000","3.0266666834553084","3.0266666834553084","3.0266666834553084"
"14656000","3.366666595141093","3.366666595141093","3.366666595141093"
"14720000","3.6266666253407798","3.6266666253407798","3.6266666253407798"
"14784000","3.8466667334238687","3.8466667334238687","3.8466667334238687"
"14848000","3.6066667238871255","3.6066667238871255","3.6066667238871255"
"14912000","4.0933332443237305","4.0933332443237305","4.0933332443237305"
"14976000","4.153333346048991","4.153333346048991","4.153333346048991"
"15040000","4.1933333079020185","4.1933333079020185","4.1933333079020185"
"15104000","3.926666736602783","3.926666736602783","3.926666736602783"
"15168000","4.453333298365275","4.453333298365275","4.453333298365275"
"15232000","4.360000054041545","4.360000054041545","4.360000054041545"
"15296000","4.299999952316284","4.299999952316284","4.299999952316284"
"15360000","4.053333322207133","4.053333322207133","4.053333322207133"
"15424000","4.759999990463257","4.759999990463257","4.759999990463257"
"15488000","4.653333346048991","4.653333346048991","4.653333346048991"
"15552000","4.620000044504802","4.620000044504802","4.620000044504802"
"15616000","4.326666673024495","4.326666673024495","4.326666673024495"
"15680000","4.40666659673055","4.40666659673055","4.40666659673055"
"15744000","4.519999901453654","4.519999901453654","4.519999901453654"
"15808000","4.640000025431315","4.640000025431315","4.640000025431315"
"15872000","4.286666711171468","4.286666711171468","4.286666711171468"
"15936000","4.833333492279053","4.833333492279053","4.833333492279053"
"16000000","4.739999930063884","4.739999930063884","4.739999930063884"
"16064000","4.5333333015441895","4.5333333015441895","4.5333333015441895"
"16128000","4.826666673024495","4.826666673024495","4.826666673024495"
"16192000","4.5600000222524","4.5600000222524","4.5600000222524"
"16256000","4.786666631698608","4.786666631698608","4.786666631698608"
"16320000","4.6799999078114825","4.6799999078114825","4.6799999078114825"
"16384000","4.4399999777476","4.4399999777476","4.4399999777476"
"16448000","4.893333435058594","4.893333435058594","4.893333435058594"
"16512000","4.686666647593181","4.686666647593181","4.686666647593181"
"16576000","4.7200000286102295","4.7200000286102295","4.7200000286102295"
"16640000","4.6133333047231035","4.6133333047231035","4.6133333047231035"
"16704000","4.653333346048991","4.653333346048991","4.653333346048991"
"16768000","4.726666768391927","4.726666768391927","4.726666768391927"
"16832000","4.879999955495198","4.879999955495198","4.879999955495198"
"16896000","4.926666657129924","4.926666657129924","4.926666657129924"
"16960000","4.660000006357829","4.660000006357829","4.660000006357829"
"17024000","4.5600000222524","4.5600000222524","4.5600000222524"
"17088000","4.740000168482463","4.740000168482463","4.740000168482463"
"17152000","4.659999926884969","4.659999926884969","4.659999926884969"
"17216000","4.980000019073486","4.980000019073486","4.980000019073486"
"17280000","5.339999993642171","5.339999993642171","5.339999993642171"
"17344000","4.666666587193807","4.666666587193807","4.666666587193807"
"17408000","4.573333183924357","4.573333183924357","4.573333183924357"
"17472000","4.353333314259847","4.353333314259847","4.353333314259847"
"17536000","4.40666667620341","4.40666667620341","4.40666667620341"
"17600000","4.940000057220459","4.940000057220459","4.940000057220459"
"17664000","4.619999965031941","4.619999965031941","4.619999965031941"
"17728000","4.293333292007446","4.293333292007446","4.293333292007446"
