"Step","lbf10_cbambaseline - SW_ep_rew_total","lbf10_cbambaseline - SW_ep_rew_total__MIN","lbf10_cbambaseline - SW_ep_rew_total__MAX"
"64000","32.281251668930054","32.281251668930054","32.281251668930054"
"128000","31.100000381469727","31.100000381469727","31.100000381469727"
"192000","29.23999834060669","29.23999834060669","29.23999834060669"
"256000","29.18000102043152","29.18000102043152","29.18000102043152"
"320000","30.290001153945923","30.290001153945923","30.290001153945923"
"384000","30.71000027656555","30.71000027656555","30.71000027656555"
"448000","28.500003576278687","28.500003576278687","28.500003576278687"
"512000","27.180000066757202","27.180000066757202","27.180000066757202"
"576000","27.95999789237976","27.95999789237976","27.95999789237976"
"640000","30.66000270843506","30.66000270843506","30.66000270843506"
"704000","33.190003871917725","33.190003871917725","33.190003871917725"
"768000","32.170000076293945","32.170000076293945","32.170000076293945"
"832000","31.159998416900635","31.159998416900635","31.159998416900635"
"896000","32.189998626708984","32.189998626708984","32.189998626708984"
"960000","30.87999987602234","30.87999987602234","30.87999987602234"
"1024000","33.61999988555908","33.61999988555908","33.61999988555908"
"1088000","34.51000165939331","34.51000165939331","34.51000165939331"
"1152000","34.02000188827515","34.02000188827515","34.02000188827515"
"1216000","31.71999979019165","31.71999979019165","31.71999979019165"
"1280000","32.25999927520752","32.25999927520752","32.25999927520752"
"1344000","31.21000027656555","31.21000027656555","31.21000027656555"
"1408000","32.930002212524414","32.930002212524414","32.930002212524414"
"1472000","32.1800012588501","32.1800012588501","32.1800012588501"
"1536000","30.939998865127563","30.939998865127563","30.939998865127563"
"1600000","33.14000368118286","33.14000368118286","33.14000368118286"
"1664000","33.62000060081482","33.62000060081482","33.62000060081482"
"1728000","34.27000188827515","34.27000188827515","34.27000188827515"
"1792000","34.30000114440918","34.30000114440918","34.30000114440918"
"1856000","33.68000054359436","33.68000054359436","33.68000054359436"
"1920000","33.200000524520874","33.200000524520874","33.200000524520874"
"1984000","32.74000144004822","32.74000144004822","32.74000144004822"
"2048000","31.950002908706665","31.950002908706665","31.950002908706665"
"2112000","34.61000156402588","34.61000156402588","34.61000156402588"
"2176000","34.14000177383423","34.14000177383423","34.14000177383423"
"2240000","34.459999084472656","34.459999084472656","34.459999084472656"
