"Step","lbf10_cbambaseline - SW_ep_rew_total","lbf10_cbambaseline - SW_ep_rew_total__MIN","lbf10_cbambaseline - SW_ep_rew_total__MAX"
"64000","32.984376430511475","32.984376430511475","32.984376430511475"
"128000","29.29000163078308","29.29000163078308","29.29000163078308"
"192000","28.6399986743927","28.6399986743927","28.6399986743927"
"256000","28.76000165939331","28.76000165939331","28.76000165939331"
"320000","30.739999294281006","30.739999294281006","30.739999294281006"
"384000","31.139999866485596","31.139999866485596","31.139999866485596"
"448000","28.360000371932983","28.360000371932983","28.360000371932983"
"512000","31.810001134872437","31.810001134872437","31.810001134872437"
"576000","27.730002403259277","27.730002403259277","27.730002403259277"
"640000","30.83000111579895","30.83000111579895","30.83000111579895"
"704000","31.660000801086426","31.660000801086426","31.660000801086426"
"768000","30.980000734329224","30.980000734329224","30.980000734329224"
"832000","32.45000171661377","32.45000171661377","32.45000171661377"
"896000","30.990000009536743","30.990000009536743","30.990000009536743"
"960000","31.529998779296875","31.529998779296875","31.529998779296875"
"1024000","33.35999822616577","33.35999822616577","33.35999822616577"
"1088000","32.710002422332764","32.710002422332764","32.710002422332764"
"1152000","32.100003242492676","32.100003242492676","32.100003242492676"
"1216000","31.470000982284546","31.470000982284546","31.470000982284546"
"1280000","31.900002479553223","31.900002479553223","31.900002479553223"
"1344000","29.69000005722046","29.69000005722046","29.69000005722046"
"1408000","29.91000199317932","29.91000199317932","29.91000199317932"
"1472000","31.000000953674316","31.000000953674316","31.000000953674316"
"1536000","31.639997482299805","31.639997482299805","31.639997482299805"
"1600000","33.460002422332764","33.460002422332764","33.460002422332764"
"1664000","31.830000638961792","31.830000638961792","31.830000638961792"
"1728000","29.81999897956848","29.81999897956848","29.81999897956848"
"1792000","29.810001611709595","29.810001611709595","29.810001611709595"
"1856000","30.840000867843628","30.840000867843628","30.840000867843628"
"1920000","31.580002307891846","31.580002307891846","31.580002307891846"
"1984000","31.339999198913574","31.339999198913574","31.339999198913574"
"2048000","31.6600022315979","31.6600022315979","31.6600022315979"
"2112000","31.550000190734863","31.550000190734863","31.550000190734863"
"2176000","32.5600004196167","32.5600004196167","32.5600004196167"
"2240000","31.090002059936523","31.090002059936523","31.090002059936523"
"2304000","32.21000123023987","32.21000123023987","32.21000123023987"
"2368000","31.90000033378601","31.90000033378601","31.90000033378601"
"2432000","31.600000858306885","31.600000858306885","31.600000858306885"
"2496000","33.180002212524414","33.180002212524414","33.180002212524414"
"2560000","31.83000087738037","31.83000087738037","31.83000087738037"
"2624000","32.760000705718994","32.760000705718994","32.760000705718994"
"2688000","32.70000219345093","32.70000219345093","32.70000219345093"
"2752000","32.94999980926514","32.94999980926514","32.94999980926514"
"2816000","32.570000648498535","32.570000648498535","32.570000648498535"
"2880000","32.010000228881836","32.010000228881836","32.010000228881836"
"2944000","33.33000087738037","33.33000087738037","33.33000087738037"
"3008000","34.39999961853027","34.39999961853027","34.39999961853027"
"3072000","34.230002880096436","34.230002880096436","34.230002880096436"
"3136000","34.62999963760376","34.62999963760376","34.62999963760376"
"3200000","34.95000219345093","34.95000219345093","34.95000219345093"
"3264000","35.36000156402588","35.36000156402588","35.36000156402588"
"3328000","34.620002031326294","34.620002031326294","34.620002031326294"
"3392000","34.010000228881836","34.010000228881836","34.010000228881836"
"3456000","34.05999994277954","34.05999994277954","34.05999994277954"
"3520000","33.97999882698059","33.97999882698059","33.97999882698059"
"3584000","34.1499981880188","34.1499981880188","34.1499981880188"
"3648000","34.36000180244446","34.36000180244446","34.36000180244446"
"3712000","35.70000076293945","35.70000076293945","35.70000076293945"
"3776000","35.09999942779541","35.09999942779541","35.09999942779541"
"3840000","35.46000123023987","35.46000123023987","35.46000123023987"
"3904000","35.76000118255615","35.76000118255615","35.76000118255615"
"3968000","35.280001163482666","35.280001163482666","35.280001163482666"
"4032000","35.859999656677246","35.859999656677246","35.859999656677246"
"4096000","34.91999936103821","34.91999936103821","34.91999936103821"
"4160000","35.719998836517334","35.719998836517334","35.719998836517334"
"4224000","34.959999799728394","34.959999799728394","34.959999799728394"
"4288000","34.339998960494995","34.339998960494995","34.339998960494995"
"4352000","34.50000214576721","34.50000214576721","34.50000214576721"
"4416000","35.210002422332764","35.210002422332764","35.210002422332764"
"4480000","34.400002241134644","34.400002241134644","34.400002241134644"
"4544000","35.119998931884766","35.119998931884766","35.119998931884766"
"4608000","34.980000495910645","34.980000495910645","34.980000495910645"
"4672000","35.060001373291016","35.060001373291016","35.060001373291016"
"4736000","34.74000120162964","34.74000120162964","34.74000120162964"
"4800000","35.060001373291016","35.060001373291016","35.060001373291016"
