"Step","lbf10_cbambaseline - SW_ep_rew_total","lbf10_cbambaseline - SW_ep_rew_total__MIN","lbf10_cbambaseline - SW_ep_rew_total__MAX"
"4928000","35.98000121116638","35.98000121116638","35.98000121116638"
"4992000","35.349998474121094","35.349998474121094","35.349998474121094"
"5056000","35.730003356933594","35.730003356933594","35.730003356933594"
"5120000","35.82000112533569","35.82000112533569","35.82000112533569"
"5184000","35.81000113487244","35.81000113487244","35.81000113487244"
"5248000","34.870002031326294","34.870002031326294","34.870002031326294"
"5312000","34.98000240325928","34.98000240325928","34.98000240325928"
"5376000","35.26000189781189","35.26000189781189","35.26000189781189"
"5440000","33.980003118515015","33.980003118515015","33.980003118515015"
"5504000","34.38000130653381","34.38000130653381","34.38000130653381"
"5568000","35.9300012588501","35.9300012588501","35.9300012588501"
"5632000","35.67000389099121","35.67000389099121","35.67000389099121"
"5696000","36.53999900817871","36.53999900817871","36.53999900817871"
"5760000","36.24000024795532","36.24000024795532","36.24000024795532"
"5824000","36.290000915527344","36.290000915527344","36.290000915527344"
"5888000","35.54999852180481","35.54999852180481","35.54999852180481"
"5952000","35.13000154495239","35.13000154495239","35.13000154495239"
"6016000","36.41000175476074","36.41000175476074","36.41000175476074"
"6080000","37.64000129699707","37.64000129699707","37.64000129699707"
"6144000","35.799999475479126","35.799999475479126","35.799999475479126"
"6208000","35.81000280380249","35.81000280380249","35.81000280380249"
"6272000","36.730000495910645","36.730000495910645","36.730000495910645"
"6336000","37.12000226974487","37.12000226974487","37.12000226974487"
"6400000","37.540000915527344","37.540000915527344","37.540000915527344"
"6464000","35.85000133514404","35.85000133514404","35.85000133514404"
"6528000","34.98000240325928","34.98000240325928","34.98000240325928"
"6592000","37.13000202178955","37.13000202178955","37.13000202178955"
"6656000","35.62999963760376","35.62999963760376","35.62999963760376"
"6720000","36.380000591278076","36.380000591278076","36.380000591278076"
"6784000","35.980000495910645","35.980000495910645","35.980000495910645"
"6848000","36.7400004863739","36.7400004863739","36.7400004863739"
"6912000","37.060001850128174","37.060001850128174","37.060001850128174"
"6976000","36.790000438690186","36.790000438690186","36.790000438690186"
"7040000","35.980000495910645","35.980000495910645","35.980000495910645"
"7104000","36.89000082015991","36.89000082015991","36.89000082015991"
"7168000","36.67000341415405","36.67000341415405","36.67000341415405"
"7232000","36.540000438690186","36.540000438690186","36.540000438690186"
"7296000","35.94000005722046","35.94000005722046","35.94000005722046"
"7360000","36.32000112533569","36.32000112533569","36.32000112533569"
"7424000","37.16999959945679","37.16999959945679","37.16999959945679"
"7488000","37.22999954223633","37.22999954223633","37.22999954223633"
"7552000","36.3100004196167","36.3100004196167","36.3100004196167"
"7616000","36.390000343322754","36.390000343322754","36.390000343322754"
"7680000","35.519999980926514","35.519999980926514","35.519999980926514"
"7744000","36.09999990463257","36.09999990463257","36.09999990463257"
"7808000","36.820000648498535","36.820000648498535","36.820000648498535"
"7872000","36.37999963760376","36.37999963760376","36.37999963760376"
"7936000","36.16000175476074","36.16000175476074","36.16000175476074"
"8000000","36.36000108718872","36.36000108718872","36.36000108718872"
"8064000","37.12000131607056","37.12000131607056","37.12000131607056"
"8128000","36.82000017166138","36.82000017166138","36.82000017166138"
"8192000","36.45000219345093","36.45000219345093","36.45000219345093"
"8256000","36.90999984741211","36.90999984741211","36.90999984741211"
"8320000","36.6899995803833","36.6899995803833","36.6899995803833"
"8384000","37.199997901916504","37.199997901916504","37.199997901916504"
"8448000","36.5400013923645","36.5400013923645","36.5400013923645"
"8512000","37.1800012588501","37.1800012588501","37.1800012588501"
"8576000","36.13999891281128","36.13999891281128","36.13999891281128"
"8640000","35.739999771118164","35.739999771118164","35.739999771118164"
"8704000","36.25999975204468","36.25999975204468","36.25999975204468"
"8768000","37.52999925613403","37.52999925613403","37.52999925613403"
"8832000","37.260000705718994","37.260000705718994","37.260000705718994"
"8896000","35.55999970436096","35.55999970436096","35.55999970436096"
"8960000","35.67000341415405","35.67000341415405","35.67000341415405"
"9024000","35.24999976158142","35.24999976158142","35.24999976158142"
"9088000","35.439998388290405","35.439998388290405","35.439998388290405"
"9152000","35.00999927520752","35.00999927520752","35.00999927520752"
"9216000","35.59000253677368","35.59000253677368","35.59000253677368"
"9280000","36.27000427246094","36.27000427246094","36.27000427246094"
"9344000","35.90000104904175","35.90000104904175","35.90000104904175"
"9408000","36.47000074386597","36.47000074386597","36.47000074386597"
"9472000","35.770002365112305","35.770002365112305","35.770002365112305"
"9536000","36.269999980926514","36.269999980926514","36.269999980926514"
"9600000","36.53999996185303","36.53999996185303","36.53999996185303"
"9664000","36.91000032424927","36.91000032424927","36.91000032424927"
"9728000","36.16000056266785","36.16000056266785","36.16000056266785"
"9792000","37.02000093460083","37.02000093460083","37.02000093460083"
"9856000","36.62999963760376","36.62999963760376","36.62999963760376"
"9920000","37.760003089904785","37.760003089904785","37.760003089904785"
"9984000","37.83000087738037","37.83000087738037","37.83000087738037"
"10048000","37.230000495910645","37.230000495910645","37.230000495910645"
"10112000","37.040000438690186","37.040000438690186","37.040000438690186"
"10176000","37.74000120162964","37.74000120162964","37.74000120162964"
"10240000","35.85999870300293","35.85999870300293","35.85999870300293"
"10304000","36.81999969482422","36.81999969482422","36.81999969482422"
"10368000","37.180002212524414","37.180002212524414","37.180002212524414"
"10432000","35.97999906539917","35.97999906539917","35.97999906539917"
"10496000","36.76000213623047","36.76000213623047","36.76000213623047"
"10560000","36.899999141693115","36.899999141693115","36.899999141693115"
"10624000","36.64000082015991","36.64000082015991","36.64000082015991"
"10688000","36.01999855041504","36.01999855041504","36.01999855041504"
"10752000","36.22000026702881","36.22000026702881","36.22000026702881"
"10816000","35.86000061035156","35.86000061035156","35.86000061035156"
"10880000","37.14000177383423","37.14000177383423","37.14000177383423"
"10944000","36.54000234603882","36.54000234603882","36.54000234603882"
"11008000","36.980000019073486","36.980000019073486","36.980000019073486"
"11072000","36.65999984741211","36.65999984741211","36.65999984741211"
"11136000","35.700002670288086","35.700002670288086","35.700002670288086"
"11200000","36.05999994277954","36.05999994277954","36.05999994277954"
"11264000","36.329999923706055","36.329999923706055","36.329999923706055"
"11328000","36.78000068664551","36.78000068664551","36.78000068664551"
"11392000","37.08000111579895","37.08000111579895","37.08000111579895"
"11456000","38.06000089645386","38.06000089645386","38.06000089645386"
"11520000","37.37000274658203","37.37000274658203","37.37000274658203"
"11584000","37.94000005722046","37.94000005722046","37.94000005722046"
"11648000","38.28999948501587","38.28999948501587","38.28999948501587"
"11712000","36.190001249313354","36.190001249313354","36.190001249313354"
"11776000","37.25000047683716","37.25000047683716","37.25000047683716"
"11840000","36.54999876022339","36.54999876022339","36.54999876022339"
"11904000","36.670000314712524","36.670000314712524","36.670000314712524"
"11968000","38.16000175476074","38.16000175476074","38.16000175476074"
"12032000","36.74000024795532","36.74000024795532","36.74000024795532"
"12096000","37.3299994468689","37.3299994468689","37.3299994468689"
"12160000","37.64000225067139","37.64000225067139","37.64000225067139"
"12224000","37.720001220703125","37.720001220703125","37.720001220703125"
"12288000","37.430002212524414","37.430002212524414","37.430002212524414"
"12352000","37.41000270843506","37.41000270843506","37.41000270843506"
"12416000","36.91000032424927","36.91000032424927","36.91000032424927"
"12480000","37.730000019073486","37.730000019073486","37.730000019073486"
"12544000","37.60000038146973","37.60000038146973","37.60000038146973"
"12608000","37.600000858306885","37.600000858306885","37.600000858306885"
"12672000","35.950003147125244","35.950003147125244","35.950003147125244"
"12736000","38.80000305175781","38.80000305175781","38.80000305175781"
"12800000","38.389999866485596","38.389999866485596","38.389999866485596"
"12864000","38.59999942779541","38.59999942779541","38.59999942779541"
"12928000","37.52000141143799","37.52000141143799","37.52000141143799"
"12992000","36.980000495910645","36.980000495910645","36.980000495910645"
"13056000","37.630001068115234","37.630001068115234","37.630001068115234"
"13120000","37.54999876022339","37.54999876022339","37.54999876022339"
"13184000","37.52999973297119","37.52999973297119","37.52999973297119"
"13248000","37.19000053405762","37.19000053405762","37.19000053405762"
"13312000","37.59000253677368","37.59000253677368","37.59000253677368"
"13376000","37.43000268936157","37.43000268936157","37.43000268936157"
"13440000","37.22999954223633","37.22999954223633","37.22999954223633"
"13504000","37.95000171661377","37.95000171661377","37.95000171661377"
"13568000","37.37999963760376","37.37999963760376","37.37999963760376"
"13632000","37.93000078201294","37.93000078201294","37.93000078201294"
"13696000","38.770002365112305","38.770002365112305","38.770002365112305"
"13760000","38.24999809265137","38.24999809265137","38.24999809265137"
"13824000","38.94999933242798","38.94999933242798","38.94999933242798"
"13888000","39.75999975204468","39.75999975204468","39.75999975204468"
"13952000","38.349998474121094","38.349998474121094","38.349998474121094"
"14016000","38.43000078201294","38.43000078201294","38.43000078201294"
"14080000","39.000001430511475","39.000001430511475","39.000001430511475"
"14144000","36.7800030708313","36.7800030708313","36.7800030708313"
"14208000","37.160000801086426","37.160000801086426","37.160000801086426"
"14272000","39.570000648498535","39.570000648498535","39.570000648498535"
"14336000","38.0099983215332","38.0099983215332","38.0099983215332"
"14400000","38.96000051498413","38.96000051498413","38.96000051498413"
"14464000","39.199997901916504","39.199997901916504","39.199997901916504"
"14528000","39.20000123977661","39.20000123977661","39.20000123977661"
"14592000","38.739999294281006","38.739999294281006","38.739999294281006"
"14656000","38.680002212524414","38.680002212524414","38.680002212524414"
"14720000","38.53999900817871","38.53999900817871","38.53999900817871"
"14784000","39.15000009536743","39.15000009536743","39.15000009536743"
"14848000","37.68000078201294","37.68000078201294","37.68000078201294"
"14912000","37.769999504089355","37.769999504089355","37.769999504089355"
"14976000","38.69999933242798","38.69999933242798","38.69999933242798"
"15040000","38.57999801635742","38.57999801635742","38.57999801635742"
"15104000","38.47000217437744","38.47000217437744","38.47000217437744"
"15168000","37.15999984741211","37.15999984741211","37.15999984741211"
"15232000","36.630000591278076","36.630000591278076","36.630000591278076"
"15296000","36.67000102996826","36.67000102996826","36.67000102996826"
"15360000","37.23000192642212","37.23000192642212","37.23000192642212"
"15424000","37.90999889373779","37.90999889373779","37.90999889373779"
"15488000","38.67000150680542","38.67000150680542","38.67000150680542"
"15552000","38.35000228881836","38.35000228881836","38.35000228881836"
"15616000","38.01000165939331","38.01000165939331","38.01000165939331"
"15680000","37.940001010894775","37.940001010894775","37.940001010894775"
"15744000","39.28000211715698","39.28000211715698","39.28000211715698"
"15808000","41.15000104904175","41.15000104904175","41.15000104904175"
"15872000","39.09999942779541","39.09999942779541","39.09999942779541"
"15936000","39.47000074386597","39.47000074386597","39.47000074386597"
"16000000","39.400001525878906","39.400001525878906","39.400001525878906"
"16064000","38.38999938964844","38.38999938964844","38.38999938964844"
"16128000","39.219998359680176","39.219998359680176","39.219998359680176"
"16192000","39.179999351501465","39.179999351501465","39.179999351501465"
"16256000","38.34000110626221","38.34000110626221","38.34000110626221"
"16320000","38.08000040054321","38.08000040054321","38.08000040054321"
"16384000","38.71000051498413","38.71000051498413","38.71000051498413"
"16448000","37.98000144958496","37.98000144958496","37.98000144958496"
"16512000","37.70000076293945","37.70000076293945","37.70000076293945"
"16576000","36.99999952316284","36.99999952316284","36.99999952316284"
"16640000","37.410000801086426","37.410000801086426","37.410000801086426"
"16704000","36.51000118255615","36.51000118255615","36.51000118255615"
"16768000","38.480000019073486","38.480000019073486","38.480000019073486"
"16832000","39.17000341415405","39.17000341415405","39.17000341415405"
"16896000","38.11000108718872","38.11000108718872","38.11000108718872"
"16960000","36.65000057220459","36.65000057220459","36.65000057220459"
"17024000","38.06999921798706","38.06999921798706","38.06999921798706"
"17088000","38.640000343322754","38.640000343322754","38.640000343322754"
"17152000","38.96000146865845","38.96000146865845","38.96000146865845"
"17216000","37.759997844696045","37.759997844696045","37.759997844696045"
"17280000","39.259997844696045","39.259997844696045","39.259997844696045"
"17344000","38.849998474121094","38.849998474121094","38.849998474121094"
"17408000","38.5400013923645","38.5400013923645","38.5400013923645"
"17472000","38.140000343322754","38.140000343322754","38.140000343322754"
"17536000","39.05999994277954","39.05999994277954","39.05999994277954"
"17600000","38.5199990272522","38.5199990272522","38.5199990272522"
"17664000","37.769999504089355","37.769999504089355","37.769999504089355"
"17728000","38.13999938964844","38.13999938964844","38.13999938964844"
"17792000","37.25000190734863","37.25000190734863","37.25000190734863"
"17856000","37.070000648498535","37.070000648498535","37.070000648498535"
"17920000","39.12000131607056","39.12000131607056","39.12000131607056"
"17984000","38.679999351501465","38.679999351501465","38.679999351501465"
"18048000","39.02000141143799","39.02000141143799","39.02000141143799"
"18112000","38.81999921798706","38.81999921798706","38.81999921798706"
"18176000","37.940001487731934","37.940001487731934","37.940001487731934"
"18240000","38.630000591278076","38.630000591278076","38.630000591278076"
"18304000","38.490002155303955","38.490002155303955","38.490002155303955"
"18368000","38.160000801086426","38.160000801086426","38.160000801086426"
"18432000","38.38000249862671","38.38000249862671","38.38000249862671"
"18496000","38.730000019073486","38.730000019073486","38.730000019073486"
"18560000","38.76000165939331","38.76000165939331","38.76000165939331"
"18624000","38.39999866485596","38.39999866485596","38.39999866485596"
"18688000","39.7900013923645","39.7900013923645","39.7900013923645"
"18752000","38.24000120162964","38.24000120162964","38.24000120162964"
"18816000","37.75","37.75","37.75"
"18880000","37.900001525878906","37.900001525878906","37.900001525878906"
"18944000","38.510000705718994","38.510000705718994","38.510000705718994"
"19008000","38.42999887466431","38.42999887466431","38.42999887466431"
"19072000","39.060001373291016","39.060001373291016","39.060001373291016"
"19136000","39.38000154495239","39.38000154495239","39.38000154495239"
"19200000","38.25000047683716","38.25000047683716","38.25000047683716"
"19264000","38.12999963760376","38.12999963760376","38.12999963760376"
"19328000","38.79000234603882","38.79000234603882","38.79000234603882"
"19392000","38.61999797821045","38.61999797821045","38.61999797821045"
"19456000","37.72000026702881","37.72000026702881","37.72000026702881"
"19520000","38.80999755859375","38.80999755859375","38.80999755859375"
"19584000","38.4399995803833","38.4399995803833","38.4399995803833"
"19648000","37.239999294281006","37.239999294281006","37.239999294281006"
"19712000","37.25999927520752","37.25999927520752","37.25999927520752"
"19776000","38.04999923706055","38.04999923706055","38.04999923706055"
"19840000","38.440001010894775","38.440001010894775","38.440001010894775"
"19904000","39.29000186920166","39.29000186920166","39.29000186920166"
"19968000","39.839998722076416","39.839998722076416","39.839998722076416"
"20032000","38.63000011444092","38.63000011444092","38.63000011444092"
