Step,lbf10_cbamsvo - SW_ep_rew_total,lbf10_cbamsvo - SW_ep_rew_total__MIN,lbf10_cbamsvo - SW_ep_rew_total__MAX
64000,3.6906238886959417,4.2306859868206423,4.2950466568929642
128000,3.4829546431984544,3.6201621003660227,3.6420496650950760
192000,3.8483144149709001,3.3961500224415713,3.8167437344488730
256000,4.4054999865497990,3.7531172837638573,4.3779132565610803
320000,5.2095931341115689,5.0643517540810974,5.6956090273117823
384000,4.4113737378197371,4.9660267216575287,4.9652192676390818
448000,5.2893527510019558,5.2422384842403638,5.8894902967182698
512000,8.7029604261159434,8.6866567175917968,9.3447534670539145
576000,6.9715369081171596,6.3455252227439916,7.0271536189542836
640000,8.2365923269982737,8.8102505964868385,8.8399759603098325
704000,9.8825139523856986,10.6122376236872960,10.5560849273045410
768000,10.2933802932090828,10.9245537055196493,10.3529834780311116
832000,8.5169360607495399,9.1242207328509384,9.1489992896200185
896000,9.0449936963179933,9.0837060895199588,8.9956148711097370
960000,10.9980241136198575,10.5282110192095892,11.1143735123491449
1024000,11.1301647690366590,11.1318121797852658,10.5959362181760088
1088000,9.8058362999941959,9.8335548667502035,9.3444904221048013
1152000,11.2481341354906821,10.6234811149872836,11.2968144788143654
1216000,10.7338611997683095,10.7273680002846916,10.0336691526359196
1280000,10.7112192119222058,10.1040510072149843,10.7963210405462924
1344000,11.9096392911769620,11.9637010731313271,11.9815521354962833
1408000,9.9197703866533047,10.3919601195958151,10.4943402449900098
1472000,8.4806675683913468,8.3671650791319649,8.3149885749883783
1536000,10.9003635645595125,11.3388083837965947,11.3360299376042928
1600000,11.4650877539375529,11.3646101346805715,11.3263816819507568
1664000,10.6606436168412095,10.6201042264789542,11.2060549786891794
1728000,10.6591368170608423,11.3178213614889316,11.3340158232924022
1792000,11.1092007229037844,11.7490950006188140,11.0638887712943887
1856000,12.4773290414555635,12.4286968583775028,12.3839871459856337
1920000,9.7214648156020793,10.4156751054971668,9.8679771986770763
1984000,10.7114003502071586,10.6859705485987373,10.6050017301133099
2048000,11.7967796899585640,11.9016093310088031,12.4956657902649404
2112000,11.7163551646651634,11.7519440076048980,11.7532076108104491
2176000,10.2596823685322640,10.8737399060390203,10.2469197348450400
2240000,10.7192130023742411,10.0252083529259473,10.0412618406997467
2304000,12.2923202612195546,11.7807513901808996,11.6846066494309007
2368000,10.3345754096839197,10.2930729677955863,10.3222962198464412
2432000,11.2945847776150039,12.0838571968693209,11.9670634170433807
2496000,11.6225817570442942,11.6436602635913111,12.1655777065551050
2560000,12.5144701118772836,12.4470965543721608,12.5686529196171133
2624000,11.6097012895867788,10.9373290705119182,10.9924784430766689
2688000,12.5022828553444487,12.3594433558136743,12.4001954708436859
2752000,11.6944296933789591,11.8018269563690854,11.6719029400596703
2816000,10.4325333348567764,11.0046124388812245,10.5358388254213935
2880000,12.6584950586372678,12.1077107126371111,12.0199088155517799
2944000,11.9346647342859598,12.0426226672205594,12.5352315450682923
3008000,10.6722815900372456,11.2921665086924197,10.6066250956321202
3072000,11.9162069941662772,11.9494352449666454,11.8175483237583556
3136000,11.3648890365500481,11.9664485386965538,11.3526776529123037
3200000,12.0732911223372721,12.6263160820333997,12.1488533409714563
3264000,12.1081966445944342,12.7497925216916066,12.2143098365975451
3328000,13.3156583293426820,13.7434289143009885,13.8095671663956487
3392000,11.0084816307319535,10.8742798898471449,10.2891258183142433
3456000,12.7727609600827332,12.7975983146910419,12.8561953120039902
3520000,11.7533402557133932,12.1859711290531045,11.6732032710212472
3584000,12.1613567833347833,12.6595597654564322,12.7891940880463153
3648000,10.7406119506499689,10.7772955321383801,10.1622884019140471
3712000,10.9916769916278678,11.5498215747350983,10.9429245008457183
3776000,12.9566046766541589,12.9118693222357219,12.9149974759927844
3840000,11.8882987972117604,11.9765614971323355,12.5323491720218509
3904000,10.9667988895577846,11.0241174683857377,11.6036239190692463
3968000,12.4893956350334356,12.4519057196328866,12.6306975932039851
4032000,11.7001558232319649,11.7708006893974808,11.0674985820533074
4096000,13.6026860663014659,13.0272520524656326,13.6414399823510664
4160000,12.5457106342665874,12.5443634959996153,13.2832811218386926
4224000,10.8220767551536845,10.2033588264769222,10.8487792454246801
4288000,9.1854220129768009,9.7444714263050507,9.8151400350457259
4352000,11.0337835805324005,10.9550910567476603,11.7477384864900127
4416000,11.6965687465382899,11.6989376649455838,11.7245435138251981
4480000,11.9823054860309473,11.9170599178115530,12.0472894908315382
4544000,12.0429838016619968,12.5886657955870529,12.0856537058295022
4608000,11.7953895368039046,11.8681078898887495,11.9169362714471880
4672000,11.4336015519316376,12.1397989250416138,12.1596007561438419
4736000,13.1088032562016590,13.2430569439095525,13.1534003332776042
4800000,11.7511139730816172,11.8469625567680730,11.7748346078109218
4864000,11.6475619567110087,11.0912405193013317,11.7502387424490689
4928000,11.9266865438330356,11.9726793780797589,11.8881015832533308
4992000,11.6125328354699935,11.7760780578843889,11.6232573287582177
5056000,12.9462489246214343,12.2546012728811107,12.2494094416717854
5120000,12.3128181368570964,11.7852340923351218,11.8774848356328668
5184000,11.6008112978489866,11.6780766028185354,11.5392418434836355
5248000,13.2724028971984094,13.3013122986279004,12.6138286874017389
5312000,11.7201409642741616,11.7924936855039260,11.8490137165341540
5376000,10.4314932342267177,10.5424492259239280,10.5397436732218939
5440000,12.4198942230327312,12.8416850521596277,12.8468837532921292
5504000,13.4253258895525001,13.3092057823977399,14.0064431776944645
5568000,10.4634263189171541,11.1019838594088434,10.4523695160443815
5632000,12.3355662689980985,11.7276745841080672,12.3802167532722507
5696000,12.5288095513580036,11.9822902737200643,12.0132755992003499
5760000,12.9871847590465386,12.2974409690527349,12.3446707306145331
5824000,10.6382965324107008,10.6227586361187178,10.5814616256494514
5888000,12.4203380151522573,11.9216294566433092,11.8280350765103357
5952000,12.3142584326543236,12.2743134954237352,12.1996750094718802
6016000,13.0406810873511638,13.0774934974894350,13.1794624122054973
6080000,13.0141316600739252,13.0283444359739988,13.6543787542704322
6144000,11.8463980674747837,11.7965653526993837,11.9084155096058950
6208000,11.0528270117855030,11.0756055168790617,11.0903685375292174
6272000,12.4533894244250600,13.0784621400914371,13.0533183492590545
6336000,11.8877350176769028,12.4545758999684466,11.9030956080359616
6400000,12.8022625097897258,12.7531140128988287,13.3349808101459448
6464000,11.4931571428741250,10.9823918895774462,11.5612703039782119
6528000,12.9804319731698214,12.3528430844521129,12.3335811222640341
6592000,12.0775813053150483,12.7172170344506785,12.6739896227758919
6656000,12.3653672181251597,11.9049608299545628,12.4162792308953431
6720000,11.9811320753575412,11.3251701518316228,12.0748476428098606
6784000,11.8241871816762920,12.3628310986418608,11.7444299910917564
6848000,11.6866128046995126,11.5955553059286149,10.9667989298323274
6912000,11.3177870809416774,11.8451592017614793,11.9938402082058513
6976000,12.9764435276019086,12.8954273030043058,13.0321314881352066
7040000,13.3724994294972266,13.3540285677953250,13.2373924523381401
7104000,12.5804193063181931,12.6487152848637194,12.5301380707949157
7168000,13.5591530836251426,14.1381453954244218,13.7026074035135181
7232000,11.8889964103921457,12.5750008790374252,12.5866712727184673
7296000,11.6174220552301950,11.0327800737599055,11.0807133303684182
7360000,11.9480399909726067,12.5122460706990530,12.5768210122000514
7424000,12.0190113332925126,11.2803972279676952,11.3111609220999902
7488000,11.5174000861671626,11.0490690444834545,10.9305962994406727
7552000,13.4573917865586257,12.8677966074320054,12.7296330071840522
7616000,12.9319199780311962,12.9220904536701795,12.2764500195756927
