Step,lbf15_cbambaseline - SW_ep_rew_mean,lbf15_cbambaseline - SW_ep_rew_mean__MIN,lbf15_cbambaseline - SW_ep_rew_mean__MAX
64000,3.03223937804043,3.27107631634148,3.2934603537547
128000,-1.24242839022291,-1.31512737846035,2.48363064235156
192000,0.0622503541562973,2.36121579762259,2.32395236029675
256000,0.222060784362613,2.51458340090349,2.60675338262907
320000,-0.77955047525509,-0.330451248193435,-0.66944762013859
384000,3.72924064333425,-0.0036876278072566,-0.213367546130415
448000,5.64111496733798,5.48640284118587,4.95800055889012
512000,5.4851944760287,1.57346433638526,5.33283332536272
576000,0.367636548598109,3.39986852851151,0.088208126878863
640000,2.38337090437733,5.7303095006486,5.7433000995564
704000,5.76501392846258,5.6666611244718,6.45606887522994
768000,3.61555215803334,6.61735458957507,3.21885336900622
832000,6.54528662285705,6.60550081636478,6.60202883777493
896000,7.01391670123336,4.44319728858337,4.11662394033617
960000,3.36795570490995,7.24197403143366,3.74739581126302
1024000,7.85446796968362,7.18111679994237,7.61327545789035
1088000,7.51596031387894,5.12390970345514,7.16118756630284
1152000,4.26201052950872,8.0928296538898,8.10742617882525
1216000,8.51127180612319,8.65145336717527,4.08652052146746
1280000,8.54490311001233,4.45263836289836,5.34530152603377
1344000,7.48700542397725,5.1819123236874,7.46500859105506
1408000,4.12582385801279,7.96821052206242,4.41921353237068
1472000,7.823320802112,8.09984647011497,7.83610650504515
1536000,8.60150811534448,5.16797340350447,4.90878391626366
1600000,4.56780157846456,3.69499979851164,7.35541641341206
1664000,8.10535257838813,7.9749598382644,5.43278255348964
1728000,8.12388245062549,5.03690801243711,5.54191527060076
1792000,7.83965095352504,4.5471983455054,7.92730607207868
1856000,8.46447213091092,4.86848837835707,4.92623090836126
1920000,8.25916823859916,4.96482311655159,8.87576485343826
1984000,8.28740983180376,9.54351260275423,4.61055969378293
2048000,4.50382393889332,8.66530826195896,4.63927967737607
2112000,4.68088367814931,8.54950924464978,8.21738196324277
2176000,8.5866625807751,8.52285696432965,8.29672894323347
2240000,8.92166557485032,8.38431426425373,8.77653385066384
2304000,8.17706904795973,8.526283176003,5.11357713444654
2368000,8.30473849759947,8.26140433949572,5.1490394666323
2432000,4.91238912264142,8.61441423804369,4.98203583040453
2496000,4.41971058154801,8.71312764841703,5.01211016936946
2560000,8.70430772400999,5.45911477869819,5.52745736182462
2624000,5.26028501877274,8.31398811275946,5.15444955572366
2688000,8.73050834276565,4.68709098490477,4.60973167317894
2752000,8.08160171804532,8.08937406717183,5.59516891767203
2816000,4.82033344127383,4.7233784153656,4.63451214121078
2880000,4.40800334295137,8.64903612049967,4.67925036606177
2944000,4.85876388577537,9.26446606893629,9.77503099462234
3008000,7.97248560850531,5.42863427731151,8.93863712883054
3072000,8.94232502361198,8.83942072651292,4.88293047153063
3136000,9.21110825579316,9.20034059377204,5.04847388010345
