Step,lbf15_cbambaseline - SW_ep_rew_mean,lbf15_cbambaseline - SW_ep_rew_mean__MIN,lbf15_cbambaseline - SW_ep_rew_mean__MAX
64000,1.96018119401397,-1.41591836900795,-0.698312674961454
128000,-0.591966157489324,-0.671960362712338,2.19177019539854
192000,-0.455354086221789,-0.407401725257295,-0.537619138677234
256000,2.60588203824552,2.64292213052987,2.64609003369314
320000,-1.19116782505379,3.42008502654177,-0.895486517266396
384000,3.68594258710657,-0.0246569807287085,3.67925257447054
448000,2.48766550480994,5.49703617019672,1.07486506191932
512000,5.24498026867219,5.26308189374408,5.50911168768311
576000,0.172486341826395,0.456875081324663,0.391638650069989
640000,5.69867406831509,2.43471301655256,5.84114372711466
704000,3.25345028758311,2.95907633442064,3.09934144569047
768000,6.94910889590315,3.22169397060464,7.26544608651158
832000,6.77838712840266,6.84601582994181,2.46255075467787
896000,7.77254084364036,3.73681918174595,3.4284629828099
960000,7.26149950630578,6.98684332414392,3.00755017319487
1024000,3.46648017371238,8.17111586592845,4.06440160797447
1088000,8.62246940390645,3.73455042636384,3.72357862776451
1152000,7.99711418512865,4.0722739580952,4.12938735541785
1216000,8.0557626170588,4.66691596473198,8.05424256334945
1280000,8.75648049009837,7.73254592336237,4.81412630295384
1344000,4.72548195343203,8.35381235558417,4.40869593672621
1408000,4.18958705196519,4.16904041757649,8.3573782926192
1472000,7.55674030697195,4.5621840717565,7.70011082152378
1536000,5.18242709788265,5.2292551668007,5.25501984907078
1600000,4.5162804647915,7.69248450817044,3.91275033496965
1664000,8.3357984161863,5.03007251446698,8.39278427964991
1728000,8.53327580558322,4.3525979665411,4.08905994511277
1792000,7.94881491821672,8.03009912827775,4.60793168582357
1856000,8.64294083529508,4.65860908172216,4.63699493908142
1920000,3.99360184648193,4.3868955425096,4.02645241098795
1984000,4.61828994783967,4.87254036265054,4.53646227690884
2048000,7.7364119883967,7.72554604068058,5.49615173782943
2112000,8.06851520485004,5.13697965464908,4.91988662227773
2176000,4.58709422046432,4.44351047991898,4.6721764692207
2240000,8.49297617940333,8.80962225171927,4.95484898248641
2304000,8.22399035055716,8.0508441781245,8.25219671692631
2368000,8.37043344170572,5.10402335571461,8.4384417115687
2432000,4.7715748030537,4.91396615806097,8.86640126734228
2496000,7.98932913082911,4.41169604478611,8.45865551982239
2560000,4.94062263340038,8.39679654359919,4.85924575523521
2624000,5.42884344026488,8.39371632630058,4.83944694238613
2688000,4.67005644709851,4.27191810709886,4.63842336368506
2752000,5.38610193750833,5.37359324277803,5.37824252340578
2816000,8.66290762074169,5.14391420914819,5.00466689656611
2880000,8.32901200625254,5.29672908130365,5.11419522438988
2944000,8.85632831971707,5.72000326963441,8.38273988391641
3008000,9.19495884449696,9.17326330746051,9.34074800703626
3072000,5.54681978018206,5.78854589173408,5.00559814792748
3136000,4.87587260200242,4.91303340259026,9.44121111459738
3200000,9.74861965536989,5.62288382560264,9.25826778558026
3264000,8.40718876266866,5.38465598585049,6.11752458319482
3328000,9.51553416556546,5.53800829425711,5.45123732146058
3392000,5.63283890669673,9.70993395785249,9.53347827005583
3456000,9.59734939333702,9.62002735284489,9.53478639811442
3520000,8.94517590096898,8.78511713316719,5.98044994733747
3584000,5.89095994358228,5.87783442916667,9.97587522052046
3648000,9.50881532608193,9.41485017057826,6.23512380659976
3712000,7.13917167633038,7.20351207669752,9.38583990001331
3776000,7.06755576068928,7.80739228862986,6.84659684251427
3840000,6.65943553698575,6.73380327416571,6.84573275287861
3904000,10.3261034934918,6.50809466202814,7.55027535108037
3968000,7.44643133260698,7.39318184607638,10.0735722675634
4032000,8.02745543214333,7.94023779114708,11.0092935958569
4096000,9.95630505132789,6.53007608581069,9.92760288390146
4160000,11.8091310817503,7.46532316687749,6.8790164665867
4224000,11.257798382575,11.2025124868885,11.4155308561076
4288000,10.605958801264,7.06233899434003,7.07378902540162
4352000,11.4125534929751,8.33652168518453,8.32773560345186
4416000,10.7711296290783,7.38789309314978,10.7595628469261
4480000,10.579190864591,7.12314147790822,6.57617836362333
4544000,11.4253565507214,11.2881315188859,7.35048870267293
4608000,8.33590519012315,8.18550654126518,8.15070417948613
4672000,10.7846234124639,10.7469235674193,11.202618069494
4736000,11.3689357871833,7.45213531370675,11.9005622643251
4800000,8.4413826921998,12.1053290027754,12.0105883258503
4864000,8.60835831925109,12.3968886925167,8.44886350820437
4928000,11.4013158041907,8.81649563655706,11.7165333336009
4992000,10.8163380562006,10.8155765040262,8.64366727606727
5056000,8.67771483568576,10.8025869760562,10.814078265895
5120000,7.5976126407083,7.65942415415022,8.43661162600526
5184000,11.9128679632949,7.98343613012293,7.64822743695428
5248000,11.083934790632,7.53177545101173,10.6914082119193
5312000,8.94200476129081,8.87996841182957,8.95968889956943
5376000,10.4007333710688,7.57645906081189,8.23217644329169
5440000,10.8442331663852,7.03252247433565,11.7446037709218
5504000,11.4644084637147,7.8903307354994,11.3987521173377
5568000,8.70930503438165,11.6352142869249,11.5459951167177
5632000,7.65918754258376,7.87705187666083,10.8965932188089
5696000,7.96265569467074,11.9528590105981,8.66105962220808
5760000,11.9590047792946,11.8297616622295,12.0887440905849
5824000,7.97562910249663,12.3816271835997,12.2840118084233
5888000,8.66743895723731,11.2393900680211,8.67162110319896
5952000,11.3847751926058,8.09272076628554,7.86583384786527
6016000,11.5988737489091,11.754310314278,11.9148680160167
6080000,7.46808305367135,6.8026285350768,7.04895307115845
6144000,7.6654050009573,8.14671658736862,8.04437862164823
6208000,8.42102834954404,12.3534798416937,8.28194546147797
6272000,11.4386465965791,11.311251137661,11.1198610871143
6336000,11.2905554914467,11.3208871085268,8.45780153569928
6400000,11.9747943820408,6.88386952091502,10.8759271435655
6464000,11.5577992267852,8.63633543562867,11.5962919436157
6528000,11.3185504567464,7.85439588891778,7.74104082035465
6592000,12.2950973215154,7.97526280752594,7.6329438613551
6656000,10.3814016202797,8.49590740899069,8.51819481875253
6720000,11.5377652392684,8.07251539517629,11.5840082410001
6784000,7.99970032651363,8.37651711118441,12.3320467273931
6848000,8.32419089113714,8.73928589355624,8.48918005153186
6912000,8.29139072649073,8.25782833242045,8.303477043351
6976000,11.9534402074548,11.3472112276518,6.89302004832681
7040000,11.8161402071833,11.6937184346861,7.68004038573388
7104000,9.0152988122581,11.9566998735657,9.15798587502476
7168000,12.0583590598917,11.8504438481673,7.3963045553654
7232000,7.86300987361222,8.0939838313978,7.88781018053618
7296000,7.53296927710467,11.407180944851,7.34157304057779
7360000,8.49939922255401,11.4482104309063,11.3627791000751
7424000,12.304483989202,8.55891492492519,8.33525977299185
7488000,7.74164635532803,7.53137485040823,12.3177981699022
7552000,11.6949820595119,8.90771095840691,11.5605647827662
7616000,7.7941324341479,7.89606742419502,11.43558005481
7680000,11.6423641780811,11.4630742971383,11.4557331814713
