Step,lbf15_cbambaseline - SW_ep_rew_mean,lbf15_cbambaseline - SW_ep_rew_mean__MIN,lbf15_cbambaseline - SW_ep_rew_mean__MAX
64000,1.05999994277954,1.05999994277954,1.05999994277954
128000,0.689999997615814,0.689999997615814,0.689999997615814
192000,1.20000004768372,1.20000004768372,1.20000004768372
256000,1.37000000476837,1.37000000476837,1.37000000476837
320000,1.08000004291534,1.08000004291534,1.08000004291534
384000,1.8400000333786,1.8400000333786,1.8400000333786
448000,3.38000011444092,3.38000011444092,3.38000011444092
512000,3.46000003814697,3.46000003814697,3.46000003814697
576000,1.85000002384186,1.85000002384186,1.85000002384186
640000,4.07000017166138,4.07000017166138,4.07000017166138
704000,4.3899998664856,4.3899998664856,4.3899998664856
768000,5.13000011444092,5.13000011444092,5.13000011444092
832000,5.01999998092651,5.01999998092651,5.01999998092651
896000,5.59000015258789,5.59000015258789,5.59000015258789
960000,5.48999977111816,5.48999977111816,5.48999977111816
1024000,5.80000019073486,5.80000019073486,5.80000019073486
1088000,6.13000011444092,6.13000011444092,6.13000011444092
1152000,6.03999996185303,6.03999996185303,6.03999996185303
1216000,6.25,6.25,6.25
1280000,6.55000019073486,6.55000019073486,6.55000019073486
1344000,6.38000011444092,6.38000011444092,6.38000011444092
1408000,6.19000005722046,6.19000005722046,6.19000005722046
1472000,6.23000001907349,6.23000001907349,6.23000001907349
1536000,6.59000015258789,6.59000015258789,6.59000015258789
1600000,6.09000015258789,6.09000015258789,6.09000015258789
1664000,6.69999980926514,6.69999980926514,6.69999980926514
1728000,6.63000011444092,6.63000011444092,6.63000011444092
1792000,6.25,6.25,6.25
1856000,6.63000011444092,6.63000011444092,6.63000011444092
1920000,6.38000011444092,6.38000011444092,6.38000011444092
1984000,6.75,6.75,6.75
2048000,6.6100001335144,6.6100001335144,6.6100001335144
2112000,6.69999980926514,6.69999980926514,6.69999980926514
2176000,6.6100001335144,6.6100001335144,6.6100001335144
2240000,6.71999979019165,6.71999979019165,6.71999979019165
2304000,6.75,6.75,6.75
2368000,6.75,6.75,6.75
2432000,6.76999998092651,6.76999998092651,6.76999998092651
2496000,6.61999988555908,6.61999988555908,6.61999988555908
2560000,6.65000009536743,6.65000009536743,6.65000009536743
2624000,6.75,6.75,6.75
2688000,6.78999996185303,6.78999996185303,6.78999996185303
2752000,6.82999992370606,6.82999992370606,6.82999992370606
2816000,6.8899998664856,6.8899998664856,6.8899998664856
2880000,6.78999996185303,6.78999996185303,6.78999996185303
2944000,7.1100001335144,7.1100001335144,7.1100001335144
3008000,6.96999979019165,6.96999979019165,6.96999979019165
3072000,6.96999979019165,6.96999979019165,6.96999979019165
3136000,7.01000022888184,7.01000022888184,7.01000022888184
3200000,7.57000017166138,7.57000017166138,7.57000017166138
