Step,lbf15_cbambaseline - SW_ep_rew_mean,lbf15_cbambaseline - SW_ep_rew_mean__MIN,lbf15_cbambaseline - SW_ep_rew_mean__MAX
64000,-1.5644760793442,2.8470135405533,-0.544616261789392
128000,1.90790700151674,3.32694331500971,-0.500903935731024
192000,-0.569124403792594,-0.52048413321318,2.91813623472008
256000,3.18817138093968,-0.014284939632504,2.92600223910557
320000,3.03793351461882,3.09434305346288,-1.15507465070643
384000,0.567593295495415,2.75201987657924,0.486628450849844
448000,1.46741185828508,5.79772354843044,1.63618189572051
512000,5.41826733096068,1.26262043011006,1.45485503148417
576000,-0.38567500365985,4.38355005666709,4.34710492629278
640000,4.872528382295,4.87370367793372,3.26675766150617
704000,2.66759209292683,6.03724620705846,2.84443803328114
768000,3.85079704913228,7.02058456020024,7.47513036116055
832000,6.91459477463275,6.89500787044481,6.9572578273336
896000,4.01274439986714,7.42899208593424,4.04581422717589
960000,7.0823922266621,7.03391760066637,3.55198851883934
1024000,8.02941207419579,3.26600820405518,8.11590019276063
1088000,8.0376033789525,4.06814922319136,4.21475215852778
1152000,4.09259355038587,4.22692214147298,4.21222359574657
1216000,5.19233005431821,4.82287523912834,4.81299764443947
1280000,5.04795163678758,5.04292967127354,8.05027170978601
1344000,4.40974540634311,8.54252677799503,4.33273855090169
1408000,4.29784470154555,4.16287407379963,4.4798131405387
1472000,4.05741675702834,4.52883825462065,4.15750094561503
1536000,4.80521580744598,8.45059732797154,8.11923635535649
1600000,3.45916967867616,8.31158346463519,3.54101233708424
1664000,8.25226509145003,8.67576328834692,8.38857854140887
1728000,8.174758014668,5.16144167545755,8.17751945953186
1792000,8.32380509674476,4.25244298841622,4.39409131952558
1856000,4.52310746537902,8.72162559894246,8.54455808168889
1920000,4.32903855825497,8.36159410876039,4.36338408791396
1984000,9.2880582873891,4.64727359747637,9.26177719095004
2048000,4.78132376135458,8.60098732820747,8.5630227642204
2112000,5.18580554709694,5.5865338413783,5.01592540559318
2176000,4.81075610782719,7.8972342305771,8.40669068224372
2240000,5.36237366652911,5.4402652054377,5.332845825042
2304000,9.23543590484269,4.15958126942044,5.45550752051356
2368000,5.071968744414,8.65899019629165,4.90229239598227
2432000,5.25879296224972,8.1851653786189,8.11028994006557
2496000,4.53846524216746,8.77259089512071,5.0267645490409
2560000,7.8706694561175,5.29341506390434,8.01535331359723
2624000,5.22521646723606,8.60762935861183,5.21637922000928
2688000,4.8852354323892,5.16226181291534,9.00795709009996
2752000,5.07320708858017,8.59438897864349,5.04062984222884
2816000,8.67824656486748,4.69183173223496,4.94766077205775
2880000,8.37156688238347,8.69227411232544,5.08522937253087
2944000,5.08072255678619,5.35846217487317,8.72034354764167
3008000,8.70741555656619,4.97390965811137,8.06094840321613
3072000,8.63545487894036,5.26821778679044,8.6645931462915
3136000,4.88394815473889,9.11765526946067,5.08715883059497
3200000,6.21212587439527,9.25332360516853,6.17376556891524
3264000,5.93421903604463,9.17900445715554,8.9104105594163
3328000,5.31056594448666,9.18638331960286,9.91769227203176
3392000,9.71226111646815,9.3178885302577,5.78617168141926
3456000,8.93738502323371,8.85948945778463,8.98398455831928
3520000,5.79764876690859,8.96524217124054,8.94083421143329
3584000,9.03969918921481,6.83273200116673,6.81550134055725
3648000,9.48980271080773,6.06784348107373,6.06297444632908
3712000,7.06804890117135,9.79947384883042,10.1001766996966
3776000,10.8787129066448,11.1857107769018,5.92989573202495
3840000,9.25984359225948,9.20355205295971,9.19129689943238
3904000,10.797474046995,7.13164515141433,10.6187619895689
3968000,10.602021904326,7.21124487294079,6.8614669524032
4032000,10.911130647138,11.677823392923,11.6262241647364
4096000,6.80879957039989,5.77770298590264,10.6235245959638
4160000,11.3983242891074,10.8423620563992,11.177163181643
4224000,7.97754569955128,7.82017160208895,7.94393361264538
4288000,10.8515874203852,11.3411253408501,7.04030184710306
4352000,12.5273546490761,7.5843876290709,11.5873398594945
4416000,7.74441415864403,6.84387199159414,6.85057688121532
4480000,10.3579280600391,10.4142232377539,10.4213124461888
4544000,11.7277474779315,6.92513532378546,7.40252478294257
4608000,11.5558647197013,8.34233439984557,8.55079771589905
4672000,10.4668985868008,7.87851587706163,10.6497526083404
4736000,11.718776901551,11.8372029409369,8.09982552268862
4800000,7.48029583457708,11.7944171615857,11.3738726275891
4864000,8.37383856090185,12.7102285423089,11.52739949365
4928000,11.2885998906031,11.4214319065393,8.2178770670435
4992000,8.75068304976479,11.0309218795403,8.46624420431704
5056000,11.5105072889831,10.8863672088686,7.63267637571408
5120000,7.31068977010216,11.2066540542864,7.33671153769956
5184000,8.21208465707182,7.88192452980335,8.37321902016022
5248000,10.5031376445636,10.4837114374908,7.85523134812107
5312000,8.31316074694385,8.14437203093318,7.98258096895853
5376000,10.6693010438946,10.6770422374614,8.22349637828359
5440000,11.3078645439278,11.2969429482367,6.91711762338985
5504000,11.3641460577554,7.97125550996801,11.0799687627021
5568000,8.24243908810339,8.46481524113614,12.3024834597204
