"Step","coin3_cbamsvo - SW_ep_rew_total","coin3_cbamsvo - SW_ep_rew_total__MIN","coin3_cbamsvo - SW_ep_rew_total__MAX"
"64000","-2.980000138282776","-2.980000138282776","-2.980000138282776"
"128000","-3.2899999022483826","-3.2899999022483826","-3.2899999022483826"
"192000","-1.8400001525878906","-1.8400001525878906","-1.8400001525878906"
"256000","-2.8000000715255737","-2.8000000715255737","-2.8000000715255737"
"320000","-2.7599998712539673","-2.7599998712539673","-2.7599998712539673"
"384000","-3.0599998235702515","-3.0599998235702515","-3.0599998235702515"
"448000","-2.9999999403953552","-2.9999999403953552","-2.9999999403953552"
"512000","-3.2000000178813934","-3.2000000178813934","-3.2000000178813934"
"576000","-2.5199999809265137","-2.5199999809265137","-2.5199999809265137"
"640000","-2.7200000286102295","-2.7200000286102295","-2.7200000286102295"
"704000","-3.9499998092651367","-3.9499998092651367","-3.9499998092651367"
"768000","-2.0500000715255737","-2.0500000715255737","-2.0500000715255737"
"832000","-3.6999998092651367","-3.6999998092651367","-3.6999998092651367"
"896000","-3.4300001859664917","-3.4300001859664917","-3.4300001859664917"
"960000","-4.059999980032444","-4.059999980032444","-4.059999980032444"
"1024000","-3.0200002193450928","-3.0200002193450928","-3.0200002193450928"
"1088000","-3.320000022649765","-3.320000022649765","-3.320000022649765"
"1152000","-3.0199997425079346","-3.0199997425079346","-3.0199997425079346"
"1216000","-5.339999943971634","-5.339999943971634","-5.339999943971634"
"1280000","-3.819999933242798","-3.819999933242798","-3.819999933242798"
"1344000","-3.259999990463257","-3.259999990463257","-3.259999990463257"
"1408000","-2.9999999403953552","-2.9999999403953552","-2.9999999403953552"
"1472000","-3.580000162124634","-3.580000162124634","-3.580000162124634"
"1536000","-4.120000064373016","-4.120000064373016","-4.120000064373016"
"1600000","-5.319999933242798","-5.319999933242798","-5.319999933242798"
"1664000","-4.640000119805336","-4.640000119805336","-4.640000119805336"
"1728000","-4.240000069141388","-4.240000069141388","-4.240000069141388"
"1792000","-2.65999972820282","-2.65999972820282","-2.65999972820282"
"1856000","-4.950000107288361","-4.950000107288361","-4.950000107288361"
"1920000","-5.240000128746033","-5.240000128746033","-5.240000128746033"
"1984000","-3.5200001001358032","-3.5200001001358032","-3.5200001001358032"
"2048000","-5.859999790787697","-5.859999790787697","-5.859999790787697"
"2112000","-4.700000166893005","-4.700000166893005","-4.700000166893005"
"2176000","-5.100000023841858","-5.100000023841858","-5.100000023841858"
"2240000","-4.42000013589859","-4.42000013589859","-4.42000013589859"
"2304000","-5.760000109672546","-5.760000109672546","-5.760000109672546"
"2368000","-5.149999916553497","-5.149999916553497","-5.149999916553497"
"2432000","-6.139999806880951","-6.139999806880951","-6.139999806880951"
"2496000","-6.359999895095825","-6.359999895095825","-6.359999895095825"
"2560000","-6.460000038146973","-6.460000038146973","-6.460000038146973"
"2624000","-5.419999897480011","-5.419999897480011","-5.419999897480011"
"2688000","-6.499999821186066","-6.499999821186066","-6.499999821186066"
"2752000","-6.21999990940094","-6.21999990940094","-6.21999990940094"
"2816000","-6.6200001537799835","-6.6200001537799835","-6.6200001537799835"
"2880000","-5.539999961853027","-5.539999961853027","-5.539999961853027"
"2944000","-6.6199997663497925","-6.6199997663497925","-6.6199997663497925"
"3008000","-7.079999923706055","-7.079999923706055","-7.079999923706055"
"3072000","-7.3999998569488525","-7.3999998569488525","-7.3999998569488525"
"3136000","-8.580000042915344","-8.580000042915344","-8.580000042915344"
"3200000","-9.259999871253967","-9.259999871253967","-9.259999871253967"
"3264000","-8.160000205039978","-8.160000205039978","-8.160000205039978"
"3328000","-7.040000021457672","-7.040000021457672","-7.040000021457672"
"3392000","-6.879999935626984","-6.879999935626984","-6.879999935626984"
"3456000","-8.799999594688416","-8.799999594688416","-8.799999594688416"
"3520000","-8.739999890327454","-8.739999890327454","-8.739999890327454"
"3584000","-7.899999976158142","-7.899999976158142","-7.899999976158142"
"3648000","-8.580000162124634","-8.580000162124634","-8.580000162124634"
"3712000","-8.859999775886536","-8.859999775886536","-8.859999775886536"
"3776000","-8.899999856948853","-8.899999856948853","-8.899999856948853"
