Step,coin3_cbamcausal - SW_ep_rew_total,coin3_cbamcausal - SW_ep_rew_total__MIN,coin3_cbamcausal - SW_ep_rew_total__MAX
64000,-2.2575334847295689,-1.8544904704128906,-5.5934752535368251
128000,-3.5710878903317544,-7.1286331818161317,-3.7034275061364288
192000,-0.7622574870780354,-3.5875250699673304,-3.6214183808743083
256000,-0.8734763230958240,-4.4238351135377556,-4.3763690803076329
320000,-3.9036438312176047,-0.4805886563055890,-3.5325737465010851
384000,0.6108768365834329,0.6616654508823498,-2.4272652848426239
448000,0.8503235006837184,-1.8723184304596157,-1.9889799345717238
512000,-3.4518235175130170,-3.3527492090657276,-3.6487951160464247
576000,0.2123849551636545,-0.1338673887287332,-0.1178379975968533
640000,-2.4967382638128823,-2.3584643183771821,0.5569482099462317
704000,-1.9995825048029756,-1.9804450620044012,0.8850410374763993
768000,2.4204080472020966,-0.7732262711212798,-0.4836451938210105
832000,1.8629992616292101,1.8659879436148490,1.7179685083979210
896000,1.5954348706158332,-1.3574481297812497,-1.7252459327699567
960000,0.0267644233400310,-0.5527928300189136,-0.0845143712340937
1024000,1.1762208902755642,1.1880357545478244,4.5735144035453983
1088000,2.6336700301001343,2.6288934028514177,5.4551116597955849
1152000,5.4952579815970362,5.5597983699348719,5.4688710061721473
1216000,2.5482323225006693,2.4220383165268902,5.0049171949771720
1280000,3.2095002047830956,5.7049631258881668,3.0087020451718081
1344000,2.0622842800734618,1.8786237673735615,1.7460311729777358
1408000,5.7139089705455177,5.8712793128188725,2.5666609709979822
1472000,7.4153900625318148,3.9785698600605555,4.0161357255046513
1536000,6.5264755038780748,6.3615767731664228,6.3844193159868317
1600000,5.8285648645254016,5.6701683680888975,2.9466957464961943
1664000,6.1273101546231441,3.3189753078511899,3.2953085770453803
1728000,5.9914008536067334,6.1272719930832089,6.1220860179705552
1792000,5.2250288467303214,5.4289105009965679,2.7077434824799416
1856000,2.7846464616637912,6.1281503764855980,3.0785697117528086
1920000,7.2700852896174473,7.2524897681592293,7.3682191722779908
1984000,4.2584932914957498,4.2547138257004962,4.2557934966210036
2048000,6.7978260779378052,6.9380732929856652,3.6711500756947761
2112000,4.5566252940897831,7.0203589770090176,7.1832539063016547
2176000,6.6714626454322605,4.3459607487711178,4.2639449840204424
2240000,6.5011386245471208,6.3886638028712577,3.5444796391752265
2304000,4.9136671974659194,7.6182388227535469,4.3359898526779155
2368000,6.3936275240294069,6.1913219764332439,3.4894931485266181
2432000,4.2347355244089400,4.2375140119760637,6.7719337838840925
2496000,7.7760612882721345,7.8782963914890694,7.8973873692476815
2560000,3.9116164668871125,3.8958064147685936,3.9070234757473727
2624000,4.4189106083326779,7.1877486352907738,4.2682577239892394
2688000,8.7952923133685417,5.5747347983629734,6.2313135604277834
2752000,4.3271848950035228,4.2889409823829467,4.3767445090463166
2816000,5.4114321770800276,8.0278213705669366,5.4288856508341903
2880000,6.3429944277038457,6.4397904445498533,3.5444464620941170
2944000,4.5637710159440168,4.4690270775620107,7.7380513177792025
3008000,5.1915533395276583,4.9123849948037028,7.9211272347264696
3072000,7.6297856979077290,4.6310180508580991,7.8021993371288954
3136000,5.1101878592605701,8.2581403305849737,8.1842229467660896
3200000,4.5407824474423482,4.5494400833106523,7.3552882906879882
3264000,3.7777822947282012,6.6561188088457524,6.6744025880145337
3328000,3.7703652428431842,3.5505227401729869,6.6734299798043226
3392000,7.0150005897534040,6.9980881550438916,7.0030878931480576
3456000,7.5530476659743035,4.4893732490577349,7.6116312254365699
3520000,4.5241972198568599,4.0847129472118890,7.1620700402000192
3584000,4.7685108743988645,7.8157878390045328,4.9555486030173554
3648000,5.6979358299414962,8.9723964655327002,9.1887005675396072
3712000,6.2082801441174382,6.2359592890224542,8.9554003346003714
3776000,8.4418247394635522,8.1286420314312142,8.1367716648173154
3840000,9.1983469792680612,6.5182408539227508,9.1847550874422854
3904000,8.7350838069898984,6.4070485801868733,8.7428865743585664
3968000,4.4986825963939214,4.5887941156114618,7.1163577936086284
4032000,6.3492302706778787,6.3538207445096146,6.2843821869990775
4096000,8.7660950260817856,9.3868685877570179,9.1374673307580210
4160000,6.3025174526042465,8.9639774580719216,6.4222983238198212
4224000,8.0282819948117670,7.8538196787185610,7.9385491461692848
4288000,5.1169218159309988,7.4447717141352268,7.3302880478911980
4352000,8.8050711832419442,4.8743319314155595,8.5450602495559593
4416000,5.1946643252051894,7.6144522755574524,7.6255740730794237
4480000,7.4767378929200534,4.9095313494407389,7.5161282806907543
4544000,4.5013634712127661,4.6670246442921623,7.4633401923367018
4608000,6.0931605055292728,6.1469941272312090,8.9090501758799228
4672000,5.7309604444829878,5.8118223790052950,8.5425234384468993
4736000,6.2384667344198270,5.8513342496754275,5.7243051460316750
4800000,5.6102495840038848,8.7974351367658983,8.4667145491369205
4864000,9.5527687851590795,6.6307042358608506,9.4168593025238643
4928000,10.8310259368623782,7.5010974997240458,10.5434048606993347
4992000,8.9158816601346658,8.9100773803649584,6.4908329307958708
5056000,5.5194613091508504,8.3998214399475000,5.2621360124357519
5120000,5.8565472480615206,9.1811427628194338,8.9630810958946370
5184000,8.0857860644694686,7.8867666564180983,7.8026497610270766
5248000,9.1970034032738290,6.1891339627675421,9.2696197115181143
5312000,6.7941881098421950,9.1524197009392871,9.1667068089959471
5376000,6.1304627002314795,6.1251758577358721,6.1458404546562750
5440000,8.2389632542992892,8.2557097290225130,8.0725171843627468
5504000,6.1328889641093181,9.1229721010248994,6.1792707058133800
5568000,8.6220807098659229,8.5963776138340560,5.4745448363336173
5632000,7.9495643922826673,7.8917914251255548,4.4789783369442961
5696000,7.2956447204837573,7.2308126680995732,4.2844117995238946
5760000,8.4222141675176854,5.3988230904964052,5.3872626057711646
5824000,9.6506721204252397,9.3341107266541385,9.6612590830451577
5888000,10.4851824066137684,7.2545189193973130,7.2652355135982232
