"Step","Job Type: training - SW_ep_rew_total","Job Type: training - SW_ep_rew_total__MIN","Job Type: training - SW_ep_rew_total__MAX"
"6720000","28.007999897003174","28.007999897003174","28.007999897003174"
"6784000","28.008000373840332","28.008000373840332","28.008000373840332"
"6848000","28.51200008392334","28.51200008392334","28.51200008392334"
"6912000","28.127999782562256","28.127999782562256","28.127999782562256"
"6976000","27.98399782180786","27.98399782180786","27.98399782180786"
"7040000","29.052001476287842","29.052001476287842","29.052001476287842"
"7104000","29.159998416900635","29.159998416900635","29.159998416900635"
"7168000","28.25999927520752","28.25999927520752","28.25999927520752"
"7232000","28.29599952697754","28.29599952697754","28.29599952697754"
"7296000","28.368000984191895","28.368000984191895","28.368000984191895"
"7360000","28.800000190734863","28.800000190734863","28.800000190734863"
"7424000","28.488000869750977","28.488000869750977","28.488000869750977"
"7488000","27.983999252319336","27.983999252319336","27.983999252319336"
"7552000","28.367998123168945","28.367998123168945","28.367998123168945"
"7616000","28.656001091003418","28.656001091003418","28.656001091003418"
"7680000","28.29599952697754","28.29599952697754","28.29599952697754"
"7744000","28.22399663925171","28.22399663925171","28.22399663925171"
"7808000","29.12399959564209","29.12399959564209","29.12399959564209"
"7872000","28.979999542236328","28.979999542236328","28.979999542236328"
"7936000","28.631999492645264","28.631999492645264","28.631999492645264"
"8000000","29.112000465393066","29.112000465393066","29.112000465393066"
"8064000","28.847999095916748","28.847999095916748","28.847999095916748"
"8128000","28.872003078460693","28.872003078460693","28.872003078460693"
"8192000","28.907999992370605","28.907999992370605","28.907999992370605"
"8256000","28.524000644683838","28.524000644683838","28.524000644683838"
"8320000","28.5479998588562","28.5479998588562","28.5479998588562"
"8384000","29.496000289916992","29.496000289916992","29.496000289916992"
"8448000","28.727996826171875","28.727996826171875","28.727996826171875"
"8512000","28.451998710632324","28.451998710632324","28.451998710632324"
"8576000","29.352001667022705","29.352001667022705","29.352001667022705"
"8640000","28.92000102996826","28.92000102996826","28.92000102996826"
"8704000","28.176002502441406","28.176002502441406","28.176002502441406"
"8768000","28.96799945831299","28.96799945831299","28.96799945831299"
"8832000","29.19600200653076","29.19600200653076","29.19600200653076"
"8896000","28.547998905181885","28.547998905181885","28.547998905181885"
"8960000","28.727999210357666","28.727999210357666","28.727999210357666"
"9024000","28.619999408721924","28.619999408721924","28.619999408721924"
"9088000","28.776000022888184","28.776000022888184","28.776000022888184"
"9152000","28.87200117111206","28.87200117111206","28.87200117111206"
"9216000","29.267998695373535","29.267998695373535","29.267998695373535"
"9280000","29.303999423980713","29.303999423980713","29.303999423980713"
"9344000","29.124001026153564","29.124001026153564","29.124001026153564"
"9408000","29.280001163482666","29.280001163482666","29.280001163482666"
"9472000","28.824002742767334","28.824002742767334","28.824002742767334"
"9536000","28.511999130249023","28.511999130249023","28.511999130249023"
"9600000","28.907998085021973","28.907998085021973","28.907998085021973"
"9664000","28.34400177001953","28.34400177001953","28.34400177001953"
"9728000","28.499998569488525","28.499998569488525","28.499998569488525"
"9792000","28.85999870300293","28.85999870300293","28.85999870300293"
"9856000","28.84800148010254","28.84800148010254","28.84800148010254"
"9920000","28.619999885559082","28.619999885559082","28.619999885559082"
"9984000","28.727997303009033","28.727997303009033","28.727997303009033"
"10048000","28.99199676513672","28.99199676513672","28.99199676513672"
