Step,Reward
320000,-5058.2019813746110231
382978,-4875.0328304655731699
445955,-4599.1805534250697747
508933,-4321.9119267732394292
571911,-4043.7418515307208509
634888,-3671.7740635021636990
697866,-3615.3780301921910905
760843,-3483.1873165931947369
823821,-3251.5301913460866672
886799,-3117.1526275727751454
949776,-2982.1929485605592163
1012754,-2881.1409896280783869
1075732,-2892.6922120484427978
1138709,-2722.1095061271621489
1201687,-2629.0955695777302026
1264665,-2550.1067587747043035
1327642,-2501.7581893201968342
1390620,-2244.8586261093842040
1453597,-2085.0652129309587508
1516575,-2013.9262348354484402
1579553,-1861.6367896431656845
1642530,-1781.0553512043716182
1705508,-1747.0866485168080544
1768486,-1707.7362877459408992
1831463,-1676.4471125370314439
1894441,-1548.5865951008661341
1957419,-1576.3744792225147648
2020396,-1384.3485420745744250
2083374,-1391.2076699524677679
2146351,-1307.6305737244335887
2209329,-1219.7203114815818026
2272307,-1074.0537001690379384
2335284,-1158.6929064406679117
2398262,-1052.1400395069210845
2461240,-1143.1938937741069822
2524217,-1131.1892413517055047
2587195,-1005.1607319073647204
2650173,-941.7389336023582018
2713150,-883.0352429853443255
2776128,-816.7861187518569750
2839105,-851.4463843290326395
2902083,-700.5730791662127785
2965061,-761.8512734384555642
3028038,-638.2281273462315312
3091016,-699.9496379470716647
3153994,-672.8112838244413751
3216971,-548.3995333413211029
3279949,-635.3116369376261900
3342927,-625.3197808753130857
3405904,-612.4643090650823751
3468882,-597.2602758109616161
3531859,-582.1926052022794238
3594837,-559.1273384034552691
3657815,-520.9217380412345619
3720792,-490.7005800208984851
3783770,-461.7716670227968052
3846748,-345.0287271695588629
3909725,-428.8406536978196755
3972703,-422.8524959150536802
4035681,-325.9693542060834943
4098658,-317.1355685588721940
4161636,-307.9692884062691292
4224613,-375.8671022368538388
4287591,-351.1674590856626423
4350569,-230.3430190526337071
4413546,-202.7323479070711301
4476524,-276.2052445130760248
4539502,-259.9469125149950059
4602479,-251.3541346625975450
4665457,-243.7301570959453727
4728435,-241.8769816318815060
4791412,-139.0086768289608870
4854390,-222.9040798708777800
4917367,-207.1469735900057003
4980345,-195.1950656185200899
5043323,-184.7573139061777567
5106300,-77.1372146872262192
5169278,-60.0723627749433646
5232256,-151.7012381184197238
5295233,-140.2046872687735117
5358211,-135.4961192147107738
5421188,-37.6306829273204713
5484166,-123.1603240198829212
5547144,-113.8272871255070413
5610121,-99.1282690807352083
5673099,-83.9104929742112233
5736077,-71.3743527307381100
5799054,-71.2082890211163999
5862032,-74.0433455747638050
5925010,23.3741247052508001
5987987,26.5031260417134895
6050965,18.3329654045265471
6113942,26.7032773398894037
6176920,-63.7607745679640061
6239898,25.8230727766663577
6302875,35.6074440444805376
6365853,41.7255413164266855
6428831,40.6721106902822100
6491808,-41.5879121577487396
6554786,65.7486967756949667
6617764,-25.5447162397514305
6680741,82.6197298221987353
6743719,89.5227608273057172
6806696,6.1367418114753818
6869674,109.1860910837644241
6932652,115.9722094766519973
6995629,128.9374716836865105
7058607,43.9284791836807784
7121585,32.9732862611221051
7184562,133.0285790522022182
7247540,131.0886975790058955
7310518,33.2940428645000921
7373495,130.5841039046420917
7436473,39.5494551436326560
7499450,45.1019733264677853
7562428,51.7603045977936276
