"Step","cleanup_cbambaseline - SW_ep_rew_total","cleanup_cbambaseline - SW_ep_rew_total__MIN","cleanup_cbambaseline - SW_ep_rew_total__MAX"
"5120000","26.050000190734863","26.050000190734863","26.050000190734863"
"5184000","27.539999961853027","27.539999961853027","27.539999961853027"
"5248000","27.21000051498413","27.21000051498413","27.21000051498413"
"5312000","30.09999990463257","30.09999990463257","30.09999990463257"
"5376000","29.300000190734863","29.300000190734863","29.300000190734863"
"5440000","28.820000171661377","28.820000171661377","28.820000171661377"
"5504000","29.360000133514404","29.360000133514404","29.360000133514404"
"5568000","28.05999994277954","28.05999994277954","28.05999994277954"
"5632000","24.920000076293945","24.920000076293945","24.920000076293945"
"5696000","24.859999656677246","24.859999656677246","24.859999656677246"
"5760000","25.99999976158142","25.99999976158142","25.99999976158142"
"5824000","26.320000171661377","26.320000171661377","26.320000171661377"
"5888000","26.22000026702881","26.22000026702881","26.22000026702881"
"5952000","25.52999973297119","25.52999973297119","25.52999973297119"
"6016000","26.070000171661377","26.070000171661377","26.070000171661377"
"6080000","28.490000247955322","28.490000247955322","28.490000247955322"
"6144000","26.550000190734863","26.550000190734863","26.550000190734863"
"6208000","27.4399995803833","27.4399995803833","27.4399995803833"
"6272000","30.919999599456787","30.919999599456787","30.919999599456787"
"6336000","29.44000005722046","29.44000005722046","29.44000005722046"
"6400000","29.729999542236328","29.729999542236328","29.729999542236328"
"6464000","29.450000286102295","29.450000286102295","29.450000286102295"
"6528000","26.610000133514404","26.610000133514404","26.610000133514404"
"6592000","26.949999809265137","26.949999809265137","26.949999809265137"
"6656000","30.100000381469727","30.100000381469727","30.100000381469727"
"6720000","33.10000038146973","33.10000038146973","33.10000038146973"
"6784000","34.80999994277954","34.80999994277954","34.80999994277954"
"6848000","34.58999967575073","34.58999967575073","34.58999967575073"
"6912000","28.449999809265137","28.449999809265137","28.449999809265137"
"6976000","27.269999980926514","27.269999980926514","27.269999980926514"
"7040000","30.94999933242798","30.94999933242798","30.94999933242798"
"7104000","32.38000011444092","32.38000011444092","32.38000011444092"
"7168000","32.610000133514404","32.610000133514404","32.610000133514404"
"7232000","31.84999990463257","31.84999990463257","31.84999990463257"
"7296000","31.320000171661377","31.320000171661377","31.320000171661377"
"7360000","31.209999561309814","31.209999561309814","31.209999561309814"
"7424000","30.619999885559082","30.619999885559082","30.619999885559082"
"7488000","32.77000045776367","32.77000045776367","32.77000045776367"
"7552000","34.78999996185303","34.78999996185303","34.78999996185303"
"7616000","34.19000005722046","34.19000005722046","34.19000005722046"
"7680000","36.03999996185303","36.03999996185303","36.03999996185303"
"7744000","36","36","36"
"7808000","37.09000062942505","37.09000062942505","37.09000062942505"
"7872000","34.49000024795532","34.49000024795532","34.49000024795532"
"7936000","29","29","29"
"8000000","31.130000114440918","31.130000114440918","31.130000114440918"
"8064000","28.899999856948853","28.899999856948853","28.899999856948853"
"8128000","31.920000076293945","31.920000076293945","31.920000076293945"
"8192000","34.05000066757202","34.05000066757202","34.05000066757202"
"8256000","34.209999561309814","34.209999561309814","34.209999561309814"
"8320000","33.239999771118164","33.239999771118164","33.239999771118164"
"8384000","34.63000011444092","34.63000011444092","34.63000011444092"
"8448000","34.72999954223633","34.72999954223633","34.72999954223633"
"8512000","32.91000032424927","32.91000032424927","32.91000032424927"
"8576000","36.769999980926514","36.769999980926514","36.769999980926514"
"8640000","37.9399995803833","37.9399995803833","37.9399995803833"
"8704000","40.88000011444092","40.88000011444092","40.88000011444092"
"8768000","38.96999931335449","38.96999931335449","38.96999931335449"
"8832000","38.33000040054321","38.33000040054321","38.33000040054321"
"8896000","37.809999227523804","37.809999227523804","37.809999227523804"
"8960000","38.10999941825867","38.10999941825867","38.10999941825867"
"9024000","38.59999990463257","38.59999990463257","38.59999990463257"
"9088000","37.619999408721924","37.619999408721924","37.619999408721924"
"9152000","35.889999866485596","35.889999866485596","35.889999866485596"
"9216000","40.87000036239624","40.87000036239624","40.87000036239624"
"9280000","41.94999933242798","41.94999933242798","41.94999933242798"
"9344000","44.55000019073486","44.55000019073486","44.55000019073486"
"9408000","43.15000057220459","43.15000057220459","43.15000057220459"
"9472000","43.00000047683716","43.00000047683716","43.00000047683716"
"9536000","40.09000015258789","40.09000015258789","40.09000015258789"
"9600000","40.910000801086426","40.910000801086426","40.910000801086426"
"9664000","38.91000032424927","38.91000032424927","38.91000032424927"
"9728000","39.040000438690186","39.040000438690186","39.040000438690186"
"9792000","42.37999963760376","42.37999963760376","42.37999963760376"
"9856000","46.519999980926514","46.519999980926514","46.519999980926514"
"9920000","45.12999963760376","45.12999963760376","45.12999963760376"
"9984000","44.66999912261963","44.66999912261963","44.66999912261963"
"10048000","44.980000495910645","44.980000495910645","44.980000495910645"
"10112000","39.96000003814697","39.96000003814697","39.96000003814697"
"10176000","41.66999959945679","41.66999959945679","41.66999959945679"
"10240000","42.15000009536743","42.15000009536743","42.15000009536743"
"10304000","43.03000020980835","43.03000020980835","43.03000020980835"
"10368000","44.08000040054321","44.08000040054321","44.08000040054321"
"10432000","40.62000012397766","40.62000012397766","40.62000012397766"
"10496000","42.47000002861023","42.47000002861023","42.47000002861023"
"10560000","42.320000410079956","42.320000410079956","42.320000410079956"
"10624000","42.31000018119812","42.31000018119812","42.31000018119812"
"10688000","41.1300003528595","41.1300003528595","41.1300003528595"
"10752000","41.62999963760376","41.62999963760376","41.62999963760376"
"10816000","39.649999380111694","39.649999380111694","39.649999380111694"
"10880000","45.03999948501587","45.03999948501587","45.03999948501587"
"10944000","47.030001163482666","47.030001163482666","47.030001163482666"
"11008000","45.46000003814697","45.46000003814697","45.46000003814697"
"11072000","47.87000131607056","47.87000131607056","47.87000131607056"
"11136000","47.88999938964844","47.88999938964844","47.88999938964844"
"11200000","48.9200005531311","48.9200005531311","48.9200005531311"
"11264000","45.239999771118164","45.239999771118164","45.239999771118164"
"11328000","46.709999561309814","46.709999561309814","46.709999561309814"
"11392000","46.62999987602234","46.62999987602234","46.62999987602234"
"11456000","45.18999934196472","45.18999934196472","45.18999934196472"
"11520000","44.36999988555908","44.36999988555908","44.36999988555908"
"11584000","49.34999966621399","49.34999966621399","49.34999966621399"
"11648000","46.219998836517334","46.219998836517334","46.219998836517334"
"11712000","47.99000072479248","47.99000072479248","47.99000072479248"
"11776000","46.36999988555908","46.36999988555908","46.36999988555908"
"11840000","47.230000495910645","47.230000495910645","47.230000495910645"
"11904000","44.86000061035156","44.86000061035156","44.86000061035156"
"11968000","50.09000110626221","50.09000110626221","50.09000110626221"
"12032000","52.33000040054321","52.33000040054321","52.33000040054321"
"12096000","51.56999921798706","51.56999921798706","51.56999921798706"
"12160000","51.630000591278076","51.630000591278076","51.630000591278076"
"12224000","46.49000096321106","46.49000096321106","46.49000096321106"
"12288000","42.53999948501587","42.53999948501587","42.53999948501587"
"12352000","49.03999948501587","49.03999948501587","49.03999948501587"
"12416000","44.42000150680542","44.42000150680542","44.42000150680542"
"12480000","42.15999913215637","42.15999913215637","42.15999913215637"
"12544000","45.93000054359436","45.93000054359436","45.93000054359436"
"12608000","48.119999170303345","48.119999170303345","48.119999170303345"
"12672000","45.10999941825867","45.10999941825867","45.10999941825867"
"12736000","46.74999976158142","46.74999976158142","46.74999976158142"
"12800000","47.53999948501587","47.53999948501587","47.53999948501587"
"12864000","49.02999973297119","49.02999973297119","49.02999973297119"
"12928000","47.92000102996826","47.92000102996826","47.92000102996826"
"12992000","44.56000113487244","44.56000113487244","44.56000113487244"
"13056000","47.40999984741211","47.40999984741211","47.40999984741211"
"13120000","44.85999917984009","44.85999917984009","44.85999917984009"
"13184000","43.230000019073486","43.230000019073486","43.230000019073486"
"13248000","43.68000102043152","43.68000102043152","43.68000102043152"
"13312000","45.459999561309814","45.459999561309814","45.459999561309814"
"13376000","44.6200008392334","44.6200008392334","44.6200008392334"
"13440000","42.27000021934509","42.27000021934509","42.27000021934509"
"13504000","41.19999980926514","41.19999980926514","41.19999980926514"
"13568000","46.56999945640564","46.56999945640564","46.56999945640564"
"13632000","43.82000017166138","43.82000017166138","43.82000017166138"
"13696000","44.42999839782715","44.42999839782715","44.42999839782715"
"13760000","48.84999990463257","48.84999990463257","48.84999990463257"
"13824000","43.79999923706055","43.79999923706055","43.79999923706055"
"13888000","47.769999742507935","47.769999742507935","47.769999742507935"
"13952000","47.09000062942505","47.09000062942505","47.09000062942505"
"14016000","45.52000093460083","45.52000093460083","45.52000093460083"
"14080000","43.62999963760376","43.62999963760376","43.62999963760376"
"14144000","43.09000110626221","43.09000110626221","43.09000110626221"
"14208000","44.350001096725464","44.350001096725464","44.350001096725464"
"14272000","48.56999969482422","48.56999969482422","48.56999969482422"
"14336000","47.66000032424927","47.66000032424927","47.66000032424927"
"14400000","43.61999988555908","43.61999988555908","43.61999988555908"
"14464000","50.14000082015991","50.14000082015991","50.14000082015991"
"14528000","49.84000015258789","49.84000015258789","49.84000015258789"
"14592000","51.589998722076416","51.589998722076416","51.589998722076416"
"14656000","57.84999990463257","57.84999990463257","57.84999990463257"
"14720000","57.31000089645386","57.31000089645386","57.31000089645386"
"14784000","52.609999656677246","52.609999656677246","52.609999656677246"
"14848000","50.57000017166138","50.57000017166138","50.57000017166138"
"14912000","50.25999975204468","50.25999975204468","50.25999975204468"
"14976000","49.97000026702881","49.97000026702881","49.97000026702881"
"15040000","45.99000072479248","45.99000072479248","45.99000072479248"
"15104000","48.21000051498413","48.21000051498413","48.21000051498413"
"15168000","54.11000061035156","54.11000061035156","54.11000061035156"
"15232000","53.24999952316284","53.24999952316284","53.24999952316284"
"15296000","53.47999906539917","53.47999906539917","53.47999906539917"
"15360000","52.66000032424927","52.66000032424927","52.66000032424927"
"15424000","49.11999988555908","49.11999988555908","49.11999988555908"
"15488000","44.00000047683716","44.00000047683716","44.00000047683716"
"15552000","49.380001068115234","49.380001068115234","49.380001068115234"
"15616000","47.71999931335449","47.71999931335449","47.71999931335449"
"15680000","47.730000495910645","47.730000495910645","47.730000495910645"
"15744000","50.88000011444092","50.88000011444092","50.88000011444092"
"15808000","52.9800009727478","52.9800009727478","52.9800009727478"
"15872000","50.52999973297119","50.52999973297119","50.52999973297119"
"15936000","50.94999933242798","50.94999933242798","50.94999933242798"
"16000000","44.41999912261963","44.41999912261963","44.41999912261963"
"16064000","44.25999927520752","44.25999927520752","44.25999927520752"
"16128000","42.58000040054321","42.58000040054321","42.58000040054321"
"16192000","48.709999561309814","48.709999561309814","48.709999561309814"
"16256000","49.3199987411499","49.3199987411499","49.3199987411499"
"16320000","46.75000047683716","46.75000047683716","46.75000047683716"
"16384000","48.11000061035156","48.11000061035156","48.11000061035156"
"16448000","44.69999933242798","44.69999933242798","44.69999933242798"
"16512000","47.44999980926514","47.44999980926514","47.44999980926514"
"16576000","52.16000032424927","52.16000032424927","52.16000032424927"
"16640000","54.469998359680176","54.469998359680176","54.469998359680176"
"16704000","52.94000005722046","52.94000005722046","52.94000005722046"
"16768000","54.339999198913574","54.339999198913574","54.339999198913574"
"16832000","50.87999963760376","50.87999963760376","50.87999963760376"
"16896000","47.96000051498413","47.96000051498413","47.96000051498413"
"16960000","43.06999921798706","43.06999921798706","43.06999921798706"
"17024000","44.700000524520874","44.700000524520874","44.700000524520874"
"17088000","52.14000082015991","52.14000082015991","52.14000082015991"
"17152000","50.96000003814697","50.96000003814697","50.96000003814697"
"17216000","52.989999294281006","52.989999294281006","52.989999294281006"
"17280000","49.3100004196167","49.3100004196167","49.3100004196167"
"17344000","46.3199999332428","46.3199999332428","46.3199999332428"
"17408000","49.74999976158142","49.74999976158142","49.74999976158142"
"17472000","50.62000060081482","50.62000060081482","50.62000060081482"
"17536000","45.57000017166138","45.57000017166138","45.57000017166138"
"17600000","45.87999939918518","45.87999939918518","45.87999939918518"
"17664000","50.630000829696655","50.630000829696655","50.630000829696655"
"17728000","49.47999978065491","49.47999978065491","49.47999978065491"
"17792000","48.69999885559082","48.69999885559082","48.69999885559082"
"17856000","54.010000228881836","54.010000228881836","54.010000228881836"
"17920000","44.33999991416931","44.33999991416931","44.33999991416931"
"17984000","39.80000019073486","39.80000019073486","39.80000019073486"
"18048000","46.30999970436096","46.30999970436096","46.30999970436096"
"18112000","51.329999685287476","51.329999685287476","51.329999685287476"
"18176000","51.99000072479248","51.99000072479248","51.99000072479248"
"18240000","51.890000343322754","51.890000343322754","51.890000343322754"
"18304000","46.52000117301941","46.52000117301941","46.52000117301941"
"18368000","51.28999948501587","51.28999948501587","51.28999948501587"
"18432000","57.47000014781952","57.47000014781952","57.47000014781952"
"18496000","62.21999943256378","62.21999943256378","62.21999943256378"
"18560000","54.999999046325684","54.999999046325684","54.999999046325684"
"18624000","49.889999747276306","49.889999747276306","49.889999747276306"
"18688000","56.480000138282776","56.480000138282776","56.480000138282776"
"18752000","53.44999957084656","53.44999957084656","53.44999957084656"
"18816000","53.25999915599823","53.25999915599823","53.25999915599823"
"18880000","54.6200008392334","54.6200008392334","54.6200008392334"
"18944000","50.640000104904175","50.640000104904175","50.640000104904175"
"19008000","47.44999933242798","47.44999933242798","47.44999933242798"
"19072000","50.98000121116638","50.98000121116638","50.98000121116638"
"19136000","46.21000099182129","46.21000099182129","46.21000099182129"
"19200000","46.09999918937683","46.09999918937683","46.09999918937683"
"19264000","45.799999713897705","45.799999713897705","45.799999713897705"
"19328000","51.26999914646149","51.26999914646149","51.26999914646149"
"19392000","49.03999972343445","49.03999972343445","49.03999972343445"
"19456000","47.739999294281006","47.739999294281006","47.739999294281006"
"19520000","52.4399995803833","52.4399995803833","52.4399995803833"
"19584000","57.59999942779541","57.59999942779541","57.59999942779541"
"19648000","56.59999942779541","56.59999942779541","56.59999942779541"
"19712000","55.09000086784363","55.09000086784363","55.09000086784363"
"19776000","48.5899994969368","48.5899994969368","48.5899994969368"
"19840000","50.879999816417694","50.879999816417694","50.879999816417694"
"19904000","48.24000024795532","48.24000024795532","48.24000024795532"
"19968000","44.459999084472656","44.459999084472656","44.459999084472656"
"20032000","47.50000071525574","47.50000071525574","47.50000071525574"
