"Step","Group: cleanup_cf_modified_baseline_independent_1_0.55_inequity_averse_False_collective_False - SW_ep_rew_total","Group: cleanup_cf_modified_baseline_independent_1_0.55_inequity_averse_False_collective_False - SW_ep_rew_total__MIN","Group: cleanup_cf_modified_baseline_independent_1_0.55_inequity_averse_False_collective_False - SW_ep_rew_total__MAX"
"6272000","28.929999828338623","28.929999828338623","28.929999828338623"
"6336000","31.12000036239624","31.12000036239624","31.12000036239624"
"6400000","30.259999752044678","30.259999752044678","30.259999752044678"
"6464000","31.040000438690186","31.040000438690186","31.040000438690186"
"6528000","29.55999994277954","29.55999994277954","29.55999994277954"
"6592000","27.790000438690186","27.790000438690186","27.790000438690186"
"6656000","29.740000247955322","29.740000247955322","29.740000247955322"
"6720000","31.239999771118164","31.239999771118164","31.239999771118164"
"6784000","33.950000286102295","33.950000286102295","33.950000286102295"
"6848000","32.670000076293945","32.670000076293945","32.670000076293945"
"6912000","32.63000011444092","32.63000011444092","32.63000011444092"
"6976000","34.55999994277954","34.55999994277954","34.55999994277954"
"7040000","35.65000009536743","35.65000009536743","35.65000009536743"
"7104000","33.83999967575073","33.83999967575073","33.83999967575073"
"7168000","35.02999925613403","35.02999925613403","35.02999925613403"
"7232000","35.77000045776367","35.77000045776367","35.77000045776367"
"7296000","34.700000286102295","34.700000286102295","34.700000286102295"
"7360000","34.11999988555908","34.11999988555908","34.11999988555908"
"7424000","33.140000343322754","33.140000343322754","33.140000343322754"
"7488000","32.62000036239624","32.62000036239624","32.62000036239624"
"7552000","34.57999897003174","34.57999897003174","34.57999897003174"
"7616000","31.34000062942505","31.34000062942505","31.34000062942505"
"7680000","31.709999561309814","31.709999561309814","31.709999561309814"
"7744000","32.670000076293945","32.670000076293945","32.670000076293945"
"7808000","32.359999656677246","32.359999656677246","32.359999656677246"
"7872000","31.53000020980835","31.53000020980835","31.53000020980835"
"7936000","32.37000036239624","32.37000036239624","32.37000036239624"
"8000000","31.799999713897705","31.799999713897705","31.799999713897705"
"8064000","30.90000009536743","30.90000009536743","30.90000009536743"
"8128000","30.03000020980835","30.03000020980835","30.03000020980835"
"8192000","33.739999771118164","33.739999771118164","33.739999771118164"
"8256000","32.39999961853027","32.39999961853027","32.39999961853027"
"8320000","31.300000190734863","31.300000190734863","31.300000190734863"
"8384000","31.480000019073486","31.480000019073486","31.480000019073486"
"8448000","34.47999954223633","34.47999954223633","34.47999954223633"
"8512000","37.28999948501587","37.28999948501587","37.28999948501587"
"8576000","38.600000858306885","38.600000858306885","38.600000858306885"
"8640000","34.829999923706055","34.829999923706055","34.829999923706055"
"8704000","33.62000036239624","33.62000036239624","33.62000036239624"
"8768000","34.730000019073486","34.730000019073486","34.730000019073486"
"8832000","30.420000314712524","30.420000314712524","30.420000314712524"
"8896000","35.40999984741211","35.40999984741211","35.40999984741211"
"8960000","38.12000036239624","38.12000036239624","38.12000036239624"
"9024000","41.09000015258789","41.09000015258789","41.09000015258789"
"9088000","38.30999946594238","38.30999946594238","38.30999946594238"
"9152000","34.290000438690186","34.290000438690186","34.290000438690186"
"9216000","34.480000019073486","34.480000019073486","34.480000019073486"
"9280000","32.5799994468689","32.5799994468689","32.5799994468689"
"9344000","33.05999946594238","33.05999946594238","33.05999946594238"
"9408000","34.899999141693115","34.899999141693115","34.899999141693115"
"9472000","39.64999961853027","39.64999961853027","39.64999961853027"
"9536000","38.00999975204468","38.00999975204468","38.00999975204468"
"9600000","44.34999942779541","44.34999942779541","44.34999942779541"
"9664000","39.36999988555908","39.36999988555908","39.36999988555908"
"9728000","48.1299991607666","48.1299991607666","48.1299991607666"
"9792000","48.53999948501587","48.53999948501587","48.53999948501587"
"9856000","42.6200008392334","42.6200008392334","42.6200008392334"
"9920000","43.40000057220459","43.40000057220459","43.40000057220459"
"9984000","50.510000228881836","50.510000228881836","50.510000228881836"
"10048000","48.209999561309814","48.209999561309814","48.209999561309814"
"10112000","40.71000003814697","40.71000003814697","40.71000003814697"
"10176000","43.78999948501587","43.78999948501587","43.78999948501587"
"10240000","43.519999980926514","43.519999980926514","43.519999980926514"
"10304000","42.309999227523804","42.309999227523804","42.309999227523804"
"10368000","46.450000047683716","46.450000047683716","46.450000047683716"
"10432000","45.77000045776367","45.77000045776367","45.77000045776367"
"10496000","43.09999990463257","43.09999990463257","43.09999990463257"
"10560000","46.669999837875366","46.669999837875366","46.669999837875366"
"10624000","47.42000079154968","47.42000079154968","47.42000079154968"
"10688000","50","50","50"
"10752000","47.97999906539917","47.97999906539917","47.97999906539917"
"10816000","49.84000015258789","49.84000015258789","49.84000015258789"
"10880000","52.19999933242798","52.19999933242798","52.19999933242798"
"10944000","46.0600004196167","46.0600004196167","46.0600004196167"
"11008000","49.760000228881836","49.760000228881836","49.760000228881836"
"11072000","48.32000017166138","48.32000017166138","48.32000017166138"
"11136000","43.25","43.25","43.25"
"11200000","40.130000591278076","40.130000591278076","40.130000591278076"
"11264000","45.5600004196167","45.5600004196167","45.5600004196167"
"11328000","52.450000286102295","52.450000286102295","52.450000286102295"
"11392000","52.30999994277954","52.30999994277954","52.30999994277954"
"11456000","53.549999713897705","53.549999713897705","53.549999713897705"
"11520000","52.09999942779541","52.09999942779541","52.09999942779541"
"11584000","44.82000017166138","44.82000017166138","44.82000017166138"
"11648000","42.18000030517578","42.18000030517578","42.18000030517578"
"11712000","40.96000003814697","40.96000003814697","40.96000003814697"
"11776000","40.640000343322754","40.640000343322754","40.640000343322754"
"11840000","39.230000019073486","39.230000019073486","39.230000019073486"
"11904000","47.74000024795532","47.74000024795532","47.74000024795532"
"11968000","46.1299991607666","46.1299991607666","46.1299991607666"
"12032000","44.19000005722046","44.19000005722046","44.19000005722046"
"12096000","45.62000036239624","45.62000036239624","45.62000036239624"
"12160000","43.08999967575073","43.08999967575073","43.08999967575073"
"12224000","42.260000228881836","42.260000228881836","42.260000228881836"
"12288000","38.170000076293945","38.170000076293945","38.170000076293945"
"12352000","40.12000036239624","40.12000036239624","40.12000036239624"
"12416000","43.230000495910645","43.230000495910645","43.230000495910645"
"12480000","42.420000076293945","42.420000076293945","42.420000076293945"
"12544000","39.39000082015991","39.39000082015991","39.39000082015991"
"12608000","39.769999504089355","39.769999504089355","39.769999504089355"
"12672000","39.88000011444092","39.88000011444092","39.88000011444092"
"12736000","40.269999980926514","40.269999980926514","40.269999980926514"
"12800000","37.21000003814697","37.21000003814697","37.21000003814697"
"12864000","37.989999771118164","37.989999771118164","37.989999771118164"
"12928000","43.52999925613403","43.52999925613403","43.52999925613403"
"12992000","52.62999963760376","52.62999963760376","52.62999963760376"
"13056000","55.25","55.25","55.25"
"13120000","55.44999885559082","55.44999885559082","55.44999885559082"
"13184000","53.3799991607666","53.3799991607666","53.3799991607666"
"13248000","49.959999084472656","49.959999084472656","49.959999084472656"
"13312000","42.549999713897705","42.549999713897705","42.549999713897705"
"13376000","44.8299994468689","44.8299994468689","44.8299994468689"
"13440000","44.21000003814697","44.21000003814697","44.21000003814697"
"13504000","45.80999994277954","45.80999994277954","45.80999994277954"
"13568000","48.3299994468689","48.3299994468689","48.3299994468689"
"13632000","46.369999408721924","46.369999408721924","46.369999408721924"
"13696000","42.12000012397766","42.12000012397766","42.12000012397766"
"13760000","45.269999504089355","45.269999504089355","45.269999504089355"
"13824000","47.690001010894775","47.690001010894775","47.690001010894775"
"13888000","42.16000032424927","42.16000032424927","42.16000032424927"
"13952000","38.59999990463257","38.59999990463257","38.59999990463257"
"14016000","38.25000047683716","38.25000047683716","38.25000047683716"
"14080000","43.66000032424927","43.66000032424927","43.66000032424927"
"14144000","45.80000114440918","45.80000114440918","45.80000114440918"
"14208000","41.40999984741211","41.40999984741211","41.40999984741211"
"14272000","38.859999656677246","38.859999656677246","38.859999656677246"
"14336000","39.860000133514404","39.860000133514404","39.860000133514404"
"14400000","36.139999866485596","36.139999866485596","36.139999866485596"
"14464000","34.269999742507935","34.269999742507935","34.269999742507935"
"14528000","35.230000019073486","35.230000019073486","35.230000019073486"
"14592000","37.3100004196167","37.3100004196167","37.3100004196167"
"14656000","41.93999910354614","41.93999910354614","41.93999910354614"
"14720000","47.119999408721924","47.119999408721924","47.119999408721924"
"14784000","48.19999933242798","48.19999933242798","48.19999933242798"
"14848000","46.59000015258789","46.59000015258789","46.59000015258789"
"14912000","47.03999948501587","47.03999948501587","47.03999948501587"
"14976000","45.66000032424927","45.66000032424927","45.66000032424927"
"15040000","49.56999969482422","49.56999969482422","49.56999969482422"
"15104000","48.40000009536743","48.40000009536743","48.40000009536743"
"15168000","44.46000027656555","44.46000027656555","44.46000027656555"
"15232000","40.52999973297119","40.52999973297119","40.52999973297119"
"15296000","38.18000030517578","38.18000030517578","38.18000030517578"
"15360000","38.28999972343445","38.28999972343445","38.28999972343445"
"15424000","37.41000008583069","37.41000008583069","37.41000008583069"
"15488000","40.32999897003174","40.32999897003174","40.32999897003174"
"15552000","41.59000015258789","41.59000015258789","41.59000015258789"
"15616000","42.5799994468689","42.5799994468689","42.5799994468689"
"15680000","35.269999980926514","35.269999980926514","35.269999980926514"
"15744000","35.71000051498413","35.71000051498413","35.71000051498413"
"15808000","39.18000102043152","39.18000102043152","39.18000102043152"
"15872000","39.47000026702881","39.47000026702881","39.47000026702881"
"15936000","40.079999923706055","40.079999923706055","40.079999923706055"
"16000000","38.87999963760376","38.87999963760376","38.87999963760376"
"16064000","34.65999960899353","34.65999960899353","34.65999960899353"
"16128000","33.30000066757202","33.30000066757202","33.30000066757202"
"16192000","36.49999976158142","36.49999976158142","36.49999976158142"
"16256000","36.179999589920044","36.179999589920044","36.179999589920044"
"16320000","38.91000032424927","38.91000032424927","38.91000032424927"
"16384000","34.63999915122986","34.63999915122986","34.63999915122986"
"16448000","33.52000093460083","33.52000093460083","33.52000093460083"
"16512000","37.08000040054321","37.08000040054321","37.08000040054321"
