"Step","Job Type: training - SW_ep_rew_total","Job Type: training - SW_ep_rew_total__MIN","Job Type: training - SW_ep_rew_total__MAX"
"64000","-33338.228515625","-33338.228515625","-33338.228515625"
"128000","-28202.17529296875","-28202.17529296875","-28202.17529296875"
"192000","-21993.1533203125","-21993.1533203125","-21993.1533203125"
"256000","-17470.99072265625","-17470.99072265625","-17470.99072265625"
"320000","-13971.14453125","-13971.14453125","-13971.14453125"
"384000","-11544.898681640625","-11544.898681640625","-11544.898681640625"
"448000","-8747.456298828125","-8747.456298828125","-8747.456298828125"
"512000","-7125.297119140625","-7125.297119140625","-7125.297119140625"
"576000","-5520.0177001953125","-5520.0177001953125","-5520.0177001953125"
"640000","-4223.7523193359375","-4223.7523193359375","-4223.7523193359375"
"704000","-3306.2669067382812","-3306.2669067382812","-3306.2669067382812"
"768000","-2547.6025390625","-2547.6025390625","-2547.6025390625"
"832000","-2102.6226501464844","-2102.6226501464844","-2102.6226501464844"
"896000","-1618.3826293945312","-1618.3826293945312","-1618.3826293945312"
"960000","-1174.5726165771484","-1174.5726165771484","-1174.5726165771484"
"1024000","-852.2024230957031","-852.2024230957031","-852.2024230957031"
"1088000","-610.1499099731445","-610.1499099731445","-610.1499099731445"
"1152000","-417.6549758911133","-417.6549758911133","-417.6549758911133"
"1216000","-446.82495880126953","-446.82495880126953","-446.82495880126953"
"1280000","-467.2774658203125","-467.2774658203125","-467.2774658203125"
"1344000","-399.4849395751953","-399.4849395751953","-399.4849395751953"
"1408000","-231.7874755859375","-231.7874755859375","-231.7874755859375"
"1472000","-428.00746154785156","-428.00746154785156","-428.00746154785156"
"1536000","-336.8249702453613","-336.8249702453613","-336.8249702453613"
"1600000","-141.60748863220215","-141.60748863220215","-141.60748863220215"
"1664000","-115.69748306274414","-115.69748306274414","-115.69748306274414"
"1728000","-116.25497436523438","-116.25497436523438","-116.25497436523438"
"1792000","-39.46498394012451","-39.46498394012451","-39.46498394012451"
"1856000","-45.02248239517212","-45.02248239517212","-45.02248239517212"
"1920000","-7.182498317211866","-7.182498317211866","-7.182498317211866"
"1984000","-22.762497663497925","-22.762497663497925","-22.762497663497925"
"2048000","72.75998020172119","72.75998020172119","72.75998020172119"
"2112000","65.98496913909912","65.98496913909912","65.98496913909912"
"2176000","69.06748390197754","69.06748390197754","69.06748390197754"
"2240000","101.44246101379395","101.44246101379395","101.44246101379395"
"2304000","120.23745727539062","120.23745727539062","120.23745727539062"
"2368000","90.46248245239258","90.46248245239258","90.46248245239258"
"2432000","83.47748279571533","83.47748279571533","83.47748279571533"
"2496000","99.66996574401855","99.66996574401855","99.66996574401855"
"2560000","122.47245979309082","122.47245979309082","122.47245979309082"
"2624000","107.50996780395508","107.50996780395508","107.50996780395508"
"2688000","146.0149631500244","146.0149631500244","146.0149631500244"
"2752000","145.75246620178223","145.75246620178223","145.75246620178223"
"2816000","170.82245635986328","170.82245635986328","170.82245635986328"
"2880000","163.7524528503418","163.7524528503418","163.7524528503418"
"2944000","167.66995811462402","167.66995811462402","167.66995811462402"
"3008000","209.13993453979492","209.13993453979492","209.13993453979492"
"3072000","233.8599624633789","233.8599624633789","233.8599624633789"
"3136000","218.82746505737305","218.82746505737305","218.82746505737305"
"3200000","226.7424659729004","226.7424659729004","226.7424659729004"
"3264000","241.8724822998047","241.8724822998047","241.8724822998047"
"3328000","232.5649757385254","232.5649757385254","232.5649757385254"
"3392000","249.30998611450195","249.30998611450195","249.30998611450195"
"3456000","264.73746490478516","264.73746490478516","264.73746490478516"
"3520000","301.5074920654297","301.5074920654297","301.5074920654297"
"3584000","308.9850044250488","308.9850044250488","308.9850044250488"
"3648000","272.98247146606445","272.98247146606445","272.98247146606445"
"3712000","289.0374641418457","289.0374641418457","289.0374641418457"
"3776000","294.24750900268555","294.24750900268555","294.24750900268555"
"3840000","308.3049850463867","308.3049850463867","308.3049850463867"
"3904000","336.8000297546387","336.8000297546387","336.8000297546387"
"3968000","357.04007720947266","357.04007720947266","357.04007720947266"
"4032000","378.89261627197266","378.89261627197266","378.89261627197266"
