"Step","Job Type: training - SW_ep_rew_total","Job Type: training - SW_ep_rew_total__MIN","Job Type: training - SW_ep_rew_total__MAX"
"4096000","394.66764068603516","394.66764068603516","394.66764068603516"
"4160000","442.7427215576172","442.7427215576172","442.7427215576172"
"4224000","460.8901901245117","460.8901901245117","460.8901901245117"
"4288000","446.86527252197266","446.86527252197266","446.86527252197266"
"4352000","465.6852493286133","465.6852493286133","465.6852493286133"
"4416000","453.4677505493164","453.4677505493164","453.4677505493164"
"4480000","462.0127868652344","462.0127868652344","462.0127868652344"
"4544000","491.8827896118164","491.8827896118164","491.8827896118164"
"4608000","492.12782287597656","492.12782287597656","492.12782287597656"
"4672000","478.56534576416016","478.56534576416016","478.56534576416016"
"4736000","503.32786560058594","503.32786560058594","503.32786560058594"
"4800000","499.9453353881836","499.9453353881836","499.9453353881836"
"4864000","453.8177032470703","453.8177032470703","453.8177032470703"
"4928000","423.84510803222656","423.84510803222656","423.84510803222656"
"4992000","421.40513610839844","421.40513610839844","421.40513610839844"
"5056000","402.66265869140625","402.66265869140625","402.66265869140625"
"5120000","396.3851089477539","396.3851089477539","396.3851089477539"
"5184000","393.3726043701172","393.3726043701172","393.3726043701172"
"5248000","433.23512268066406","433.23512268066406","433.23512268066406"
"5312000","466.56275177001953","466.56275177001953","466.56275177001953"
"5376000","489.6577911376953","489.6577911376953","489.6577911376953"
"5440000","509.6553421020508","509.6553421020508","509.6553421020508"
"5504000","462.4552764892578","462.4552764892578","462.4552764892578"
"5568000","471.88023376464844","471.88023376464844","471.88023376464844"
"5632000","499.90283966064453","499.90283966064453","499.90283966064453"
"5696000","545.2680206298828","545.2680206298828","545.2680206298828"
"5760000","525.0903625488281","525.0903625488281","525.0903625488281"
"5824000","532.7653961181641","532.7653961181641","532.7653961181641"
"5888000","516.6403427124023","516.6403427124023","516.6403427124023"
"5952000","526.9453735351562","526.9453735351562","526.9453735351562"
"6016000","521.6853942871094","521.6853942871094","521.6853942871094"
"6080000","528.5878143310547","528.5878143310547","528.5878143310547"
"6144000","526.4553909301758","526.4553909301758","526.4553909301758"
"6208000","576.7179870605469","576.7179870605469","576.7179870605469"
"6272000","527.0528717041016","527.0528717041016","527.0528717041016"
"6336000","522.3703765869141","522.3703765869141","522.3703765869141"
"6400000","546.8803939819336","546.8803939819336","546.8803939819336"
"6464000","568.6254119873047","568.6254119873047","568.6254119873047"
"6528000","546.9604034423828","546.9604034423828","546.9604034423828"
"6592000","567.7779235839844","567.7779235839844","567.7779235839844"
"6656000","556.590446472168","556.590446472168","556.590446472168"
"6720000","545.4854049682617","545.4854049682617","545.4854049682617"
"6784000","581.8355102539062","581.8355102539062","581.8355102539062"
"6848000","592.7505493164062","592.7505493164062","592.7505493164062"
"6912000","568.3604507446289","568.3604507446289","568.3604507446289"
"6976000","541.8379058837891","541.8379058837891","541.8379058837891"
"7040000","544.8754501342773","544.8754501342773","544.8754501342773"
"7104000","552.3954849243164","552.3954849243164","552.3954849243164"
"7168000","546.5878829956055","546.5878829956055","546.5878829956055"
"7232000","555.3729553222656","555.3729553222656","555.3729553222656"
"7296000","550.705436706543","550.705436706543","550.705436706543"
"7360000","561.8579635620117","561.8579635620117","561.8579635620117"
"7424000","548.7154693603516","548.7154693603516","548.7154693603516"
"7488000","538.280387878418","538.280387878418","538.280387878418"
"7552000","534.4303741455078","534.4303741455078","534.4303741455078"
"7616000","532.9128875732422","532.9128875732422","532.9128875732422"
"7680000","578.2629623413086","578.2629623413086","578.2629623413086"
"7744000","588.8704833984375","588.8704833984375","588.8704833984375"
"7808000","557.0053634643555","557.0053634643555","557.0053634643555"
"7872000","585.68798828125","585.68798828125","585.68798828125"
"7936000","599.7655715942383","599.7655715942383","599.7655715942383"
"8000000","578.1979675292969","578.1979675292969","578.1979675292969"
"8064000","626.9456100463867","626.9456100463867","626.9456100463867"
"8128000","627.0655364990234","627.0655364990234","627.0655364990234"
"8192000","642.4831085205078","642.4831085205078","642.4831085205078"
"8256000","680.3031768798828","680.3031768798828","680.3031768798828"
"8320000","683.4157257080078","683.4157257080078","683.4157257080078"
"8384000","649.343132019043","649.343132019043","649.343132019043"
"8448000","682.0257110595703","682.0257110595703","682.0257110595703"
"8512000","682.0457305908203","682.0457305908203","682.0457305908203"
"8576000","697.8282165527344","697.8282165527344","697.8282165527344"
"8640000","720.0458068847656","720.0458068847656","720.0458068847656"
"8704000","766.4159545898438","766.4159545898438","766.4159545898438"
"8768000","754.203369140625","754.203369140625","754.203369140625"
"8832000","770.1184539794922","770.1184539794922","770.1184539794922"
"8896000","780.4334564208984","780.4334564208984","780.4334564208984"
"8960000","767.9834899902344","767.9834899902344","767.9834899902344"
"9024000","774.4283752441406","774.4283752441406","774.4283752441406"
"9088000","793.8035430908203","793.8035430908203","793.8035430908203"
"9152000","780.0884704589844","780.0884704589844","780.0884704589844"
"9216000","831.7885894775391","831.7885894775391","831.7885894775391"
"9280000","828.0360717773438","828.0360717773438","828.0360717773438"
"9344000","861.901123046875","861.901123046875","861.901123046875"
"9408000","850.8786468505859","850.8786468505859","850.8786468505859"
"9472000","816.3710784912109","816.3710784912109","816.3710784912109"
"9536000","813.9185638427734","813.9185638427734","813.9185638427734"
"9600000","784.2659301757812","784.2659301757812","784.2659301757812"
"9664000","772.1783905029297","772.1783905029297","772.1783905029297"
"9728000","776.0109558105469","776.0109558105469","776.0109558105469"
"9792000","773.3984832763672","773.3984832763672","773.3984832763672"
"9856000","801.7710571289062","801.7710571289062","801.7710571289062"
"9920000","836.3310241699219","836.3310241699219","836.3310241699219"
"9984000","839.2860260009766","839.2860260009766","839.2860260009766"
"10048000","850.8286285400391","850.8286285400391","850.8286285400391"
"10112000","831.2961120605469","831.2961120605469","831.2961120605469"
"10176000","869.9837188720703","869.9837188720703","869.9837188720703"
"10240000","877.4986724853516","877.4986724853516","877.4986724853516"
"10304000","851.3635559082031","851.3635559082031","851.3635559082031"
"10368000","853.1436614990234","853.1436614990234","853.1436614990234"
"10432000","832.8435668945312","832.8435668945312","832.8435668945312"
"10496000","875.7611694335938","875.7611694335938","875.7611694335938"
"10560000","857.5536346435547","857.5536346435547","857.5536346435547"
"10624000","883.5336608886719","883.5336608886719","883.5336608886719"
"10688000","844.8311309814453","844.8311309814453","844.8311309814453"
"10752000","847.1236267089844","847.1236267089844","847.1236267089844"
"10816000","871.7586669921875","871.7586669921875","871.7586669921875"
"10880000","869.3585968017578","869.3585968017578","869.3585968017578"
"10944000","898.9087219238281","898.9087219238281","898.9087219238281"
"11008000","895.8186187744141","895.8186187744141","895.8186187744141"
"11072000","857.0511627197266","857.0511627197266","857.0511627197266"
"11136000","833.173583984375","833.173583984375","833.173583984375"
"11200000","878.2587432861328","878.2587432861328","878.2587432861328"
"11264000","883.5135803222656","883.5135803222656","883.5135803222656"
"11328000","854.5911102294922","854.5911102294922","854.5911102294922"
"11392000","827.6785125732422","827.6785125732422","827.6785125732422"
"11456000","800.2834320068359","800.2834320068359","800.2834320068359"
"11520000","814.9210357666016","814.9210357666016","814.9210357666016"
"11584000","809.5759887695312","809.5759887695312","809.5759887695312"
"11648000","844.5211181640625","844.5211181640625","844.5211181640625"
"11712000","861.5786895751953","861.5786895751953","861.5786895751953"
"11776000","878.3262329101562","878.3262329101562","878.3262329101562"
"11840000","856.4360198974609","856.4360198974609","856.4360198974609"
"11904000","865.3236541748047","865.3236541748047","865.3236541748047"
"11968000","870.2736663818359","870.2736663818359","870.2736663818359"
"12032000","847.0835876464844","847.0835876464844","847.0835876464844"
"12096000","872.4885864257812","872.4885864257812","872.4885864257812"
"12160000","855.6236267089844","855.6236267089844","855.6236267089844"
"12224000","871.2911529541016","871.2911529541016","871.2911529541016"
"12288000","915.961181640625","915.961181640625","915.961181640625"
"12352000","927.0263214111328","927.0263214111328","927.0263214111328"
"12416000","883.421142578125","883.421142578125","883.421142578125"
"12480000","875.4785614013672","875.4785614013672","875.4785614013672"
"12544000","850.9360961914062","850.9360961914062","850.9360961914062"
"12608000","884.5462799072266","884.5462799072266","884.5462799072266"
"12672000","876.7537078857422","876.7537078857422","876.7537078857422"
"12736000","877.1911010742188","877.1911010742188","877.1911010742188"
"12800000","918.4961853027344","918.4961853027344","918.4961853027344"
"12864000","930.8511657714844","930.8511657714844","930.8511657714844"
"12928000","888.2261199951172","888.2261199951172","888.2261199951172"
"12992000","913.1587982177734","913.1587982177734","913.1587982177734"
"13056000","890.8638000488281","890.8638000488281","890.8638000488281"
"13120000","915.2187652587891","915.2187652587891","915.2187652587891"
"13184000","918.3036956787109","918.3036956787109","918.3036956787109"
"13248000","889.4037322998047","889.4037322998047","889.4037322998047"
"13312000","887.5436553955078","887.5436553955078","887.5436553955078"
"13376000","921.63134765625","921.63134765625","921.63134765625"
"13440000","934.8812713623047","934.8812713623047","934.8812713623047"
"13504000","914.5986633300781","914.5986633300781","914.5986633300781"
"13568000","912.68115234375","912.68115234375","912.68115234375"
"13632000","916.4512023925781","916.4512023925781","916.4512023925781"
"13696000","947.8587951660156","947.8587951660156","947.8587951660156"
"13760000","939.5387725830078","939.5387725830078","939.5387725830078"
"13824000","918.228759765625","918.228759765625","918.228759765625"
"13888000","896.0212707519531","896.0212707519531","896.0212707519531"
"13952000","906.1161499023438","906.1161499023438","906.1161499023438"
"14016000","928.0038146972656","928.0038146972656","928.0038146972656"
"14080000","898.7561798095703","898.7561798095703","898.7561798095703"
"14144000","932.2037048339844","932.2037048339844","932.2037048339844"
"14208000","972.0388488769531","972.0388488769531","972.0388488769531"
"14272000","950.7713012695312","950.7713012695312","950.7713012695312"
"14336000","897.9236450195312","897.9236450195312","897.9236450195312"
"14400000","915.273681640625","915.273681640625","915.273681640625"
"14464000","898.2386474609375","898.2386474609375","898.2386474609375"
"14528000","900.3510894775391","900.3510894775391","900.3510894775391"
"14592000","892.7961730957031","892.7961730957031","892.7961730957031"
"14656000","892.9162902832031","892.9162902832031","892.9162902832031"
"14720000","910.0411834716797","910.0411834716797","910.0411834716797"
"14784000","870.6436614990234","870.6436614990234","870.6436614990234"
"14848000","932.9087524414062","932.9087524414062","932.9087524414062"
"14912000","909.2212219238281","909.2212219238281","909.2212219238281"
"14976000","925.4762878417969","925.4762878417969","925.4762878417969"
"15040000","987.4114227294922","987.4114227294922","987.4114227294922"
"15104000","966.9937896728516","966.9937896728516","966.9937896728516"
"15168000","954.2762451171875","954.2762451171875","954.2762451171875"
"15232000","929.1063385009766","929.1063385009766","929.1063385009766"
"15296000","952.0114440917969","952.0114440917969","952.0114440917969"
"15360000","982.5712432861328","982.5712432861328","982.5712432861328"
"15424000","989.5838928222656","989.5838928222656","989.5838928222656"
"15488000","989.4813079833984","989.4813079833984","989.4813079833984"
"15552000","1057.3238983154297","1057.3238983154297","1057.3238983154297"
"15616000","1071.7164459228516","1071.7164459228516","1071.7164459228516"
"15680000","992.2786712646484","992.2786712646484","992.2786712646484"
"15744000","1013.9338073730469","1013.9338073730469","1013.9338073730469"
"15808000","1042.7239532470703","1042.7239532470703","1042.7239532470703"
"15872000","1035.76904296875","1035.76904296875","1035.76904296875"
"15936000","1048.083755493164","1048.083755493164","1048.083755493164"
"16000000","1042.9111938476562","1042.9111938476562","1042.9111938476562"
"16064000","1076.1914672851562","1076.1914672851562","1076.1914672851562"
"16128000","1085.6563873291016","1085.6563873291016","1085.6563873291016"
"16192000","1086.1790008544922","1086.1790008544922","1086.1790008544922"
"16256000","1086.9688415527344","1086.9688415527344","1086.9688415527344"
"16320000","1105.5314178466797","1105.5314178466797","1105.5314178466797"
"16384000","1082.0288848876953","1082.0288848876953","1082.0288848876953"
"16448000","1074.091323852539","1074.091323852539","1074.091323852539"
"16512000","1058.1511993408203","1058.1511993408203","1058.1511993408203"
"16576000","1057.5838165283203","1057.5838165283203","1057.5838165283203"
"16640000","1104.386489868164","1104.386489868164","1104.386489868164"
"16704000","1088.618881225586","1088.618881225586","1088.618881225586"
"16768000","1090.6488342285156","1090.6488342285156","1090.6488342285156"
"16832000","1075.153823852539","1075.153823852539","1075.153823852539"
"16896000","1075.4188842773438","1075.4188842773438","1075.4188842773438"
"16960000","1064.591293334961","1064.591293334961","1064.591293334961"
"17024000","1057.9188690185547","1057.9188690185547","1057.9188690185547"
"17088000","1066.4837799072266","1066.4837799072266","1066.4837799072266"
"17152000","1101.466323852539","1101.466323852539","1101.466323852539"
"17216000","1057.9738006591797","1057.9738006591797","1057.9738006591797"
"17280000","1112.331283569336","1112.331283569336","1112.331283569336"
"17344000","1093.0413208007812","1093.0413208007812","1093.0413208007812"
"17408000","1140.6413116455078","1140.6413116455078","1140.6413116455078"
"17472000","1100.456283569336","1100.456283569336","1100.456283569336"
"17536000","1079.3363647460938","1079.3363647460938","1079.3363647460938"
"17600000","1065.5337219238281","1065.5337219238281","1065.5337219238281"
"17664000","1060.6238403320312","1060.6238403320312","1060.6238403320312"
"17728000","1089.568832397461","1089.568832397461","1089.568832397461"
"17792000","1071.4513549804688","1071.4513549804688","1071.4513549804688"
"17856000","1126.2789001464844","1126.2789001464844","1126.2789001464844"
"17920000","1088.5114135742188","1088.5114135742188","1088.5114135742188"
"17984000","1123.8487396240234","1123.8487396240234","1123.8487396240234"
"18048000","1156.0662994384766","1156.0662994384766","1156.0662994384766"
"18112000","1109.2013244628906","1109.2013244628906","1109.2013244628906"
"18176000","1032.1988830566406","1032.1988830566406","1032.1988830566406"
"18240000","1056.6488952636719","1056.6488952636719","1056.6488952636719"
"18304000","1095.8912506103516","1095.8912506103516","1095.8912506103516"
"18368000","1122.2711944580078","1122.2711944580078","1122.2711944580078"
"18432000","1142.6089324951172","1142.6089324951172","1142.6089324951172"
"18496000","1083.6113586425781","1083.6113586425781","1083.6113586425781"
"18560000","1129.6688232421875","1129.6688232421875","1129.6688232421875"
"18624000","1087.0513610839844","1087.0513610839844","1087.0513610839844"
"18688000","1065.8688354492188","1065.8688354492188","1065.8688354492188"
"18752000","1090.3213806152344","1090.3213806152344","1090.3213806152344"
"18816000","1059.2487335205078","1059.2487335205078","1059.2487335205078"
"18880000","1100.3013763427734","1100.3013763427734","1100.3013763427734"
"18944000","1137.581298828125","1137.581298828125","1137.581298828125"
"19008000","1119.7512664794922","1119.7512664794922","1119.7512664794922"
"19072000","1087.3038024902344","1087.3038024902344","1087.3038024902344"
"19136000","1054.8013000488281","1054.8013000488281","1054.8013000488281"
"19200000","1077.9213256835938","1077.9213256835938","1077.9213256835938"
"19264000","1085.0962829589844","1085.0962829589844","1085.0962829589844"
"19328000","1050.7764739990234","1050.7764739990234","1050.7764739990234"
"19392000","1048.0562744140625","1048.0562744140625","1048.0562744140625"
"19456000","1046.4110717773438","1046.4110717773438","1046.4110717773438"
"19520000","999.7412719726562","999.7412719726562","999.7412719726562"
"19584000","1013.5887298583984","1013.5887298583984","1013.5887298583984"
"19648000","1065.7837371826172","1065.7837371826172","1065.7837371826172"
"19712000","1109.9561920166016","1109.9561920166016","1109.9561920166016"
"19776000","1124.0086822509766","1124.0086822509766","1124.0086822509766"
"19840000","1103.4212493896484","1103.4212493896484","1103.4212493896484"
"19904000","1127.8338012695312","1127.8338012695312","1127.8338012695312"
"19968000","1094.3787384033203","1094.3787384033203","1094.3787384033203"
"20032000","1096.2210235595703","1096.2210235595703","1096.2210235595703"
