"Step","coin3_cbam_team - SW_ep_rew_mean","coin3_cbam_team - SW_ep_rew_mean__MIN","coin3_cbam_team - SW_ep_rew_mean__MAX"
"3264000","-0.10000004371007283","-0.10000004371007283","-0.10000004371007283"
"3328000","-0.033333400885264076","-0.033333400885264076","-0.033333400885264076"
"3392000","-0.700000007947286","-0.700000007947286","-0.700000007947286"
"3456000","0.4200000762939453","0.4200000762939453","0.4200000762939453"
"3520000","0.28666675090789795","0.28666675090789795","0.28666675090789795"
"3584000","-0.0666666030883789","-0.0666666030883789","-0.0666666030883789"
"3648000","-0.14666668574015299","-0.14666668574015299","-0.14666668574015299"
"3712000","0.13333346446355185","0.13333346446355185","0.13333346446355185"
"3776000","0.7733333110809326","0.7733333110809326","0.7733333110809326"
"3840000","-0.03333336114883423","-0.03333336114883423","-0.03333336114883423"
"3904000","0.34666669368743896","0.34666669368743896","0.34666669368743896"
"3968000","0.03333329223096371","0.03333329223096371","0.03333329223096371"
"4032000","0.7799999117851257","0.7799999117851257","0.7799999117851257"
"4096000","0.013333400090535482","0.013333400090535482","0.013333400090535482"
"4160000","0.8666667342185974","0.8666667342185974","0.8666667342185974"
"4224000","0.7399999548991522","0.7399999548991522","0.7399999548991522"
"4288000","0.2733333508173625","0.2733333508173625","0.2733333508173625"
"4352000","0.3800000225504239","0.3800000225504239","0.3800000225504239"
"4416000","0.3933333953221639","0.3933333953221639","0.3933333953221639"
"4480000","0.09333333869775136","0.09333333869775136","0.09333333869775136"
"4544000","0.3933333953221639","0.3933333953221639","0.3933333953221639"
"4608000","0.3266666531562805","0.3266666531562805","0.3266666531562805"
"4672000","-0.046666706601778664","-0.046666706601778664","-0.046666706601778664"
"4736000","0.2333332896232605","0.2333332896232605","0.2333332896232605"
"4800000","0.046666622161865234","0.046666622161865234","0.046666622161865234"
"4864000","0.30999990552663803","0.30999990552663803","0.30999990552663803"
"4928000","0.3599999714642763","0.3599999714642763","0.3599999714642763"
"4992000","0.493333379427592","0.493333379427592","0.493333379427592"
"5056000","0.39333346486091614","0.39333346486091614","0.39333346486091614"
"5120000","0.7800000508626302","0.7800000508626302","0.7800000508626302"
"5184000","0.8266667587061723","0.8266667587061723","0.8266667587061723"
"5248000","0.8599999050299326","0.8599999050299326","0.8599999050299326"
"5312000","0.6066666841506958","0.6066666841506958","0.6066666841506958"
"5376000","0.7800000210603079","0.7800000210603079","0.7800000210603079"
"5440000","0.9199999620517095","0.9199999620517095","0.9199999620517095"
"5504000","0.59333336353302","0.59333336353302","0.59333336353302"
"5568000","1.0066666106383007","1.0066666106383007","1.0066666106383007"
"5632000","0.21333332856496176","0.21333332856496176","0.21333332856496176"
"5696000","0.7133333285649618","0.7133333285649618","0.7133333285649618"
"5760000","1.5033334096272786","1.5033334096272786","1.5033334096272786"
"5824000","1.0466667413711548","1.0466667413711548","1.0466667413711548"
"5888000","0.8399999737739563","0.8399999737739563","0.8399999737739563"
"5952000","0.7066666682561239","0.7066666682561239","0.7066666682561239"
"6016000","1.2199999491373699","1.2199999491373699","1.2199999491373699"
"6080000","0.7366667340199152","0.7366667340199152","0.7366667340199152"
"6144000","0.9866666793823242","0.9866666793823242","0.9866666793823242"
"6208000","0.6333333154519399","0.6333333154519399","0.6333333154519399"
"6272000","0.7400000890096029","0.7400000890096029","0.7400000890096029"
"6336000","0.8400000035762787","0.8400000035762787","0.8400000035762787"
"6400000","1.366666704416275","1.366666704416275","1.366666704416275"
"6464000","0.8333333134651184","0.8333333134651184","0.8333333134651184"
"6528000","1.326666630183657","1.326666630183657","1.326666630183657"
"6592000","1.0533333122730255","1.0533333122730255","1.0533333122730255"
"6656000","1.553333342075348","1.553333342075348","1.553333342075348"
"6720000","1.473333363731702","1.473333363731702","1.473333363731702"
"6784000","1.5066667199134827","1.5066667199134827","1.5066667199134827"
"6848000","0.9833333094914755","0.9833333094914755","0.9833333094914755"
"6912000","1.6399999459584553","1.6399999459584553","1.6399999459584553"
"6976000","1.5200000206629436","1.5200000206629436","1.5200000206629436"
"7040000","1.5933333026866119","1.5933333026866119","1.5933333026866119"
"7104000","1.3799999554951985","1.3799999554951985","1.3799999554951985"
"7168000","1.2033332188924153","1.2033332188924153","1.2033332188924153"
"7232000","1.0133333404858906","1.0133333404858906","1.0133333404858906"
"7296000","2.426666706800461","2.426666706800461","2.426666706800461"
"7360000","1.6599999864896138","1.6599999864896138","1.6599999864896138"
"7424000","1.9000000258286793","1.9000000258286793","1.9000000258286793"
"7488000","1.8766666849454243","1.8766666849454243","1.8766666849454243"
"7552000","1.8800000585615635","1.8800000585615635","1.8800000585615635"
"7616000","1.7466666605323553","1.7466666605323553","1.7466666605323553"
"7680000","1.6400000254313152","1.6400000254313152","1.6400000254313152"
"7744000","0.9000000009934107","0.9000000009934107","0.9000000009934107"
"7808000","1.753333310286204","1.753333310286204","1.753333310286204"
"7872000","1.533333317687114","1.533333317687114","1.533333317687114"
"7936000","2.040000041325887","2.040000041325887","2.040000041325887"
"8000000","1.9133334159851074","1.9133334159851074","1.9133334159851074"
"8064000","2.25333340652287","2.25333340652287","2.25333340652287"
"8128000","1.9066667258739471","1.9066667258739471","1.9066667258739471"
"8192000","1.1599999864896138","1.1599999864896138","1.1599999864896138"
"8256000","1.8933332761128743","1.8933332761128743","1.8933332761128743"
"8320000","1.5333332618077595","1.5333332618077595","1.5333332618077595"
"8384000","1.6066667238871257","1.6066667238871257","1.6066667238871257"
"8448000","1.7733333110809326","1.7733333110809326","1.7733333110809326"
"8512000","1.8533333825568359","1.8533333825568359","1.8533333825568359"
"8576000","2.793333411216736","2.793333411216736","2.793333411216736"
"8640000","1.7666666309038799","1.7666666309038799","1.7666666309038799"
"8704000","1.3000000640749931","1.3000000640749931","1.3000000640749931"
"8768000","1.9533333877722423","1.9533333877722423","1.9533333877722423"
"8832000","1.9199999781946342","1.9199999781946342","1.9199999781946342"
"8896000","1.919999937216441","1.919999937216441","1.919999937216441"
"8960000","2.0266666735212007","2.0266666735212007","2.0266666735212007"
"9024000","1.1733332574367523","1.1733332574367523","1.1733332574367523"
"9088000","2.9133334159851074","2.9133334159851074","2.9133334159851074"
"9152000","2.3333333333333335","2.3333333333333335","2.3333333333333335"
"9216000","2.526666703323523","2.526666703323523","2.526666703323523"
"9280000","2.113333394130071","2.113333394130071","2.113333394130071"
"9344000","1.8333333333333333","1.8333333333333333","1.8333333333333333"
"9408000","1.6133333643277485","1.6133333643277485","1.6133333643277485"
"9472000","2.4533332784970603","2.4533332784970603","2.4533332784970603"
"9536000","2.486666738986969","2.486666738986969","2.486666738986969"
"9600000","2.2266666491826377","2.2266666491826377","2.2266666491826377"
"9664000","1.6466666162014008","1.6466666162014008","1.6466666162014008"
"9728000","2.3866665959358215","2.3866665959358215","2.3866665959358215"
"9792000","1.8400000135103862","1.8400000135103862","1.8400000135103862"
"9856000","2.0600000315656266","2.0600000315656266","2.0600000315656266"
"9920000","1.6399999062220256","1.6399999062220256","1.6399999062220256"
"9984000","1.2866666615009308","1.2866666615009308","1.2866666615009308"
"10048000","2.040000021457672","2.040000021457672","2.040000021457672"
"10112000","1.9666666835546494","1.9666666835546494","1.9666666835546494"
"10176000","2.4066666960716248","2.4066666960716248","2.4066666960716248"
"10240000","2.6166667342185974","2.6166667342185974","2.6166667342185974"
"10304000","2.0666665819784007","2.0666665819784007","2.0666665819784007"
"10368000","2.3666667143503823","2.3666667143503823","2.3666667143503823"
"10432000","2.686666707197825","2.686666707197825","2.686666707197825"
"10496000","2.3933332761128745","2.3933332761128745","2.3933332761128745"
"10560000","1.3599999348322551","1.3599999348322551","1.3599999348322551"
"10624000","2.0933332815766335","2.0933332815766335","2.0933332815766335"
"10688000","1.7199999590714772","1.7199999590714772","1.7199999590714772"
"10752000","2.606666644414266","2.606666644414266","2.606666644414266"
"10816000","2.4600000182787576","2.4600000182787576","2.4600000182787576"
"10880000","2.3866666356722512","2.3866666356722512","2.3866666356722512"
"10944000","1.9200000589092572","1.9200000589092572","1.9200000589092572"
"11008000","2.0266667008399963","2.0266667008399963","2.0266667008399963"
"11072000","2.10666660964489","2.10666660964489","2.10666660964489"
"11136000","1.893333266178767","1.893333266178767","1.893333266178767"
"11200000","1.9133333067099254","1.9133333067099254","1.9133333067099254"
"11264000","2.196666717529297","2.196666717529297","2.196666717529297"
"11328000","2.376666641483704","2.376666641483704","2.376666641483704"
"11392000","2.0066666851441064","2.0066666851441064","2.0066666851441064"
"11456000","2.3666666137675443","2.3666666137675443","2.3666666137675443"
"11520000","2.0466666917006173","2.0466666917006173","2.0466666917006173"
"11584000","2.7333332896232605","2.7333332896232605","2.7333332896232605"
"11648000","2.2200000112255416","2.2200000112255416","2.2200000112255416"
"11712000","2.7066666347285113","2.7066666347285113","2.7066666347285113"
"11776000","2.7066666036844254","2.7066666036844254","2.7066666036844254"
"11840000","3.039999946951866","3.039999946951866","3.039999946951866"
"11904000","2.146666760245959","2.146666760245959","2.146666760245959"
"11968000","2.0866665790478387","2.0866665790478387","2.0866665790478387"
"12032000","2.466666658719381","2.466666658719381","2.466666658719381"
"12096000","2.446666717529297","2.446666717529297","2.446666717529297"
"12160000","1.9133332868417103","1.9133332868417103","1.9133332868417103"
"12224000","2.753333409627279","2.753333409627279","2.753333409627279"
"12288000","2.060000022252401","2.060000022252401","2.060000022252401"
"12352000","2.5599999030431113","2.5599999030431113","2.5599999030431113"
"12416000","2.4733333190282187","2.4733333190282187","2.4733333190282187"
"12480000","2.680000046888987","2.680000046888987","2.680000046888987"
"12544000","3.113333225250244","3.113333225250244","3.113333225250244"
"12608000","2.286666671435038","2.286666671435038","2.286666671435038"
"12672000","2.293333351612091","2.293333351612091","2.293333351612091"
"12736000","3.2833332618077598","3.2833332618077598","3.2833332618077598"
"12800000","2.333333412806193","2.333333412806193","2.333333412806193"
"12864000","2.593333293994268","2.593333293994268","2.593333293994268"
"12928000","2.793333310633898","2.793333310633898","2.793333310633898"
"12992000","2.4800000190734863","2.4800000190734863","2.4800000190734863"
"13056000","2.866666615009308","2.866666615009308","2.866666615009308"
"13120000","3.1133333841959634","3.1133333841959634","3.1133333841959634"
"13184000","3.1199999252955117","3.1199999252955117","3.1199999252955117"
"13248000","2.4866666992505393","2.4866666992505393","2.4866666992505393"
"13312000","3.060000022252401","3.060000022252401","3.060000022252401"
"13376000","2.459999988476435","2.459999988476435","2.459999988476435"
"13440000","2.706666588783264","2.706666588783264","2.706666588783264"
"13504000","2.54666668176651","2.54666668176651","2.54666668176651"
"13568000","3.053333282470703","3.053333282470703","3.053333282470703"
"13632000","1.873333379626274","1.873333379626274","1.873333379626274"
"13696000","2.573333442211151","2.573333442211151","2.573333442211151"
"13760000","2.2466667691866555","2.2466667691866555","2.2466667691866555"
"13824000","3.333333412806193","3.333333412806193","3.333333412806193"
"13888000","2.2199999888738","2.2199999888738","2.2199999888738"
"13952000","2.793333331743876","2.793333331743876","2.793333331743876"
"14016000","3.019999941190084","3.019999941190084","3.019999941190084"
"14080000","2.759999950726827","2.759999950726827","2.759999950726827"
"14144000","2.4733332792917886","2.4733332792917886","2.4733332792917886"
"14208000","2.886666774749756","2.886666774749756","2.886666774749756"
"14272000","2.3399999141693115","2.3399999141693115","2.3399999141693115"
"14336000","2.926666577657064","2.926666577657064","2.926666577657064"
"14400000","2.9633332788944244","2.9633332788944244","2.9633332788944244"
"14464000","2.8399999539057412","2.8399999539057412","2.8399999539057412"
"14528000","2.5466666420300803","2.5466666420300803","2.5466666420300803"
"14592000","2.70666666328907","2.70666666328907","2.70666666328907"
"14656000","2.7266666094462075","2.7266666094462075","2.7266666094462075"
"14720000","2.6866666277249656","2.6866666277249656","2.6866666277249656"
"14784000","2.779999931653341","2.779999931653341","2.779999931653341"
"14848000","2.4400000323851905","2.4400000323851905","2.4400000323851905"
"14912000","2.4600000381469727","2.4600000381469727","2.4600000381469727"
"14976000","2.859999934832255","2.859999934832255","2.859999934832255"
"15040000","2.5800000255306563","2.5800000255306563","2.5800000255306563"
"15104000","2.326666752497355","2.326666752497355","2.326666752497355"
"15168000","2.4800000159690776","2.4800000159690776","2.4800000159690776"
"15232000","2.786666582028071","2.786666582028071","2.786666582028071"
"15296000","2.846666614214579","2.846666614214579","2.846666614214579"
"15360000","2.8600000937779746","2.8600000937779746","2.8600000937779746"
"15424000","2.793333411216736","2.793333411216736","2.793333411216736"
"15488000","3.0666666825612388","3.0666666825612388","3.0666666825612388"
"15552000","2.613333264986674","2.613333264986674","2.613333264986674"
"15616000","2.5","2.5","2.5"
"15680000","2.9133333762486777","2.9133333762486777","2.9133333762486777"
"15744000","3.246666669845581","3.246666669845581","3.246666669845581"
"15808000","2.6533332665761313","2.6533332665761313","2.6533332665761313"
"15872000","2.8200000127156577","2.8200000127156577","2.8200000127156577"
"15936000","2.4733333786328635","2.4733333786328635","2.4733333786328635"
"16000000","2.959999958674113","2.959999958674113","2.959999958674113"
"16064000","2.646666685740153","2.646666685740153","2.646666685740153"
"16128000","2.759999950726827","2.759999950726827","2.759999950726827"
"16192000","2.6733333269755044","2.6733333269755044","2.6733333269755044"
"16256000","2.7166666785875955","2.7166666785875955","2.7166666785875955"
"16320000","2.8133332331975303","2.8133332331975303","2.8133332331975303"
"16384000","2.619999965031942","2.619999965031942","2.619999965031942"
"16448000","2.640000065167745","2.640000065167745","2.640000065167745"
"16512000","2.6466667453447976","2.6466667453447976","2.6466667453447976"
"16576000","3.3466666539510093","3.3466666539510093","3.3466666539510093"
"16640000","3.3533333937327066","3.3533333937327066","3.3533333937327066"
"16704000","3.5266665617624917","3.5266665617624917","3.5266665617624917"
"16768000","2.6333333055178323","2.6333333055178323","2.6333333055178323"
"16832000","2.5000000397364297","2.5000000397364297","2.5000000397364297"
"16896000","2.4066667010386786","2.4066667010386786","2.4066667010386786"
"16960000","2.6800000071525574","2.6800000071525574","2.6800000071525574"
"17024000","2.5466666892170906","2.5466666892170906","2.5466666892170906"
"17088000","2.8200000127156577","2.8200000127156577","2.8200000127156577"
"17152000","2.9200000365575156","2.9200000365575156","2.9200000365575156"
"17216000","3.2199999491373696","3.2199999491373696","3.2199999491373696"
"17280000","2.7666666309038797","2.7666666309038797","2.7666666309038797"
"17344000","2.946666717529297","2.946666717529297","2.946666717529297"
"17408000","3.393333315849304","3.393333315849304","3.393333315849304"
"17472000","2.9466666181882224","2.9466666181882224","2.9466666181882224"
"17536000","3.2266666889190674","3.2266666889190674","3.2266666889190674"
"17600000","2.9133333762486777","2.9133333762486777","2.9133333762486777"
"17664000","3.299999952316284","3.299999952316284","3.299999952316284"
"17728000","2.799999992052714","2.799999992052714","2.799999992052714"
"17792000","2.626666580637296","2.626666580637296","2.626666580637296"
"17856000","3.38999996582667","3.38999996582667","3.38999996582667"
"17920000","3.3733333746592202","3.3733333746592202","3.3733333746592202"
"17984000","3.146666646003723","3.146666646003723","3.146666646003723"
"18048000","4.119999965031941","4.119999965031941","4.119999965031941"
"18112000","3.400000015894572","3.400000015894572","3.400000015894572"
"18176000","3.966666658719381","3.966666658719381","3.966666658719381"
"18240000","3.0066667099793754","3.0066667099793754","3.0066667099793754"
"18304000","3.0666666428248086","3.0666666428248086","3.0666666428248086"
"18368000","2.9399999380111694","2.9399999380111694","2.9399999380111694"
"18432000","2.986666758855184","2.986666758855184","2.986666758855184"
"18496000","3.3866666555404663","3.3866666555404663","3.3866666555404663"
"18560000","3.4733333587646484","3.4733333587646484","3.4733333587646484"
"18624000","3.193333407243093","3.193333407243093","3.193333407243093"
"18688000","3.259999990463257","3.259999990463257","3.259999990463257"
"18752000","2.8400000606973967","2.8400000606973967","2.8400000606973967"
"18816000","3.640000025431315","3.640000025431315","3.640000025431315"
"18880000","2.8866665959358215","2.8866665959358215","2.8866665959358215"
"18944000","3.486666679382324","3.486666679382324","3.486666679382324"
"19008000","2.713333249092102","2.713333249092102","2.713333249092102"
"19072000","2.740000069141388","2.740000069141388","2.740000069141388"
"19136000","3.0800000429153442","3.0800000429153442","3.0800000429153442"
"19200000","3.366666634877523","3.366666634877523","3.366666634877523"
"19264000","2.8399999141693115","2.8399999141693115","2.8399999141693115"
"19328000","2.560000022252401","2.560000022252401","2.560000022252401"
"19392000","3.180000106493632","3.180000106493632","3.180000106493632"
"19456000","3.3299999038378396","3.3299999038378396","3.3299999038378396"
"19520000","3.3600000540415444","3.3600000540415444","3.3600000540415444"
"19584000","3.68666672706604","3.68666672706604","3.68666672706604"
"19648000","3.3266667127609253","3.3266667127609253","3.3266667127609253"
"19712000","2.886666586001714","2.886666586001714","2.886666586001714"
"19776000","3.340000033378601","3.340000033378601","3.340000033378601"
"19840000","2.9133332756658397","2.9133332756658397","2.9133332756658397"
"19904000","3.1000000635782876","3.1000000635782876","3.1000000635782876"
"19968000","2.6733332574367523","2.6733332574367523","2.6733332574367523"
"20032000","2.9333333571751914","2.9333333571751914","2.9333333571751914"
"20096000","3.0266667008399963","3.0266667008399963","3.0266667008399963"
"20160000","3.226666569709778","3.226666569709778","3.226666569709778"
"20224000","2.8733333746592202","2.8733333746592202","2.8733333746592202"
"20288000","3.386666695276896","3.386666695276896","3.386666695276896"
"20352000","2.8200000524520874","2.8200000524520874","2.8200000524520874"
"20416000","3.0266665617624917","3.0266665617624917","3.0266665617624917"
"20480000","2.9733333587646484","2.9733333587646484","2.9733333587646484"
"20544000","3.3999999364217124","3.3999999364217124","3.3999999364217124"
"20608000","3.453333298365275","3.453333298365275","3.453333298365275"
"20672000","3.6533334255218506","3.6533334255218506","3.6533334255218506"
"20736000","2.8733333945274353","2.8733333945274353","2.8733333945274353"
"20800000","2.740000009536743","2.740000009536743","2.740000009536743"
"20864000","2.90666663646698","2.90666663646698","2.90666663646698"
"20928000","3.2266666889190674","3.2266666889190674","3.2266666889190674"
"20992000","2.6666666666666665","2.6666666666666665","2.6666666666666665"
"21056000","3.059999942779541","3.059999942779541","3.059999942779541"
"21120000","3.5733333428700766","3.5733333428700766","3.5733333428700766"
"21184000","2.793333371480306","2.793333371480306","2.793333371480306"
"21248000","3.2933332920074463","3.2933332920074463","3.2933332920074463"
"21312000","3.200000047683716","3.200000047683716","3.200000047683716"
"21376000","3.4000000953674316","3.4000000953674316","3.4000000953674316"
"21440000","3.273333271344503","3.273333271344503","3.273333271344503"
"21504000","3.1200000445048013","3.1200000445048013","3.1200000445048013"
"21568000","3.193333307902018","3.193333307902018","3.193333307902018"
"21632000","2.8266666332880654","2.8266666332880654","2.8266666332880654"
"21696000","3.3200000127156577","3.3200000127156577","3.3200000127156577"
"21760000","2.900000015894572","2.900000015894572","2.900000015894572"
"21824000","2.8733333150545755","2.8733333150545755","2.8733333150545755"
"21888000","3.0000000397364297","3.0000000397364297","3.0000000397364297"
"21952000","3.0866666436195374","3.0866666436195374","3.0866666436195374"
"22016000","2.859999974568685","2.859999974568685","2.859999974568685"
"22080000","3.4333332777023315","3.4333332777023315","3.4333332777023315"
"22144000","3.2266666094462075","3.2266666094462075","3.2266666094462075"
"22208000","2.7066667079925537","2.7066667079925537","2.7066667079925537"
"22272000","2.5266667207082114","2.5266667207082114","2.5266667207082114"
"22336000","3.040000001589457","3.040000001589457","3.040000001589457"
"22400000","3.7266666094462075","3.7266666094462075","3.7266666094462075"
"22464000","3.7266666889190674","3.7266666889190674","3.7266666889190674"
"22528000","3.1133333444595337","3.1133333444595337","3.1133333444595337"
"22592000","3.2266666889190674","3.2266666889190674","3.2266666889190674"
"22656000","3.440000057220459","3.440000057220459","3.440000057220459"
"22720000","2.9800000190734863","2.9800000190734863","2.9800000190734863"
"22784000","2.7200000286102295","2.7200000286102295","2.7200000286102295"
"22848000","3.573333422342936","3.573333422342936","3.573333422342936"
"22912000","2.586666703224182","2.586666703224182","2.586666703224182"
"22976000","2.9199999968210855","2.9199999968210855","2.9199999968210855"
"23040000","2.9133333762486777","2.9133333762486777","2.9133333762486777"
"23104000","3.580000082651774","3.580000082651774","3.580000082651774"
"23168000","3.3733332554499307","3.3733332554499307","3.3733332554499307"
"23232000","3.3333333333333335","3.3333333333333335","3.3333333333333335"
"23296000","3.200000007947286","3.200000007947286","3.200000007947286"
"23360000","3.606666644414266","3.606666644414266","3.606666644414266"
"23424000","3.2533332904179892","3.2533332904179892","3.2533332904179892"
"23488000","3.313333431879679","3.313333431879679","3.313333431879679"
"23552000","3.253333330154419","3.253333330154419","3.253333330154419"
"23616000","3.3666667143503823","3.3666667143503823","3.3666667143503823"
"23680000","3.5733333826065063","3.5733333826065063","3.5733333826065063"
"23744000","2.9133334159851074","2.9133334159851074","2.9133334159851074"
"23808000","3.7266666094462075","3.7266666094462075","3.7266666094462075"
"23872000","3.359999895095825","3.359999895095825","3.359999895095825"
"23936000","3.240000009536743","3.240000009536743","3.240000009536743"
"24000000","3.0933332443237305","3.0933332443237305","3.0933332443237305"
"24064000","3.1599999268849692","3.1599999268849692","3.1599999268849692"
"24128000","3.586666742960612","3.586666742960612","3.586666742960612"
"24192000","3.1399999856948853","3.1399999856948853","3.1399999856948853"
