Step,Reward
192000,3.8794674717467439
255387,0.0075495969962476
318773,3.3935376419524941
382160,2.4379926144470314
445546,2.7715532497824529
508933,2.9671447051142992
572319,2.9301335477718879
635706,0.1055721079985170
699093,3.2316758662388096
762479,0.1738504752907182
825866,3.7264424015909623
889252,3.6071172189701475
952639,-0.0218811239756391
1016026,3.8327095096619117
1079412,4.3320344063676828
1142799,0.7758538975193905
1206185,1.1075608483204324
1269572,0.2466551291567671
1332958,0.1452601655093857
1396345,1.9583479442026144
1459732,2.3865863042596769
1523118,6.1175403898836231
1586505,2.6687678684138483
1649891,2.9306184945324985
1713278,6.3237762243332885
1776665,6.9244293258019169
1840051,6.4504184609071427
1903438,6.0487544866283205
1966824,2.6184781118651963
2030211,7.5223483605065935
2093597,3.5344488543419406
2156984,7.0890412569856514
2220371,8.1981912349943027
2283757,8.6368690095662650
2347144,7.9733218145005020
2410530,8.6311182562794535
2473917,4.1782286238413997
2537304,8.6785454600307528
2600690,9.7055247554477262
2664077,6.0179314679485980
2727463,9.2486206522341625
2790850,4.9910229800057611
2854236,4.9591319577634367
2917623,8.5019973303155574
2981010,9.0488839737063529
3044396,9.8743309612921593
3107783,4.5747986245979266
3171169,5.4164315482757628
3234556,9.4528987072547395
3297942,5.8180281869213584
3361329,5.8968192485766675
3424716,9.3255451630216868
3488102,6.6189471122403418
3551489,6.1031579816404999
3614875,10.3769314002770958
3678262,9.6975579493506636
3741649,6.9081660245819476
3805035,6.4690837198062461
3868422,10.1524313323851381
3931808,9.4866331005582136
3995195,10.4960489918597624
4058581,6.5556800975068388
4121968,9.6757499882626679
4185355,6.1372477641435168
4248741,6.3645786907953568
4312128,11.1300105956419237
4375514,9.6818514611140110
4438901,9.5832527060395449
4502288,10.0737845253799438
4565674,7.1410060604822583
4629061,6.2549581205647158
4692447,6.0837446715146548
4755834,6.1524623594415768
4819220,10.9088380415722668
4882607,10.3735422012426284
4945994,10.7184041900044686
5009380,7.5605734068266539
5072767,11.0616305411547700
5136153,11.3777597654737050
5199540,7.3530023117418501
5262927,7.6043778383944076
5326313,10.4174936036658767
5389700,6.9958940701358863
5453086,9.9604933970262852
5516473,7.5628345059345818
5579859,10.8908508798005919
5643246,10.2641836967367759
5706633,6.4305637883005904
5770019,6.9334918106012235
5833406,11.3817039508770357
5896792,10.3080627084720184
5960179,11.0415584617692648
6023565,6.6157803559687878
6086952,6.6943255918191902
6150339,7.4324256090861702
6213725,7.0998103060306672
6277112,7.4826983280636234
6340498,11.0364943102856898
6403885,7.8083160096662851
6467272,10.3677450264726865
6530658,10.9525831690794320
6594045,7.6653106624120717
6657431,10.2681081950521573
6720818,10.3193336098275701
6784204,7.1132388183643256
6847591,10.8311671269197056
6910978,11.1815513472993828
6974364,11.3921244272092679
7037751,6.8379739474249863
7101137,6.8722198598181272
7164524,7.1620808130617259
7227911,7.0353108727925306
7291297,10.5680435096499661
