Step,coin4_cbambaseline - SW_ep_rew_total,coin4_cbambaseline - SW_ep_rew_total__MIN,coin4_cbambaseline - SW_ep_rew_total__MAX
64000,-4.3806723588388081,-6.0025554500567981,-6.0056927603411836
128000,-3.7414333277670546,-3.8235354896666349,-3.8253806579356646
192000,-3.8697699308636597,-3.8472479954049175,-3.9339638031978184
256000,-4.8862801881242159,-4.8631271827485971,-6.7105145312136703
320000,-3.3979603153574347,-5.2186857248436080,-3.3060211164838726
384000,-2.6001352566399749,-2.5968535972283520,-4.1252492297734893
448000,-2.8978917068936476,-2.9223202668234087,-4.5101952807099197
512000,-2.8896738816752028,-2.8895662779752866,-2.8892011532287265
576000,-1.1272834517472532,-1.1268528595173799,-1.1210950365153727
640000,-5.5283204226357592,-3.7318773957112246,-3.6622509106015224
704000,-1.0832367936803484,-2.8871879770908246,-2.8750466652734175
768000,-3.3777464245359514,-5.3326617825129841,-5.3053959780514903
832000,-1.0868336419073445,-1.1054011903096028,-1.0944311305048640
896000,-2.1047913932524867,-2.0852272875870237,-2.1630395179329875
960000,-3.2027635526987561,-3.1362571367048271,-1.4003013521506855
1024000,-1.6448107099048355,-0.0040426894182851,0.0714664897576014
1088000,-2.5791928035502893,-2.3972541351800074,-2.4469620709581568
1152000,-0.8975466222029338,-0.9739890598841968,-2.7497450869316271
1216000,0.5205161777718713,0.5538316855415784,0.5459828345367135
1280000,0.4810824251158015,-1.2505789556200531,-1.1770529763413489
1344000,1.1194446188391454,1.0777457371028003,1.1584729792750978
1408000,1.7972623942699224,1.7968136613934873,0.1906197781653887
1472000,4.1135484959150874,3.9939880272269206,2.1553746155975326
1536000,2.6036204406645278,2.5030249880363056,4.3182301543400534
1600000,3.5990186913382782,1.9654601852316387,1.9035127592263634
1664000,3.0186725422233769,2.8970807031693497,4.8260820192818272
1728000,3.7750943764250122,3.9444995755840830,5.7294600227679160
1792000,4.9265591669789242,6.5646049541206200,4.8631453895542487
1856000,5.9738798454010933,5.9210879910332777,4.1520181199429285
1920000,7.5206839146747173,7.3490436376886983,7.4301579873925920
1984000,8.0282210433198706,6.3081564094842966,6.3026215807011878
2048000,8.3158070767057097,8.3899890629134148,8.3418946139302097
2112000,7.7913465144602849,7.9233310370197909,5.9104147813304246
2176000,8.1595859380044509,6.6166111359726774,8.3044127839793447
2240000,10.0922028116559162,8.3432726571105604,8.3450821058548428
2304000,9.1455610424877083,9.0491363589645903,7.1140487347722789
2368000,8.1124974459445216,8.2014536476453834,6.2734898540691475
2432000,7.2537270012656085,5.7299329733572444,5.3872181743216068
2496000,7.6118454993750095,9.2134832240551923,9.2644808305176589
2560000,9.0925280205746049,7.4784505173713463,7.5122099042334867
2624000,8.5726106214706022,8.5935038502865613,8.5443120609286076
2688000,9.1336250775299348,7.3495440552563887,9.1000675577291705
2752000,7.9521555279706853,9.7113629335562344,9.5117701150423812
2816000,6.1862478000958498,6.2406182085145989,6.0917810624487627
2880000,10.2105888688107900,8.4493592532945652,10.2063986248653666
2944000,10.2903495033340633,10.3027586919400402,8.4808324049088544
3008000,8.9785337886270540,7.4099164156831483,9.0018165537816905
3072000,7.1991497327685980,7.2546511447143480,7.1418551859664321
3136000,9.6679317439718080,9.6208639334815480,9.6276726789991471
3200000,7.7539666416346442,9.4469521603209117,9.4304548499371315
3264000,9.3430311078395043,9.3153565446293634,7.6757655612045337
3328000,9.7987280329437478,9.7121241572870431,9.6056284901092326
3392000,9.9119793510773668,7.7832224886637889,9.9037039440341843
3456000,8.8007868209035784,7.0475997767186893,7.0376757045450367
3520000,5.9024775649908756,5.9521685965506173,7.7485609969923530
3584000,7.8481465459168014,9.5941516533416635,9.5660749889129875
3648000,8.0616921752182318,9.8543982178859384,8.0607378987953968
3712000,7.3729633441862568,7.3693374870434898,8.8660133451491330
3776000,7.7329433361747286,7.7186305368842429,7.7450001941924835
3840000,7.7049983587464146,9.7721163524788039,7.7278138842781523
3904000,8.5486750342630433,6.6365118655667894,8.6082631616060805
3968000,8.4100101217501262,8.4540219972740527,6.5798922126757127
4032000,9.6199219056465584,9.6453975080416239,9.6010866226212759
4096000,8.3072583322044125,6.8100447444790291,8.3079025494850729
4160000,8.4236408318529552,8.4290529437116071,10.2260547515696167
4224000,7.1584111511350459,8.9609661015686974,9.0361080521885597
4288000,7.7645176294545442,5.9131713702350419,7.7055072240809483
4352000,8.1597388685029806,8.1027450191139128,9.7315500528027350
4416000,7.9312863450071278,7.9437248560912934,6.1426663337807978
4480000,7.6520644251320400,9.5044313183212878,7.6998468273428617
4544000,7.7629235342923106,7.7575160451977521,7.7615742467690785
4608000,6.9857424754436890,8.5002031283407273,6.9959760387982612
4672000,8.5530928048145398,8.7416127859583845,6.7404681797288344
4736000,9.4476881647367588,7.6885487806744601,9.4826390987120526
4800000,6.2072849723483978,7.8116521986362244,7.8116129319613163
4864000,9.2247742284335956,9.2133410880577138,7.5794926277168795
4928000,9.8433831873171282,9.8719103664317149,8.0615781617842845
4992000,7.3631895641245304,7.2157674483735432,9.1693449415945167
5056000,8.4989804949966281,6.8940972428426512,6.9012067068573213
5120000,10.0612494100707526,8.1798739694964908,10.0348123704997754
5184000,6.4788042500403442,8.1496539555017673,8.2657596976159837
5248000,9.0157253668055066,7.0775871591407604,9.0551455104000809
5312000,8.2312625050858053,8.2566413430782220,8.2709969323069750
5376000,8.6700268301795820,8.6687332033822528,8.6689797031633642
5440000,8.1966579973462643,8.3008585211281449,8.2899600702274352
5504000,8.2309700970774085,8.2377876869357056,8.1008340016543983
5568000,6.8567409592783228,6.9610983617656075,8.8538593985867280
5632000,7.0298137573427750,8.7744116105114944,8.7784886460717964
5696000,7.9192714225776122,7.8832656227282678,7.9200557019764233
5760000,7.7019500723765653,7.6992450710408660,7.7098646550684933
5824000,9.4414344926964908,7.8760031530872476,9.4490974821580576
5888000,8.5841550224177734,8.5971010422663028,8.5804030797765378
5952000,6.4786373442673373,8.2208691959471434,8.2860063905152597
6016000,7.7643042358621868,7.8074724362302685,9.4298462584761573
6080000,7.7632714946310495,9.6267690573971230,7.8203457302068919
6144000,8.9006849727740196,8.9702083332818461,9.0409643448265040
6208000,8.5635890779129209,8.5272448239068925,8.6344145685911631
6272000,8.9166516323106357,8.9608604524150088,7.0243918291747978
6336000,7.5573664836231584,9.4231368785059644,7.5679609882511851
6400000,7.6938303159178476,7.7178650085923897,9.4934479566544976
6464000,9.8736615028764980,8.2099922793498123,8.2098865882970458
6528000,8.3728546102790844,8.3476062047349178,6.7402703857851938
6592000,9.1729701918400313,7.1186079320929831,7.1667685422469667
6656000,10.3265545347719740,10.2847471158916512,8.4223803104928763
6720000,6.8572711267386515,8.6517035973398215,6.8850757437400167
6784000,7.3027199293787541,7.1840347093730639,7.2372335528818335
6848000,7.3925447839005605,7.3658935042613685,7.3286986908781886
6912000,7.7438790333170449,9.5921682397211878,9.4234203820054550
6976000,9.8058043479358030,8.1735401991232859,9.8176466270373126
7040000,9.3497796564083693,9.3264875709710058,7.4574318351392987
7104000,9.8759461027162274,7.9506357057966053,7.8633453234344763
7168000,10.0902120694828774,10.1195197130917744,8.3014815288806520
7232000,10.4666342837190030,10.4798756728928577,10.4429991321549469
7296000,7.1162596333128931,9.2643495816128087,7.1193475091286098
7360000,7.3829132525339896,9.0581984569260907,9.2096386508691239
7424000,9.0007171866072238,7.0843436183770789,7.1477508247192256
7488000,9.9979856923323602,10.0311508603350852,10.0250684003818566
7552000,9.9834413533406146,9.9838025898320168,8.2580679767351644
7616000,9.2423892579991964,7.4049422673679359,9.2296191524719369
7680000,10.0260804003863218,8.5072032100342092,8.5027693878062163
7744000,9.0213300246359243,8.9930619313538003,7.3044270079731639
7808000,7.8035586746788468,9.9266602092387703,7.8045788719875073
7872000,7.5097119474724936,7.5691914384133820,7.5291900297577321
7936000,10.0804413009821978,8.2402348116426918,8.2565200125549207
8000000,8.4337511028499677,8.4898238268915964,8.4530729874329698
8064000,7.0550371874275619,7.1641871757460001,7.1389559315900435
8128000,7.8105999813668099,7.7221847683883604,9.5136943458399674
8192000,7.1749509947263430,7.1591389358165349,7.1233654366908690
8256000,8.5797005857091477,6.9787759246795495,8.5755659555446311
8320000,7.0116576304765941,7.0269412124317627,8.8426554727280600
8384000,9.6400921806507416,8.1546285049290805,9.6313443729847332
8448000,8.6014108574484212,8.6175105438360298,6.7011861928944363
8512000,8.7405455759766149,8.7771571049525789,8.7556679321399997
8576000,7.5970865223612440,9.5450611928747584,7.6427636919023723
8640000,6.9913415486780588,6.9530373552545788,8.9193653365314454
8704000,9.3750399227296004,9.3754074587605878,9.4006117697751268
8768000,8.8054760796121236,8.9429543752325262,7.2111106769013418
8832000,9.5457825700621459,9.6627011101966449,7.7407020578670851
8896000,7.0282865646394423,8.9516701319964689,8.8450943543259761
8960000,8.7166463936027956,7.2191825151511235,8.6958785041515831
9024000,9.9632583685652492,9.9687955431088486,8.4296656179792091
9088000,7.5638919000937888,7.5533968498666049,7.5502945648701392
9152000,7.8154108064303269,9.4934120329107987,7.6952123927651011
9216000,8.3584750328313451,6.2877649276676006,8.1394960985581282
9280000,6.4655792811647501,6.4624936080278550,6.4950792056706783
9344000,7.5956157540169489,9.5771038470759517,7.5416341546481060
9408000,7.8701881993952352,9.5236966442652005,9.6016791997859645
9472000,8.1037761142601372,8.1033817129211805,8.0847953966420114
9536000,9.3718898219479083,9.4832453182611669,7.6228022825611488
9600000,9.0447492104917409,9.0790535631404428,7.3763104388780656
9664000,7.8471402429825270,9.5605742117801995,7.8498479331218016
9728000,7.6786271427233173,7.6355809241923325,9.4039588019655458
9792000,7.0025398659517473,8.8469996711315844,6.9587759565011709
9856000,9.6964731753925548,7.7515460435095553,9.7085690566253753
9920000,9.0805323529160589,9.2694022615434459,7.4418558944617574
9984000,9.5477091730194665,9.5007896277741715,9.5668175826176824
10048000,10.0303223355239783,9.9258589540492643,8.3014473020335959
10112000,9.3024565295562009,7.5597088427344881,9.3176498295214341
10176000,8.6156888602563519,8.6161705260111017,8.6422135020940569
10240000,9.5162341348445079,9.5069189419528151,9.5079448331644940
10304000,9.2258902611981988,9.1269407125438597,7.1745978887363702
10368000,6.8900011936280938,6.9345160258931777,8.8641991960020228
10432000,8.9208454108566961,8.8902263881547743,8.9038128808351775
10496000,9.2827522577985242,7.5088694975508581,9.2910210413006951
10560000,6.9193527285491170,6.8073790604788735,6.7560354617943714
10624000,5.9154310601241269,6.0251090124046476,6.0948845623892387
