Step,lbf10_cbamcausal - 2/cf_reward,lbf10_cbamcausal - 2/cf_reward__MIN,lbf10_cbamcausal - 2/cf_reward__MAX
5.66,0.722903527734329,0.6922656459221984,0.7328025424952049
12.06,0.0950266177239761,0.2169795302128994,0.1870426002077299
18.46,1.345622604695062,1.2552245135875628,0.3393341234461267
24.860000000000003,0.1760745852552859,1.1429987041645733,0.2029503075518782
31.26,0.5253773568153794,0.8111536538017095,0.5772293455119569
37.66,0.9052099675347416,0.0729506083412168,0.1243611293300012
44.06,0.9671414636293496,0.3605993181331515,1.1737915566863322
50.46,0.9818944615729036,0.1036904625145623,1.3066653343150652
56.86,1.2845398592339747,0.1148183972057653,0.0868411787310077
63.26,1.1264041939073903,0.3610593451023626,1.0510901912176862
69.66000000000001,0.8274776075787843,0.2350594184734607,0.287126450498592
76.06,1.37456993128755,1.085658531619627,0.1093507623560638
82.46000000000001,1.14125340256295,1.066567510582897,1.1218978847036898
88.86,0.1198711639105597,0.0984478466359792,1.1396973224637494
95.26,0.0263595933611527,0.934826343067908,0.9349795673037576
101.66,0.7984080086370473,0.800547765404612,0.8007003817650342
108.06,0.7805977139607441,0.1249716373461135,0.0465897090541747
114.46,0.163190635419021,0.8338981920480404,0.0308467218913049
120.86,0.5429836601154707,0.6684999094481276,0.082390906607358
127.26,0.0631769244113546,0.1045774157745868,0.0617021019506822
133.66,0.0620214794591355,0.0982073775465562,0.0798325920680795
140.06,0.871592397732643,0.0596194839544553,1.034095755083666
146.45999999999998,0.931728511005089,1.042222715127704,1.0404509513519042
152.86,0.0562967195191353,1.0007046614392343,1.0222520976098133
159.26,0.0787721470816011,0.8010869277249069,0.8062969826561068
165.66,0.8043562012985324,0.2508466491367041,0.8717558066258926
172.06,0.6886881790663166,0.7607483577960532,0.8233296569092439
178.45999999999998,0.0153110449573911,0.1201404763517198,0.8002763149748408
184.86,0.0080720551511862,0.678018164446046,0.0847173383302821
191.26,0.204261312373792,0.0740532331514082,0.74087785076004
197.66,0.8662542198709176,0.7592899210917614,0.0525419367563811
204.06,0.0559801225777386,0.057906664924794,0.7278675284080115
210.46,0.0228065154999905,0.0965685208041677,0.5737310017548045
216.86,0.1111146997595204,0.4738422005960037,0.3482154863536526
223.26,0.6045524867928,0.031321462656468,0.8162831282005916
229.66,0.1382619682325265,0.1964545499512242,0.647022462951239
236.06,0.9815152083797574,0.653254266805003,0.1476071572166925
242.46,0.0765937991994883,0.637178268606605,0.8984631465449133
248.86,0.1259229790828456,0.1695632152085435,0.1288423044168315
255.26,0.8524145249434066,0.1718347605817282,0.9138645422169588
261.66,0.1121019085413258,0.0510644162712437,0.7631188089902473
268.06,0.7318735803004384,0.1044545340320835,0.1633395385744669
274.46,0.9604116666576876,0.9732727794938688,0.6283487315110173
280.86,0.0160343798038104,0.7082106493948112,0.0353216500507868
287.26,0.4979289874237216,0.5332758784322278,0.1745453813674114
293.66,0.0750783313687318,0.7262836250564705,0.0992351566035711
300.06,0.7012085678962634,0.847567136181451,0.1347895110403555
306.46,0.5073578213112577,0.0877272819182844,0.5391510746804125
312.86,0.6072097803176901,0.0246507403886834,0.083662125653392
319.26,0.1648539609641264,0.0199150662670197,0.1849785472838582
325.66,0.1397167672742616,0.8536513227897116,0.8253188303673059
332.06,0.5581815629308184,0.6658895051331121,0.1133267508840198
338.46,0.1391326660474856,0.0357298879942513,0.0523557994685007
344.86,0.1755529296125523,0.3531936694585394,0.8048643744559292
351.26,0.6180478661561246,0.0224018998721437,0.0754936638792091
357.66,0.1696503916997562,0.7492103523567114,0.6917130080350233
364.06,0.8095523657836385,0.7437370236076022,0.8490861312591141
370.46,0.3378475518313392,0.7799797921101558,0.9024452160589854
376.86,0.517192130929444,0.5177148022711462,0.0563609468208319
383.26,0.3354693793268809,0.6742932708471308,0.2275852979791586
389.66,0.503382092389281,0.1706253340838059,0.1686374214020141
396.06,0.1793871998657795,0.0540602761672204,0.0438844016832649
402.46,0.5205517111675148,0.5167074623062795,0.4989613946645043
408.86,0.887520228652185,0.0424477335239963,0.7985266511497469
415.26,0.0102859539927627,0.6048332075908837,0.1700942757705945
421.66,0.2415273149264447,0.2145161134175833,0.7912067479186911
428.06,0.1236844119030477,0.7973926159895985,0.7660305207519578
434.46,0.1551524325577965,0.8047689636717237,0.9581374295300892
440.86,0.8107023060745449,0.7908149836515325,0.8393566119917694
447.26,0.4890452399365444,0.0594748818745154,0.4834346478410033
453.66,0.2394973958350133,0.7821405334759266,0.7908340237002462
460.06,0.2500789386513982,0.92630575114645,0.8239139612401475
466.46,0.919684864162136,0.7948881720784118,0.8784172890912324
472.86,0.0508028874837497,0.0793845063099781,0.0703251490219393
479.26,0.5203388129741799,0.0548295981690048,0.0199244317801131
485.66,0.0960902821212103,0.7589856112319141,0.6540422621132934
492.06,0.133501267789066,0.6418471174700895,0.1487415508526535
498.46,0.7734342539283908,0.7043598114083418,0.1615962518809184
504.86,0.7067766850196942,0.6814341732143454,0.7524024937371021
511.26,0.7844459125793317,0.7957015528884196,0.1910630485727073
517.66,0.8730991640186725,0.7796491962890412,0.805902268680682
524.06,0.1555843552649708,0.7795333361040337,0.7386603426997379
530.46,0.0839193388297037,0.0699357181237323,0.6959280841163134
536.86,0.1527838079291383,0.7961817911472224,0.129564024280952
543.26,0.6714734954373782,0.1631757205508471,0.1332373592120649
549.66,0.1310535345294936,0.6479079614119369,0.0967291483197096
556.06,0.4098217011658131,0.4298307162363366,0.3017828715143056
562.46,0.0925414832318188,0.8860466049022483,0.0304576348446247
568.86,0.1399117871282213,0.6844661429436114,0.0713835684223147
575.26,0.0483514047870195,0.6218231262023285,0.0433476395650203
581.66,0.3050159816385632,0.8006539710073635,0.7330729102028775
588.06,0.699351841893366,0.3994298415953754,0.836465965518214
594.46,0.0664700038562397,0.0677995610492214,0.6240618818706551
600.86,0.3858981508676186,0.3866659949039438,0.3130553808363421
607.26,0.0632882226979153,0.5360439780939623,0.5239780017265429
613.66,0.3147520359183589,0.8198254891266773,0.8616630815497914
620.06,0.020676036720158,0.6606409762799856,0.0311113204472305
626.46,0.7519767361572489,0.773939712168232,0.4530992577149058
632.86,0.020550213002354,0.0259196723591673,0.0229268866862163
639.26,0.1021154839085147,0.1140167055138347,0.126379743214759
645.66,0.0882003021405587,0.5118514648157715,0.4247402044693703
652.06,0.5012784273576558,0.0050390756890349,0.5517850668320287
658.46,0.6944740136572485,0.7552110769182783,0.1127379333474985
664.86,0.5640735766507776,0.0219627452783236,0.1042022580177778
671.26,0.7375980884715879,0.1674197609625136,0.0130268998436905
677.66,0.6499446292094008,0.1291152950499562,0.682247944061946
684.06,0.0897085837718155,0.6797501336520201,0.6122378392001483
690.46,0.7605015416169931,1.0049364701408554,0.8080502580048791
696.86,0.6080401008615033,0.6213214051416662,0.641799319878241
703.26,0.1025834820586448,0.2238797466573798,0.1885168572169099
709.66,0.6481448488930335,0.6464215535226269,0.0233273805800106
716.06,0.9528033810393172,0.9042509956654085,0.2516560020149559
722.46,0.4012910674764096,0.5203878777381676,0.0968964381226023
728.86,0.9541476575261932,0.7759228612836652,0.1035849991645291
735.26,0.8270283020123751,0.6045811704377183,0.5383294572266522
741.66,0.0375506176796822,0.6246100308405786,0.0568732199780709
