Step,lbf15_cbamcausal - 0/regret,lbf15_cbamcausal - 0/regret__MIN,lbf15_cbamcausal - 0/regret__MAX
-58.0,4.7442822265625,4.7442822265625,4.7442822265625
-122.0,6.36556298828125,6.36556298828125,6.36556298828125
-186.0,6.483651611328125,6.483651611328125,6.483651611328125
-250.0,6.448026184082031,6.448026184082031,6.448026184082031
-314.0,6.313371215820313,6.313371215820313,6.313371215820313
-378.0,6.04874925994873,6.04874925994873,6.04874925994873
-442.0,6.501503143310547,6.501503143310547,6.501503143310547
-506.0,6.017500129699707,6.017500129699707,6.017500129699707
-570.0,6.473673461914062,6.473673461914062,6.473673461914062
-634.0,5.54216000366211,5.54216000366211,5.54216000366211
-698.0,5.821406158447266,5.821406158447266,5.821406158447266
-762.0,5.267073364257812,5.267073364257812,5.267073364257812
-826.0,5.666637023925781,5.666637023925781,5.666637023925781
-890.0,5.169523315429688,5.169523315429688,5.169523315429688
-954.0,5.436972900390625,5.436972900390625,5.436972900390625
-1018.0,4.672223999023437,4.672223999023437,4.672223999023437
-1082.0,4.997309936523438,4.997309936523438,4.997309936523438
-1146.0,4.987761352539062,4.987761352539062,4.987761352539062
-1210.0,4.587507568359375,4.587507568359375,4.587507568359375
-1274.0,4.986466796875,4.986466796875,4.986466796875
-1338.0,4.348837280273438,4.348837280273438,4.348837280273438
-1402.0,4.043683837890625,4.043683837890625,4.043683837890625
-1466.0,3.5298681640625,3.5298681640625,3.5298681640625
-1530.0,4.947463012695312,4.947463012695312,4.947463012695312
-1594.0,4.508165161132812,4.508165161132812,4.508165161132812
-1658.0,3.938281494140625,3.938281494140625,3.938281494140625
-1722.0,4.05541015625,4.05541015625,4.05541015625
-1786.0,4.591251098632813,4.591251098632813,4.591251098632813
-1850.0,4.108966796875,4.108966796875,4.108966796875
-1914.0,3.038043701171875,3.038043701171875,3.038043701171875
-1978.0,4.349790649414063,4.349790649414063,4.349790649414063
-2042.0,4.813578369140625,4.813578369140625,4.813578369140625
-2106.0,2.857696044921875,2.857696044921875,2.857696044921875
-2170.0,4.34973876953125,4.34973876953125,4.34973876953125
-2234.0,3.9082998046875,3.9082998046875,3.9082998046875
-2298.0,3.45403857421875,3.45403857421875,3.45403857421875
-2362.0,3.549369873046875,3.549369873046875,3.549369873046875
-2426.0,3.41250048828125,3.41250048828125,3.41250048828125
-2490.0,3.269940185546875,3.269940185546875,3.269940185546875
-2554.0,2.7438203125,2.7438203125,2.7438203125
-2618.0,2.998694580078125,2.998694580078125,2.998694580078125
-2682.0,3.23878564453125,3.23878564453125,3.23878564453125
-2746.0,2.81876416015625,2.81876416015625,2.81876416015625
-2810.0,3.02425830078125,3.02425830078125,3.02425830078125
-2874.0,2.59288427734375,2.59288427734375,2.59288427734375
-2938.0,2.91929296875,2.91929296875,2.91929296875
-3002.0,3.03048974609375,3.03048974609375,3.03048974609375
-3066.0,2.69391650390625,2.69391650390625,2.69391650390625
-3130.0,2.406046875,2.406046875,2.406046875
-3194.0,2.994616943359375,2.994616943359375,2.994616943359375
-3258.0,2.707066162109375,2.707066162109375,2.707066162109375
-3322.0,2.4754228515625,2.4754228515625,2.4754228515625
-3386.0,3.058228515625,3.058228515625,3.058228515625
-3450.0,2.82440283203125,2.82440283203125,2.82440283203125
-3514.0,2.296416015625,2.296416015625,2.296416015625
-3578.0,2.2183740234375,2.2183740234375,2.2183740234375
-3642.0,2.4193759765625,2.4193759765625,2.4193759765625
-3706.0,2.34319775390625,2.34319775390625,2.34319775390625
-3770.0,2.136205078125,2.136205078125,2.136205078125
-3834.0,2.52602197265625,2.52602197265625,2.52602197265625
-3898.0,2.3217890625,2.3217890625,2.3217890625
-3962.0,2.257318359375,2.257318359375,2.257318359375
-4026.0,2.29075634765625,2.29075634765625,2.29075634765625
-4090.0,1.7616552734375004,1.7616552734375004,1.7616552734375004
-4154.0,2.628582763671875,2.628582763671875,2.628582763671875
-4218.0,2.0815576171875,2.0815576171875,2.0815576171875
-4282.0,2.0083271484375,2.0083271484375,2.0083271484375
-4346.0,2.182403564453125,2.182403564453125,2.182403564453125
