Step,lbf15_cbamcausal - 0/regret,lbf15_cbamcausal - 0/regret__MIN,lbf15_cbamcausal - 0/regret__MAX
-58.0,3.0119289256205528,2.9643147816219946,6.4704305018949038
-122.0,4.2970609397515975,8.0457268555584633,4.3276027627931590
-186.0,5.1606348651287419,4.6751693924357332,4.4496778378866146
-250.0,9.1345855918738970,8.9782746572815135,9.0599828464210930
-314.0,8.5348184589936125,4.7403159533403185,7.9528407933918537
-378.0,4.6441736018006310,4.1759889218748576,7.6277720363193655
-442.0,4.4232887297739776,8.4968434512800002,8.5983635105243934
-506.0,7.5729246618374511,7.7462519336374678,4.2875491874075005
-570.0,8.2865027260566393,8.7320479279492957,8.9695937483576671
-634.0,7.3371374642007083,3.2147136978849051,4.3136984040187158
-698.0,4.2968599800747320,4.2848746816027594,4.2760807074605562
-762.0,6.9455724364709415,3.3054476456797279,7.2875579036192324
-826.0,3.8972105740243608,7.3778425126901546,7.6403016509066957
-890.0,3.3794967405817662,3.2966448912181336,3.1542674280776337
-954.0,3.4839966974983030,3.7454702294182849,3.9533706068460495
-1018.0,6.8826097971093221,6.9623441034172728,7.2761198024409506
-1082.0,7.1030970308493231,3.2036106897581087,6.8330385771020827
-1146.0,2.9040378488340526,2.9692145012770421,3.1117764777559174
-1210.0,3.4842746946796535,3.1920118626542822,5.8239842926067418
-1274.0,6.6089731479598433,3.4662894095482102,3.5299123191446187
-1338.0,2.1020309234279759,6.1478078892575407,1.8571119228578161
-1402.0,5.8842453834337185,5.8911582907926636,2.0639925954503520
-1466.0,4.9581398698665202,5.3817520580462457,5.5070062781663518
-1530.0,7.1326890230541702,6.7393954198468586,7.2348419815181462
-1594.0,5.6754916489276646,5.8931570991377198,5.7267095541219728
-1658.0,4.9763642485306114,2.4763252733845755,5.2785998088618271
-1722.0,1.9083103732708748,6.2881219801102564,2.2369062859095292
-1786.0,2.8438184738108561,6.3664644361532261,2.9502202133940991
-1850.0,5.7852248826295902,5.7455312157779055,5.7090569232185366
-1914.0,4.8426249622974868,4.8479618630780799,4.8528139922304554
-1978.0,5.9918347709010416,2.6265714320257181,3.2542766672850929
-2042.0,3.4608744345420259,6.1001493479701967,2.5548734604347998
-2106.0,0.7877188045413566,1.5002713789582720,1.4702344833572898
-2170.0,6.8074219166536656,6.5893431535852338,2.2482573844320517
-2234.0,2.3917096920708305,2.4178799128581563,2.3969029261122725
-2298.0,5.4552148812188701,1.5812953323607666,5.4375673886056939
-2362.0,5.4808102220840285,5.6592602524251241,1.5126068332890035
-2426.0,5.3406274918838745,5.4344986513228495,5.2697258433778771
-2490.0,5.1605858870035082,1.5036277058591916,5.0525877533276358
-2554.0,4.6328196646551980,4.3012166824700113,0.5007947798892567
-2618.0,4.9824549630688111,1.1453699022472761,1.1474701001116867
-2682.0,4.7719353573662753,4.7611326277950932,5.5088658057841116
-2746.0,4.8873959449327309,0.6797106557352430,5.1016936808929323
-2810.0,5.2579093644034867,4.9695194201815776,5.2945859739968135
-2874.0,1.1716684660989358,1.1615968475174969,1.1115834155447304
-2938.0,4.8327072672523759,4.8398554044061290,5.2644644348018765
-3002.0,1.1667151845748700,1.2647146288759310,1.3336316632157190
-3066.0,4.5713007226546756,1.0762844235488951,0.8907738660070130
-3130.0,0.4511833846789415,0.4966016604453258,4.4432176887033368
-3194.0,1.3244437981035306,1.2416728088952897,1.1494625137615828
-3258.0,1.0435433312138989,1.0747925786014771,4.3191942629970619
-3322.0,4.0648777533291565,4.0329144537125101,0.6783680200585165
-3386.0,0.8096013827034136,1.0590285127388790,5.3998414878867607
-3450.0,4.8869675033199478,4.8434246787279500,0.8924565183710464
-3514.0,0.2202341400862977,0.1674871893999548,4.1818105386328845
-3578.0,4.2236170283995573,4.1903317395863802,4.2056469110863537
-3642.0,3.5720417987574438,1.2154872104896552,3.5652756394699470
-3706.0,0.7710194586753669,3.7478548092040143,3.6348921851566551
-3770.0,3.2109099658741265,4.6595090739020151,3.2082350416419279
-3834.0,3.7286284788075612,3.5612692933299370,1.4086181637165354
-3898.0,0.8417251276754005,0.2636472896609470,0.6575133116506389
-3962.0,0.5988394093612790,0.7442880098518867,3.9546052280003980
-4026.0,0.3758163985120209,0.3559974239087422,4.1885621818340715
-4090.0,3.6946063071954658,3.4697426485574274,-0.0004501017467984
-4154.0,4.4185771303573205,4.6518794651471334,0.9385022219508639
-4218.0,0.6800172835591132,3.4142707157295575,0.8712877919812136
-4282.0,3.5238256785668183,4.2317567970510304,-0.5280149150344240
-4346.0,0.5151159780388044,4.2165250109004750,-0.0568417171782465
-4410.0,3.4824622845189133,0.2709130114181844,1.0645061491674752
-4474.0,3.7162749904065340,-0.1220800076721678,4.1499598601306165
-4538.0,4.1880967170971726,-0.0756314119749453,-0.3694663259260267
-4602.0,-0.0230039071631380,0.1888041948907841,3.9000038262521142
-4666.0,3.4804104479952098,0.8837226320368268,3.9899778225749634
-4730.0,3.2568400735806851,2.8879770399832174,-0.4322455821861406
-4794.0,4.2567981101664154,4.1895094361536991,0.2088701022314656
-4858.0,3.9392364509729103,3.9500993561731814,3.9496131727510955
-4922.0,5.5139940742414346,4.5029824503094824,4.6533775305255798
-4986.0,3.6559461347512201,3.6632627031990821,0.5716486844545170
-5050.0,4.3931345090422766,1.3909633986830401,4.4689853029114177
-5114.0,4.6867574258605460,4.5191845501770782,1.4529223491762684
