"Step","coin4_cbamcausal - 3/selfish_incentivate_reward","coin4_cbamcausal - 3/selfish_incentivate_reward__MIN","coin4_cbamcausal - 3/selfish_incentivate_reward__MAX"
"64000","0.004640642553567886","0.004611675627529621","0.004669609479606152"
"128000","-0.029433964751660824","-0.03803040459752083","-0.02083752490580082"
"192000","-0.008036913626710884","-0.015751158818602562","-0.0003226684348192066"
"256000","-0.003827391192317009","-0.014531940221786499","0.006877157837152481"
"320000","0.05939798610052094","-0.001182790962047875","0.11997876316308975"
"384000","0.04457555711269379","0.04457555711269379","0.04457555711269379"
"448000","0.07932602614164352","0.07932602614164352","0.07932602614164352"
"512000","0.10443911701440811","0.10443911701440811","0.10443911701440811"
"576000","0.18560288846492767","0.18560288846492767","0.18560288846492767"
"640000","0.22545865178108215","0.22545865178108215","0.22545865178108215"
"704000","0.24036428332328796","0.24036428332328796","0.24036428332328796"
"768000","0.3919355273246765","0.3919355273246765","0.3919355273246765"
"832000","0.35242196917533875","0.35242196917533875","0.35242196917533875"
"896000","0.5286795496940613","0.5286795496940613","0.5286795496940613"
"960000","0.45323416590690613","0.45323416590690613","0.45323416590690613"
"1024000","0.598972499370575","0.598972499370575","0.598972499370575"
"1088000","0.5770746469497681","0.5770746469497681","0.5770746469497681"
"1152000","0.6064006090164185","0.6064006090164185","0.6064006090164185"
"1216000","0.5452181696891785","0.5452181696891785","0.5452181696891785"
"1280000","0.6657243967056274","0.6657243967056274","0.6657243967056274"
"1344000","0.7213101983070374","0.7213101983070374","0.7213101983070374"
"1408000","0.8085013628005981","0.8085013628005981","0.8085013628005981"
"1472000","0.7876772880554199","0.7876772880554199","0.7876772880554199"
"1536000","0.786506712436676","0.786506712436676","0.786506712436676"
"1600000","0.7741256356239319","0.7741256356239319","0.7741256356239319"
"1664000","0.79900723695755","0.79900723695755","0.79900723695755"
"1728000","0.777246356010437","0.777246356010437","0.777246356010437"
"1792000","0.8868846297264099","0.8868846297264099","0.8868846297264099"
"1856000","0.8339354991912842","0.8339354991912842","0.8339354991912842"
"1920000","0.8382971882820129","0.8382971882820129","0.8382971882820129"
"1984000","0.8636029958724976","0.8636029958724976","0.8636029958724976"
"2048000","0.8477602005004883","0.8477602005004883","0.8477602005004883"
"2112000","0.8261382579803467","0.8261382579803467","0.8261382579803467"
"2176000","0.878132164478302","0.878132164478302","0.878132164478302"
"2240000","0.8858901858329773","0.8858901858329773","0.8858901858329773"
"2304000","0.8530395030975342","0.8530395030975342","0.8530395030975342"
"2368000","0.845995306968689","0.845995306968689","0.845995306968689"
"2432000","0.8633557558059692","0.8633557558059692","0.8633557558059692"
