"Step","coin5_cbamcausal - 4/selfish_incentivate_reward","coin5_cbamcausal - 4/selfish_incentivate_reward__MIN","coin5_cbamcausal - 4/selfish_incentivate_reward__MAX"
"64000","-0.00026603220612742007","-0.00026603220612742007","-0.00026603220612742007"
"128000","-0.01205461099743843","-0.01205461099743843","-0.01205461099743843"
"192000","-0.0031948767136782408","-0.0031948767136782408","-0.0031948767136782408"
"256000","0.011774786747992039","0.011774786747992039","0.011774786747992039"
"320000","0.031089911237359047","0.031089911237359047","0.031089911237359047"
"384000","0.06759178638458252","0.06759178638458252","0.06759178638458252"
"448000","0.08845388144254684","0.08845388144254684","0.08845388144254684"
"512000","0.12155603617429733","0.12155603617429733","0.12155603617429733"
"576000","0.15674638748168945","0.15674638748168945","0.15674638748168945"
"640000","0.23725271224975586","0.23725271224975586","0.23725271224975586"
"704000","0.2598493993282318","0.2598493993282318","0.2598493993282318"
"768000","0.34442025423049927","0.34442025423049927","0.34442025423049927"
"832000","0.42007505893707275","0.42007505893707275","0.42007505893707275"
"896000","0.43252986669540405","0.43252986669540405","0.43252986669540405"
"960000","0.5060223937034607","0.5060223937034607","0.5060223937034607"
"1024000","0.47337639331817627","0.47337639331817627","0.47337639331817627"
"1088000","0.5930319428443909","0.5930319428443909","0.5930319428443909"
"1152000","0.5773545503616333","0.5773545503616333","0.5773545503616333"
"1216000","0.6322399377822876","0.6322399377822876","0.6322399377822876"
"1280000","0.657708466053009","0.657708466053009","0.657708466053009"
"1344000","0.6141002178192139","0.6141002178192139","0.6141002178192139"
"1408000","0.6401054859161377","0.6401054859161377","0.6401054859161377"
"1472000","0.6786579489707947","0.6786579489707947","0.6786579489707947"
"1536000","0.6945973038673401","0.6945973038673401","0.6945973038673401"
"1600000","0.6904935836791992","0.6904935836791992","0.6904935836791992"
"1664000","0.6884507536888123","0.6884507536888123","0.6884507536888123"
"1728000","0.6919205784797668","0.6919205784797668","0.6919205784797668"
"1792000","0.7329612970352173","0.7329612970352173","0.7329612970352173"
"1856000","0.7076840996742249","0.7076840996742249","0.7076840996742249"
"1920000","0.6915398836135864","0.6915398836135864","0.6915398836135864"
"1984000","0.732727587223053","0.732727587223053","0.732727587223053"
"2048000","0.7294746041297913","0.7294746041297913","0.7294746041297913"
"2112000","0.7487009763717651","0.7487009763717651","0.7487009763717651"
"2176000","0.7295312881469727","0.7295312881469727","0.7295312881469727"
"2240000","0.7306961417198181","0.7306961417198181","0.7306961417198181"
"2304000","0.7340431809425354","0.7340431809425354","0.7340431809425354"
"2368000","0.6774133443832397","0.6774133443832397","0.6774133443832397"
"2432000","0.7093780636787415","0.7093780636787415","0.7093780636787415"
"2496000","0.73175048828125","0.73175048828125","0.73175048828125"
"2560000","0.7206377983093262","0.7206377983093262","0.7206377983093262"
"2624000","0.7189134359359741","0.7189134359359741","0.7189134359359741"
"2688000","0.6899504661560059","0.6899504661560059","0.6899504661560059"
"2752000","0.7476979494094849","0.7476979494094849","0.7476979494094849"
"2816000","0.7018141746520996","0.7018141746520996","0.7018141746520996"
"2880000","0.7123210430145264","0.7123210430145264","0.7123210430145264"
"2944000","0.7377049326896667","0.7377049326896667","0.7377049326896667"
"3008000","0.7298733592033386","0.7298733592033386","0.7298733592033386"
"3072000","0.7400017976760864","0.7400017976760864","0.7400017976760864"
"3136000","0.6986561417579651","0.6986561417579651","0.6986561417579651"
"3200000","0.7127310633659363","0.7127310633659363","0.7127310633659363"
"3264000","0.6960316300392151","0.6960316300392151","0.6960316300392151"
"3328000","0.7274061441421509","0.7274061441421509","0.7274061441421509"
"3392000","0.7524307370185852","0.7524307370185852","0.7524307370185852"
"3456000","0.7291222810745239","0.7291222810745239","0.7291222810745239"
"3520000","0.7174956798553467","0.7174956798553467","0.7174956798553467"
"3584000","0.7309207916259766","0.7309207916259766","0.7309207916259766"
"3648000","0.7344322800636292","0.7344322800636292","0.7344322800636292"
"3712000","0.7437917590141296","0.7437917590141296","0.7437917590141296"
"3776000","0.7263219356536865","0.7263219356536865","0.7263219356536865"
"3840000","0.7217538952827454","0.7217538952827454","0.7217538952827454"
"3904000","0.7208678722381592","0.7208678722381592","0.7208678722381592"
"3968000","0.7489143013954163","0.7489143013954163","0.7489143013954163"
"4032000","0.7350389361381531","0.7350389361381531","0.7350389361381531"
"4096000","0.7663580775260925","0.7663580775260925","0.7663580775260925"
"4160000","0.709404706954956","0.709404706954956","0.709404706954956"
"4224000","0.7361305356025696","0.7361305356025696","0.7361305356025696"
"4288000","0.7635931372642517","0.7635931372642517","0.7635931372642517"
"4352000","0.7410273551940918","0.7410273551940918","0.7410273551940918"
"4416000","0.714406430721283","0.714406430721283","0.714406430721283"
"4480000","0.7667948007583618","0.7667948007583618","0.7667948007583618"
"4544000","0.7343547940254211","0.7343547940254211","0.7343547940254211"
"4608000","0.7489593625068665","0.7489593625068665","0.7489593625068665"
"4672000","0.7554430365562439","0.7554430365562439","0.7554430365562439"
"4736000","0.702447772026062","0.702447772026062","0.702447772026062"
"4800000","0.7409731149673462","0.7409731149673462","0.7409731149673462"
"4864000","0.7653672099113464","0.7653672099113464","0.7653672099113464"
"4928000","0.6982989311218262","0.6982989311218262","0.6982989311218262"
"4992000","0.7453344464302063","0.7453344464302063","0.7453344464302063"
"5056000","0.7620089650154114","0.7620089650154114","0.7620089650154114"
"5120000","0.7477932572364807","0.7477932572364807","0.7477932572364807"
"5184000","0.7426148653030396","0.7426148653030396","0.7426148653030396"
"5248000","0.7785609364509583","0.7785609364509583","0.7785609364509583"
"5312000","0.7492876052856445","0.7492876052856445","0.7492876052856445"
"5376000","0.776394784450531","0.776394784450531","0.776394784450531"
"5440000","0.7271841168403625","0.7271841168403625","0.7271841168403625"
"5504000","0.7328152060508728","0.7328152060508728","0.7328152060508728"
"5568000","0.7499666213989258","0.7499666213989258","0.7499666213989258"
"5632000","0.7712251543998718","0.7712251543998718","0.7712251543998718"
"5696000","0.7497503161430359","0.7497503161430359","0.7497503161430359"
"5760000","0.7581408023834229","0.7581408023834229","0.7581408023834229"
"5824000","0.750702440738678","0.750702440738678","0.750702440738678"
"5888000","0.7647645473480225","0.7647645473480225","0.7647645473480225"
"5952000","0.7549160718917847","0.7549160718917847","0.7549160718917847"
"6016000","0.7554447054862976","0.7554447054862976","0.7554447054862976"
"6080000","0.7431953549385071","0.7431953549385071","0.7431953549385071"
"6144000","0.7531670331954956","0.7531670331954956","0.7531670331954956"
"6208000","0.7494077086448669","0.7494077086448669","0.7494077086448669"
"6272000","0.7201765179634094","0.7201765179634094","0.7201765179634094"
"6336000","0.7294213771820068","0.7294213771820068","0.7294213771820068"
"6400000","0.7475489974021912","0.7475489974021912","0.7475489974021912"
"6464000","0.7447746396064758","0.7447746396064758","0.7447746396064758"
"6528000","0.731883704662323","0.731883704662323","0.731883704662323"
"6592000","0.7085085511207581","0.7085085511207581","0.7085085511207581"
"6656000","0.6857022047042847","0.6857022047042847","0.6857022047042847"
"6720000","0.7443882822990417","0.7443882822990417","0.7443882822990417"
"6784000","0.7313455939292908","0.7313455939292908","0.7313455939292908"
"6848000","0.7374182343482971","0.7374182343482971","0.7374182343482971"
"6912000","0.7519850134849548","0.7519850134849548","0.7519850134849548"
"6976000","0.736899197101593","0.736899197101593","0.736899197101593"
