Step,Reward
192000,-3.2234455176835155
255387,-2.8357215240566456
318773,0.2955685022246810
382160,-2.6424662712141718
445546,0.6666332185474183
508933,-2.2629107792572949
572319,-2.5597721592270357
635706,0.3282427961498161
699093,0.3778445235536740
762479,0.8957502536319416
825866,0.7179675386183088
889252,-2.2596550518390797
952639,0.7469034295924240
1016026,0.5337755050933928
1079412,-2.3090559394695003
1142799,0.5306751988358874
1206185,1.0804671907830934
1269572,-2.2088829491150483
1332958,-1.9606726937637358
1396345,1.0467837683097434
1459732,-1.7023859617027117
1523118,1.5854402805844920
1586505,-1.4224029866865338
1649891,0.9234946619745307
1713278,-1.6790100282925158
1776665,-1.6796559725032936
1840051,0.8976667358241450
1903438,-2.0755791468885678
1966824,0.9742703258439610
2030211,1.3263911998439231
2093597,1.5638859048622280
2156984,1.5708668988275218
2220371,1.1448396952114019
2283757,0.8381988489238360
2347144,-1.8721805546597026
2410530,0.9783418040778646
2473917,-1.6639973144845253
2537304,-1.6507874383657908
2600690,1.1385383590288052
2664077,1.3642308433867818
2727463,1.2061681762239733
2790850,-1.5224314098681146
2854236,1.7791770296323626
2917623,1.5266357578745293
2981010,1.1851631520954440
3044396,1.5527908041056622
3107783,1.6753677114810155
3171169,1.3299037759059380
3234556,-1.4629198320129999
3297942,0.8905614449686530
3361329,0.8420617397087440
3424716,-1.8701185909623155
3488102,-1.7189445616477288
3551489,-1.4878609186256315
3614875,-1.4766416678835765
3678262,1.2373829369213825
3741649,-1.6451792441068707
3805035,1.2672021405121041
3868422,-1.7335511850899064
3931808,-1.4044597292621681
3995195,1.1244566157985079
4058581,1.1417421715306231
4121968,-1.8575193824043108
4185355,1.4039695118098439
4248741,-1.3846747833288513
4312128,-1.6865507423654584
4375514,-2.4838011138667029
4438901,1.1667680438007468
4502288,1.0805162196194373
4565674,0.6908760445339787
4629061,-1.6497918861908962
4692447,1.2721921145221613
4755834,-1.9455119842488156
4819220,-1.3399236814141120
4882607,-1.5963470325413580
4945994,1.2016648514588455
5009380,-1.5389292597547286
5072767,-1.1606050697800767
5136153,-0.5818884598436878
5199540,2.1101370666747665
5262927,-1.3144369567059715
5326313,-1.5235369988537335
5389700,-1.9355756128161521
5453086,1.0199695997910609
5516473,-1.3754221505461586
5579859,-1.1889218159032935
5643246,0.8987439914408730
5706633,-1.8815257140763795
5770019,-2.0180230914704502
5833406,-1.8191867718562642
5896792,1.2048422904026725
5960179,-1.5531328902580459
6023565,1.3089041162636808
6086952,1.6044500417475138
6150339,-1.1200819981427028
6213725,1.8455075399705168
6277112,1.3910472872250645
6340498,-1.5667590912519316
6403885,-1.8272426254941849
6467272,-1.7055370202102176
6530658,0.8895388168143066
6594045,-1.7133527524537349
6657431,1.1429905457176133
6720818,-1.6062438711510596
6784204,-1.2452790198683907
6847591,-1.4960774889980855
6910978,-1.0528263366623549
6974364,1.6306585736432804
7037751,-1.4799008915681511
7101137,1.0467357462567002
7164524,-1.6776737276983846
7227911,-1.5167835270147563
7291297,-1.4096320272572631
7354684,-1.4847809356069113
7418070,0.9225412661927239
7481457,-1.9479508422107723
7544843,-1.5987367958844214
7608230,-1.5576711519533357
7671617,-1.9725971976606289
7735003,-2.0013436431671012
7798390,1.1591821745385231
7861776,0.9359186396586461
7925163,-1.8755654422920403
7988550,0.7147613584348315
8051936,-2.1416992559738586
8115323,-2.0835220953594744
8178709,-2.4542286906222133
8242096,0.8413934375128780
8305482,1.3456584346175813
8368869,-2.1590588905577470
8432256,1.3511331418434396
8495642,1.5171618290680036
8559029,0.8585946416841819
8622415,1.4332537891457910
8685802,-1.7581295485597299
8749188,-1.1702994329688683
8812575,-1.2705396713805599
8875962,1.8973656275744255
8939348,-1.0797320408097466
9002735,-1.6448671616604547
9066121,-1.4172701039986597
9129508,-2.1100960571684277
9192895,-2.0931902077210225
9256281,-2.6032975147320516
9319668,0.3529750759387063
9383054,-0.0526646503551931
9446441,-2.4398918501803997
