Step,coin3_cbamcausal - 0/regret,coin3_cbamcausal - 0/regret__MIN,coin3_cbamcausal - 0/regret__MAX
64.0,1.1317711489780584,1.3590402425210275,1.3591044766861036
128.0,0.6163939844784770,0.6111125097893819,0.3056624482833860
192.0,0.0592301440306470,0.3710465072852310,0.0432592602448406
256.0,0.4556006621265181,0.4261852683766462,0.4566973159382480
320.0,0.2587491182809515,0.2565445594369177,-0.0194858562794207
384.0,0.2629453242038255,0.2798754504006198,-0.0024930533220658
448.0,0.0559647389212072,0.0691324315752447,0.0621575349677129
512.0,0.0507109517684867,0.0484786571857395,0.0614054063808695
576.0,0.5651649142389655,0.5637415334298803,0.9051187324347953
640.0,0.4903042796220233,0.8208674902265325,0.8196311770479258
704.0,-0.1213923380721445,0.1560017285086017,-0.1288142363707972
768.0,1.1073080046119141,1.0889233290207097,0.7796690199382457
832.0,0.1673034321508098,0.1971250003444685,0.1865045428495755
896.0,0.3696517344837037,0.7029332006029798,0.6737956301169425
960.0,0.6234405823992228,0.6503359137574440,0.9350451916603739
1024.0,0.7926482245932186,0.7764350327543941,0.7994968279447794
1088.0,0.3739529913387244,0.3752354114121824,0.3743902841821469
1152.0,0.5766698605457750,0.5726432373449816,0.3163286658352522
1216.0,0.4913929622086867,0.4872238611429254,0.4771778741849484
1280.0,0.1689022215819045,0.4351587816558524,0.4202825409284944
1344.0,0.7738689226545379,0.5124657198681222,0.8540981260582496
1408.0,0.9335602259375655,1.1932395338823396,1.1936637112825332
1472.0,0.0041598712946203,-0.0120911300800512,-0.0449574460458214
1536.0,0.2578918836530931,-0.0872114699054524,0.2515053478494409
1600.0,0.4049462336874748,0.6277108581539290,0.4052795034907551
1664.0,0.4744097258491164,0.4909139962535035,0.4881083313761171
1728.0,0.7703730472511596,0.4890705112607329,0.4826450051720329
1792.0,0.9312237036360848,1.2218178193995477,0.9289167230938029
1856.0,0.1255960029279644,0.0940959464596951,0.1468637949204994
1920.0,0.2265645909665665,0.2058073057162242,0.2139343031798553
1984.0,0.8065547159240860,0.5010031825999050,0.8065859619277991
2048.0,0.4149314482268823,0.7029520662294262,0.4220216245203565
2112.0,0.3726296790213495,0.6430467798635419,0.3768628155455124
2176.0,0.5483319377551160,0.9065786623315615,0.5492176725387453
2240.0,0.7523785272433440,0.4384890976130359,0.7692165804573690
2304.0,0.7369810481097212,0.9844254763118296,0.7258161406760226
2368.0,0.1557441441095375,0.3975360383928546,0.1480291598748487
2432.0,0.9006245490763127,1.1471372112587266,1.1475523842297097
2496.0,0.6206446791683284,0.8911915456278277,0.8853367823145929
2560.0,0.7273157454158562,0.7260808035901328,0.7294272943965314
2624.0,0.8738455131646332,0.8521395631034807,0.5252149650118353
2688.0,0.6939432147566722,0.9403238082778681,0.7027711248794182
2752.0,0.5914264115657204,0.5885264655599909,0.9036742940519696
2816.0,0.9718126124060397,0.7426133963741934,0.7446978001302242
2880.0,0.3563260369875546,0.3561823236881963,0.3806934529980452
2944.0,0.7256364998622643,0.4221589716820665,0.7428286763659759
3008.0,1.4425013802855231,1.4319426616320958,1.1429996734432109
3072.0,0.5037229262362528,0.7893523450422809,0.4726694741530529
3136.0,0.5561480668584748,0.8916313389011936,0.5672885592337271
3200.0,0.7281757133859980,0.7112563871223748,0.7312130053052879
3264.0,0.6330826042614199,0.6528920542783662,0.9460002591527599
3328.0,0.5857115010001913,0.6359350007631808,0.8684424682648356
3392.0,0.6421152709976424,0.6424622168916337,0.8812571452403268
3456.0,0.6333283754884969,0.9441839821243241,0.9524009243584206
3520.0,0.9925656488313673,1.0140626360092131,1.2636151135324518
3584.0,0.6730845879464757,0.9669759782140186,0.6622035691823246
3648.0,0.5540406086418468,0.5350520921276095,0.8482058502883825
3712.0,0.9211646706971923,1.1442703248754327,1.1536415243793332
3776.0,0.4930144296989522,0.8113376896471162,0.7662919187192879
3840.0,0.9306939426842507,0.9240325569481543,0.6098432355864292
3904.0,0.6911068341174604,0.6800972496766370,0.9511356272478458
3968.0,0.6403592934045081,0.6007005463676449,0.9135641185692379
4032.0,0.5951555934698929,0.5678372537220769,0.9097757939764470
4096.0,0.8149918600873106,1.0928018074218431,0.8085470741451608
4160.0,1.0627826099432369,1.0643895304540296,1.0651954556694563
4224.0,0.4651665991996763,0.7800866619861728,0.7905392592351875
4288.0,0.7517637371413191,0.5079725533085342,0.5118116924953877
4352.0,0.6948767418184183,0.9469830192071378,0.9511420334367732
4416.0,0.6058419750161226,0.9037560777517912,0.6074083798150769
4480.0,0.8636276786281777,0.8720412550951493,0.8772907527425369
4544.0,0.7026585033191848,0.7358064943413862,0.7307073624557880
4608.0,0.9647884056419723,0.7414112197644629,0.7204573981139260
4672.0,0.7168557405742473,1.0040438913222263,1.0048142988267359
4736.0,0.8961828234550767,0.9091129772681773,0.9030523327168759
4800.0,0.8054154956728444,0.8087042647088734,0.8019269472747943
4864.0,0.7166702670869693,0.9796062526430289,1.0022594565465259
4928.0,0.7676505357097316,0.7689348353336480,0.7637510796320661
4992.0,0.8362677157462435,0.8341624674984381,0.8128434719645111
5056.0,0.8430485715983742,1.0974123305554440,0.8398574787994069
5120.0,0.8078941567292368,0.8098742801176960,0.8057245209446087
5184.0,0.5488159548035694,0.8524867988839602,0.5493919502666891
5248.0,0.9132386196377023,0.6353882114122206,0.8814075281455147
5312.0,0.5267397900623698,0.4760155705205910,0.8025179790845827
5376.0,1.0398018434728531,0.7569407224431868,0.7582764024245172
5440.0,0.7219681326630677,1.0554779016902263,1.0615936008554965
5504.0,0.7513772085240935,0.7482265144171845,0.7510261332006638
5568.0,0.6652154444289751,0.6506782894171470,0.8991513903838821
5632.0,0.6636751589382098,0.6204419821658748,0.6395388033672447
5696.0,0.6137118919023393,0.5886054643541291,0.9499757561220372
5760.0,0.6377248718613034,0.6412063370147323,0.6410783676866383
5824.0,0.5763935726146678,0.9117723618861556,0.5770491158542899
5888.0,1.2350465521627267,1.1916790150634962,0.9405295689943368
5952.0,0.6642475585854323,0.9505202120007625,0.9333323271142862
6016.0,0.7629252349213878,0.7673544276150203,0.7630774025184935
6080.0,0.9254859070186194,0.9129515354835638,0.9219508079435240
6144.0,0.7453270355559500,0.7526332211657231,0.4539867710633876
6208.0,0.9828072650537267,0.7000583757869491,0.7046330023751783
6272.0,0.6243013646743905,0.9111276171564667,0.6087904285587666
6336.0,0.5196282039435807,0.8425006671137089,0.8266820455059114
6400.0,0.6975023383997121,0.9770150462689884,0.6780036238466602
6464.0,0.9379430090112685,0.9300415455460516,0.6623907000111889
6528.0,0.9320250254038108,0.6994812808288294,0.9303286522773750
6592.0,0.6726860049300867,0.9985624157412388,0.7111683403696766
6656.0,0.6081236425397778,0.8459901201510269,0.6104421643803788
6720.0,0.8980606020214804,0.6219209029794072,0.9309403178455660
6784.0,0.7982768038021155,0.5154438772930687,0.7988709169617330
6848.0,0.9102993805632243,0.9266119004128817,0.6188811893470223
6912.0,0.5787806713079644,0.8685059744246079,0.8681637405683353
6976.0,0.5751818806618738,0.5785977349367364,0.9020410076554950
7040.0,0.8108777324891274,1.0572932856359576,1.0657440605615225
7104.0,1.0057277897650105,0.9770339600071805,0.6757883381151550
7168.0,1.1559105229851108,1.1538847245885386,1.1666619147846666
7232.0,1.0204050580389232,1.0123111783191578,0.7334333251786694
7296.0,0.9480192498031274,0.6796081582673102,0.6711228940556798
7360.0,0.6702853098328578,0.9785182316018479,0.9777631918084537
7424.0,0.9914321731244297,0.9920710831878329,0.7866540326603374
7488.0,0.9012298051065629,0.9155474994169887,0.6048774253215460
7552.0,0.9465837327108272,0.9401264425581682,0.6427783332121001
7616.0,0.9797316627444262,0.9917699045076834,1.0117009017253995
7680.0,1.0413385040330798,1.0003106073790629,1.0192427009196872
7744.0,1.1479933794323607,1.1652708639196143,1.1620195805353073
7808.0,0.7303875389740055,1.0190869636410778,0.7203933402826342
7872.0,1.0470286844398944,1.0490490381046154,1.0466666857781897
7936.0,0.9364952430743395,0.9562917801565145,0.6786528071332139
8000.0,0.7746763462333548,1.0168423235418580,1.0201388832006173
8064.0,1.0796256714831050,1.0826902797199733,0.7876463017945571
8128.0,1.0147431318284288,0.6870162797251724,0.9972078652955704
8192.0,0.8218604473775775,0.8229895420993177,1.0631605770217225
8256.0,1.0463092846499717,1.0333046552978518,1.0429541907564137
8320.0,1.3820864702248024,1.0665673824294963,1.0263827640941865
8384.0,1.3563951880358711,1.0710191368922337,1.1051633551536151
8448.0,1.1357391011832501,0.8391020813015870,1.1220323711816911
8512.0,1.2096044339911332,1.2254162360504963,1.2032572389594134
8576.0,1.2228699943321293,0.9471823706004457,0.9586303566193063
8640.0,1.2214999205067321,0.8587676844695689,1.1728896572374889
8704.0,0.9036114507209665,1.2044934659568125,0.8970267094133212
8768.0,1.2124937645493203,0.8818202072227618,0.9081469452890967
8832.0,0.9250455696948710,1.1656397099114444,0.9402246162100385
8896.0,1.0810560910123583,1.0809188254920081,0.7974705684219426
8960.0,0.9787060150816715,1.2484244072345865,1.2660150786307591
9024.0,1.1865497261328577,0.9109371087249868,1.2059469373766263
9088.0,0.9279386020243519,0.9546082450249738,0.7023373385237945
9152.0,0.6489560401933347,0.9540385677719071,0.9661408948191506
9216.0,0.6825323520875048,0.9129262397290930,0.6736984682816960
9280.0,0.7505207140478971,0.7466822193388800,1.0769088860117093
9344.0,0.6789290066647109,0.6751103411608457,0.6778608710750501
9408.0,0.8122002989506730,0.8176233810021130,0.4881330123148537
9472.0,0.8256353408414328,0.5837957792935122,0.8445446086473887
9536.0,0.6295600117819593,0.6085578769246367,0.9030677264068810
9600.0,0.9782907730036137,0.6128066324689820,0.6339042608021209
9664.0,0.9227564082694176,0.6110466137087789,0.6240956931672714
9728.0,0.9393107061638691,0.9480128988400007,0.9413986873999328
9792.0,0.6818746988008786,0.6874189700792848,0.6863625853367264
