Step,lbf10_cbaminequity_aversion - SW_ep_rew_total,lbf10_cbaminequity_aversion - SW_ep_rew_total__MIN,lbf10_cbaminequity_aversion - SW_ep_rew_total__MAX
64000,4.2885539370806569,3.0851820964545098,3.3094530777867477
128000,4.4091544404397318,4.6488789991871693,4.7594688779372092
192000,3.6005489587383339,3.8304172887082086,3.9693049493221961
256000,3.8329963196795207,3.9133893259414556,4.0163184774906950
320000,2.7500222765292994,2.8695391396743846,3.2747930657890159
384000,3.0705756708712624,2.9291427537618806,2.6301727599618321
448000,3.7949804231195858,3.5580727994432562,2.9271873507657662
512000,3.8824003015390964,3.7491492433114857,3.7043939928135123
576000,4.5336931116016972,4.2903067694093675,3.7252812043960004
640000,2.7147920254123727,3.1261371104258711,2.8189836272649638
704000,3.5120096761685744,3.3629663833816803,2.4268424323105355
768000,3.1109079587373465,4.3997199489147656,3.3131916318577170
832000,3.4658967167746559,5.2310992925865678,3.7094473875546194
896000,3.0924688165071785,3.1296463056413177,2.6182256019456007
960000,1.4325709384268905,3.0531846082194094,2.9621140337087182
1024000,3.1704264144769043,2.0615328160352666,2.0226572000171541
1088000,3.1016324249140363,3.3197426790780300,2.8910999761530820
1152000,3.4293019778180032,2.1928968262254811,1.8560906676936488
1216000,2.5541427286392584,2.6902342340743122,2.9665282497889613
1280000,4.2020128767737948,3.5219088454289023,3.3212391121943159
1344000,2.3515127799623201,2.3400612459476098,2.3182007534820412
1408000,4.3741542792433252,5.3121266170292989,4.7921887132583709
1472000,3.9283096734026310,2.6424907844536438,2.4982576145078115
1536000,3.3073377993623350,3.5328524625598976,3.4293382547603022
1600000,1.7074741805049325,3.3488016874059192,3.3815237768071915
1664000,2.3169730040707175,2.4966715844169927,3.7744628212540281
1728000,5.4339387163055397,5.4528358750528296,4.0174560598764328
1792000,2.3551624385818992,1.9240014445322027,2.2773652163639011
1856000,4.2561874419418402,3.0880915940289877,4.0554752566781840
1920000,2.5980793465367218,2.7520008104005766,4.2514529778443455
1984000,3.2234003927412447,4.3333006848880844,5.0285112838255799
2048000,2.9021716046351522,2.9582955982586592,4.3280562152576572
2112000,2.1481114152200291,1.7908518257204331,3.6768947983938940
2176000,1.4922414500205723,2.0155699141854719,3.0346601197365697
2240000,1.9503488621851266,3.0197044849689210,1.2450728651604011
2304000,1.9892732898258760,2.3604929545153177,2.1254464320482311
2368000,2.6643278853807004,3.9517315233446970,4.3867187719818563
2432000,4.2926147976138376,4.4516249094460303,5.2885227013935001
2496000,3.5503155667835875,4.8978998577465047,3.3906126791202134
2560000,3.5060334532244277,2.1082212951051673,3.7396911542472182
2624000,3.0847742460856971,1.2043461762156105,1.1698172235405491
2688000,1.4638705803727408,1.9365090786623940,2.0049347592233571
2752000,5.6726701594136877,5.4644140600375914,4.4156470290665588
2816000,2.8689514986634372,1.8537113060943311,3.5610660641386724
2880000,3.9618523775508585,4.6537624736179044,5.2876127482509343
2944000,3.3492934292167091,2.4331355575627915,2.1811738981216613
3008000,2.8062827505975365,3.6911752675743719,2.6342965806025465
3072000,3.3149396493900793,3.2251152875224900,2.6183061071924216
3136000,2.9588572906430581,1.4335221664137081,2.4388208210807525
3200000,3.4014146124152003,3.2839526299371955,2.0908134720799207
3264000,2.3021123067142630,2.1824647059963396,2.8364999861571376
3328000,2.0210829728602198,3.4352983571858196,3.3151117454967212
3392000,3.3566339841413289,3.4200449167429898,4.0519217850190188
3456000,4.1989714797783986,2.9467643031385666,2.9678929121314694
3520000,5.8652292037716807,5.5716870335768753,5.6350625342086849
3584000,3.0978962235124361,4.3825666216844166,3.2081509054947390
3648000,3.9130758972558652,3.9823716917355672,3.4466771461988133
3712000,2.6388116960573162,2.5155407657162741,2.9392546924458975
3776000,2.5614535055244936,4.1901236164767930,4.5113999743618347
3840000,4.0888274642483022,4.9866557924884400,5.4376458948395570
3904000,3.6453338335646341,2.0868596249456290,2.9527744565306668
3968000,4.1809737593815566,3.3262157160882144,2.9271663643860322
4032000,1.2766020456171439,1.8604417496667112,2.4100102229693410
4096000,3.3548380830161881,3.3792944765112400,3.5062342345569522
4160000,2.9703134936080517,4.5814308203419341,3.5476558204360842
4224000,4.7340108449846818,4.5669683634932712,4.5374095659246452
4288000,2.5039908102367003,4.1482132346412097,3.4333538365418135
4352000,3.9450506904589226,4.4126108699078666,3.3850265881061037
4416000,3.4660627709623486,2.1142139719488453,1.6466597375757632
4480000,1.7450283545804166,1.3419822073080721,1.2875501680820738
4544000,1.6433566693161468,2.3620374513892215,1.2964242244753024
4608000,2.4075950554149674,3.1797063754104355,2.9204318838227143
4672000,0.8530460545814029,2.0794559098365677,0.7973292572537412
4736000,2.7770821287800720,2.7680441191863210,2.0197474508961992
4800000,4.7861018964100115,3.5231139396419948,4.7076671405771915
4864000,3.4382911422660722,4.7271300909389344,4.9513260432031441
4928000,2.6215743620648739,3.6821559293379544,2.7556050541809558
4992000,3.8716291569949512,4.7834674483818489,4.2284021363995032
5056000,5.5162491451233526,5.1847724483649422,5.3832749958807078
5120000,2.5294819700487632,1.8092992995295292,2.3894258353109241
5184000,3.1954601873505570,3.5524333802041981,4.5447114200679923
5248000,5.9191705757647410,4.5583697827918828,4.1813465930690441
5312000,4.9798099291637152,4.6229109357705429,4.9109368797192952
5376000,4.5953913268623134,5.1479786292428731,4.7054547193487748
5440000,2.2918143647251288,2.4294309371647045,0.9351958134207383
5504000,2.6769879244534103,3.7631729021278950,2.5920281614029284
5568000,4.6094550255672884,4.8297418812961688,3.4428180274616187
5632000,1.2188736336746808,1.7502636028874170,1.1522682177362948
5696000,2.5725514841009263,3.4055135928173037,2.0607952995470500
5760000,2.4712347024878665,2.6091392806770091,1.4726578064915450
5824000,1.7783936853733051,1.9833493198553043,2.1309549611240022
5888000,4.5955560025730602,3.1667489018719048,4.6795372830976447
5952000,4.9467994139929381,3.6420379369616152,5.1486439803207542
6016000,2.1967074131010227,1.9814771328280956,1.7080454152812734
6080000,2.7850072126920704,2.9668513178917784,3.0314536182782992
6144000,2.5121838711633564,2.2909934882120728,2.3165175883118749
6208000,2.5852950280354356,2.3520432991707412,1.9648938448245923
6272000,2.2197398312489778,3.6504864422857342,3.3183282833987473
6336000,1.1383760093525130,1.7206126062157230,2.0053264783580871
6400000,4.1478472776344910,2.1872180713299003,2.9334803175000737
6464000,2.9876973573783951,1.4981230798984189,2.0887082299397299
6528000,1.9362157382653769,2.0306372843311187,2.0291102402038095
6592000,4.0256753757948704,5.2659695854860900,5.7430253501742037
6656000,4.2072880134025166,2.9141176865928227,4.2210902334000053
6720000,4.4104968274304248,4.3920176809618754,4.6204107240009806
6784000,5.4937306711277722,4.3082300652626637,5.6320158425265809
6848000,1.2261356970786714,1.2708645829339154,2.2779744502986476
6912000,2.4225522887350759,1.0772545817222796,2.5011909988654217
6976000,6.5256946306233958,6.2069148094946769,6.7139094484298534
7040000,3.1450027227791812,2.9461999631600571,1.5333286274365998
7104000,6.6468790975582666,7.1978548529904947,5.9968534010569527
7168000,3.1436209249401603,2.8419108742869787,2.4278186288297214
7232000,4.7345276369027776,4.1966710959403999,4.2290941339591308
7296000,3.6296210024322035,3.4970993326647131,3.8190816590526917
7360000,1.0312122498250595,2.0633213452386450,1.0481648189274515
7424000,3.6945083807579620,2.4139342727217690,2.3652395130092971
7488000,4.7123443602287765,4.7110280689905082,4.3886012532935501
7552000,0.8282043817783831,1.7700388714758022,1.3616458799030524
7616000,1.0534189981907212,1.4009996652857177,1.3759824727618901
7680000,4.4060380592317570,4.3984848285687201,3.0400313882019949
7744000,2.2226701496030925,3.4564811939395717,3.2989871746621215
7808000,2.0830037621515278,1.9289851344981301,2.4003765129094070
7872000,1.5748415092237924,3.1854879709834938,1.5933747178272026
7936000,2.4312020191087282,3.5487656923125428,2.1752169061608009
8000000,3.2615979170364762,2.1427905290140998,1.5425264118420221
8064000,2.0608173351372985,1.9223503669786555,2.4481603576715116
8128000,3.4700015407840898,1.8866538373196495,2.4305741948364337
8192000,3.7514577605180977,2.6894637822519805,4.1279755131153877
8256000,3.4284912517430852,3.2142519674651782,1.9667435501627260
8320000,3.1578786759112769,4.3465330879145485,4.8732776752740117
8384000,0.8824330682146611,1.1470907611973813,1.5214417530200821
8448000,3.8189397140529957,4.7851676022618124,5.2887631007735330
8512000,1.2851551647468902,1.2031049249637367,1.1691089930326992
8576000,1.4897348633548790,1.7775474653675256,2.8961065514727471
8640000,2.6579724639865563,4.1473478869449352,3.9256481054410344
8704000,4.7223420271248226,6.4249754308741220,6.2950135673944665
8768000,6.1117497778977574,4.7709562913301893,5.7839580389364187
8832000,2.5839312800371386,2.8810238191210864,3.0094777499665928
8896000,2.9177281429878823,4.2595038911127352,4.1263940728592594
8960000,2.1886593575627673,3.1951942628594132,1.6683513330769644
9024000,6.5522394398510277,7.0596535350128500,5.3149256366832036
9088000,5.8190042191869669,5.1454904274674895,6.1597603378589527
9152000,2.8796733028187624,2.8453956913708218,1.5206773276670902
9216000,3.0708663874717175,3.0651275571110039,2.8955578160643123
9280000,3.4086133457699117,2.4779150491058504,3.3575885015290270
9344000,4.6631888582988399,6.2534060224905144,4.7075807027763350
9408000,5.5077334999920051,4.7019221564568277,4.4655030490357630
9472000,4.8709530044991327,5.2476037729004874,5.5712440112588526
9536000,5.3748120278909157,5.8657036860979455,4.1962464040888356
9600000,3.2841331344352445,1.5605171817040697,1.5646113996063213
9664000,4.2774211864081231,4.4999499745106739,3.0940937729488671
9728000,1.5309211826829612,2.2309545461982201,3.4459813822476661
9792000,4.0730950395685799,5.0118599349231179,5.1035165476695976
9856000,1.5449006380390731,2.9000338094926397,1.8109811483201737
9920000,1.9161300701717665,1.5299653458395772,2.6562873210205336
9984000,4.5712528788682398,6.0748203141923893,4.3543790183579443
10048000,3.5512674562983051,1.8228971390925366,3.3643260195297215
10112000,2.6604313691554040,2.2193696359036577,0.9960514053071090
10176000,1.0792868622510914,1.1373196200774496,1.2844219390036751
10240000,5.3846418260918210,3.7970327038153497,4.8629402531133232
10304000,3.6261703378285688,1.9858104084315165,2.6034708333913796
10368000,0.6152291366585592,1.5136964912704283,0.7442142797792526
10432000,1.3528426470022117,2.2838160381629269,1.2277845362292332
10496000,4.1263637681279270,3.8376866094300843,2.9724810760172873
10560000,1.5723406766526731,0.8958685721193209,1.8271302013036315
10624000,1.7212545773679180,0.3566244328803874,0.6885799134040764
10688000,5.4469063273953582,3.9358644804653018,5.7555950597787326
10752000,1.7588475940256203,1.9134117544577132,2.8654994490707892
10816000,1.8970946326897209,3.4045234100621116,2.3665456476508071
10880000,2.4611312254884878,2.3533602212034586,2.3096326639754770
10944000,1.6351850666685499,3.0641769020808729,3.0479162502825883
11008000,2.2288874047201852,2.7901169693825998,1.9614497710075152
11072000,2.9376813329363740,2.1837338934912696,1.6423195315169121
11136000,3.2765789161915500,3.0627120260410727,2.9955829772593621
11200000,1.6126058807250279,2.5512671560302431,0.9403817386067561
11264000,1.6630537940509398,1.6120357552362221,3.1155501233564813
11328000,2.4403746898598824,0.8896402977170619,1.2922202690056257
11392000,1.7318010475012831,1.2814965285297615,2.2992359278775605
11456000,3.7911775666185141,2.3471171198451470,3.7020700406124796
11520000,2.4313695289082795,2.9947916996624144,1.8829553815818683
11584000,5.4694540434756798,6.5959892832058609,6.0743578908419709
11648000,4.6506773066783298,3.2876949167454228,3.5374305229844731
11712000,1.9567820272172836,2.0552492039026573,2.0884600254900061
11776000,1.7515710714393811,1.5355209292724423,1.7841393345941974
11840000,4.8325707730005725,3.9038860546159042,3.2677111400455541
11904000,5.7361090464135165,5.6558527082939749,4.1190040204183669
11968000,3.7826885146849323,4.0404964343508487,5.5374456534808232
12032000,2.3173270422007803,1.1121970491475812,1.8116542239761892
12096000,1.0657582918014927,-0.0079308093942452,1.1342692994716612
12160000,3.4899291872251261,2.4239194846835113,2.6369225345896239
12224000,2.1102145763434583,3.4796294754924038,2.3874163019238517
12288000,1.5207926866286583,2.5242590437708401,3.0446609558734452
12352000,3.0204744695848098,3.0829099533647164,2.2907319775681332
12416000,3.3524847153442399,4.7606312868148093,3.8638543145430360
12480000,1.1408934947663989,2.0531023242531967,2.1529135795991259
12544000,4.0461839109218634,5.2530854589005758,5.3517680096113764
12608000,0.8274728717992312,2.2183872900741779,0.9934612724302476
12672000,6.7741824481660959,5.1345931527062731,6.1186503461790513
12736000,3.8040370533995342,2.6332781217776784,3.7761088485029539
12800000,0.3327812362789455,0.8900252398426416,0.5897541317363133
12864000,2.9435655859124896,3.9504182130818135,3.1880066961763442
12928000,1.7627381578878414,2.4392208609657922,1.8121188226531932
12992000,4.0080402643414175,2.7078990442533555,3.7103870283738760
13056000,3.4630346645597232,5.0375478875723907,3.7874944065889355
13120000,4.3025260453116587,3.1082110254334721,3.9753192164752296
13184000,2.3758329430850305,3.8834308904652008,3.5289220624478856
13248000,2.2540229236257652,1.6979800424141385,3.4422992196454589
13312000,1.2277935327982650,1.2137761242356417,2.2284105916646566
13376000,2.8700028810321934,3.9043204088242796,3.7658481305763249
13440000,1.9811895957730570,2.3658784568822582,3.6379536696247818
13504000,4.0095829163929846,4.9886967066228838,4.0593738837923929
13568000,2.0587889692316117,1.3791587459028041,2.9221082509302612
13632000,2.8015249166986305,3.1268091405204972,2.4554439412040758
13696000,3.5291146539474894,2.5103700763979946,3.8600637512392755
13760000,1.5352183009995466,2.5940607194692942,1.5618853389728717
13824000,2.6292366790253192,0.8412022478875085,1.4766680855378842
13888000,1.2577594115750965,0.7369417615172911,2.4655164757833221
13952000,2.6931682566434398,2.1205204626687997,1.0371942585793885
14016000,0.5573826193138784,0.6969960016761485,0.6777845332395955
14080000,2.1533122890361756,2.8874186786302483,1.8662679238596389
14144000,2.2034916632231161,2.8647223357088585,2.3437405081856233
14208000,1.1487024996607660,0.5178748859377116,1.7720360206041015
14272000,2.1366815712612732,2.2219622797615028,2.3391749406318008
14336000,2.7911564206742283,3.0045165595933199,2.0332607718885982
14400000,2.2293144182476454,2.0141790004501687,1.4764011037703972
14464000,2.2022155847091742,3.0267133142521141,3.2672556787724081
14528000,2.0421597092280988,2.8853398336046259,2.9058104436079542
14592000,4.1236557804947047,3.5167442709798724,3.9121607607639683
14656000,4.6223545364949494,3.5763702437369385,4.6125691615357791
14720000,2.0781180939303678,2.5746351638253961,3.1761363401559972
14784000,3.1893805616910940,3.2506568769269455,3.3441002119264289
14848000,1.4255981633662029,1.6414291344496990,1.9677280802124608
14912000,1.8469497724051775,2.6692605704985004,1.9537850643019070
14976000,3.7060936664913338,3.0970521541834373,3.1265555431728700
15040000,2.9445548907658838,3.9716297304881207,2.5048921356112492
15104000,4.9118627668245463,3.2974062512358824,4.3374623960412952
15168000,2.5362721432184490,1.2704114287659800,1.4593791088238439
15232000,1.2209536660126907,2.1407894245578163,0.8889647533696887
15296000,1.6025402466142074,3.4078747465203811,1.8088310875714724
15360000,2.1257236266912369,2.0028193282548985,2.8308346037736989
15424000,2.4586482287547948,3.5084061280225782,3.6304045528309925
15488000,2.4087460129661773,2.0494514516033613,3.4417912771460162
15552000,2.1270792357971491,1.9513107089094897,3.3519869834072553
15616000,5.7128511599194418,4.6837695543825832,4.2192335949584425
15680000,2.4975703165767618,2.5758277360684572,3.4261386579164559
15744000,0.8486241207865781,1.0752330231594676,1.9596603909959271
15808000,1.8576184653619541,2.9707652655418220,3.6012232020518358
15872000,2.4070928365394679,3.0410262221403297,3.1310122788216064
15936000,3.9847122433393878,5.3063016034372810,4.1388503327290866
16000000,2.3499162853860578,2.0470650458739326,1.9089213983698960
16064000,3.4867948408463345,2.2103620224924203,1.8881703198588300
16128000,2.9186122841438902,2.7995207763525949,1.4490922033098261
16192000,3.9864431995816751,2.0529494232714134,2.4922421013054556
16256000,4.0306603352910013,4.0031621749844302,2.5812224136241997
16320000,2.9401485498863558,2.4600626949919122,3.0022864144044283
16384000,2.4888688448639318,2.7371882625582087,2.3045218757402472
16448000,3.1552996943084768,3.6765048631714166,2.8736232652856293
16512000,0.8880080370627168,2.1611042460599776,1.3568243322434959
16576000,3.1157511054933940,3.2205605899536787,1.6278780322513795
16640000,3.1022690325469959,3.4682612160217299,3.5318191978732374
16704000,1.3251335390295100,2.9232744414244283,1.3487479664292767
16768000,4.4251371345455421,5.0346528971895097,4.9364676623558470
16832000,4.7989943867719802,3.7328083707104596,3.9179931094328517
16896000,2.1310603814574240,2.8951577113573070,3.3990212948993852
16960000,3.1055507157974693,3.1548194646200920,3.1704211060401293
17024000,2.6826128170698045,2.9226883169054592,1.6301364017208131
17088000,1.5887331124075859,3.4529119161117383,1.9898744851474588
17152000,1.1109621795214195,1.3691741666067365,1.2679681892397303
17216000,3.4609748903221966,3.4750937157109054,3.6886576906675095
17280000,2.4068044525489505,3.8420889278397290,3.8786893664389877
17344000,3.9873316806230816,3.9671482283173249,4.2580510157699862
17408000,3.1794292261121146,4.4968722872284062,4.8812087648243789
17472000,5.0419982242179717,3.6625517395815299,4.6839736104389935
17536000,2.2126327598391375,2.4490343137074779,3.2577397327677855
17600000,4.3694326842300901,4.5847980225039784,3.1105666223841197
17664000,5.0031104778366098,5.4877570041140435,4.0891885352130579
17728000,1.5761684893116066,2.8497665470325133,2.8703692690056490
17792000,2.8541250114873877,2.7558102729258307,4.4382272866839747
17856000,4.7608170623417339,3.0736382108329199,3.4729774108015139
17920000,1.8720552555521459,2.2869470851559566,3.0268911562828800
17984000,2.9916538568804500,3.1394496083840520,4.2623022058274858
18048000,3.6278571237347585,2.5387129939637330,3.6843136659796163
18112000,3.0055862296071920,4.0379009925884732,4.6013682136619760
18176000,3.1858109839649758,3.7093237314600720,2.4627087320049244
18240000,3.1143116209912023,4.4207952163825412,4.3645038121454558
18304000,2.2304695710097797,2.1601232064426159,2.2547031596499099
18368000,4.0147673755409237,3.8979049257717113,4.0999263014424958
18432000,3.2650951359124791,3.1222487147276823,2.1273542507145295
18496000,2.6452248618910148,1.9439675091532307,3.1788908647109211
18560000,3.8381249022511716,2.8099140967503153,2.7081729437815589
18624000,3.4488943857805281,2.2191385422678227,3.9063935439152755
18688000,3.5481700424307294,3.7459918410481592,4.6139288751754561
18752000,3.5340888813942484,4.0946317149079245,2.6613000610638502
18816000,3.3323666060266284,2.7838867519792956,1.7698654107112781
18880000,2.3136725471125636,2.6176123020233266,4.2612245286578014
18944000,6.8937095215148290,5.5209491879676866,5.4771170671313492
19008000,6.1309803740523154,6.6151479357250205,4.9491123113165401
19072000,3.5590771134843715,2.2881262664886215,3.3531447174389815
19136000,2.5502457148468829,1.2270754349549005,1.0730475161533324
19200000,2.0898768210007947,3.7898139535861572,2.3286348936477550
19264000,2.0734807915715434,1.6641629098155108,2.2461957905540704
19328000,2.0620851111687384,3.6560338252172837,3.0409077145189829
19392000,2.1113556870175332,3.4912839216540448,2.0811176427172864
19456000,1.5582658794373190,3.1131642048074744,1.7685621650106209
19520000,5.9596673447613373,4.6391129229719148,4.5161443966007049
19584000,2.9092513352343543,3.5073944594377835,3.4152106337144108
19648000,3.3336921802125303,3.7479589446103123,3.6433374780612855
19712000,5.7088516984910944,5.0890327745405726,4.6310634808289626
19776000,2.5311526329605907,3.5690994062580619,3.1526784961538015
19840000,2.2996914207090198,2.5175323793205360,2.3209169672393655
19904000,2.0382395526792099,1.2890476219116416,3.0667928827533002
19968000,3.0514566845894935,1.5670486739069407,3.0978765654077374
20032000,4.6733143474831857,5.8545411662761575,4.5911558211860264
