"Step","coin5_cbambaseline - SW_ep_rew_total","coin5_cbambaseline - SW_ep_rew_total__MIN","coin5_cbambaseline - SW_ep_rew_total__MAX"
"64000","-10.379999876022339","-10.379999876022339","-10.379999876022339"
"128000","-10.660000324249268","-10.660000324249268","-10.660000324249268"
"192000","-11.320000410079956","-11.320000410079956","-11.320000410079956"
"256000","-10.700000047683716","-10.700000047683716","-10.700000047683716"
"320000","-11.679999113082886","-11.679999113082886","-11.679999113082886"
"384000","-10.12000036239624","-10.12000036239624","-10.12000036239624"
"448000","-10.179999589920044","-10.179999589920044","-10.179999589920044"
"512000","-10.599999904632568","-10.599999904632568","-10.599999904632568"
"576000","-9.34000015258789","-9.34000015258789","-9.34000015258789"
"640000","-9.919999718666077","-9.919999718666077","-9.919999718666077"
"704000","-10.139999628067017","-10.139999628067017","-10.139999628067017"
"768000","-10.520000338554382","-10.520000338554382","-10.520000338554382"
"832000","-10.440000236034393","-10.440000236034393","-10.440000236034393"
"896000","-12.139999628067017","-12.139999628067017","-12.139999628067017"
"960000","-10.320000171661377","-10.320000171661377","-10.320000171661377"
"1024000","-10.299999833106995","-10.299999833106995","-10.299999833106995"
"1088000","-8.540000304579735","-8.540000304579735","-8.540000304579735"
"1152000","-9.759999513626099","-9.759999513626099","-9.759999513626099"
"1216000","-8.799999713897705","-8.799999713897705","-8.799999713897705"
"1280000","-7.599999666213989","-7.599999666213989","-7.599999666213989"
"1344000","-7.400000214576721","-7.400000214576721","-7.400000214576721"
"1408000","-8.43999969959259","-8.43999969959259","-8.43999969959259"
"1472000","-5.899999499320984","-5.899999499320984","-5.899999499320984"
"1536000","-4.959999680519104","-4.959999680519104","-4.959999680519104"
"1600000","-3.620000123977661","-3.620000123977661","-3.620000123977661"
"1664000","-5.099999666213989","-5.099999666213989","-5.099999666213989"
"1728000","-4.09999942779541","-4.09999942779541","-4.09999942779541"
"1792000","-3.90000057220459","-3.90000057220459","-3.90000057220459"
"1856000","-3.379999876022339","-3.379999876022339","-3.379999876022339"
"1920000","-3.120000123977661","-3.120000123977661","-3.120000123977661"
"1984000","-2.619999647140503","-2.619999647140503","-2.619999647140503"
"2048000","-3.2200000286102295","-3.2200000286102295","-3.2200000286102295"
"2112000","-3.5000001192092896","-3.5000001192092896","-3.5000001192092896"
"2176000","-3.6399998664855957","-3.6399998664855957","-3.6399998664855957"
"2240000","-0.6399996280670166","-0.6399996280670166","-0.6399996280670166"
"2304000","-3.6799997091293335","-3.6799997091293335","-3.6799997091293335"
"2368000","-2.9999998807907104","-2.9999998807907104","-2.9999998807907104"
"2432000","-2.93999981880188","-2.93999981880188","-2.93999981880188"
"2496000","-1.419999599456787","-1.419999599456787","-1.419999599456787"
"2560000","-2.6800005435943604","-2.6800005435943604","-2.6800005435943604"
"2624000","-1.4799997806549072","-1.4799997806549072","-1.4799997806549072"
"2688000","-2.820000171661377","-2.820000171661377","-2.820000171661377"
"2752000","-1.8799998760223389","-1.8799998760223389","-1.8799998760223389"
"2816000","-1.940000295639038","-1.940000295639038","-1.940000295639038"
"2880000","-1.3199999332427979","-1.3199999332427979","-1.3199999332427979"
"2944000","-2.460000514984131","-2.460000514984131","-2.460000514984131"
"3008000","-1.5599992275238037","-1.5599992275238037","-1.5599992275238037"
"3072000","-3.2799997329711914","-3.2799997329711914","-3.2799997329711914"
"3136000","-1.3999998569488525","-1.3999998569488525","-1.3999998569488525"
"3200000","-2.1000003814697266","-2.1000003814697266","-2.1000003814697266"
"3264000","-1.5799999237060547","-1.5799999237060547","-1.5799999237060547"
"3328000","-3.299999713897705","-3.299999713897705","-3.299999713897705"
"3392000","-2.5199997425079346","-2.5199997425079346","-2.5199997425079346"
"3456000","-2.3199996948242188","-2.3199996948242188","-2.3199996948242188"
"3520000","-1.7000000476837158","-1.7000000476837158","-1.7000000476837158"
"3584000","-2.9599995613098145","-2.9599995613098145","-2.9599995613098145"
"3648000","-3.2799997329711914","-3.2799997329711914","-3.2799997329711914"
"3712000","-1.0400002002716064","-1.0400002002716064","-1.0400002002716064"
"3776000","-2.2599997520446777","-2.2599997520446777","-2.2599997520446777"
"3840000","-1.559999704360962","-1.559999704360962","-1.559999704360962"
"3904000","-2.859999895095825","-2.859999895095825","-2.859999895095825"
"3968000","-2.2199997901916504","-2.2199997901916504","-2.2199997901916504"
"4032000","-2.0399997234344482","-2.0399997234344482","-2.0399997234344482"
"4096000","-2.3799996376037598","-2.3799996376037598","-2.3799996376037598"
"4160000","-1.7999999523162842","-1.7999999523162842","-1.7999999523162842"
"4224000","-2.2400002479553223","-2.2400002479553223","-2.2400002479553223"
"4288000","-2.5200002193450928","-2.5200002193450928","-2.5200002193450928"
"4352000","-1.7799999713897705","-1.7799999713897705","-1.7799999713897705"
"4416000","-1.5600001811981201","-1.5600001811981201","-1.5600001811981201"
"4480000","-1.859999656677246","-1.859999656677246","-1.859999656677246"
"4544000","-1.4399998188018799","-1.4399998188018799","-1.4399998188018799"
"4608000","-1.700000286102295","-1.700000286102295","-1.700000286102295"
"4672000","-2.1600005626678467","-2.1600005626678467","-2.1600005626678467"
"4736000","-0.9800002574920654","-0.9800002574920654","-0.9800002574920654"
"4800000","-2.1600003242492676","-2.1600003242492676","-2.1600003242492676"
"4864000","-2.0200002193450928","-2.0200002193450928","-2.0200002193450928"
"4928000","-1.2799997329711914","-1.2799997329711914","-1.2799997329711914"
"4992000","-2.180000066757202","-2.180000066757202","-2.180000066757202"
"5056000","-0.7399997711181641","-0.7399997711181641","-0.7399997711181641"
"5120000","-1.880000114440918","-1.880000114440918","-1.880000114440918"
"5184000","-1.6399996280670166","-1.6399996280670166","-1.6399996280670166"
"5248000","-1.3000004291534424","-1.3000004291534424","-1.3000004291534424"
"5312000","-1.1000001430511475","-1.1000001430511475","-1.1000001430511475"
"5376000","-2","-2","-2"
"5440000","-1.380000114440918","-1.380000114440918","-1.380000114440918"
"5504000","-0.9799995422363281","-0.9799995422363281","-0.9799995422363281"
"5568000","-2.179999351501465","-2.179999351501465","-2.179999351501465"
"5632000","-1.1999995708465576","-1.1999995708465576","-1.1999995708465576"
"5696000","-0.9200000762939453","-0.9200000762939453","-0.9200000762939453"
"5760000","-2.380000114440918","-2.380000114440918","-2.380000114440918"
"5824000","-1.4800000190734863","-1.4800000190734863","-1.4800000190734863"
"5888000","-0.7000000476837158","-0.7000000476837158","-0.7000000476837158"
"5952000","-2.1600000858306885","-2.1600000858306885","-2.1600000858306885"
"6016000","-1.8999993801116943","-1.8999993801116943","-1.8999993801116943"
"6080000","-1.640000343322754","-1.640000343322754","-1.640000343322754"
"6144000","-1.3000004291534424","-1.3000004291534424","-1.3000004291534424"
"6208000","-2.6999998092651367","-2.6999998092651367","-2.6999998092651367"
"6272000","-0.5800001621246338","-0.5800001621246338","-0.5800001621246338"
"6336000","-1.8199996948242188","-1.8199996948242188","-1.8199996948242188"
"6400000","-1.940000295639038","-1.940000295639038","-1.940000295639038"
"6464000","-1.6000001430511475","-1.6000001430511475","-1.6000001430511475"
"6528000","-0.6200003623962402","-0.6200003623962402","-0.6200003623962402"
"6592000","-1.4000000953674316","-1.4000000953674316","-1.4000000953674316"
"6656000","-0.8600003719329834","-0.8600003719329834","-0.8600003719329834"
"6720000","-1.0000004768371582","-1.0000004768371582","-1.0000004768371582"
"6784000","-1.299999713897705","-1.299999713897705","-1.299999713897705"
"6848000","-1.2799997329711914","-1.2799997329711914","-1.2799997329711914"
"6912000","-1.0999996662139893","-1.0999996662139893","-1.0999996662139893"
"6976000","-1.5","-1.5","-1.5"
"7040000","-0.9399995803833008","-0.9399995803833008","-0.9399995803833008"
"7104000","-1.2799997329711914","-1.2799997329711914","-1.2799997329711914"
"7168000","-2.200000524520874","-2.200000524520874","-2.200000524520874"
"7232000","-2.1200003623962402","-2.1200003623962402","-2.1200003623962402"
"7296000","-0.8799998760223389","-0.8799998760223389","-0.8799998760223389"
"7360000","-2.2400004863739014","-2.2400004863739014","-2.2400004863739014"
"7424000","-1.8000001907348633","-1.8000001907348633","-1.8000001907348633"
"7488000","-2.080000162124634","-2.080000162124634","-2.080000162124634"
"7552000","-0.4200003147125244","-0.4200003147125244","-0.4200003147125244"
"7616000","-0.9599993228912354","-0.9599993228912354","-0.9599993228912354"
"7680000","-1.0399994850158691","-1.0399994850158691","-1.0399994850158691"
"7744000","-1.8399999141693115","-1.8399999141693115","-1.8399999141693115"
"7808000","-1.979999303817749","-1.979999303817749","-1.979999303817749"
"7872000","-1.4600002765655518","-1.4600002765655518","-1.4600002765655518"
"7936000","-1.5999999046325684","-1.5999999046325684","-1.5999999046325684"
"8000000","-1.9999995231628418","-1.9999995231628418","-1.9999995231628418"
"8064000","-1.7400000095367432","-1.7400000095367432","-1.7400000095367432"
"8128000","-1.5000004768371582","-1.5000004768371582","-1.5000004768371582"
"8192000","-1.359999656677246","-1.359999656677246","-1.359999656677246"
"8256000","-1.4200000762939453","-1.4200000762939453","-1.4200000762939453"
"8320000","-1.739999771118164","-1.739999771118164","-1.739999771118164"
"8384000","-1.1399996280670166","-1.1399996280670166","-1.1399996280670166"
"8448000","-1.9199998378753662","-1.9199998378753662","-1.9199998378753662"
"8512000","-1.8400001525878906","-1.8400001525878906","-1.8400001525878906"
"8576000","-0.7999999523162842","-0.7999999523162842","-0.7999999523162842"
"8640000","-1.6600000858306885","-1.6600000858306885","-1.6600000858306885"
"8704000","-1.6399997472763062","-1.6399997472763062","-1.6399997472763062"
"8768000","-0.7999999523162842","-0.7999999523162842","-0.7999999523162842"
"8832000","-1.6000003814697266","-1.6000003814697266","-1.6000003814697266"
"8896000","-1.3199996948242188","-1.3199996948242188","-1.3199996948242188"
"8960000","-1.4600005149841309","-1.4600005149841309","-1.4600005149841309"
"9024000","-0.7599995136260986","-0.7599995136260986","-0.7599995136260986"
"9088000","-1.179999828338623","-1.179999828338623","-1.179999828338623"
"9152000","-1.3600001335144043","-1.3600001335144043","-1.3600001335144043"
"9216000","-0.9600005149841309","-0.9600005149841309","-0.9600005149841309"
"9280000","-2.0199999809265137","-2.0199999809265137","-2.0199999809265137"
"9344000","-1.3400003910064697","-1.3400003910064697","-1.3400003910064697"
"9408000","-1.6200003623962402","-1.6200003623962402","-1.6200003623962402"
"9472000","-1.6600005626678467","-1.6600005626678467","-1.6600005626678467"
"9536000","-0.3000004291534424","-0.3000004291534424","-0.3000004291534424"
"9600000","-2.200000524520874","-2.200000524520874","-2.200000524520874"
"9664000","-1.1999995708465576","-1.1999995708465576","-1.1999995708465576"
"9728000","-1.3399996757507324","-1.3399996757507324","-1.3399996757507324"
"9792000","-2.940000057220459","-2.940000057220459","-2.940000057220459"
