"Step","coin4_cbaminequity_aversion - SW_ep_rew_total","coin4_cbaminequity_aversion - SW_ep_rew_total__MIN","coin4_cbaminequity_aversion - SW_ep_rew_total__MAX"
"64000","-3.9800005853176117","-3.9800005853176117","-3.9800005853176117"
"128000","-5.8800002336502075","-5.8800002336502075","-5.8800002336502075"
"192000","-6.220000505447388","-6.220000505447388","-6.220000505447388"
"256000","-6.5599998235702515","-6.5599998235702515","-6.5599998235702515"
"320000","-5.699999824166298","-5.699999824166298","-5.699999824166298"
"384000","-5.059999525547028","-5.059999525547028","-5.059999525547028"
"448000","-5.060000061988831","-5.060000061988831","-5.060000061988831"
"512000","-5.839999794960022","-5.839999794960022","-5.839999794960022"
"576000","-4.640000224113464","-4.640000224113464","-4.640000224113464"
"640000","-3.5799999833106995","-3.5799999833106995","-3.5799999833106995"
"704000","-6.830000162124634","-6.830000162124634","-6.830000162124634"
"768000","-6.579999923706055","-6.579999923706055","-6.579999923706055"
"832000","-6.96000038087368","-6.96000038087368","-6.96000038087368"
"896000","-6.380000203847885","-6.380000203847885","-6.380000203847885"
"960000","-4.779999807476997","-4.779999807476997","-4.779999807476997"
"1024000","-6.2799999713897705","-6.2799999713897705","-6.2799999713897705"
"1088000","-4.000000059604645","-4.000000059604645","-4.000000059604645"
"1152000","-6.0400002002716064","-6.0400002002716064","-6.0400002002716064"
"1216000","-4.180000007152557","-4.180000007152557","-4.180000007152557"
"1280000","-4.960000276565552","-4.960000276565552","-4.960000276565552"
"1344000","-7.190000027418137","-7.190000027418137","-7.190000027418137"
"1408000","-5.379999995231628","-5.379999995231628","-5.379999995231628"
"1472000","-7.019999742507935","-7.019999742507935","-7.019999742507935"
"1536000","-4.899999901652336","-4.899999901652336","-4.899999901652336"
"1600000","-4.740000218153","-4.740000218153","-4.740000218153"
"1664000","-6.210000276565552","-6.210000276565552","-6.210000276565552"
"1728000","-6.299999475479126","-6.299999475479126","-6.299999475479126"
"1792000","-6.700000017881393","-6.700000017881393","-6.700000017881393"
"1856000","-3.759999707341194","-3.759999707341194","-3.759999707341194"
"1920000","-5.559999942779541","-5.559999942779541","-5.559999942779541"
"1984000","-4.239999771118164","-4.239999771118164","-4.239999771118164"
"2048000","-5.299999952316284","-5.299999952316284","-5.299999952316284"
"2112000","-5.039999932050705","-5.039999932050705","-5.039999932050705"
"2176000","-4.479999907314777","-4.479999907314777","-4.479999907314777"
"2240000","-5.840000212192535","-5.840000212192535","-5.840000212192535"
"2304000","-6.3199997544288635","-6.3199997544288635","-6.3199997544288635"
"2368000","-6.46000012755394","-6.46000012755394","-6.46000012755394"
"2432000","-5.8999998569488525","-5.8999998569488525","-5.8999998569488525"
"2496000","-7.20000022649765","-7.20000022649765","-7.20000022649765"
"2560000","-7.759999752044678","-7.759999752044678","-7.759999752044678"
"2624000","-5.9400001764297485","-5.9400001764297485","-5.9400001764297485"
"2688000","-5.2399996519088745","-5.2399996519088745","-5.2399996519088745"
"2752000","-6","-6","-6"
"2816000","-6.879999876022339","-6.879999876022339","-6.879999876022339"
"2880000","-3.0999995470046997","-3.0999995470046997","-3.0999995470046997"
"2944000","-6.2600003480911255","-6.2600003480911255","-6.2600003480911255"
"3008000","-3.5399997234344482","-3.5399997234344482","-3.5399997234344482"
"3072000","-4.459999918937683","-4.459999918937683","-4.459999918937683"
"3136000","-5.760000228881836","-5.760000228881836","-5.760000228881836"
"3200000","-5.559999793767929","-5.559999793767929","-5.559999793767929"
"3264000","-6.400000289082527","-6.400000289082527","-6.400000289082527"
"3328000","-6.999999642372131","-6.999999642372131","-6.999999642372131"
"3392000","-6.119999945163727","-6.119999945163727","-6.119999945163727"
"3456000","-5.080000326037407","-5.080000326037407","-5.080000326037407"
"3520000","-4.660000205039978","-4.660000205039978","-4.660000205039978"
"3584000","-3.5799997448921204","-3.5799997448921204","-3.5799997448921204"
"3648000","-4.820000261068344","-4.820000261068344","-4.820000261068344"
"3712000","-6.899999618530273","-6.899999618530273","-6.899999618530273"
"3776000","-4.080000281333923","-4.080000281333923","-4.080000281333923"
"3840000","-6.539999604225159","-6.539999604225159","-6.539999604225159"
"3904000","-7.899999618530273","-7.899999618530273","-7.899999618530273"
"3968000","-8.539999783039093","-8.539999783039093","-8.539999783039093"
"4032000","-8.340000703930855","-8.340000703930855","-8.340000703930855"
"4096000","-10.37999951839447","-10.37999951839447","-10.37999951839447"
"4160000","-10.99999949336052","-10.99999949336052","-10.99999949336052"
"4224000","-9.40000033378601","-9.40000033378601","-9.40000033378601"
"4288000","-10.850000381469727","-10.850000381469727","-10.850000381469727"
"4352000","-9.940000534057617","-9.940000534057617","-9.940000534057617"
"4416000","-9.269999921321869","-9.269999921321869","-9.269999921321869"
"4480000","-7.049999952316284","-7.049999952316284","-7.049999952316284"
"4544000","-5.220000147819519","-5.220000147819519","-5.220000147819519"
"4608000","-5.1799997836351395","-5.1799997836351395","-5.1799997836351395"
"4672000","-4.41999951004982","-4.41999951004982","-4.41999951004982"
"4736000","-5.600000023841858","-5.600000023841858","-5.600000023841858"
"4800000","-4.360000461339951","-4.360000461339951","-4.360000461339951"
"4864000","-4.700000166893005","-4.700000166893005","-4.700000166893005"
"4928000","-4.780000269412994","-4.780000269412994","-4.780000269412994"
"4992000","-3.8800002112984657","-3.8800002112984657","-3.8800002112984657"
"5056000","-6.000000298023224","-6.000000298023224","-6.000000298023224"
"5120000","-5.259999789297581","-5.259999789297581","-5.259999789297581"
"5184000","-5.419999718666077","-5.419999718666077","-5.419999718666077"
"5248000","-4.799999833106995","-4.799999833106995","-4.799999833106995"
"5312000","-5.579999715089798","-5.579999715089798","-5.579999715089798"
"5376000","-5.2800004202872515","-5.2800004202872515","-5.2800004202872515"
"5440000","-5.799999952316284","-5.799999952316284","-5.799999952316284"
"5504000","-4.319999694824219","-4.319999694824219","-4.319999694824219"
"5568000","-3.6599996984004974","-3.6599996984004974","-3.6599996984004974"
"5632000","-5.780000329017639","-5.780000329017639","-5.780000329017639"
"5696000","-5.9600004851818085","-5.9600004851818085","-5.9600004851818085"
"5760000","-5.359999716281891","-5.359999716281891","-5.359999716281891"
"5824000","-3.7599998712539673","-3.7599998712539673","-3.7599998712539673"
"5888000","-5.899999752640724","-5.899999752640724","-5.899999752640724"
"5952000","-7.019999980926514","-7.019999980926514","-7.019999980926514"
"6016000","-5.2799999713897705","-5.2799999713897705","-5.2799999713897705"
"6080000","-6.460000038146973","-6.460000038146973","-6.460000038146973"
