"Step","coin4_cbaminequity_aversion - SW_ep_rew_total","coin4_cbaminequity_aversion - SW_ep_rew_total__MIN","coin4_cbaminequity_aversion - SW_ep_rew_total__MAX"
"6144000","-5.899999737739563","-5.899999737739563","-5.899999737739563"
"6208000","-6.580000102519989","-6.580000102519989","-6.580000102519989"
"6272000","-5.5799999833106995","-5.5799999833106995","-5.5799999833106995"
"6336000","-6.240000426769257","-6.240000426769257","-6.240000426769257"
"6400000","-5.380000054836273","-5.380000054836273","-5.380000054836273"
"6464000","-6.199999690055847","-6.199999690055847","-6.199999690055847"
"6528000","-4.419999957084656","-4.419999957084656","-4.419999957084656"
"6592000","-4.59999942779541","-4.59999942779541","-4.59999942779541"
"6656000","-6.139999628067017","-6.139999628067017","-6.139999628067017"
"6720000","-7.220000147819519","-7.220000147819519","-7.220000147819519"
"6784000","-5.759999632835388","-5.759999632835388","-5.759999632835388"
"6848000","-4.979999780654907","-4.979999780654907","-4.979999780654907"
"6912000","-4.360000252723694","-4.360000252723694","-4.360000252723694"
"6976000","-5.460000097751617","-5.460000097751617","-5.460000097751617"
"7040000","-5.880000188946724","-5.880000188946724","-5.880000188946724"
"7104000","-5.659999847412109","-5.659999847412109","-5.659999847412109"
"7168000","-3.620000660419464","-3.620000660419464","-3.620000660419464"
"7232000","-4.360000014305115","-4.360000014305115","-4.360000014305115"
"7296000","-5.21999979019165","-5.21999979019165","-5.21999979019165"
"7360000","-4.059999942779541","-4.059999942779541","-4.059999942779541"
"7424000","-5.679999947547913","-5.679999947547913","-5.679999947547913"
"7488000","-4.399999618530273","-4.399999618530273","-4.399999618530273"
"7552000","-5.019999742507935","-5.019999742507935","-5.019999742507935"
"7616000","-4.760000288486481","-4.760000288486481","-4.760000288486481"
"7680000","-3.1800000071525574","-3.1800000071525574","-3.1800000071525574"
"7744000","-5.510000228881836","-5.510000228881836","-5.510000228881836"
"7808000","-4.939999938011169","-4.939999938011169","-4.939999938011169"
"7872000","-4.84000027179718","-4.84000027179718","-4.84000027179718"
"7936000","-6.400000333786011","-6.400000333786011","-6.400000333786011"
"8000000","-5.0899999141693115","-5.0899999141693115","-5.0899999141693115"
"8064000","-4.71999979019165","-4.71999979019165","-4.71999979019165"
"8128000","-4.760000169277191","-4.760000169277191","-4.760000169277191"
"8192000","-6.42000025510788","-6.42000025510788","-6.42000025510788"
"8256000","-5.309999942779541","-5.309999942779541","-5.309999942779541"
"8320000","-4.279999926686287","-4.279999926686287","-4.279999926686287"
"8384000","-3.040000557899475","-3.040000557899475","-3.040000557899475"
"8448000","-6.359999358654022","-6.359999358654022","-6.359999358654022"
"8512000","-6.199999809265137","-6.199999809265137","-6.199999809265137"
"8576000","-4.8699997663497925","-4.8699997663497925","-4.8699997663497925"
"8640000","-6.919999539852142","-6.919999539852142","-6.919999539852142"
"8704000","-7.200000286102295","-7.200000286102295","-7.200000286102295"
"8768000","-4.899999916553497","-4.899999916553497","-4.899999916553497"
"8832000","-6.100000113248825","-6.100000113248825","-6.100000113248825"
"8896000","-5.159999489784241","-5.159999489784241","-5.159999489784241"
"8960000","-5.380000293254852","-5.380000293254852","-5.380000293254852"
"9024000","-3.780000001192093","-3.780000001192093","-3.780000001192093"
"9088000","-3.9100000262260437","-3.9100000262260437","-3.9100000262260437"
"9152000","-5.719999700784683","-5.719999700784683","-5.719999700784683"
"9216000","-4.560000419616699","-4.560000419616699","-4.560000419616699"
"9280000","-6.379999756813049","-6.379999756813049","-6.379999756813049"
"9344000","-5.800000041723251","-5.800000041723251","-5.800000041723251"
"9408000","-4.860000014305115","-4.860000014305115","-4.860000014305115"
"9472000","-5.8799997344613075","-5.8799997344613075","-5.8799997344613075"
"9536000","-5.880000114440918","-5.880000114440918","-5.880000114440918"
"9600000","-4.100000023841858","-4.100000023841858","-4.100000023841858"
"9664000","-4.599999960511923","-4.599999960511923","-4.599999960511923"
"9728000","-4.499999940395355","-4.499999940395355","-4.499999940395355"
"9792000","-5.639999896287918","-5.639999896287918","-5.639999896287918"
"9856000","-8.620000004768372","-8.620000004768372","-8.620000004768372"
"9920000","-4.700000166893005","-4.700000166893005","-4.700000166893005"
"9984000","-4.960000395774841","-4.960000395774841","-4.960000395774841"
"10048000","-4.400000095367432","-4.400000095367432","-4.400000095367432"
