"Step","coin4_cbaminequity_aversion - SW_ep_rew_total","coin4_cbaminequity_aversion - SW_ep_rew_total__MIN","coin4_cbaminequity_aversion - SW_ep_rew_total__MAX"
"64000","-4.919999986886978","-4.919999986886978","-4.919999986886978"
"128000","-4.540000081062317","-4.540000081062317","-4.540000081062317"
"192000","-5.409999847412109","-5.409999847412109","-5.409999847412109"
"256000","-5.0000001192092896","-5.0000001192092896","-5.0000001192092896"
"320000","-5.760000228881836","-5.760000228881836","-5.760000228881836"
"384000","-6.219999901950359","-6.219999901950359","-6.219999901950359"
"448000","-5.480000257492065","-5.480000257492065","-5.480000257492065"
"512000","-4.9600002858787775","-4.9600002858787775","-4.9600002858787775"
"576000","-5.759999930858612","-5.759999930858612","-5.759999930858612"
"640000","-6.12000048160553","-6.12000048160553","-6.12000048160553"
"704000","-6.740000128746033","-6.740000128746033","-6.740000128746033"
"768000","-5.299999952316284","-5.299999952316284","-5.299999952316284"
"832000","-4.2799999713897705","-4.2799999713897705","-4.2799999713897705"
"896000","-4.199999928474426","-4.199999928474426","-4.199999928474426"
"960000","-5.959999904036522","-5.959999904036522","-5.959999904036522"
"1024000","-5.480000019073486","-5.480000019073486","-5.480000019073486"
"1088000","-7.039999961853027","-7.039999961853027","-7.039999961853027"
"1152000","-5.040000140666962","-5.040000140666962","-5.040000140666962"
"1216000","-5.3500001430511475","-5.3500001430511475","-5.3500001430511475"
"1280000","-3.740000009536743","-3.740000009536743","-3.740000009536743"
"1344000","-7.2200000286102295","-7.2200000286102295","-7.2200000286102295"
"1408000","-6.06000018119812","-6.06000018119812","-6.06000018119812"
"1472000","-2.9399998784065247","-2.9399998784065247","-2.9399998784065247"
"1536000","-5.560000061988831","-5.560000061988831","-5.560000061988831"
"1600000","-5.840000152587891","-5.840000152587891","-5.840000152587891"
"1664000","-3.2799999564886093","-3.2799999564886093","-3.2799999564886093"
"1728000","-5.260000109672546","-5.260000109672546","-5.260000109672546"
"1792000","-4.000000298023224","-4.000000298023224","-4.000000298023224"
"1856000","-4.310000091791153","-4.310000091791153","-4.310000091791153"
"1920000","-7.599999934434891","-7.599999934434891","-7.599999934434891"
"1984000","-4.040000140666962","-4.040000140666962","-4.040000140666962"
"2048000","-4.059999644756317","-4.059999644756317","-4.059999644756317"
"2112000","-4.669999957084656","-4.669999957084656","-4.669999957084656"
"2176000","-6.220000322908163","-6.220000322908163","-6.220000322908163"
"2240000","-6.860000312328339","-6.860000312328339","-6.860000312328339"
"2304000","-5.4599997997283936","-5.4599997997283936","-5.4599997997283936"
"2368000","-5.889999747276306","-5.889999747276306","-5.889999747276306"
