"Step","coin3_cbamcausal - SW_ep_rew_total","coin3_cbamcausal - SW_ep_rew_total__MIN","coin3_cbamcausal - SW_ep_rew_total__MAX"
"64000","-2.0800000429153442","-2.0800000429153442","-2.0800000429153442"
"128000","-1.759999930858612","-1.759999930858612","-1.759999930858612"
"192000","-1.7599997520446777","-1.7599997520446777","-1.7599997520446777"
"256000","-2.690000131726265","-2.690000131726265","-2.690000131726265"
"320000","-2.560000002384186","-2.560000002384186","-2.560000002384186"
"384000","-1.5400001406669617","-1.5400001406669617","-1.5400001406669617"
"448000","-1.6599998474121094","-1.6599998474121094","-1.6599998474121094"
"512000","-1.1999996900558472","-1.1999996900558472","-1.1999996900558472"
"576000","-1.2000000476837158","-1.2000000476837158","-1.2000000476837158"
"640000","-0.9099998474121094","-0.9099998474121094","-0.9099998474121094"
"704000","-0.6999999284744263","-0.6999999284744263","-0.6999999284744263"
"768000","-0.040000200271606445","-0.040000200271606445","-0.040000200271606445"
"832000","-0.18000006675720215","-0.18000006675720215","-0.18000006675720215"
"896000","-0.7599999904632568","-0.7599999904632568","-0.7599999904632568"
"960000","1.1800000667572021","1.1800000667572021","1.1800000667572021"
"1024000","1.059999942779541","1.059999942779541","1.059999942779541"
"1088000","0.04000043869018555","0.04000043869018555","0.04000043869018555"
"1152000","0.9200003147125244","0.9200003147125244","0.9200003147125244"
"1216000","3.8799996376037598","3.8799996376037598","3.8799996376037598"
"1280000","3.880000114440918","3.880000114440918","3.880000114440918"
"1344000","1.5800001621246338","1.5800001621246338","1.5800001621246338"
"1408000","3.1000003814697266","3.1000003814697266","3.1000003814697266"
"1472000","3.880000591278076","3.880000591278076","3.880000591278076"
"1536000","2.7799997329711914","2.7799997329711914","2.7799997329711914"
"1600000","2.880000114440918","2.880000114440918","2.880000114440918"
"1664000","4.319999694824219","4.319999694824219","4.319999694824219"
"1728000","3.0399999618530273","3.0399999618530273","3.0399999618530273"
"1792000","3.619999885559082","3.619999885559082","3.619999885559082"
"1856000","4.139999866485596","4.139999866485596","4.139999866485596"
"1920000","4.179999828338623","4.179999828338623","4.179999828338623"
"1984000","4.5400002002716064","4.5400002002716064","4.5400002002716064"
"2048000","4.680000305175781","4.680000305175781","4.680000305175781"
"2112000","4.800000190734863","4.800000190734863","4.800000190734863"
"2176000","4.500000476837158","4.500000476837158","4.500000476837158"
"2240000","5.420000076293945","5.420000076293945","5.420000076293945"
