"Step","coin5_cbamcausal - 4/selfish_incentivate_reward","coin5_cbamcausal - 4/selfish_incentivate_reward__MIN","coin5_cbamcausal - 4/selfish_incentivate_reward__MAX"
"64000","-0.009590563364326954","-0.009590563364326954","-0.009590563364326954"
"128000","-0.0094013512134552","-0.0094013512134552","-0.0094013512134552"
"192000","-0.010693076066672802","-0.010693076066672802","-0.010693076066672802"
"256000","-0.003912042826414108","-0.003912042826414108","-0.003912042826414108"
"320000","-0.02722008153796196","-0.02722008153796196","-0.02722008153796196"
"384000","0.011638445779681206","0.011638445779681206","0.011638445779681206"
"448000","0.019134731963276863","0.019134731963276863","0.019134731963276863"
"512000","0.06396568566560745","0.06396568566560745","0.06396568566560745"
"576000","0.09771072119474411","0.09771072119474411","0.09771072119474411"
"640000","0.1682291328907013","0.1682291328907013","0.1682291328907013"
"704000","0.1508435308933258","0.1508435308933258","0.1508435308933258"
"768000","0.19741849601268768","0.19741849601268768","0.19741849601268768"
"832000","0.23129649460315704","0.23129649460315704","0.23129649460315704"
"896000","0.2437158077955246","0.2437158077955246","0.2437158077955246"
"960000","0.3134896457195282","0.3134896457195282","0.3134896457195282"
"1024000","0.2838328778743744","0.2838328778743744","0.2838328778743744"
"1088000","0.41382142901420593","0.41382142901420593","0.41382142901420593"
"1152000","0.40830492973327637","0.40830492973327637","0.40830492973327637"
"1216000","0.4392097592353821","0.4392097592353821","0.4392097592353821"
"1280000","0.407184898853302","0.407184898853302","0.407184898853302"
"1344000","0.5242890119552612","0.5242890119552612","0.5242890119552612"
"1408000","0.5947221517562866","0.5947221517562866","0.5947221517562866"
"1472000","0.6351630687713623","0.6351630687713623","0.6351630687713623"
"1536000","0.628834068775177","0.628834068775177","0.628834068775177"
"1600000","0.6702115535736084","0.6702115535736084","0.6702115535736084"
"1664000","0.6702240705490112","0.6702240705490112","0.6702240705490112"
"1728000","0.6262375116348267","0.6262375116348267","0.6262375116348267"
"1792000","0.6723212599754333","0.6723212599754333","0.6723212599754333"
"1856000","0.7070040106773376","0.7070040106773376","0.7070040106773376"
"1920000","0.7621251344680786","0.7621251344680786","0.7621251344680786"
"1984000","0.7662616968154907","0.7662616968154907","0.7662616968154907"
"2048000","0.7496486902236938","0.7496486902236938","0.7496486902236938"
"2112000","0.6975327134132385","0.6975327134132385","0.6975327134132385"
"2176000","0.7626392245292664","0.7626392245292664","0.7626392245292664"
"2240000","0.7969676852226257","0.7969676852226257","0.7969676852226257"
"2304000","0.7365461587905884","0.7365461587905884","0.7365461587905884"
"2368000","0.792025089263916","0.792025089263916","0.792025089263916"
"2432000","0.8380717039108276","0.8380717039108276","0.8380717039108276"
"2496000","0.7975446581840515","0.7975446581840515","0.7975446581840515"
"2560000","0.8015002012252808","0.8015002012252808","0.8015002012252808"
"2624000","0.7947180271148682","0.7947180271148682","0.7947180271148682"
"2688000","0.8195762038230896","0.8195762038230896","0.8195762038230896"
"2752000","0.8144241571426392","0.8144241571426392","0.8144241571426392"
"2816000","0.8146407008171082","0.8146407008171082","0.8146407008171082"
"2880000","0.8310786485671997","0.8310786485671997","0.8310786485671997"
"2944000","0.8137887120246887","0.8137887120246887","0.8137887120246887"
"3008000","0.8214634656906128","0.8214634656906128","0.8214634656906128"
"3072000","0.8130447268486023","0.8130447268486023","0.8130447268486023"
"3136000","0.7373406887054443","0.7373406887054443","0.7373406887054443"
"3200000","0.8151002526283264","0.8151002526283264","0.8151002526283264"
"3264000","0.8848034143447876","0.8848034143447876","0.8848034143447876"
"3328000","0.8026439547538757","0.8026439547538757","0.8026439547538757"
"3392000","0.8780657052993774","0.8780657052993774","0.8780657052993774"
"3456000","0.8231338858604431","0.8231338858604431","0.8231338858604431"
"3520000","0.8713799118995667","0.8713799118995667","0.8713799118995667"
"3584000","0.8871966600418091","0.8871966600418091","0.8871966600418091"
"3648000","0.8483882546424866","0.8483882546424866","0.8483882546424866"
"3712000","0.8914151191711426","0.8914151191711426","0.8914151191711426"
"3776000","0.8945755362510681","0.8945755362510681","0.8945755362510681"
"3840000","0.8859744071960449","0.8859744071960449","0.8859744071960449"
"3904000","0.8820991516113281","0.8820991516113281","0.8820991516113281"
"3968000","0.9352184534072876","0.9352184534072876","0.9352184534072876"
"4032000","0.9219710826873779","0.9219710826873779","0.9219710826873779"
"4096000","0.878259539604187","0.878259539604187","0.878259539604187"
"4160000","0.9157074093818665","0.9157074093818665","0.9157074093818665"
"4224000","0.8676069378852844","0.8676069378852844","0.8676069378852844"
"4288000","0.8744733929634094","0.8744733929634094","0.8744733929634094"
"4352000","0.8756998777389526","0.8756998777389526","0.8756998777389526"
"4416000","0.9330285787582397","0.9330285787582397","0.9330285787582397"
"4480000","0.8892695903778076","0.8892695903778076","0.8892695903778076"
"4544000","0.8973105549812317","0.8973105549812317","0.8973105549812317"
"4608000","0.8638508319854736","0.8638508319854736","0.8638508319854736"
"4672000","0.9122837781906128","0.9122837781906128","0.9122837781906128"
"4736000","0.8986853361129761","0.8986853361129761","0.8986853361129761"
"4800000","0.9193428754806519","0.9193428754806519","0.9193428754806519"
"4864000","0.8854942917823792","0.8854942917823792","0.8854942917823792"
"4928000","0.9138191938400269","0.9138191938400269","0.9138191938400269"
"4992000","0.929987907409668","0.929987907409668","0.929987907409668"
"5056000","0.9369915127754211","0.9369915127754211","0.9369915127754211"
"5120000","0.9238066673278809","0.9238066673278809","0.9238066673278809"
"5184000","0.9002516865730286","0.9002516865730286","0.9002516865730286"
"5248000","0.9194335341453552","0.9194335341453552","0.9194335341453552"
"5312000","0.9180945158004761","0.9180945158004761","0.9180945158004761"
"5376000","0.931799054145813","0.931799054145813","0.931799054145813"
"5440000","0.9044191241264343","0.9044191241264343","0.9044191241264343"
"5504000","0.903026819229126","0.903026819229126","0.903026819229126"
"5568000","0.9431583881378174","0.9431583881378174","0.9431583881378174"
"5632000","0.8880462050437927","0.8880462050437927","0.8880462050437927"
"5696000","0.9080654382705688","0.9080654382705688","0.9080654382705688"
"5760000","0.9359372854232788","0.9359372854232788","0.9359372854232788"
"5824000","0.9465743899345398","0.9465743899345398","0.9465743899345398"
"5888000","0.9031646847724915","0.9031646847724915","0.9031646847724915"
"5952000","0.9228167533874512","0.9228167533874512","0.9228167533874512"
"6016000","0.9322037696838379","0.9322037696838379","0.9322037696838379"
"6080000","0.9268440008163452","0.9268440008163452","0.9268440008163452"
"6144000","0.8943148255348206","0.8943148255348206","0.8943148255348206"
"6208000","0.8995411992073059","0.8995411992073059","0.8995411992073059"
"6272000","0.8814378976821899","0.8814378976821899","0.8814378976821899"
"6336000","0.9334194660186768","0.9334194660186768","0.9334194660186768"
"6400000","0.9280502796173096","0.9280502796173096","0.9280502796173096"
"6464000","0.8916405439376831","0.8916405439376831","0.8916405439376831"
"6528000","0.8922663927078247","0.8922663927078247","0.8922663927078247"
"6592000","0.8871600031852722","0.8871600031852722","0.8871600031852722"
"6656000","0.916296124458313","0.916296124458313","0.916296124458313"
"6720000","0.9192618131637573","0.9192618131637573","0.9192618131637573"
"6784000","0.8717528581619263","0.8717528581619263","0.8717528581619263"
