"Step","coin4_cbam_baseline - SW_ep_rew_total","coin4_cbam_baseline - SW_ep_rew_total__MIN","coin4_cbam_baseline - SW_ep_rew_total__MAX"
"64000","-5.059999704360962","-5.059999704360962","-5.059999704360962"
"128000","-4.719999700784683","-4.719999700784683","-4.719999700784683"
"192000","-3.93999981880188","-3.93999981880188","-3.93999981880188"
"256000","-4.9599997997283936","-4.9599997997283936","-4.9599997997283936"
"320000","-2.559999704360962","-2.559999704360962","-2.559999704360962"
"384000","-2.8600000143051147","-2.8600000143051147","-2.8600000143051147"
"448000","-2.5799996852874756","-2.5799996852874756","-2.5799996852874756"
"512000","-1.8200002312660217","-1.8200002312660217","-1.8200002312660217"
"576000","-2.9999996423721313","-2.9999996423721313","-2.9999996423721313"
"640000","-2.759999990463257","-2.759999990463257","-2.759999990463257"
"704000","-2.9400001764297485","-2.9400001764297485","-2.9400001764297485"
"768000","-1.4800004363059998","-1.4800004363059998","-1.4800004363059998"
"832000","-1.7600003480911255","-1.7600003480911255","-1.7600003480911255"
"896000","-0.7599997520446777","-0.7599997520446777","-0.7599997520446777"
"960000","-1.3199999332427979","-1.3199999332427979","-1.3199999332427979"
"1024000","-0.3599996566772461","-0.3599996566772461","-0.3599996566772461"
"1088000","-1.1999998092651367","-1.1999998092651367","-1.1999998092651367"
"1152000","-0.5400004386901855","-0.5400004386901855","-0.5400004386901855"
"1216000","0.6800005435943604","0.6800005435943604","0.6800005435943604"
"1280000","0.6399998664855957","0.6399998664855957","0.6399998664855957"
"1344000","1.5400004386901855","1.5400004386901855","1.5400004386901855"
"1408000","2.9600002765655518","2.9600002765655518","2.9600002765655518"
"1472000","3.6999998092651367","3.6999998092651367","3.6999998092651367"
"1536000","4.6600000858306885","4.6600000858306885","4.6600000858306885"
"1600000","3.1800003051757812","3.1800003051757812","3.1800003051757812"
"1664000","5.339999675750732","5.339999675750732","5.339999675750732"
"1728000","5.920000076293945","5.920000076293945","5.920000076293945"
"1792000","6.4599997997283936","6.4599997997283936","6.4599997997283936"
"1856000","6.240000009536743","6.240000009536743","6.240000009536743"
"1920000","6.56000030040741","6.56000030040741","6.56000030040741"
"1984000","5.899999618530273","5.899999618530273","5.899999618530273"
"2048000","6.799999803304672","6.799999803304672","6.799999803304672"
"2112000","7.78000020980835","7.78000020980835","7.78000020980835"
"2176000","7.9199998285621405","7.9199998285621405","7.9199998285621405"
"2240000","7.039999753236771","7.039999753236771","7.039999753236771"
"2304000","7.30000014603138","7.30000014603138","7.30000014603138"
"2368000","7.080000132322311","7.080000132322311","7.080000132322311"
"2432000","6.780000150203705","6.780000150203705","6.780000150203705"
"2496000","6.87999951839447","6.87999951839447","6.87999951839447"
"2560000","6.940000146627426","6.940000146627426","6.940000146627426"
"2624000","7.639999508857727","7.639999508857727","7.639999508857727"
"2688000","7.839999407529831","7.839999407529831","7.839999407529831"
"2752000","6.8800000958144665","6.8800000958144665","6.8800000958144665"
"2816000","7.740000426769257","7.740000426769257","7.740000426769257"
"2880000","7.720000192523003","7.720000192523003","7.720000192523003"
"2944000","6.339999556541443","6.339999556541443","6.339999556541443"
"3008000","8.220000088214874","8.220000088214874","8.220000088214874"
"3072000","6.9400001130998135","6.9400001130998135","6.9400001130998135"
"3136000","7.540000081062317","7.540000081062317","7.540000081062317"
"3200000","8.639999687671661","8.639999687671661","8.639999687671661"
"3264000","7.319999992847443","7.319999992847443","7.319999992847443"
"3328000","7.060000240802765","7.060000240802765","7.060000240802765"
"3392000","7.240000054240227","7.240000054240227","7.240000054240227"
"3456000","6.400000154972076","6.400000154972076","6.400000154972076"
"3520000","6.259999841451645","6.259999841451645","6.259999841451645"
"3584000","7.119999825954437","7.119999825954437","7.119999825954437"
"3648000","8.599999904632568","8.599999904632568","8.599999904632568"
"3712000","7.459999790415168","7.459999790415168","7.459999790415168"
"3776000","6.659999877214432","6.659999877214432","6.659999877214432"
"3840000","6.5799997337162495","6.5799997337162495","6.5799997337162495"
"3904000","7.739999752491713","7.739999752491713","7.739999752491713"
"3968000","7.640000324696302","7.640000324696302","7.640000324696302"
"4032000","8.159999959170818","8.159999959170818","8.159999959170818"
"4096000","8.719999849796295","8.719999849796295","8.719999849796295"
"4160000","7.200000166893005","7.200000166893005","7.200000166893005"
"4224000","7.239999771118164","7.239999771118164","7.239999771118164"
"4288000","7.920000046491623","7.920000046491623","7.920000046491623"
"4352000","6.659999758005142","6.659999758005142","6.659999758005142"
"4416000","6.900000333786011","6.900000333786011","6.900000333786011"
"4480000","7.380000352859497","7.380000352859497","7.380000352859497"
"4544000","8.139999747276306","8.139999747276306","8.139999747276306"
"4608000","6.880000203847885","6.880000203847885","6.880000203847885"
"4672000","7.0000000186264515","7.0000000186264515","7.0000000186264515"
"4736000","7.640000037848949","7.640000037848949","7.640000037848949"
"4800000","7.080000340938568","7.080000340938568","7.080000340938568"
"4864000","8.020000010728836","8.020000010728836","8.020000010728836"
"4928000","6.779999852180481","6.779999852180481","6.779999852180481"
"4992000","7.379999935626984","7.379999935626984","7.379999935626984"
"5056000","8.680000066757202","8.680000066757202","8.680000066757202"
"5120000","7.039999783039093","7.039999783039093","7.039999783039093"
"5184000","6.8999998569488525","6.8999998569488525","6.8999998569488525"
"5248000","7.68000054359436","7.68000054359436","7.68000054359436"
"5312000","7.10000017285347","7.10000017285347","7.10000017285347"
"5376000","6.499999642372131","6.499999642372131","6.499999642372131"
"5440000","7.52000030875206","7.52000030875206","7.52000030875206"
"5504000","7.379999905824661","7.379999905824661","7.379999905824661"
"5568000","6.639999806880951","6.639999806880951","6.639999806880951"
"5632000","5.860000133514404","5.860000133514404","5.860000133514404"
"5696000","7.060000121593475","7.060000121593475","7.060000121593475"
