"Step","coin3_cbamcausal - SW_ep_rew_total","coin3_cbamcausal - SW_ep_rew_total__MIN","coin3_cbamcausal - SW_ep_rew_total__MAX"
"64000","-1.3799999952316284","-1.3799999952316284","-1.3799999952316284"
"128000","-2.8600000739097595","-2.8600000739097595","-2.8600000739097595"
"192000","-3.2400000244379044","-3.2400000244379044","-3.2400000244379044"
"256000","-3.950000047683716","-3.950000047683716","-3.950000047683716"
"320000","-3.059999942779541","-3.059999942779541","-3.059999942779541"
"384000","-3.0699999928474426","-3.0699999928474426","-3.0699999928474426"
"448000","-3.1899999380111694","-3.1899999380111694","-3.1899999380111694"
"512000","-2.3700000047683716","-2.3700000047683716","-2.3700000047683716"
"576000","-0.64000004529953","-0.64000004529953","-0.64000004529953"
"640000","-0.15999996662139893","-0.15999996662139893","-0.15999996662139893"
"704000","-0.7899999469518661","-0.7899999469518661","-0.7899999469518661"
"768000","-0.8399999886751175","-0.8399999886751175","-0.8399999886751175"
"832000","-0.629999965429306","-0.629999965429306","-0.629999965429306"
"896000","-0.36000004410743713","-0.36000004410743713","-0.36000004410743713"
"960000","-0.5200000107288361","-0.5200000107288361","-0.5200000107288361"
"1024000","-0.6100000143051147","-0.6100000143051147","-0.6100000143051147"
"1088000","-0.9900000095367432","-0.9900000095367432","-0.9900000095367432"
"1152000","-0.8200000077486038","-0.8200000077486038","-0.8200000077486038"
"1216000","-0.7600000202655792","-0.7600000202655792","-0.7600000202655792"
"1280000","-0.6100000143051147","-0.6100000143051147","-0.6100000143051147"
"1344000","-1.2099999785423279","-1.2099999785423279","-1.2099999785423279"
"1408000","-1.2599999755620956","-1.2599999755620956","-1.2599999755620956"
"1472000","-1.4199999887496233","-1.4199999887496233","-1.4199999887496233"
"1536000","-0.919999998062849","-0.919999998062849","-0.919999998062849"
"1600000","-1.0800000131130219","-1.0800000131130219","-1.0800000131130219"
"1664000","-1.2299999557435513","-1.2299999557435513","-1.2299999557435513"
"1728000","-1.2600000500679016","-1.2600000500679016","-1.2600000500679016"
"1792000","-0.5500000007450581","-0.5500000007450581","-0.5500000007450581"
"1856000","-0.6500000078231096","-0.6500000078231096","-0.6500000078231096"
"1920000","-0.8399999886751175","-0.8399999886751175","-0.8399999886751175"
"1984000","-0.39000002294778824","-0.39000002294778824","-0.39000002294778824"
"2048000","-0.30000004172325134","-0.30000004172325134","-0.30000004172325134"
"2112000","0.3799999952316284","0.3799999952316284","0.3799999952316284"
"2176000","0.19999998807907104","0.19999998807907104","0.19999998807907104"
"2240000","-0.009999990463256836","-0.009999990463256836","-0.009999990463256836"
"2304000","-0.3699999451637268","-0.3699999451637268","-0.3699999451637268"
"2368000","-0.630000002682209","-0.630000002682209","-0.630000002682209"
"2432000","-0.9899999462068081","-0.9899999462068081","-0.9899999462068081"
"2496000","-0.25999999046325684","-0.25999999046325684","-0.25999999046325684"
"2560000","-0.5300000011920929","-0.5300000011920929","-0.5300000011920929"
"2624000","-0.7600000221282244","-0.7600000221282244","-0.7600000221282244"
"2688000","-0.5000000298023224","-0.5000000298023224","-0.5000000298023224"
"2752000","-0.6200000047683716","-0.6200000047683716","-0.6200000047683716"
"2816000","-0.33000001311302185","-0.33000001311302185","-0.33000001311302185"
"2880000","-0.9300000071525574","-0.9300000071525574","-0.9300000071525574"
"2944000","-0.5100000500679016","-0.5100000500679016","-0.5100000500679016"
"3008000","0.07999999821186066","0.07999999821186066","0.07999999821186066"
"3072000","-0.040000028908252716","-0.040000028908252716","-0.040000028908252716"
"3136000","-0.6200000047683716","-0.6200000047683716","-0.6200000047683716"
"3200000","-0.7500000298023224","-0.7500000298023224","-0.7500000298023224"
"3264000","-0.09999995306134224","-0.09999995306134224","-0.09999995306134224"
"3328000","-0.4099999666213989","-0.4099999666213989","-0.4099999666213989"
"3392000","-0.4000000059604645","-0.4000000059604645","-0.4000000059604645"
"3456000","-0.18999996781349182","-0.18999996781349182","-0.18999996781349182"
"3520000","-0.6000000238418579","-0.6000000238418579","-0.6000000238418579"
"3584000","-0.39000000432133675","-0.39000000432133675","-0.39000000432133675"
"3648000","-0.14000004529953003","-0.14000004529953003","-0.14000004529953003"
"3712000","-0.25999993085861206","-0.25999993085861206","-0.25999993085861206"
"3776000","0.15000003576278687","0.15000003576278687","0.15000003576278687"
"3840000","-0.059999942779541016","-0.059999942779541016","-0.059999942779541016"
"3904000","0.07999998331069946","0.07999998331069946","0.07999998331069946"
"3968000","0.21999996900558472","0.21999996900558472","0.21999996900558472"
"4032000","-0.15999993681907654","-0.15999993681907654","-0.15999993681907654"
"4096000","-0.43000002577900887","-0.43000002577900887","-0.43000002577900887"
"4160000","-0.17999997735023499","-0.17999997735023499","-0.17999997735023499"
"4224000","-0.1199999749660492","-0.1199999749660492","-0.1199999749660492"
"4288000","-0.25","-0.25","-0.25"
"4352000","-0.2600000202655792","-0.2600000202655792","-0.2600000202655792"
"4416000","-0.38999996334314346","-0.38999996334314346","-0.38999996334314346"
"4480000","-0.8299999237060547","-0.8299999237060547","-0.8299999237060547"
"4544000","-0.5500000268220901","-0.5500000268220901","-0.5500000268220901"
"4608000","-0.22999995946884155","-0.22999995946884155","-0.22999995946884155"
"4672000","-0.26000008173286915","-0.26000008173286915","-0.26000008173286915"
"4736000","0.030000001192092896","0.030000001192092896","0.030000001192092896"
"4800000","0.04000002145767212","0.04000002145767212","0.04000002145767212"
"4864000","-0.3700000047683716","-0.3700000047683716","-0.3700000047683716"
"4928000","-0.6600000262260437","-0.6600000262260437","-0.6600000262260437"
"4992000","-0.6599999666213989","-0.6599999666213989","-0.6599999666213989"
"5056000","-0.009999997913837433","-0.009999997913837433","-0.009999997913837433"
"5120000","0.17000001668930054","0.17000001668930054","0.17000001668930054"
"5184000","-0.09000000357627869","-0.09000000357627869","-0.09000000357627869"
"5248000","-0.07999998331069946","-0.07999998331069946","-0.07999998331069946"
"5312000","-0.0299999862909317","-0.0299999862909317","-0.0299999862909317"
"5376000","0.09999998658895493","0.09999998658895493","0.09999998658895493"
"5440000","-0.15999998152256012","-0.15999998152256012","-0.15999998152256012"
"5504000","-0.6000000536441803","-0.6000000536441803","-0.6000000536441803"
"5568000","-0.43000003695487976","-0.43000003695487976","-0.43000003695487976"
"5632000","-0.0899999737739563","-0.0899999737739563","-0.0899999737739563"
"5696000","0.20000001788139343","0.20000001788139343","0.20000001788139343"
"5760000","0.009999990463256836","0.009999990463256836","0.009999990463256836"
"5824000","-0.3999999761581421","-0.3999999761581421","-0.3999999761581421"
"5888000","-0.2900000214576721","-0.2900000214576721","-0.2900000214576721"
"5952000","-0.25000003911554813","-0.25000003911554813","-0.25000003911554813"
"6016000","1.4901161193847656e-8","1.4901161193847656e-8","1.4901161193847656e-8"
"6080000","-0.09000000357627869","-0.09000000357627869","-0.09000000357627869"
"6144000","0.08000001311302185","0.08000001311302185","0.08000001311302185"
"6208000","-0.24000002443790436","-0.24000002443790436","-0.24000002443790436"
"6272000","-0.3699999898672104","-0.3699999898672104","-0.3699999898672104"
"6336000","-0.39000000059604645","-0.39000000059604645","-0.39000000059604645"
"6400000","-0.37999993562698364","-0.37999993562698364","-0.37999993562698364"
"6464000","-0.5300000216811895","-0.5300000216811895","-0.5300000216811895"
"6528000","0.1900000274181366","0.1900000274181366","0.1900000274181366"
"6592000","0.25999997556209564","0.25999997556209564","0.25999997556209564"
"6656000","-0.12999999523162842","-0.12999999523162842","-0.12999999523162842"
"6720000","-0.3700000196695328","-0.3700000196695328","-0.3700000196695328"
"6784000","-0.3699999749660492","-0.3699999749660492","-0.3699999749660492"
"6848000","-0.45000000298023224","-0.45000000298023224","-0.45000000298023224"
"6912000","-0.5800000429153442","-0.5800000429153442","-0.5800000429153442"
"6976000","-1.5799999237060547","-1.5799999237060547","-1.5799999237060547"
"7040000","-1.2999998927116394","-1.2999998927116394","-1.2999998927116394"
"7104000","-1.3000000715255737","-1.3000000715255737","-1.3000000715255737"
"7168000","-1.1800000369548798","-1.1800000369548798","-1.1800000369548798"
"7232000","-1.0399999618530273","-1.0399999618530273","-1.0399999618530273"
"7296000","-1.259999930858612","-1.259999930858612","-1.259999930858612"
"7360000","-0.7499999925494194","-0.7499999925494194","-0.7499999925494194"
"7424000","-0.41999997571110725","-0.41999997571110725","-0.41999997571110725"
"7488000","-0.21000002324581146","-0.21000002324581146","-0.21000002324581146"
"7552000","-0.4699999988079071","-0.4699999988079071","-0.4699999988079071"
"7616000","-0.6799998879432678","-0.6799998879432678","-0.6799998879432678"
"7680000","-0.5000000596046448","-0.5000000596046448","-0.5000000596046448"
"7744000","-0.6200000643730164","-0.6200000643730164","-0.6200000643730164"
"7808000","-0.9600000306963921","-0.9600000306963921","-0.9600000306963921"
"7872000","-1.1699999272823334","-1.1699999272823334","-1.1699999272823334"
"7936000","-1.279999952763319","-1.279999952763319","-1.279999952763319"
"8000000","-0.810000017285347","-0.810000017285347","-0.810000017285347"
"8064000","0.04000002145767212","0.04000002145767212","0.04000002145767212"
"8128000","-0.12999993562698364","-0.12999993562698364","-0.12999993562698364"
"8192000","-0.2799999713897705","-0.2799999713897705","-0.2799999713897705"
"8256000","-0.07999998331069946","-0.07999998331069946","-0.07999998331069946"
"8320000","-0.35999995470046997","-0.35999995470046997","-0.35999995470046997"
"8384000","0.08000002801418304","0.08000002801418304","0.08000002801418304"
"8448000","0.6700000166893005","0.6700000166893005","0.6700000166893005"
"8512000","0.3199999928474426","0.3199999928474426","0.3199999928474426"
"8576000","-0.21000006794929504","-0.21000006794929504","-0.21000006794929504"
"8640000","0.06000003218650818","0.06000003218650818","0.06000003218650818"
"8704000","0.24000000953674316","0.24000000953674316","0.24000000953674316"
"8768000","0.2999999523162842","0.2999999523162842","0.2999999523162842"
"8832000","0.320000022649765","0.320000022649765","0.320000022649765"
"8896000","0.6399999856948853","0.6399999856948853","0.6399999856948853"
"8960000","0.5400000289082527","0.5400000289082527","0.5400000289082527"
"9024000","0.2999999672174454","0.2999999672174454","0.2999999672174454"
"9088000","0.18999998271465302","0.18999998271465302","0.18999998271465302"
"9152000","0.41999995708465576","0.41999995708465576","0.41999995708465576"
"9216000","0.24000000953674316","0.24000000953674316","0.24000000953674316"
"9280000","0.3800000250339508","0.3800000250339508","0.3800000250339508"
"9344000","0.3799999952316284","0.3799999952316284","0.3799999952316284"
"9408000","0.06999999284744263","0.06999999284744263","0.06999999284744263"
"9472000","0.39000001549720764","0.39000001549720764","0.39000001549720764"
"9536000","0.2800000011920929","0.2800000011920929","0.2800000011920929"
"9600000","0.010000020265579224","0.010000020265579224","0.010000020265579224"
"9664000","0.18000009655952454","0.18000009655952454","0.18000009655952454"
"9728000","0.40000006556510925","0.40000006556510925","0.40000006556510925"
"9792000","-0.12000000476837158","-0.12000000476837158","-0.12000000476837158"
"9856000","-0.17999997735023499","-0.17999997735023499","-0.17999997735023499"
"9920000","0.18000003695487976","0.18000003695487976","0.18000003695487976"
"9984000","-0.1799999475479126","-0.1799999475479126","-0.1799999475479126"
"10048000","0.13999998569488525","0.13999998569488525","0.13999998569488525"
