"Step","cleanup_cbamsvo - SW_ep_rew_total","cleanup_cbamsvo - SW_ep_rew_total__MIN","cleanup_cbamsvo - SW_ep_rew_total__MAX"
"6528000","25.949999809265137","25.949999809265137","25.949999809265137"
"6592000","24.77999973297119","24.77999973297119","24.77999973297119"
"6656000","24.380000591278076","24.380000591278076","24.380000591278076"
"6720000","24.339999675750732","24.339999675750732","24.339999675750732"
"6784000","24.28000044822693","24.28000044822693","24.28000044822693"
"6848000","29.039999961853027","29.039999961853027","29.039999961853027"
"6912000","29.799999713897705","29.799999713897705","29.799999713897705"
"6976000","29.34999990463257","29.34999990463257","29.34999990463257"
"7040000","28.070000171661377","28.070000171661377","28.070000171661377"
"7104000","30.759999752044678","30.759999752044678","30.759999752044678"
"7168000","32.64999961853027","32.64999961853027","32.64999961853027"
"7232000","33.140000343322754","33.140000343322754","33.140000343322754"
"7296000","33.15000057220459","33.15000057220459","33.15000057220459"
"7360000","30.56999969482422","30.56999969482422","30.56999969482422"
"7424000","31.369999885559082","31.369999885559082","31.369999885559082"
"7488000","30.71000051498413","30.71000051498413","30.71000051498413"
"7552000","31.079999923706055","31.079999923706055","31.079999923706055"
"7616000","31.90999984741211","31.90999984741211","31.90999984741211"
"7680000","31.249999523162842","31.249999523162842","31.249999523162842"
"7744000","33.94000005722046","33.94000005722046","33.94000005722046"
"7808000","34.21000051498413","34.21000051498413","34.21000051498413"
"7872000","35.3299994468689","35.3299994468689","35.3299994468689"
"7936000","37","37","37"
"8000000","34.86999988555908","34.86999988555908","34.86999988555908"
"8064000","33.329999923706055","33.329999923706055","33.329999923706055"
"8128000","36.480000019073486","36.480000019073486","36.480000019073486"
"8192000","41.52999925613403","41.52999925613403","41.52999925613403"
"8256000","44.21000003814697","44.21000003814697","44.21000003814697"
"8320000","41.53999996185303","41.53999996185303","41.53999996185303"
"8384000","40.110000133514404","40.110000133514404","40.110000133514404"
"8448000","45.4399995803833","45.4399995803833","45.4399995803833"
"8512000","47.88000011444092","47.88000011444092","47.88000011444092"
"8576000","45.46000003814697","45.46000003814697","45.46000003814697"
"8640000","50.079999923706055","50.079999923706055","50.079999923706055"
"8704000","51.46999931335449","51.46999931335449","51.46999931335449"
"8768000","52.59000110626221","52.59000110626221","52.59000110626221"
"8832000","48.790000438690186","48.790000438690186","48.790000438690186"
"8896000","50.07000017166138","50.07000017166138","50.07000017166138"
"8960000","51.49999952316284","51.49999952316284","51.49999952316284"
"9024000","47.75999975204468","47.75999975204468","47.75999975204468"
"9088000","55.89000082015991","55.89000082015991","55.89000082015991"
"9152000","52.3799991607666","52.3799991607666","52.3799991607666"
"9216000","52.10000038146973","52.10000038146973","52.10000038146973"
"9280000","53.850000858306885","53.850000858306885","53.850000858306885"
"9344000","54.1899995803833","54.1899995803833","54.1899995803833"
"9408000","53.630000591278076","53.630000591278076","53.630000591278076"
"9472000","56.089999198913574","56.089999198913574","56.089999198913574"
"9536000","52.089999198913574","52.089999198913574","52.089999198913574"
"9600000","54.920000076293945","54.920000076293945","54.920000076293945"
"9664000","58.130001068115234","58.130001068115234","58.130001068115234"
"9728000","53.72000026702881","53.72000026702881","53.72000026702881"
"9792000","49.34000110626221","49.34000110626221","49.34000110626221"
"9856000","48.489999771118164","48.489999771118164","48.489999771118164"
"9920000","49.94999980926514","49.94999980926514","49.94999980926514"
"9984000","51.59000015258789","51.59000015258789","51.59000015258789"
"10048000","51.71999979019165","51.71999979019165","51.71999979019165"
