Step,Reward
448000,-10332.8168881473120564
510569,-9711.7593504788947030
573137,-9175.5781215625702316
635706,-8694.0367085716297879
698275,-8091.0646631693298332
760843,-7606.9558361386434626
823412,-6972.6817537596371039
885981,-6497.8497492817978127
948550,-6110.9605288938792000
1011118,-5938.4937036507844823
1073687,-5619.4576811407368950
1136256,-5350.2248705395568322
1198824,-5179.5347298859524017
1261393,-4849.9476753086028111
1323962,-4584.0703026293249422
1386530,-4446.2300283685026443
1449099,-4445.7993078363924724
1511668,-4336.8573126371538820
1574236,-4257.7206955938499959
1636805,-4114.3640186235779765
1699374,-4013.4940837835692946
1761942,-3945.9088809338109058
1824511,-3865.5639606650229325
1887080,-3630.0962348336174728
1949649,-3487.7235826491823900
2012217,-3315.1324076755631722
2074786,-3047.2689086693981153
2137355,-2940.4853016503079743
2199923,-2663.9373471293374678
2262492,-2613.3064735753200694
2325061,-2584.1603364193160814
2387629,-2479.3586947849530588
2450198,-2424.0104729473214320
2512767,-2417.9183238827927198
2575335,-2432.2434223575792203
2637904,-2407.8285525607666386
2700473,-2374.6189507315998526
2763042,-2192.6522735958137673
2825610,-2087.7817783610521474
2888179,-2060.6822904139103230
2950748,-1856.6206105344451771
3013316,-1791.1386390927923458
3075885,-1664.9312800734237499
3138454,-1564.7083293577625227
3201022,-1606.0331450511166622
3263591,-1576.4856031786775930
3326160,-1427.5929206719210924
3388728,-1455.3614011044460312
3451297,-1329.5950204565149306
3513866,-1283.0153212236673426
3576435,-1302.9682176017004167
3639003,-1221.1914423668174550
3701572,-1114.0837933952591357
3764141,-1071.3880871575556739
3826709,-994.4310492058816635
3889278,-993.7805886485517703
3951847,-947.5935843225635153
4014415,-885.4245444015676867
4076984,-761.9872105627603105
4139553,-817.2026513412814666
4202121,-697.1316961462709969
4264690,-651.4314148785883845
4327259,-728.7846495708872681
4389827,-690.6892633042646139
4452396,-581.3758400606755004
4514965,-554.9635900930303478
4577534,-541.8370111724807430
4640102,-584.9898603007142128
4702671,-489.4846443738690596
4765240,-455.1078976458688317
4827808,-503.6887331487499750
4890377,-500.9409469753169333
4952946,-387.7714046756218522
5015514,-360.4455538491354787
5078083,-301.6412771606117076
5140652,-362.1058794113931754
5203220,-245.8133150268953955
5265789,-199.1523386144746723
5328358,-167.0430256894235299
5390927,-119.8712966732733207
5453495,-167.8162991084371924
5516064,-87.8790025693461985
5578633,-115.4468392973064397
5641201,-41.7037629790782134
5703770,-87.3883201235086915
5766339,-79.8334663120869834
5828907,-42.1405283281972132
5891476,3.3210294160240039
5954045,-51.8347066044142508
6016613,8.8370128584719225
6079182,12.5857863238548333
6141751,38.6776241787115964
6204319,-43.1663240345751191
6266888,-19.6364329298338696
