Step,Reward
448000,-10303.089965820312
510569,-9754.020376382163
573137,-9204.950786944015
635706,-8655.881197505867
698275,-8106.811608067716
760843,-7557.7420186295685
823412,-7008.67242919142
885981,-6459.60283975327
948550,-6157.754134985586
1011118,-5903.04092962978
1073687,-5648.327724273975
1136256,-5393.614518918168
1198824,-5138.901313562363
1261393,-4884.1881082065565
1323962,-4629.474902850751
1386530,-4489.261369894107
1449099,-4402.994797971683
1511668,-4316.728226049259
1574236,-4230.461654126834
1636805,-4144.195082204411
1699374,-4057.9285102819863
1761942,-3971.6619383595626
1824511,-3833.5501764559517
1887080,-3647.506069098037
1949649,-3461.4619617401227
2012217,-3275.417854382207
2074786,-3089.3737470242927
2137355,-2903.3296396663773
2199923,-2717.285532308463
2262492,-2585.4260976383102
2325061,-2550.113897939079
2387629,-2514.8016982398476
2450198,-2479.4894985406163
2512767,-2444.177298841385
2575335,-2408.865099142154
2637904,-2373.5528994429224
2700473,-2324.9512713740046
2763042,-2222.97407034487
2825610,-2120.9968693157357
2888179,-2019.0196682866006
2950748,-1917.0424672574661
3013316,-1815.0652662283317
3075885,-1713.0880651991972
3138454,-1613.1754017302787
3201022,-1563.8439084866557
3263591,-1514.512415243033
3326160,-1465.1809219994104
3388728,-1415.8494287557878
3451297,-1366.5179355121652
3513866,-1317.1864422685421
3576435,-1267.8549490249195
3639003,-1209.5252627046727
3701572,-1149.9579067047414
3764141,-1090.3905507048098
3826709,-1030.8231947048785
3889278,-971.2558387049472
3951847,-911.688482705016
4014415,-852.1211267050846
4076984,-812.297548824225
4139553,-780.1919932990029
4202121,-748.086437773781
4264690,-715.9808822485585
4327259,-683.8753267233363
4389827,-651.7697711981143
4452396,-619.6642156728922
4514965,-592.2734509794096
4577534,-568.6048895741425
4640102,-544.9363281688753
4702671,-521.2677667636082
4765240,-497.5992053583406
4827808,-473.93064395307346
4890377,-450.2620825478063
4952946,-420.8638076416601
5015514,-382.823997619434
5078083,-344.7841875972079
5140652,-306.74437757498185
5203220,-268.70456755275575
5265789,-230.66475753052964
5328358,-192.62494750830297
5390927,-159.05143199408772
5453495,-139.73334963557818
5516064,-120.41526727706862
5578633,-101.09718491855907
5641201,-81.77910256004951
5703770,-62.46102020153995
5766339,-43.142937843030396
5828907,-25.026388984137864
5891476,-21.027858745747082
5954045,-17.029328507356357
6016613,-13.030798268965633
6079182,-9.032268030574908
6141751,-5.033737792184187
6204319,-1.0352075537934624
6266888,2.9633226845972622
6329457,14.33249241646858
6392026,26.357412992955666
6454594,38.38233356944275
6517163,50.40725414593001
6579732,62.4321747224171
6642300,74.45709529890418
6704869,86.48201587539127
6767438,111.8784378222382
6830006,141.53990761997582
6892575,171.20137741771345
6955144,200.8628472154511
7017712,230.52431701318872
7080281,260.1857868109268
7142850,289.84725660866445
7205419,301.4133585481979
7267987,300.8170001240203
7330556,300.22064169984276
7393125,299.62428327566516
7455693,299.0279248514876
7518262,298.4315664273101
7580831,297.8352080031325
7643399,299.169649215552
7705968,302.9824302600215
7768537,306.7952113044909
7831105,310.6079923489604
7893674,314.42077339342984
7956243,318.23355443789933
8018812,322.0463354823688
8081380,327.8958567049556
8143949,339.0409023906475
8206518,350.18594807633957
8269086,361.33099376203154
8331655,372.47603944772345
8394224,383.62108513341525
8456792,394.76613081910733
8519361,403.82363683194774
8581930,397.22459529840154
8644498,390.6255537648553
8707067,384.0265122313089
8769636,377.4274706977625
8832204,370.82842916421623
8894773,364.22938763066986
8957342,357.6303460971236
9019911,371.24175199076
9082479,385.74986715591007
9145048,400.25798232105967
9207617,414.7660974862097
9270185,429.2742126513593
9332754,443.7823278165093
9395323,458.2904429816589
9457891,467.2559408364586
9520460,474.81306871895583
9583029,482.3701966014533
9645597,489.92732448395077
9708166,497.484452366448
9770735,505.0415802489455
9833304,512.5987081314428
9895872,516.7666971127446
9958441,519.0054839502889
10021010,521.2442707878332
10083578,523.4830576253775
10146147,525.7218444629218
10208716,527.9606313004662
10271284,530.1994181380104
10333853,528.5992896716815
10396422,522.7921307353547
10458990,516.9849717990278
10521559,511.177812862701
10584128,505.3706539263741
10646696,499.5634949900473
10709265,493.7563360537203
10771834,490.4067171480709
10834403,492.3522102672833
10896971,494.2977033864957
10959540,496.24319650570806
11022109,498.18868962492047
11084677,500.1341827441328
11147246,502.0796758633452
11209815,504.8134117004588
11272383,511.78395214629245
11334952,518.7544925921261
11397521,525.7250330379595
11460089,532.6955734837932
11522658,539.6661139296266
11585227,546.6366543754602
11647796,553.6071948212937
11710364,553.18173244586
11772933,552.7320208808485
11835502,552.2823093158369
11898070,551.8325977508252
11960639,551.3828861858136
12023208,550.933174620802
12085776,550.4834630557905
12148345,551.4159899093091
12210914,552.6184852039471
12273482,553.8209804985851
12336051,555.023475793223
12398620,556.225971087861
12461188,557.4284663824989
12523757,558.6309616771368
12586326,559.4564872717324
12648895,560.1017230097859
12711463,560.7469587478394
12774032,561.3921944858929
12836601,562.0374302239463
12899169,562.6826659619999
12961738,563.3279017000533
13024307,562.8726938509712
13086875,561.3866907430534
13149444,559.9006876351353
13212013,558.4146845272174
13274581,556.9286814192994
13337150,555.4426783113815
13399719,553.9566752034635
13462288,552.0632259868586
13524856,549.4333833444614
13587425,546.8035407020643
13649994,544.173698059667
13712562,541.5438554172698
13775131,538.9140127748727
13837700,536.2841701324755
13900268,535.111197669666
13962837,539.9113929431659
14025406,544.7115882166657
14087974,549.5117834901657
14150543,554.3119787636655
14213112,559.1121740371655
14275681,563.9123693106654
14338249,568.2377721768219
14400818,559.8301059369462
14463387,551.4224396970708
14525955,543.014773457195
14588524,534.6071072173196
14651093,526.1994409774439
14713661,517.7917747375685
14776230,509.3841084976928
14838799,508.5626343309689
14901367,508.8168142641695
14963936,509.07099419737017
15026505,509.32517413057076
15089073,509.5793540637714
15151642,509.83353399697205
15214211,510.08771393017264
15276780,509.5722517068394
15339348,508.75104122954053
15401917,507.92983075224174
15464486,507.1086202749429
15527054,506.2874097976441
15589623,505.46619932034525
15652192,504.64498884304646
15714760,509.18447858914004
15777329,518.0125285139479
15839898,526.8405784387556
15902466,535.6686283635636
15965035,544.4966782883714
16027604,553.3247282131791
16090173,562.1527781379871
16152741,565.8663568709986
16215310,561.7602895669663
16277879,557.6542222629341
16340447,553.5481549589017
16403016,549.4420876548695
16465585,545.3360203508371
16528153,541.2299530468048
16590722,536.2382613355741
16653291,528.3682903009482
16715859,520.4983192663225
16778428,512.6283482316962
16840997,504.758377197071
16903565,496.8884061624448
16966134,489.0184351278191
17028703,482.0647900614874
17091272,486.3859384311274
17153840,490.7070868007672
17216409,495.0282351704069
17278978,499.3493835400469
17341546,503.6705319096867
17404115,507.99168027932643
17466684,512.3128286489662
17529252,505.6218386275318
17591821,497.9082928983549
17654390,490.19474716917796
17716958,482.4812014400006
17779527,474.76765571082365
17842096,467.05410998164666
17904665,459.34056425246973
17967233,457.1474043873552
18029802,456.74657759498865
18092371,456.3457508026221
18154939,455.9449240102555
18217508,455.54409721788886
18280077,455.1432704255223
18342645,454.7424436331557
18405214,454.51605507360097
18467783,454.4085145407972
18530351,454.3009740079935
18592920,454.1934334751897
18655489,454.08589294238595
18718058,453.97835240958216
18780626,453.8708118767784
18843195,452.5182552398584
18905764,449.5462415652534
18968332,446.57422789064844
19030901,443.6022142160435
19093470,440.63020054143834
19156038,437.6581868668334
19218607,434.68617319222847
19281176,430.9519869527118
19343744,425.203487505928
19406313,419.4549880591445
19468882,413.70648861236106
19531450,407.9579891655772
19594019,402.20948971879375
19656588,396.46099027201024
19719157,391.27047823336187
19781725,390.40038298341796
19844294,389.53028773347415
19906863,388.6601924835303
19969431,387.79009723358644
20032000,386.9200019836426
