"Step","lbf10_cbam_112_causal - SW_ep_rew_total","lbf10_cbam_112_causal - SW_ep_rew_total__MIN","lbf10_cbam_112_causal - SW_ep_rew_total__MAX"
"5040000","25.67999792098999","25.67999792098999","25.67999792098999"
"5088000","25.031999588012695","25.031999588012695","25.031999588012695"
"5136000","25.008002758026123","25.008002758026123","25.008002758026123"
"5184000","25.224002361297607","25.224002361297607","25.224002361297607"
"5232000","25.619998931884766","25.619998931884766","25.619998931884766"
"5280000","26.316000938415527","26.316000938415527","26.316000938415527"
"5328000","26.53199863433838","26.53199863433838","26.53199863433838"
"5376000","26.172000408172607","26.172000408172607","26.172000408172607"
"5424000","25.46400022506714","25.46400022506714","25.46400022506714"
"5472000","25.956002235412598","25.956002235412598","25.956002235412598"
"5520000","25.775999069213867","25.775999069213867","25.775999069213867"
"5568000","26.06399917602539","26.06399917602539","26.06399917602539"
"5616000","26.71199941635132","26.71199941635132","26.71199941635132"
"5664000","27.46799898147583","27.46799898147583","27.46799898147583"
"5712000","27.540003776550293","27.540003776550293","27.540003776550293"
"5760000","26.028000831604004","26.028000831604004","26.028000831604004"
"5808000","25.86000156402588","25.86000156402588","25.86000156402588"
"5856000","25.824000358581543","25.824000358581543","25.824000358581543"
"5904000","25.83599853515625","25.83599853515625","25.83599853515625"
"5952000","26.41200017929077","26.41200017929077","26.41200017929077"
"6000000","25.992000579833984","25.992000579833984","25.992000579833984"
"6048000","26.040001392364502","26.040001392364502","26.040001392364502"
"6096000","26.40000057220459","26.40000057220459","26.40000057220459"
"6144000","25.811999320983887","25.811999320983887","25.811999320983887"
"6192000","25.740000247955322","25.740000247955322","25.740000247955322"
"6240000","25.52400016784668","25.52400016784668","25.52400016784668"
"6288000","26.1000018119812","26.1000018119812","26.1000018119812"
"6336000","26.100001335144043","26.100001335144043","26.100001335144043"
"6384000","26.640000343322754","26.640000343322754","26.640000343322754"
"6432000","27.252002239227295","27.252002239227295","27.252002239227295"
"6480000","26.928000450134277","26.928000450134277","26.928000450134277"
"6528000","26.639999389648438","26.639999389648438","26.639999389648438"
"6576000","26.30399990081787","26.30399990081787","26.30399990081787"
"6624000","25.9920015335083","25.9920015335083","25.9920015335083"
"6672000","26.65199851989746","26.65199851989746","26.65199851989746"
"6720000","26.5679988861084","26.5679988861084","26.5679988861084"
"6768000","26.280000686645508","26.280000686645508","26.280000686645508"
"6816000","26.243999481201172","26.243999481201172","26.243999481201172"
"6864000","26.48400068283081","26.48400068283081","26.48400068283081"
"6912000","26.52000093460083","26.52000093460083","26.52000093460083"
"6960000","26.868000507354736","26.868000507354736","26.868000507354736"
"7008000","26.375997066497803","26.375997066497803","26.375997066497803"
"7056000","25.896000862121582","25.896000862121582","25.896000862121582"
"7104000","25.92000102996826","25.92000102996826","25.92000102996826"
"7152000","26.136001110076904","26.136001110076904","26.136001110076904"
"7200000","26.496001720428467","26.496001720428467","26.496001720428467"
"7248000","26.35200023651123","26.35200023651123","26.35200023651123"
"7296000","26.20800018310547","26.20800018310547","26.20800018310547"
"7344000","26.69999885559082","26.69999885559082","26.69999885559082"
"7392000","27.288000106811523","27.288000106811523","27.288000106811523"
"7440000","27.11999797821045","27.11999797821045","27.11999797821045"
"7488000","26.387998580932617","26.387998580932617","26.387998580932617"
"7536000","26.352001667022705","26.352001667022705","26.352001667022705"
"7584000","26.98799991607666","26.98799991607666","26.98799991607666"
"7632000","26.987998008728027","26.987998008728027","26.987998008728027"
"7680000","26.68800115585327","26.68800115585327","26.68800115585327"
"7728000","26.57999849319458","26.57999849319458","26.57999849319458"
"7776000","25.956000804901123","25.956000804901123","25.956000804901123"
"7824000","25.824002265930176","25.824002265930176","25.824002265930176"
"7872000","26.5079984664917","26.5079984664917","26.5079984664917"
"7920000","26.47200059890747","26.47200059890747","26.47200059890747"
"7968000","26.03999948501587","26.03999948501587","26.03999948501587"
"8016000","26.47200059890747","26.47200059890747","26.47200059890747"
"8064000","26.363999366760254","26.363999366760254","26.363999366760254"
"8112000","26.532000064849854","26.532000064849854","26.532000064849854"
"8160000","26.712000370025635","26.712000370025635","26.712000370025635"
"8208000","26.327998638153076","26.327998638153076","26.327998638153076"
"8256000","26.76000165939331","26.76000165939331","26.76000165939331"
"8304000","27.180002212524414","27.180002212524414","27.180002212524414"
"8352000","27.048000812530518","27.048000812530518","27.048000812530518"
"8400000","26.603999614715576","26.603999614715576","26.603999614715576"
"8448000","25.895999908447266","25.895999908447266","25.895999908447266"
"8496000","25.872000217437744","25.872000217437744","25.872000217437744"
"8544000","26.039998531341553","26.039998531341553","26.039998531341553"
"8592000","26.20800018310547","26.20800018310547","26.20800018310547"
"8640000","26.136001110076904","26.136001110076904","26.136001110076904"
"8688000","26.56800127029419","26.56800127029419","26.56800127029419"
"8736000","25.95600128173828","25.95600128173828","25.95600128173828"
"8784000","26.24400043487549","26.24400043487549","26.24400043487549"
"8832000","27.215998649597168","27.215998649597168","27.215998649597168"
"8880000","26.819998741149902","26.819998741149902","26.819998741149902"
"8928000","26.136000156402588","26.136000156402588","26.136000156402588"
"8976000","26.208001136779785","26.208001136779785","26.208001136779785"
"9024000","26.723999977111816","26.723999977111816","26.723999977111816"
"9072000","27.0600004196167","27.0600004196167","27.0600004196167"
"9120000","26.279998779296875","26.279998779296875","26.279998779296875"
"9168000","25.499998569488525","25.499998569488525","25.499998569488525"
"9216000","25.967999935150146","25.967999935150146","25.967999935150146"
"9264000","26.5079984664917","26.5079984664917","26.5079984664917"
"9312000","27.179999828338623","27.179999828338623","27.179999828338623"
"9360000","26.652000904083252","26.652000904083252","26.652000904083252"
"9408000","26.07600212097168","26.07600212097168","26.07600212097168"
"9456000","26.208001136779785","26.208001136779785","26.208001136779785"
"9504000","26.676000595092773","26.676000595092773","26.676000595092773"
"9552000","27.179997444152832","27.179997444152832","27.179997444152832"
"9600000","26.639999389648438","26.639999389648438","26.639999389648438"
"9648000","26.519999504089355","26.519999504089355","26.519999504089355"
"9696000","25.6560001373291","25.6560001373291","25.6560001373291"
"9744000","25.69200038909912","25.69200038909912","25.69200038909912"
"9792000","26.01600217819214","26.01600217819214","26.01600217819214"
"9840000","26.208000659942627","26.208000659942627","26.208000659942627"
"9888000","26.35200023651123","26.35200023651123","26.35200023651123"
"9936000","26.96400022506714","26.96400022506714","26.96400022506714"
"9984000","26.3879976272583","26.3879976272583","26.3879976272583"
"10032000","25.53599977493286","25.53599977493286","25.53599977493286"
"10080000","26.580000400543213","26.580000400543213","26.580000400543213"
"10128000","27.179999351501465","27.179999351501465","27.179999351501465"
"10176000","26.459999561309814","26.459999561309814","26.459999561309814"
"10224000","26.89199924468994","26.89199924468994","26.89199924468994"
"10272000","27.720001220703125","27.720001220703125","27.720001220703125"
"10320000","26.495999336242676","26.495999336242676","26.495999336242676"
"10368000","26.460000038146973","26.460000038146973","26.460000038146973"
"10416000","26.279999256134033","26.279999256134033","26.279999256134033"
"10464000","25.380000114440918","25.380000114440918","25.380000114440918"
"10512000","25.451999187469482","25.451999187469482","25.451999187469482"
"10560000","25.81199836730957","25.81199836730957","25.81199836730957"
"10608000","26.20799970626831","26.20799970626831","26.20799970626831"
"10656000","26.38799810409546","26.38799810409546","26.38799810409546"
"10704000","26.135998725891113","26.135998725891113","26.135998725891113"
"10752000","25.967999935150146","25.967999935150146","25.967999935150146"
"10800000","26.22000026702881","26.22000026702881","26.22000026702881"
"10848000","26.027999877929688","26.027999877929688","26.027999877929688"
"10896000","26.532001733779907","26.532001733779907","26.532001733779907"
"10944000","27.132001876831055","27.132001876831055","27.132001876831055"
"10992000","26.35200047492981","26.35200047492981","26.35200047492981"
"11040000","26.352002143859863","26.352002143859863","26.352002143859863"
"11088000","26.62800168991089","26.62800168991089","26.62800168991089"
"11136000","26.447999954223633","26.447999954223633","26.447999954223633"
"11184000","26.604000091552734","26.604000091552734","26.604000091552734"
"11232000","26.67600154876709","26.67600154876709","26.67600154876709"
"11280000","26.999999523162842","26.999999523162842","26.999999523162842"
"11328000","26.615999221801758","26.615999221801758","26.615999221801758"
"11376000","26.076000690460205","26.076000690460205","26.076000690460205"
"11424000","26.208001136779785","26.208001136779785","26.208001136779785"
"11472000","26.459999561309814","26.459999561309814","26.459999561309814"
"11520000","26.568000316619873","26.568000316619873","26.568000316619873"
"11568000","26.280001163482666","26.280001163482666","26.280001163482666"
"11616000","26.855998039245605","26.855998039245605","26.855998039245605"
"11664000","27.25199794769287","27.25199794769287","27.25199794769287"
"11712000","26.495999336242676","26.495999336242676","26.495999336242676"
"11760000","26.244000911712646","26.244000911712646","26.244000911712646"
"11808000","27.14400005340576","27.14400005340576","27.14400005340576"
"11856000","26.748001098632812","26.748001098632812","26.748001098632812"
"11904000","26.507999897003174","26.507999897003174","26.507999897003174"
"11952000","26.47200298309326","26.47200298309326","26.47200298309326"
"12000000","26.20799970626831","26.20799970626831","26.20799970626831"
"12048000","26.136000156402588","26.136000156402588","26.136000156402588"
"12096000","26.31600046157837","26.31600046157837","26.31600046157837"
"12144000","26.280000686645508","26.280000686645508","26.280000686645508"
"12192000","26.17199993133545","26.17199993133545","26.17199993133545"
"12240000","26.231998443603516","26.231998443603516","26.231998443603516"
"12288000","26.040000915527344","26.040000915527344","26.040000915527344"
"12336000","26.028000354766846","26.028000354766846","26.028000354766846"
"12384000","26.688000202178955","26.688000202178955","26.688000202178955"
"12432000","26.928000926971436","26.928000926971436","26.928000926971436"
"12480000","26.639997959136963","26.639997959136963","26.639997959136963"
"12528000","25.992000102996826","25.992000102996826","25.992000102996826"
"12576000","26.496000289916992","26.496000289916992","26.496000289916992"
"12624000","26.459999561309814","26.459999561309814","26.459999561309814"
"12672000","26.136001110076904","26.136001110076904","26.136001110076904"
"12720000","26.711998462677002","26.711998462677002","26.711998462677002"
"12768000","27.395999431610107","27.395999431610107","27.395999431610107"
"12816000","26.675999641418457","26.675999641418457","26.675999641418457"
"12864000","25.95599937438965","25.95599937438965","25.95599937438965"
"12912000","26.027997970581055","26.027997970581055","26.027997970581055"
"12960000","26.42400074005127","26.42400074005127","26.42400074005127"
"13008000","27.1080002784729","27.1080002784729","27.1080002784729"
"13056000","26.567999839782715","26.567999839782715","26.567999839782715"
"13104000","26.31599998474121","26.31599998474121","26.31599998474121"
"13152000","26.892000198364258","26.892000198364258","26.892000198364258"
"13200000","26.615999698638916","26.615999698638916","26.615999698638916"
"13248000","26.12399959564209","26.12399959564209","26.12399959564209"
"13296000","26.19600009918213","26.19600009918213","26.19600009918213"
"13344000","26.387999057769775","26.387999057769775","26.387999057769775"
"13392000","26.387999057769775","26.387999057769775","26.387999057769775"
"13440000","26.12400197982788","26.12400197982788","26.12400197982788"
"13488000","25.46400022506714","25.46400022506714","25.46400022506714"
"13536000","25.740000247955322","25.740000247955322","25.740000247955322"
"13584000","26.38799810409546","26.38799810409546","26.38799810409546"
"13632000","26.796002864837646","26.796002864837646","26.796002864837646"
"13680000","27.696001529693604","27.696001529693604","27.696001529693604"
"13728000","26.760000705718994","26.760000705718994","26.760000705718994"
"13776000","26.256000518798828","26.256000518798828","26.256000518798828"
"13824000","26.759999752044678","26.759999752044678","26.759999752044678"
"13872000","26.69999885559082","26.69999885559082","26.69999885559082"
"13920000","26.543999671936035","26.543999671936035","26.543999671936035"
"13968000","26.77200174331665","26.77200174331665","26.77200174331665"
"14016000","27.28799867630005","27.28799867630005","27.28799867630005"
"14064000","26.31599998474121","26.31599998474121","26.31599998474121"
"14112000","26.592002391815186","26.592002391815186","26.592002391815186"
"14160000","26.436001300811768","26.436001300811768","26.436001300811768"
"14208000","26.568000316619873","26.568000316619873","26.568000316619873"
"14256000","27.156001567840576","27.156001567840576","27.156001567840576"
"14304000","27.659997940063477","27.659997940063477","27.659997940063477"
"14352000","27.672000408172607","27.672000408172607","27.672000408172607"
"14400000","26.47199773788452","26.47199773788452","26.47199773788452"
"14448000","26.43600082397461","26.43600082397461","26.43600082397461"
"14496000","27.107999324798584","27.107999324798584","27.107999324798584"
"14544000","26.268002033233643","26.268002033233643","26.268002033233643"
"14592000","26.520000457763672","26.520000457763672","26.520000457763672"
"14640000","26.7239990234375","26.7239990234375","26.7239990234375"
"14688000","26.508002281188965","26.508002281188965","26.508002281188965"
"14736000","26.20800018310547","26.20800018310547","26.20800018310547"
"14784000","26.099998950958252","26.099998950958252","26.099998950958252"
"14832000","26.676000118255615","26.676000118255615","26.676000118255615"
"14880000","27.011999130249023","27.011999130249023","27.011999130249023"
"14928000","26.8919997215271","26.8919997215271","26.8919997215271"
"14976000","26.12399959564209","26.12399959564209","26.12399959564209"
"15024000","25.907996654510498","25.907996654510498","25.907996654510498"
"15072000","26.231999397277832","26.231999397277832","26.231999397277832"
"15120000","25.98000192642212","25.98000192642212","25.98000192642212"
"15168000","26.555999279022217","26.555999279022217","26.555999279022217"
"15216000","26.86799907684326","26.86799907684326","26.86799907684326"
"15264000","26.039999961853027","26.039999961853027","26.039999961853027"
"15312000","26.184000492095947","26.184000492095947","26.184000492095947"
"15360000","26.760000228881836","26.760000228881836","26.760000228881836"
"15408000","26.819998741149902","26.819998741149902","26.819998741149902"
"15456000","26.24399995803833","26.24399995803833","26.24399995803833"
"15504000","26.20800018310547","26.20800018310547","26.20800018310547"
"15552000","25.992000579833984","25.992000579833984","25.992000579833984"
"15600000","26.243998527526855","26.243998527526855","26.243998527526855"
"15648000","26.856000900268555","26.856000900268555","26.856000900268555"
"15696000","26.01600170135498","26.01600170135498","26.01600170135498"
"15744000","26.12399959564209","26.12399959564209","26.12399959564209"
"15792000","26.279999256134033","26.279999256134033","26.279999256134033"
"15840000","26.136001110076904","26.136001110076904","26.136001110076904"
"15888000","26.508002758026123","26.508002758026123","26.508002758026123"
"15936000","26.57999897003174","26.57999897003174","26.57999897003174"
"15984000","26.255998611450195","26.255998611450195","26.255998611450195"
"16032000","26.25599956512451","26.25599956512451","26.25599956512451"
"16080000","25.812000274658203","25.812000274658203","25.812000274658203"
"16128000","25.992002487182617","25.992002487182617","25.992002487182617"
"16176000","26.064000129699707","26.064000129699707","26.064000129699707"
"16224000","25.739999771118164","25.739999771118164","25.739999771118164"
"16272000","25.99199914932251","25.99199914932251","25.99199914932251"
"16320000","27","27","27"
"16368000","27.600000381469727","27.600000381469727","27.600000381469727"
"16416000","27.072000980377197","27.072000980377197","27.072000980377197"
"16464000","27.119999408721924","27.119999408721924","27.119999408721924"
"16512000","27.323999404907227","27.323999404907227","27.323999404907227"
"16560000","25.7760009765625","25.7760009765625","25.7760009765625"
"16608000","26.172001361846924","26.172001361846924","26.172001361846924"
"16656000","27.4440016746521","27.4440016746521","27.4440016746521"
"16704000","25.535999298095703","25.535999298095703","25.535999298095703"
"16752000","25.212000846862793","25.212000846862793","25.212000846862793"
"16800000","26.363999366760254","26.363999366760254","26.363999366760254"
"16848000","26.760000705718994","26.760000705718994","26.760000705718994"
"16896000","26.364001274108887","26.364001274108887","26.364001274108887"
"16944000","26.20799970626831","26.20799970626831","26.20799970626831"
"16992000","26.748000621795654","26.748000621795654","26.748000621795654"
"17040000","26.688000679016113","26.688000679016113","26.688000679016113"
"17088000","26.292001247406006","26.292001247406006","26.292001247406006"
"17136000","26.460000038146973","26.460000038146973","26.460000038146973"
"17184000","26.748000144958496","26.748000144958496","26.748000144958496"
"17232000","26.904000759124756","26.904000759124756","26.904000759124756"
"17280000","26.219998359680176","26.219998359680176","26.219998359680176"
"17328000","26.819998264312744","26.819998264312744","26.819998264312744"
"17376000","27.324000358581543","27.324000358581543","27.324000358581543"
"17424000","27.215999126434326","27.215999126434326","27.215999126434326"
"17472000","27.083999156951904","27.083999156951904","27.083999156951904"
"17520000","26.9399995803833","26.9399995803833","26.9399995803833"
"17568000","26.639999389648438","26.639999389648438","26.639999389648438"
"17616000","26.43599843978882","26.43599843978882","26.43599843978882"
"17664000","26.591999053955078","26.591999053955078","26.591999053955078"
"17712000","26.399999141693115","26.399999141693115","26.399999141693115"
"17760000","26.53200101852417","26.53200101852417","26.53200101852417"
"17808000","26.96400022506714","26.96400022506714","26.96400022506714"
"17856000","27.083999633789062","27.083999633789062","27.083999633789062"
"17904000","26.43600034713745","26.43600034713745","26.43600034713745"
"17952000","25.991997718811035","25.991997718811035","25.991997718811035"
"18000000","26.27999973297119","26.27999973297119","26.27999973297119"
"18048000","26.796000480651855","26.796000480651855","26.796000480651855"
"18096000","26.50800132751465","26.50800132751465","26.50800132751465"
"18144000","26.60400152206421","26.60400152206421","26.60400152206421"
"18192000","26.604000568389893","26.604000568389893","26.604000568389893"
"18240000","26.459999561309814","26.459999561309814","26.459999561309814"
"18288000","26.31600046157837","26.31600046157837","26.31600046157837"
"18336000","26.568002223968506","26.568002223968506","26.568002223968506"
"18384000","26.639999866485596","26.639999866485596","26.639999866485596"
"18432000","25.82400131225586","25.82400131225586","25.82400131225586"
"18480000","26.00399875640869","26.00399875640869","26.00399875640869"
"18528000","26.064000129699707","26.064000129699707","26.064000129699707"
"18576000","25.344000816345215","25.344000816345215","25.344000816345215"
"18624000","26.124000072479248","26.124000072479248","26.124000072479248"
"18672000","26.98799991607666","26.98799991607666","26.98799991607666"
"18720000","27.035998344421387","27.035998344421387","27.035998344421387"
"18768000","26.892000675201416","26.892000675201416","26.892000675201416"
"18816000","26.60400152206421","26.60400152206421","26.60400152206421"
"18864000","26.38800048828125","26.38800048828125","26.38800048828125"
"18912000","25.67999839782715","25.67999839782715","25.67999839782715"
"18960000","25.956000328063965","25.956000328063965","25.956000328063965"
"19008000","26.567999362945557","26.567999362945557","26.567999362945557"
"19056000","26.435998916625977","26.435998916625977","26.435998916625977"
"19104000","26.652000427246094","26.652000427246094","26.652000427246094"
"19152000","27.08400011062622","27.08400011062622","27.08400011062622"
"19200000","26.963998794555664","26.963998794555664","26.963998794555664"
"19248000","26.58000135421753","26.58000135421753","26.58000135421753"
"19296000","26.44800090789795","26.44800090789795","26.44800090789795"
"19344000","26.36399793624878","26.36399793624878","26.36399793624878"
"19392000","26.232000827789307","26.232000827789307","26.232000827789307"
"19440000","26.964000701904297","26.964000701904297","26.964000701904297"
"19488000","26.628002643585205","26.628002643585205","26.628002643585205"
"19536000","26.55599880218506","26.55599880218506","26.55599880218506"
"19584000","26.28000020980835","26.28000020980835","26.28000020980835"
"19632000","26.028000354766846","26.028000354766846","26.028000354766846"
"19680000","26.172000885009766","26.172000885009766","26.172000885009766"
"19728000","26.02799940109253","26.02799940109253","26.02799940109253"
"19776000","25.60799789428711","25.60799789428711","25.60799789428711"
"19824000","25.908000946044922","25.908000946044922","25.908000946044922"
"19872000","26.052001476287842","26.052001476287842","26.052001476287842"
"19920000","26.676000118255615","26.676000118255615","26.676000118255615"
"19968000","26.340001106262207","26.340001106262207","26.340001106262207"
"20016000","26.80800151824951","26.80800151824951","26.80800151824951"
"20064000","27.359999179840088","27.359999179840088","27.359999179840088"
"20112000","26.987998962402344","26.987998962402344","26.987998962402344"
"20160000","26.195998191833496","26.195998191833496","26.195998191833496"
"20208000","26.44800090789795","26.44800090789795","26.44800090789795"
"20256000","26.244001388549805","26.244001388549805","26.244001388549805"
"20304000","25.703999996185303","25.703999996185303","25.703999996185303"
"20352000","26.387998580932617","26.387998580932617","26.387998580932617"
"20400000","26.712000846862793","26.712000846862793","26.712000846862793"
"20448000","25.967999935150146","25.967999935150146","25.967999935150146"
"20496000","26.147998809814453","26.147998809814453","26.147998809814453"
"20544000","25.776000499725342","25.776000499725342","25.776000499725342"
"20592000","25.500001430511475","25.500001430511475","25.500001430511475"
"20640000","26.00400161743164","26.00400161743164","26.00400161743164"
"20688000","26.471997261047363","26.471997261047363","26.471997261047363"
"20736000","26.868000984191895","26.868000984191895","26.868000984191895"
"20784000","26.172000408172607","26.172000408172607","26.172000408172607"
"20832000","25.35599946975708","25.35599946975708","25.35599946975708"
"20880000","25.96800184249878","25.96800184249878","25.96800184249878"
"20928000","25.991999626159668","25.991999626159668","25.991999626159668"
"20976000","26.339999675750732","26.339999675750732","26.339999675750732"
"21024000","26.375999927520752","26.375999927520752","26.375999927520752"
"21072000","26.315999507904053","26.315999507904053","26.315999507904053"
"21120000","25.488001108169556","25.488001108169556","25.488001108169556"
"21168000","25.66799783706665","25.66799783706665","25.66799783706665"
"21216000","26.052000999450684","26.052000999450684","26.052000999450684"
"21264000","26.279998779296875","26.279998779296875","26.279998779296875"
"21312000","26.5079984664917","26.5079984664917","26.5079984664917"
"21360000","26.400001049041748","26.400001049041748","26.400001049041748"
"21408000","26.67600154876709","26.67600154876709","26.67600154876709"
"21456000","26.855998039245605","26.855998039245605","26.855998039245605"
"21504000","27","27","27"
"21552000","27.119999408721924","27.119999408721924","27.119999408721924"
"21600000","27.26400136947632","27.26400136947632","27.26400136947632"
"21648000","26.40000009536743","26.40000009536743","26.40000009536743"
"21696000","26.088001251220703","26.088001251220703","26.088001251220703"
"21744000","26.676002502441406","26.676002502441406","26.676002502441406"
"21792000","26.59200143814087","26.59200143814087","26.59200143814087"
"21840000","26.171998977661133","26.171998977661133","26.171998977661133"
"21888000","26.26800012588501","26.26800012588501","26.26800012588501"
"21936000","25.775999069213867","25.775999069213867","25.775999069213867"
"21984000","26.147998809814453","26.147998809814453","26.147998809814453"
"22032000","26.712000370025635","26.712000370025635","26.712000370025635"
"22080000","26.17199993133545","26.17199993133545","26.17199993133545"
