"Step","lbf10_cbambaseline - SW_ep_rew_total","lbf10_cbambaseline - SW_ep_rew_total__MIN","lbf10_cbambaseline - SW_ep_rew_total__MAX"
"64000","32.187501668930054","32.187501668930054","32.187501668930054"
"128000","30.940001964569092","30.940001964569092","30.940001964569092"
"192000","28.40999960899353","28.40999960899353","28.40999960899353"
"256000","30.280001163482666","30.280001163482666","30.280001163482666"
"320000","29.719998598098755","29.719998598098755","29.719998598098755"
"384000","31.440001249313354","31.440001249313354","31.440001249313354"
"448000","30.96999979019165","30.96999979019165","30.96999979019165"
"512000","31.29000163078308","31.29000163078308","31.29000163078308"
"576000","32.39000082015991","32.39000082015991","32.39000082015991"
"640000","30.72999930381775","30.72999930381775","30.72999930381775"
"704000","30.429999113082886","30.429999113082886","30.429999113082886"
"768000","31.56000065803528","31.56000065803528","31.56000065803528"
"832000","30.80000138282776","30.80000138282776","30.80000138282776"
"896000","32.01000189781189","32.01000189781189","32.01000189781189"
"960000","32.77000045776367","32.77000045776367","32.77000045776367"
"1024000","31.280001640319824","31.280001640319824","31.280001640319824"
"1088000","31.769999504089355","31.769999504089355","31.769999504089355"
"1152000","31.71000051498413","31.71000051498413","31.71000051498413"
"1216000","32.080002307891846","32.080002307891846","32.080002307891846"
"1280000","33.23999905586243","33.23999905586243","33.23999905586243"
"1344000","33.22000241279602","33.22000241279602","33.22000241279602"
"1408000","32.580002784729004","32.580002784729004","32.580002784729004"
"1472000","31.739999055862427","31.739999055862427","31.739999055862427"
"1536000","32.26000213623047","32.26000213623047","32.26000213623047"
"1600000","32.72000217437744","32.72000217437744","32.72000217437744"
"1664000","34.19000220298767","34.19000220298767","34.19000220298767"
"1728000","32.56000113487244","32.56000113487244","32.56000113487244"
"1792000","31.870002508163452","31.870002508163452","31.870002508163452"
"1856000","31.190001249313354","31.190001249313354","31.190001249313354"
"1920000","31.930001258850098","31.930001258850098","31.930001258850098"
"1984000","33.160000801086426","33.160000801086426","33.160000801086426"
"2048000","34.68000316619873","34.68000316619873","34.68000316619873"
"2112000","34.90000009536743","34.90000009536743","34.90000009536743"
"2176000","33.190001010894775","33.190001010894775","33.190001010894775"
"2240000","34.87000012397766","34.87000012397766","34.87000012397766"
"2304000","33.76000142097473","33.76000142097473","33.76000142097473"
"2368000","33.33000087738037","33.33000087738037","33.33000087738037"
"2432000","34.78000092506409","34.78000092506409","34.78000092506409"
"2496000","33.640002489089966","33.640002489089966","33.640002489089966"
"2560000","33.899999141693115","33.899999141693115","33.899999141693115"
"2624000","34.91999864578247","34.91999864578247","34.91999864578247"
"2688000","35.13999843597412","35.13999843597412","35.13999843597412"
"2752000","35.600000858306885","35.600000858306885","35.600000858306885"
"2816000","34.44000172615051","34.44000172615051","34.44000172615051"
"2880000","35.82000255584717","35.82000255584717","35.82000255584717"
"2944000","34.66000032424927","34.66000032424927","34.66000032424927"
"3008000","34.980000019073486","34.980000019073486","34.980000019073486"
"3072000","34.66000032424927","34.66000032424927","34.66000032424927"
"3136000","33.880000829696655","33.880000829696655","33.880000829696655"
"3200000","34.5","34.5","34.5"
"3264000","35.3999981880188","35.3999981880188","35.3999981880188"
"3328000","35.48000144958496","35.48000144958496","35.48000144958496"
"3392000","34.60000014305115","34.60000014305115","34.60000014305115"
"3456000","34.66000199317932","34.66000199317932","34.66000199317932"
"3520000","34.920001745224","34.920001745224","34.920001745224"
"3584000","35.26000142097473","35.26000142097473","35.26000142097473"
"3648000","35.459999084472656","35.459999084472656","35.459999084472656"
"3712000","35.00000262260437","35.00000262260437","35.00000262260437"
"3776000","35.8199999332428","35.8199999332428","35.8199999332428"
"3840000","35.599998474121094","35.599998474121094","35.599998474121094"
"3904000","35.500001192092896","35.500001192092896","35.500001192092896"
"3968000","35.02000117301941","35.02000117301941","35.02000117301941"
"4032000","35.12000012397766","35.12000012397766","35.12000012397766"
"4096000","36.100001096725464","36.100001096725464","36.100001096725464"
"4160000","34.73999905586243","34.73999905586243","34.73999905586243"
"4224000","34.92000102996826","34.92000102996826","34.92000102996826"
"4288000","35.02000045776367","35.02000045776367","35.02000045776367"
"4352000","35.810001373291016","35.810001373291016","35.810001373291016"
"4416000","35.03999900817871","35.03999900817871","35.03999900817871"
"4480000","34.700000286102295","34.700000286102295","34.700000286102295"
"4544000","35.30000066757202","35.30000066757202","35.30000066757202"
"4608000","34.59999990463257","34.59999990463257","34.59999990463257"
"4672000","35.11999869346619","35.11999869346619","35.11999869346619"
"4736000","34.41999912261963","34.41999912261963","34.41999912261963"
"4800000","35.700002670288086","35.700002670288086","35.700002670288086"
"4864000","35.56000208854675","35.56000208854675","35.56000208854675"
"4928000","35.440001487731934","35.440001487731934","35.440001487731934"
"4992000","35.03999948501587","35.03999948501587","35.03999948501587"
"5056000","35.33000087738037","35.33000087738037","35.33000087738037"
"5120000","35.0300030708313","35.0300030708313","35.0300030708313"
"5184000","35.83999943733215","35.83999943733215","35.83999943733215"
"5248000","36.179999351501465","36.179999351501465","36.179999351501465"
"5312000","34.859999656677246","34.859999656677246","34.859999656677246"
