"Step","lbf10_cbam_122_modified_baseline - SW_ep_rew_total","lbf10_cbam_122_modified_baseline - SW_ep_rew_total__MIN","lbf10_cbam_122_modified_baseline - SW_ep_rew_total__MAX"
"10112000","25.668001174926758","25.668001174926758","25.668001174926758"
"10176000","25.728001594543457","25.728001594543457","25.728001594543457"
"10240000","26.292001724243164","26.292001724243164","26.292001724243164"
"10304000","27.395999431610107","27.395999431610107","27.395999431610107"
"10368000","26.351999759674072","26.351999759674072","26.351999759674072"
"10432000","26.052001953125","26.052001953125","26.052001953125"
"10496000","25.452000617980957","25.452000617980957","25.452000617980957"
"10560000","26.08799982070923","26.08799982070923","26.08799982070923"
"10624000","26.67599868774414","26.67599868774414","26.67599868774414"
"10688000","26.36400079727173","26.36400079727173","26.36400079727173"
"10752000","26.495999336242676","26.495999336242676","26.495999336242676"
"10816000","26.100000381469727","26.100000381469727","26.100000381469727"
"10880000","25.344001054763794","25.344001054763794","25.344001054763794"
"10944000","26.23199987411499","26.23199987411499","26.23199987411499"
"11008000","26.015999794006348","26.015999794006348","26.015999794006348"
"11072000","25.283999919891357","25.283999919891357","25.283999919891357"
"11136000","25.931998252868652","25.931998252868652","25.931998252868652"
"11200000","25.944000720977783","25.944000720977783","25.944000720977783"
"11264000","26.268000602722168","26.268000602722168","26.268000602722168"
"11328000","26.135998725891113","26.135998725891113","26.135998725891113"
"11392000","26.075998783111572","26.075998783111572","26.075998783111572"
"11456000","26.016000270843506","26.016000270843506","26.016000270843506"
"11520000","26.351999759674072","26.351999759674072","26.351999759674072"
"11584000","25.23599910736084","25.23599910736084","25.23599910736084"
"11648000","25.74000072479248","25.74000072479248","25.74000072479248"
"11712000","26.604000568389893","26.604000568389893","26.604000568389893"
"11776000","26.999999523162842","26.999999523162842","26.999999523162842"
"11840000","26.291998386383057","26.291998386383057","26.291998386383057"
"11904000","26.31600046157837","26.31600046157837","26.31600046157837"
"11968000","26.60400152206421","26.60400152206421","26.60400152206421"
"12032000","27.120001792907715","27.120001792907715","27.120001792907715"
"12096000","25.95600128173828","25.95600128173828","25.95600128173828"
"12160000","25.81200075149536","25.81200075149536","25.81200075149536"
"12224000","26.100003242492676","26.100003242492676","26.100003242492676"
"12288000","25.631999015808105","25.631999015808105","25.631999015808105"
"12352000","25.956002235412598","25.956002235412598","25.956002235412598"
"12416000","26.27999973297119","26.27999973297119","26.27999973297119"
"12480000","25.956000328063965","25.956000328063965","25.956000328063965"
"12544000","25.883999824523926","25.883999824523926","25.883999824523926"
"12608000","25.823997020721436","25.823997020721436","25.823997020721436"
"12672000","25.824003219604492","25.824003219604492","25.824003219604492"
"12736000","25.787999629974365","25.787999629974365","25.787999629974365"
"12800000","26.352002143859863","26.352002143859863","26.352002143859863"
"12864000","25.884000301361084","25.884000301361084","25.884000301361084"
"12928000","26.315998077392578","26.315998077392578","26.315998077392578"
"12992000","26.999999523162842","26.999999523162842","26.999999523162842"
"13056000","26.387999057769775","26.387999057769775","26.387999057769775"
"13120000","26.124000549316406","26.124000549316406","26.124000549316406"
"13184000","26.196001529693604","26.196001529693604","26.196001529693604"
"13248000","25.956000328063965","25.956000328063965","25.956000328063965"
"13312000","25.571998357772827","25.571998357772827","25.571998357772827"
"13376000","26.17199993133545","26.17199993133545","26.17199993133545"
"13440000","26.92799997329712","26.92799997329712","26.92799997329712"
"13504000","25.199999570846558","25.199999570846558","25.199999570846558"
"13568000","25.667998790740967","25.667998790740967","25.667998790740967"
"13632000","26.280000686645508","26.280000686645508","26.280000686645508"
"13696000","26.78399896621704","26.78399896621704","26.78399896621704"
"13760000","26.856003761291504","26.856003761291504","26.856003761291504"
"13824000","26.831998348236084","26.831998348236084","26.831998348236084"
"13888000","26.472000122070312","26.472000122070312","26.472000122070312"
"13952000","26.06399917602539","26.06399917602539","26.06399917602539"
"14016000","25.4639995098114","25.4639995098114","25.4639995098114"
"14080000","25.812001705169678","25.812001705169678","25.812001705169678"
"14144000","25.224000453948975","25.224000453948975","25.224000453948975"
"14208000","25.763999938964844","25.763999938964844","25.763999938964844"
"14272000","25.524000644683838","25.524000644683838","25.524000644683838"
"14336000","25.740002155303955","25.740002155303955","25.740002155303955"
"14400000","26.567999839782715","26.567999839782715","26.567999839782715"
"14464000","26.460001468658447","26.460001468658447","26.460001468658447"
"14528000","26.71199893951416","26.71199893951416","26.71199893951416"
"14592000","26.56800079345703","26.56800079345703","26.56800079345703"
"14656000","26.18400001525879","26.18400001525879","26.18400001525879"
"14720000","25.944000005722046","25.944000005722046","25.944000005722046"
"14784000","25.679999828338623","25.679999828338623","25.679999828338623"
"14848000","25.95600175857544","25.95600175857544","25.95600175857544"
"14912000","26.135997772216797","26.135997772216797","26.135997772216797"
"14976000","26.112000465393066","26.112000465393066","26.112000465393066"
"15040000","25.89599895477295","25.89599895477295","25.89599895477295"
"15104000","25.956000328063965","25.956000328063965","25.956000328063965"
"15168000","26.135997772216797","26.135997772216797","26.135997772216797"
"15232000","25.836001873016357","25.836001873016357","25.836001873016357"
"15296000","25.80000114440918","25.80000114440918","25.80000114440918"
"15360000","25.884000778198242","25.884000778198242","25.884000778198242"
"15424000","25.703999042510986","25.703999042510986","25.703999042510986"
"15488000","26.20800018310547","26.20800018310547","26.20800018310547"
"15552000","25.752001762390137","25.752001762390137","25.752001762390137"
"15616000","26.076001167297363","26.076001167297363","26.076001167297363"
"15680000","26.303997039794922","26.303997039794922","26.303997039794922"
"15744000","26.171997547149658","26.171997547149658","26.171997547149658"
"15808000","26.208000659942627","26.208000659942627","26.208000659942627"
"15872000","25.5600004196167","25.5600004196167","25.5600004196167"
"15936000","25.920000076293945","25.920000076293945","25.920000076293945"
"16000000","26.004000663757324","26.004000663757324","26.004000663757324"
"16064000","25.296000242233276","25.296000242233276","25.296000242233276"
"16128000","25.991998195648193","25.991998195648193","25.991998195648193"
"16192000","26.27999973297119","26.27999973297119","26.27999973297119"
"16256000","25.955997943878174","25.955997943878174","25.955997943878174"
"16320000","25.091999053955078","25.091999053955078","25.091999053955078"
"16384000","25.12799882888794","25.12799882888794","25.12799882888794"
"16448000","25.59600019454956","25.59600019454956","25.59600019454956"
"16512000","25.81200075149536","25.81200075149536","25.81200075149536"
"16576000","25.81199884414673","25.81199884414673","25.81199884414673"
"16640000","25.751996994018555","25.751996994018555","25.751996994018555"
"16704000","26.219999313354492","26.219999313354492","26.219999313354492"
"16768000","25.89599895477295","25.89599895477295","25.89599895477295"
"16832000","25.4280002117157","25.4280002117157","25.4280002117157"
"16896000","25.607999086380005","25.607999086380005","25.607999086380005"
"16960000","25.716001510620117","25.716001510620117","25.716001510620117"
"17024000","25.895999431610107","25.895999431610107","25.895999431610107"
"17088000","25.03199863433838","25.03199863433838","25.03199863433838"
"17152000","26.868000030517578","26.868000030517578","26.868000030517578"
"17216000","26.292000770568848","26.292000770568848","26.292000770568848"
"17280000","25.83599853515625","25.83599853515625","25.83599853515625"
"17344000","26.507999897003174","26.507999897003174","26.507999897003174"
"17408000","26.100001335144043","26.100001335144043","26.100001335144043"
"17472000","26.243999004364014","26.243999004364014","26.243999004364014"
"17536000","26.052001953125","26.052001953125","26.052001953125"
"17600000","26.088000774383545","26.088000774383545","26.088000774383545"
"17664000","25.59600019454956","25.59600019454956","25.59600019454956"
"17728000","26.279998302459717","26.279998302459717","26.279998302459717"
"17792000","26.351998329162598","26.351998329162598","26.351998329162598"
"17856000","26.07599973678589","26.07599973678589","26.07599973678589"
"17920000","25.932000160217285","25.932000160217285","25.932000160217285"
"17984000","25.271999835968018","25.271999835968018","25.271999835968018"
"18048000","25.956000804901123","25.956000804901123","25.956000804901123"
"18112000","26.736000537872314","26.736000537872314","26.736000537872314"
"18176000","26.447998523712158","26.447998523712158","26.447998523712158"
"18240000","26.75999927520752","26.75999927520752","26.75999927520752"
"18304000","26.74800157546997","26.74800157546997","26.74800157546997"
"18368000","26.50799798965454","26.50799798965454","26.50799798965454"
"18432000","25.7760009765625","25.7760009765625","25.7760009765625"
"18496000","26.064000129699707","26.064000129699707","26.064000129699707"
"18560000","26.63999891281128","26.63999891281128","26.63999891281128"
"18624000","25.71600103378296","25.71600103378296","25.71600103378296"
"18688000","25.524000644683838","25.524000644683838","25.524000644683838"
"18752000","25.992000579833984","25.992000579833984","25.992000579833984"
"18816000","25.94400119781494","25.94400119781494","25.94400119781494"
"18880000","25.93199920654297","25.93199920654297","25.93199920654297"
"18944000","25.967999935150146","25.967999935150146","25.967999935150146"
"19008000","26.195998668670654","26.195998668670654","26.195998668670654"
"19072000","26.37600040435791","26.37600040435791","26.37600040435791"
"19136000","26.35200071334839","26.35200071334839","26.35200071334839"
"19200000","26.40000057220459","26.40000057220459","26.40000057220459"
"19264000","26.124000072479248","26.124000072479248","26.124000072479248"
"19328000","25.871999263763428","25.871999263763428","25.871999263763428"
"19392000","25.595999717712402","25.595999717712402","25.595999717712402"
"19456000","25.775999546051025","25.775999546051025","25.775999546051025"
"19520000","25.992000579833984","25.992000579833984","25.992000579833984"
"19584000","26.21999979019165","26.21999979019165","26.21999979019165"
"19648000","26.03999948501587","26.03999948501587","26.03999948501587"
"19712000","25.55999994277954","25.55999994277954","25.55999994277954"
"19776000","26.09999990463257","26.09999990463257","26.09999990463257"
"19840000","26.999999523162842","26.999999523162842","26.999999523162842"
"19904000","26.89200210571289","26.89200210571289","26.89200210571289"
"19968000","25.53599977493286","25.53599977493286","25.53599977493286"
"20032000","26.32800006866455","26.32800006866455","26.32800006866455"
"20096000","26.351999282836914","26.351999282836914","26.351999282836914"
"20160000","25.667999267578125","25.667999267578125","25.667999267578125"
"20224000","25.30800437927246","25.30800437927246","25.30800437927246"
"20288000","25.475999355316162","25.475999355316162","25.475999355316162"
"20352000","25.9320011138916","25.9320011138916","25.9320011138916"
"20416000","26.064002513885498","26.064002513885498","26.064002513885498"
"20480000","26.02799892425537","26.02799892425537","26.02799892425537"
"20544000","26.20799970626831","26.20799970626831","26.20799970626831"
"20608000","26.927997589111328","26.927997589111328","26.927997589111328"
"20672000","26.939997673034668","26.939997673034668","26.939997673034668"
"20736000","25.872000217437744","25.872000217437744","25.872000217437744"
"20800000","25.21199893951416","25.21199893951416","25.21199893951416"
"20864000","25.835999488830566","25.835999488830566","25.835999488830566"
"20928000","26.184001445770264","26.184001445770264","26.184001445770264"
"20992000","25.84800100326538","25.84800100326538","25.84800100326538"
"21056000","26.25600290298462","26.25600290298462","26.25600290298462"
"21120000","25.859997749328613","25.859997749328613","25.859997749328613"
"21184000","26.112000465393066","26.112000465393066","26.112000465393066"
"21248000","26.71200180053711","26.71200180053711","26.71200180053711"
"21312000","27.540001392364502","27.540001392364502","27.540001392364502"
"21376000","26.43600034713745","26.43600034713745","26.43600034713745"
"21440000","26.220000743865967","26.220000743865967","26.220000743865967"
"21504000","26.78399896621704","26.78399896621704","26.78399896621704"
"21568000","25.919999599456787","25.919999599456787","25.919999599456787"
"21632000","26.315996646881104","26.315996646881104","26.315996646881104"
"21696000","26.063998699188232","26.063998699188232","26.063998699188232"
"21760000","26.172001361846924","26.172001361846924","26.172001361846924"
"21824000","25.52399969100952","25.52399969100952","25.52399969100952"
"21888000","25.476000785827637","25.476000785827637","25.476000785827637"
"21952000","25.247998237609863","25.247998237609863","25.247998237609863"
"22016000","25.596001625061035","25.596001625061035","25.596001625061035"
"22080000","26.24400043487549","26.24400043487549","26.24400043487549"
"22144000","26.53199863433838","26.53199863433838","26.53199863433838"
"22208000","26.063998222351074","26.063998222351074","26.063998222351074"
"22272000","25.728002071380615","25.728002071380615","25.728002071380615"
"22336000","25.63200092315674","25.63200092315674","25.63200092315674"
"22400000","25.896002292633057","25.896002292633057","25.896002292633057"
"22464000","25.920000553131104","25.920000553131104","25.920000553131104"
"22528000","26.24399995803833","26.24399995803833","26.24399995803833"
"22592000","25.88400173187256","25.88400173187256","25.88400173187256"
"22656000","25.70400047302246","25.70400047302246","25.70400047302246"
"22720000","25.8240008354187","25.8240008354187","25.8240008354187"
"22784000","26.532001495361328","26.532001495361328","26.532001495361328"
"22848000","26.627999782562256","26.627999782562256","26.627999782562256"
"22912000","26.387999534606934","26.387999534606934","26.387999534606934"
"22976000","26.279998779296875","26.279998779296875","26.279998779296875"
"23040000","26.351998329162598","26.351998329162598","26.351998329162598"
"23104000","26.579999446868896","26.579999446868896","26.579999446868896"
"23168000","25.96799898147583","25.96799898147583","25.96799898147583"
"23232000","25.824000120162964","25.824000120162964","25.824000120162964"
"23296000","26.616000652313232","26.616000652313232","26.616000652313232"
"23360000","26.100000381469727","26.100000381469727","26.100000381469727"
"23424000","24.672000885009766","24.672000885009766","24.672000885009766"
"23488000","25.16400170326233","25.16400170326233","25.16400170326233"
"23552000","24.887999534606934","24.887999534606934","24.887999534606934"
"23616000","26.111999034881592","26.111999034881592","26.111999034881592"
"23680000","26.784001350402832","26.784001350402832","26.784001350402832"
"23744000","26.027998685836792","26.027998685836792","26.027998685836792"
"23808000","25.58400058746338","25.58400058746338","25.58400058746338"
"23872000","25.139999866485596","25.139999866485596","25.139999866485596"
"23936000","25.96800184249878","25.96800184249878","25.96800184249878"
"24000000","25.595998764038086","25.595998764038086","25.595998764038086"
"24064000","26.14799976348877","26.14799976348877","26.14799976348877"
"24128000","26.07600164413452","26.07600164413452","26.07600164413452"
"24192000","26.25599956512451","26.25599956512451","26.25599956512451"
"24256000","26.579999446868896","26.579999446868896","26.579999446868896"
"24320000","26.400001049041748","26.400001049041748","26.400001049041748"
"24384000","27.083999156951904","27.083999156951904","27.083999156951904"
"24448000","26.856000423431396","26.856000423431396","26.856000423431396"
"24512000","25.751999855041504","25.751999855041504","25.751999855041504"
"24576000","27.323999404907227","27.323999404907227","27.323999404907227"
"24640000","27.119998931884766","27.119998931884766","27.119998931884766"
"24704000","26.435999393463135","26.435999393463135","26.435999393463135"
"24768000","26.22000026702881","26.22000026702881","26.22000026702881"
"24832000","26.616002082824707","26.616002082824707","26.616002082824707"
"24896000","26.376001358032227","26.376001358032227","26.376001358032227"
"24960000","25.499999523162842","25.499999523162842","25.499999523162842"
"25024000","25.7760009765625","25.7760009765625","25.7760009765625"
"25088000","26.82000160217285","26.82000160217285","26.82000160217285"
"25152000","26.69999599456787","26.69999599456787","26.69999599456787"
"25216000","26.435999870300293","26.435999870300293","26.435999870300293"
"25280000","25.631999731063843","25.631999731063843","25.631999731063843"
"25344000","25.560002088546753","25.560002088546753","25.560002088546753"
"25408000","25.668001651763916","25.668001651763916","25.668001651763916"
"25472000","26.02799940109253","26.02799940109253","26.02799940109253"
"25536000","26.5679988861084","26.5679988861084","26.5679988861084"
"25600000","26.02800178527832","26.02800178527832","26.02800178527832"
"25664000","25.88399839401245","25.88399839401245","25.88399839401245"
"25728000","26.196000576019287","26.196000576019287","26.196000576019287"
"25792000","25.619999408721924","25.619999408721924","25.619999408721924"
"25856000","26.064001083374023","26.064001083374023","26.064001083374023"
"25920000","26.56800127029419","26.56800127029419","26.56800127029419"
"25984000","25.74000072479248","25.74000072479248","25.74000072479248"
"26048000","25.46400022506714","25.46400022506714","25.46400022506714"
"26112000","26.075998306274414","26.075998306274414","26.075998306274414"
"26176000","26.663998126983643","26.663998126983643","26.663998126983643"
"26240000","26.7719988822937","26.7719988822937","26.7719988822937"
"26304000","27.15600061416626","27.15600061416626","27.15600061416626"
"26368000","27.084001064300537","27.084001064300537","27.084001064300537"
"26432000","26.100000143051147","26.100000143051147","26.100000143051147"
"26496000","25.488001346588135","25.488001346588135","25.488001346588135"
"26560000","25.499999523162842","25.499999523162842","25.499999523162842"
"26624000","26.05199909210205","26.05199909210205","26.05199909210205"
"26688000","26.795997619628906","26.795997619628906","26.795997619628906"
"26752000","26.279998302459717","26.279998302459717","26.279998302459717"
"26816000","26.28000020980835","26.28000020980835","26.28000020980835"
"26880000","25.679998874664307","25.679998874664307","25.679998874664307"
"26944000","25.115999221801758","25.115999221801758","25.115999221801758"
"27008000","26.076001167297363","26.076001167297363","26.076001167297363"
"27072000","25.932000637054443","25.932000637054443","25.932000637054443"
"27136000","26.099998950958252","26.099998950958252","26.099998950958252"
"27200000","26.100001335144043","26.100001335144043","26.100001335144043"
"27264000","26.003999710083008","26.003999710083008","26.003999710083008"
"27328000","25.788000106811523","25.788000106811523","25.788000106811523"
"27392000","25.596001148223877","25.596001148223877","25.596001148223877"
"27456000","25.70400071144104","25.70400071144104","25.70400071144104"
"27520000","25.920000553131104","25.920000553131104","25.920000553131104"
"27584000","25.632002592086792","25.632002592086792","25.632002592086792"
"27648000","25.70400047302246","25.70400047302246","25.70400047302246"
"27712000","27.03599977493286","27.03599977493286","27.03599977493286"
"27776000","26.544000148773193","26.544000148773193","26.544000148773193"
"27840000","27.323999881744385","27.323999881744385","27.323999881744385"
"27904000","26.4360032081604","26.4360032081604","26.4360032081604"
"27968000","25.859999656677246","25.859999656677246","25.859999656677246"
"28032000","26.387999534606934","26.387999534606934","26.387999534606934"
"28096000","26.89200210571289","26.89200210571289","26.89200210571289"
"28160000","25.60800051689148","25.60800051689148","25.60800051689148"
"28224000","25.212000370025635","25.212000370025635","25.212000370025635"
"28288000","25.956000328063965","25.956000328063965","25.956000328063965"
"28352000","25.93199920654297","25.93199920654297","25.93199920654297"
"28416000","26.016000270843506","26.016000270843506","26.016000270843506"
"28480000","26.423999786376953","26.423999786376953","26.423999786376953"
"28544000","26.064002513885498","26.064002513885498","26.064002513885498"
"28608000","25.884000301361084","25.884000301361084","25.884000301361084"
"28672000","25.908000946044922","25.908000946044922","25.908000946044922"
"28736000","26.63999843597412","26.63999843597412","26.63999843597412"
"28800000","25.992001056671143","25.992001056671143","25.992001056671143"
"28864000","26.315999507904053","26.315999507904053","26.315999507904053"
"28928000","26.747997760772705","26.747997760772705","26.747997760772705"
"28992000","26.89199924468994","26.89199924468994","26.89199924468994"
"29056000","26.60400104522705","26.60400104522705","26.60400104522705"
"29120000","26.136001110076904","26.136001110076904","26.136001110076904"
"29184000","26.388000965118408","26.388000965118408","26.388000965118408"
"29248000","26.351998805999756","26.351998805999756","26.351998805999756"
"29312000","26.07600164413452","26.07600164413452","26.07600164413452"
"29376000","26.291999340057373","26.291999340057373","26.291999340057373"
"29440000","26.712002277374268","26.712002277374268","26.712002277374268"
