"Step","coin3_cbamcausal_5_incentives - 0/selfish_incentivate_reward","coin3_cbamcausal_5_incentives - 0/selfish_incentivate_reward__MIN","coin3_cbamcausal_5_incentives - 0/selfish_incentivate_reward__MAX"
"3968000","0.9038160443305969","0.9038160443305969","0.9038160443305969"
"4032000","0.8361494541168213","0.8361494541168213","0.8361494541168213"
"4096000","0.9377374053001404","0.9377374053001404","0.9377374053001404"
"4160000","0.9510292410850525","0.9510292410850525","0.9510292410850525"
"4224000","0.8733000159263611","0.8733000159263611","0.8733000159263611"
"4288000","0.9410272240638733","0.9410272240638733","0.9410272240638733"
"4352000","0.859344482421875","0.859344482421875","0.859344482421875"
"4416000","0.8804260492324829","0.8804260492324829","0.8804260492324829"
"4480000","0.9241968989372253","0.9241968989372253","0.9241968989372253"
"4544000","0.90728759765625","0.90728759765625","0.90728759765625"
"4608000","0.9004529118537903","0.9004529118537903","0.9004529118537903"
"4672000","0.9074109196662903","0.9074109196662903","0.9074109196662903"
"4736000","0.919098436832428","0.919098436832428","0.919098436832428"
"4800000","0.8957445621490479","0.8957445621490479","0.8957445621490479"
"4864000","0.8746361136436462","0.8746361136436462","0.8746361136436462"
"4928000","0.9244365096092224","0.9244365096092224","0.9244365096092224"
"4992000","0.9426935315132141","0.9426935315132141","0.9426935315132141"
"5056000","0.9496936202049255","0.9496936202049255","0.9496936202049255"
"5120000","0.8613396286964417","0.8613396286964417","0.8613396286964417"
"5184000","0.8779162168502808","0.8779162168502808","0.8779162168502808"
"5248000","0.8563500642776489","0.8563500642776489","0.8563500642776489"
"5312000","0.8986985087394714","0.8986985087394714","0.8986985087394714"
"5376000","0.8912353515625","0.8912353515625","0.8912353515625"
"5440000","0.8810239434242249","0.8810239434242249","0.8810239434242249"
"5504000","0.9251214265823364","0.9251214265823364","0.9251214265823364"
"5568000","0.9503878951072693","0.9503878951072693","0.9503878951072693"
"5632000","0.888653576374054","0.888653576374054","0.888653576374054"
"5696000","0.9201858639717102","0.9201858639717102","0.9201858639717102"
"5760000","0.8979705572128296","0.8979705572128296","0.8979705572128296"
"5824000","0.8917178511619568","0.8917178511619568","0.8917178511619568"
"5888000","0.9346367716789246","0.9346367716789246","0.9346367716789246"
"5952000","0.9174972176551819","0.9174972176551819","0.9174972176551819"
"6016000","0.9307393431663513","0.9307393431663513","0.9307393431663513"
"6080000","0.949047327041626","0.949047327041626","0.949047327041626"
"6144000","0.9342411756515503","0.9342411756515503","0.9342411756515503"
"6208000","0.9093334674835205","0.9093334674835205","0.9093334674835205"
"6272000","0.950807511806488","0.950807511806488","0.950807511806488"
"6336000","0.9164299368858337","0.9164299368858337","0.9164299368858337"
"6400000","0.9154211282730103","0.9154211282730103","0.9154211282730103"
"6464000","0.9418308138847351","0.9418308138847351","0.9418308138847351"
"6528000","0.9669286608695984","0.9669286608695984","0.9669286608695984"
"6592000","0.9604551196098328","0.9604551196098328","0.9604551196098328"
"6656000","0.9432265758514404","0.9432265758514404","0.9432265758514404"
"6720000","0.9425793886184692","0.9425793886184692","0.9425793886184692"
"6784000","0.9248010516166687","0.9248010516166687","0.9248010516166687"
"6848000","0.9405885338783264","0.9405885338783264","0.9405885338783264"
"6912000","0.9337540864944458","0.9337540864944458","0.9337540864944458"
"6976000","0.9318856596946716","0.9318856596946716","0.9318856596946716"
"7040000","0.9533135294914246","0.9533135294914246","0.9533135294914246"
"7104000","0.9043336510658264","0.9043336510658264","0.9043336510658264"
"7168000","0.9449161291122437","0.9449161291122437","0.9449161291122437"
"7232000","0.9423435926437378","0.9423435926437378","0.9423435926437378"
"7296000","0.9358978271484375","0.9358978271484375","0.9358978271484375"
"7360000","0.9726879596710205","0.9726879596710205","0.9726879596710205"
"7424000","0.9332396984100342","0.9332396984100342","0.9332396984100342"
"7488000","0.9114884734153748","0.9114884734153748","0.9114884734153748"
"7552000","0.9607803821563721","0.9607803821563721","0.9607803821563721"
"7616000","0.907568097114563","0.907568097114563","0.907568097114563"
"7680000","0.9346767067909241","0.9346767067909241","0.9346767067909241"
"7744000","0.9043335318565369","0.9043335318565369","0.9043335318565369"
"7808000","0.9286326169967651","0.9286326169967651","0.9286326169967651"
"7872000","0.9582781791687012","0.9582781791687012","0.9582781791687012"
"7936000","0.9372327327728271","0.9372327327728271","0.9372327327728271"
"8000000","0.8619564175605774","0.8619564175605774","0.8619564175605774"
"8064000","0.9259271621704102","0.9259271621704102","0.9259271621704102"
"8128000","0.9528128504753113","0.9528128504753113","0.9528128504753113"
"8192000","0.9104411005973816","0.9104411005973816","0.9104411005973816"
"8256000","0.8995062708854675","0.8995062708854675","0.8995062708854675"
"8320000","0.9404464364051819","0.9404464364051819","0.9404464364051819"
"8384000","0.9378191232681274","0.9378191232681274","0.9378191232681274"
"8448000","0.9034057259559631","0.9034057259559631","0.9034057259559631"
"8512000","0.970809280872345","0.970809280872345","0.970809280872345"
"8576000","0.9254328608512878","0.9254328608512878","0.9254328608512878"
"8640000","0.94380784034729","0.94380784034729","0.94380784034729"
"8704000","0.9362227320671082","0.9362227320671082","0.9362227320671082"
"8768000","0.9307546615600586","0.9307546615600586","0.9307546615600586"
"8832000","0.9347169399261475","0.9347169399261475","0.9347169399261475"
"8896000","0.9179025888442993","0.9179025888442993","0.9179025888442993"
"8960000","0.9356096982955933","0.9356096982955933","0.9356096982955933"
"9024000","0.9272908568382263","0.9272908568382263","0.9272908568382263"
"9088000","0.9601112604141235","0.9601112604141235","0.9601112604141235"
"9152000","0.9009940028190613","0.9009940028190613","0.9009940028190613"
"9216000","0.9410404562950134","0.9410404562950134","0.9410404562950134"
"9280000","0.9354551434516907","0.9354551434516907","0.9354551434516907"
"9344000","0.9348510503768921","0.9348510503768921","0.9348510503768921"
"9408000","0.9581903219223022","0.9581903219223022","0.9581903219223022"
"9472000","0.946337103843689","0.946337103843689","0.946337103843689"
"9536000","0.8748326897621155","0.8748326897621155","0.8748326897621155"
"9600000","0.9343477487564087","0.9343477487564087","0.9343477487564087"
"9664000","0.9001197814941406","0.9001197814941406","0.9001197814941406"
"9728000","0.9359872937202454","0.9359872937202454","0.9359872937202454"
"9792000","0.8757020831108093","0.8757020831108093","0.8757020831108093"
"9856000","0.9483547210693359","0.9483547210693359","0.9483547210693359"
"9920000","0.9310804605484009","0.9310804605484009","0.9310804605484009"
"9984000","0.9289891123771667","0.9289891123771667","0.9289891123771667"
"10048000","0.9467546343803406","0.9467546343803406","0.9467546343803406"
"10112000","0.9080117344856262","0.9080117344856262","0.9080117344856262"
"10176000","0.9428608417510986","0.9428608417510986","0.9428608417510986"
"10240000","0.9542711973190308","0.9542711973190308","0.9542711973190308"
"10304000","0.9394841194152832","0.9394841194152832","0.9394841194152832"
"10368000","0.9490323662757874","0.9490323662757874","0.9490323662757874"
"10432000","0.9000362157821655","0.9000362157821655","0.9000362157821655"
"10496000","0.9392848014831543","0.9392848014831543","0.9392848014831543"
"10560000","0.9430318474769592","0.9430318474769592","0.9430318474769592"
"10624000","0.9476401209831238","0.9476401209831238","0.9476401209831238"
"10688000","0.9591503739356995","0.9591503739356995","0.9591503739356995"
"10752000","0.922918438911438","0.922918438911438","0.922918438911438"
"10816000","0.9352896809577942","0.9352896809577942","0.9352896809577942"
"10880000","0.9581265449523926","0.9581265449523926","0.9581265449523926"
"10944000","0.917208194732666","0.917208194732666","0.917208194732666"
"11008000","0.9210036396980286","0.9210036396980286","0.9210036396980286"
"11072000","0.9167638421058655","0.9167638421058655","0.9167638421058655"
"11136000","0.9422572255134583","0.9422572255134583","0.9422572255134583"
"11200000","0.9490940570831299","0.9490940570831299","0.9490940570831299"
"11264000","0.9045679569244385","0.9045679569244385","0.9045679569244385"
"11328000","0.9561712741851807","0.9561712741851807","0.9561712741851807"
"11392000","0.9444038271903992","0.9444038271903992","0.9444038271903992"
"11456000","0.9194771647453308","0.9194771647453308","0.9194771647453308"
"11520000","0.9350625872612","0.9350625872612","0.9350625872612"
"11584000","0.9573678970336914","0.9573678970336914","0.9573678970336914"
"11648000","0.9335044622421265","0.9335044622421265","0.9335044622421265"
"11712000","0.9373748898506165","0.9373748898506165","0.9373748898506165"
"11776000","0.9722498059272766","0.9722498059272766","0.9722498059272766"
"11840000","0.9258898496627808","0.9258898496627808","0.9258898496627808"
"11904000","0.9204368591308594","0.9204368591308594","0.9204368591308594"
"11968000","0.9568136930465698","0.9568136930465698","0.9568136930465698"
"12032000","0.914033830165863","0.914033830165863","0.914033830165863"
"12096000","0.9264803528785706","0.9264803528785706","0.9264803528785706"
"12160000","0.930708646774292","0.930708646774292","0.930708646774292"
"12224000","0.9752471446990967","0.9752471446990967","0.9752471446990967"
"12288000","0.9250627756118774","0.9250627756118774","0.9250627756118774"
"12352000","0.9675188660621643","0.9675188660621643","0.9675188660621643"
"12416000","0.92377108335495","0.92377108335495","0.92377108335495"
"12480000","0.9261730909347534","0.9261730909347534","0.9261730909347534"
"12544000","0.9073266386985779","0.9073266386985779","0.9073266386985779"
"12608000","0.9479191899299622","0.9479191899299622","0.9479191899299622"
"12672000","0.8799187541007996","0.8799187541007996","0.8799187541007996"
"12736000","0.9324561953544617","0.9324561953544617","0.9324561953544617"
"12800000","0.8598844408988953","0.8598844408988953","0.8598844408988953"
"12864000","0.9064587354660034","0.9064587354660034","0.9064587354660034"
"12928000","0.9326360821723938","0.9326360821723938","0.9326360821723938"
"12992000","0.9001840353012085","0.9001840353012085","0.9001840353012085"
"13056000","0.8712145090103149","0.8712145090103149","0.8712145090103149"
"13120000","0.933348536491394","0.933348536491394","0.933348536491394"
"13184000","0.9387997984886169","0.9387997984886169","0.9387997984886169"
"13248000","0.9476116895675659","0.9476116895675659","0.9476116895675659"
"13312000","0.9264894127845764","0.9264894127845764","0.9264894127845764"
"13376000","0.951943039894104","0.951943039894104","0.951943039894104"
"13440000","0.8942221403121948","0.8942221403121948","0.8942221403121948"
"13504000","0.8930025696754456","0.8930025696754456","0.8930025696754456"
"13568000","0.9445979595184326","0.9445979595184326","0.9445979595184326"
"13632000","0.9108724594116211","0.9108724594116211","0.9108724594116211"
"13696000","0.8764176368713379","0.8764176368713379","0.8764176368713379"
"13760000","0.8769679069519043","0.8769679069519043","0.8769679069519043"
"13824000","0.9553527235984802","0.9553527235984802","0.9553527235984802"
"13888000","0.9546202421188354","0.9546202421188354","0.9546202421188354"
"13952000","0.8723763823509216","0.8723763823509216","0.8723763823509216"
"14016000","0.9568091034889221","0.9568091034889221","0.9568091034889221"
"14080000","0.9044445157051086","0.9044445157051086","0.9044445157051086"
"14144000","0.9247004985809326","0.9247004985809326","0.9247004985809326"
"14208000","0.9142753481864929","0.9142753481864929","0.9142753481864929"
"14272000","0.926199734210968","0.926199734210968","0.926199734210968"
"14336000","0.8988198637962341","0.8988198637962341","0.8988198637962341"
"14400000","0.9386777877807617","0.9386777877807617","0.9386777877807617"
"14464000","0.8899455070495605","0.8899455070495605","0.8899455070495605"
"14528000","0.9131301045417786","0.9131301045417786","0.9131301045417786"
"14592000","0.9312044978141785","0.9312044978141785","0.9312044978141785"
"14656000","0.9392613768577576","0.9392613768577576","0.9392613768577576"
"14720000","0.9234635829925537","0.9234635829925537","0.9234635829925537"
"14784000","0.9003872275352478","0.9003872275352478","0.9003872275352478"
"14848000","0.8889148831367493","0.8889148831367493","0.8889148831367493"
"14912000","0.9048151969909668","0.9048151969909668","0.9048151969909668"
"14976000","0.9385654330253601","0.9385654330253601","0.9385654330253601"
"15040000","0.9169100522994995","0.9169100522994995","0.9169100522994995"
"15104000","0.912615954875946","0.912615954875946","0.912615954875946"
"15168000","0.8904716372489929","0.8904716372489929","0.8904716372489929"
"15232000","0.8660014867782593","0.8660014867782593","0.8660014867782593"
"15296000","0.9326983690261841","0.9326983690261841","0.9326983690261841"
"15360000","0.9044691920280457","0.9044691920280457","0.9044691920280457"
"15424000","0.9303798079490662","0.9303798079490662","0.9303798079490662"
"15488000","0.9548669457435608","0.9548669457435608","0.9548669457435608"
"15552000","0.9200158715248108","0.9200158715248108","0.9200158715248108"
"15616000","0.9449496865272522","0.9449496865272522","0.9449496865272522"
"15680000","0.9139189124107361","0.9139189124107361","0.9139189124107361"
"15744000","0.900225818157196","0.900225818157196","0.900225818157196"
"15808000","0.928787112236023","0.928787112236023","0.928787112236023"
"15872000","0.880623996257782","0.880623996257782","0.880623996257782"
"15936000","0.8862771391868591","0.8862771391868591","0.8862771391868591"
"16000000","0.8889070749282837","0.8889070749282837","0.8889070749282837"
"16064000","0.8634922504425049","0.8634922504425049","0.8634922504425049"
"16128000","0.9096307158470154","0.9096307158470154","0.9096307158470154"
"16192000","0.9397249221801758","0.9397249221801758","0.9397249221801758"
"16256000","0.8965127468109131","0.8965127468109131","0.8965127468109131"
"16320000","0.8682357668876648","0.8682357668876648","0.8682357668876648"
"16384000","0.9028688073158264","0.9028688073158264","0.9028688073158264"
"16448000","0.940861701965332","0.940861701965332","0.940861701965332"
"16512000","0.9303626418113708","0.9303626418113708","0.9303626418113708"
"16576000","0.9007728099822998","0.9007728099822998","0.9007728099822998"
"16640000","0.9492688179016113","0.9492688179016113","0.9492688179016113"
"16704000","0.8953531384468079","0.8953531384468079","0.8953531384468079"
"16768000","0.9631796479225159","0.9631796479225159","0.9631796479225159"
"16832000","0.9182500243186951","0.9182500243186951","0.9182500243186951"
"16896000","0.9450636506080627","0.9450636506080627","0.9450636506080627"
"16960000","0.9612207412719727","0.9612207412719727","0.9612207412719727"
"17024000","0.9432912468910217","0.9432912468910217","0.9432912468910217"
"17088000","0.8873807787895203","0.8873807787895203","0.8873807787895203"
"17152000","0.9238937497138977","0.9238937497138977","0.9238937497138977"
"17216000","0.8959211111068726","0.8959211111068726","0.8959211111068726"
"17280000","0.8932526707649231","0.8932526707649231","0.8932526707649231"
"17344000","0.8574004173278809","0.8574004173278809","0.8574004173278809"
"17408000","0.8787601590156555","0.8787601590156555","0.8787601590156555"
"17472000","0.9181045889854431","0.9181045889854431","0.9181045889854431"
"17536000","0.9326515793800354","0.9326515793800354","0.9326515793800354"
"17600000","0.9128089547157288","0.9128089547157288","0.9128089547157288"
"17664000","0.9104310870170593","0.9104310870170593","0.9104310870170593"
"17728000","0.9120478630065918","0.9120478630065918","0.9120478630065918"
"17792000","0.9498011469841003","0.9498011469841003","0.9498011469841003"
"17856000","0.9316959381103516","0.9316959381103516","0.9316959381103516"
"17920000","0.9026098847389221","0.9026098847389221","0.9026098847389221"
"17984000","0.960039496421814","0.960039496421814","0.960039496421814"
"18048000","0.8893331289291382","0.8893331289291382","0.8893331289291382"
"18112000","0.926003098487854","0.926003098487854","0.926003098487854"
"18176000","0.9300844073295593","0.9300844073295593","0.9300844073295593"
"18240000","0.8852691054344177","0.8852691054344177","0.8852691054344177"
"18304000","0.8712595105171204","0.8712595105171204","0.8712595105171204"
"18368000","0.9405418038368225","0.9405418038368225","0.9405418038368225"
"18432000","0.9129593372344971","0.9129593372344971","0.9129593372344971"
"18496000","0.8871365785598755","0.8871365785598755","0.8871365785598755"
"18560000","0.9474306106567383","0.9474306106567383","0.9474306106567383"
"18624000","0.8984756469726562","0.8984756469726562","0.8984756469726562"
"18688000","0.9558444023132324","0.9558444023132324","0.9558444023132324"
"18752000","0.9311408996582031","0.9311408996582031","0.9311408996582031"
"18816000","0.9245636463165283","0.9245636463165283","0.9245636463165283"
"18880000","0.8997519016265869","0.8997519016265869","0.8997519016265869"
"18944000","0.9019109010696411","0.9019109010696411","0.9019109010696411"
"19008000","0.9502503871917725","0.9502503871917725","0.9502503871917725"
"19072000","0.9528719186782837","0.9528719186782837","0.9528719186782837"
"19136000","0.9186578392982483","0.9186578392982483","0.9186578392982483"
"19200000","0.9058927297592163","0.9058927297592163","0.9058927297592163"
"19264000","0.8946208953857422","0.8946208953857422","0.8946208953857422"
"19328000","0.9631249904632568","0.9631249904632568","0.9631249904632568"
"19392000","0.9249107837677002","0.9249107837677002","0.9249107837677002"
"19456000","0.8864839673042297","0.8864839673042297","0.8864839673042297"
"19520000","0.9153268933296204","0.9153268933296204","0.9153268933296204"
"19584000","0.906037449836731","0.906037449836731","0.906037449836731"
"19648000","0.8852275609970093","0.8852275609970093","0.8852275609970093"
"19712000","0.9013416171073914","0.9013416171073914","0.9013416171073914"
"19776000","0.8855723738670349","0.8855723738670349","0.8855723738670349"
"19840000","0.9134427309036255","0.9134427309036255","0.9134427309036255"
"19904000","0.9390721917152405","0.9390721917152405","0.9390721917152405"
"19968000","0.8935929536819458","0.8935929536819458","0.8935929536819458"
"20032000","0.9471372961997986","0.9471372961997986","0.9471372961997986"
