"Step","lbf10_cbam_122_baseline - SW_ep_rew_total","lbf10_cbam_122_baseline - SW_ep_rew_total__MIN","lbf10_cbam_122_baseline - SW_ep_rew_total__MAX"
"6784000","4.935000061988831","4.935000061988831","4.935000061988831"
"6848000","4.844999939203262","4.844999939203262","4.844999939203262"
"6912000","5.369999913498759","5.369999913498759","5.369999913498759"
"6976000","4.110000047832727","4.110000047832727","4.110000047832727"
"7040000","7.169999957084656","7.169999957084656","7.169999957084656"
"7104000","6.105000019073486","6.105000019073486","6.105000019073486"
"7168000","5.699999928474426","5.699999928474426","5.699999928474426"
"7232000","6.1050001084804535","6.1050001084804535","6.1050001084804535"
"7296000","5.969999933615327","5.969999933615327","5.969999933615327"
"7360000","6.375000178813934","6.375000178813934","6.375000178813934"
"7424000","5.729999899864197","5.729999899864197","5.729999899864197"
"7488000","5.999999940395355","5.999999940395355","5.999999940395355"
"7552000","5.519999861717224","5.519999861717224","5.519999861717224"
"7616000","5.804999977350235","5.804999977350235","5.804999977350235"
"7680000","7.364999949932098","7.364999949932098","7.364999949932098"
"7744000","5.2350000739097595","5.2350000739097595","5.2350000739097595"
"7808000","4.259999990463257","4.259999990463257","4.259999990463257"
"7872000","4.5299999713897705","4.5299999713897705","4.5299999713897705"
"7936000","6.225000023841858","6.225000023841858","6.225000023841858"
"8000000","5.040000081062317","5.040000081062317","5.040000081062317"
"8064000","4.110000014305115","4.110000014305115","4.110000014305115"
"8128000","5.025000095367432","5.025000095367432","5.025000095367432"
"8192000","7.514999985694885","7.514999985694885","7.514999985694885"
"8256000","5.189999878406525","5.189999878406525","5.189999878406525"
"8320000","5.535000205039978","5.535000205039978","5.535000205039978"
"8384000","4.424999847076833","4.424999847076833","4.424999847076833"
"8448000","5.745000064373016","5.745000064373016","5.745000064373016"
"8512000","5.070000052452087","5.070000052452087","5.070000052452087"
"8576000","3.4949999004602432","3.4949999004602432","3.4949999004602432"
"8640000","4.935000032186508","4.935000032186508","4.935000032186508"
"8704000","4.815000116825104","4.815000116825104","4.815000116825104"
"8768000","4.920000076293945","4.920000076293945","4.920000076293945"
"8832000","4.634999990463257","4.634999990463257","4.634999990463257"
"8896000","4.739999771118164","4.739999771118164","4.739999771118164"
"8960000","4.814999997615814","4.814999997615814","4.814999997615814"
"9024000","5.084999918937683","5.084999918937683","5.084999918937683"
"9088000","3.5850000381469727","3.5850000381469727","3.5850000381469727"
"9152000","5.880000054836273","5.880000054836273","5.880000054836273"
"9216000","7.9799999594688416","7.9799999594688416","7.9799999594688416"
"9280000","4.784999990835786","4.784999990835786","4.784999990835786"
"9344000","3.464999958872795","3.464999958872795","3.464999958872795"
"9408000","8.279999911785126","8.279999911785126","8.279999911785126"
"9472000","9.00000011920929","9.00000011920929","9.00000011920929"
"9536000","4.740000069141388","4.740000069141388","4.740000069141388"
"9600000","5.205000102519989","5.205000102519989","5.205000102519989"
"9664000","5.550000071525574","5.550000071525574","5.550000071525574"
"9728000","5.759999871253967","5.759999871253967","5.759999871253967"
"9792000","6.914999961853027","6.914999961853027","6.914999961853027"
"9856000","7.424999952316284","7.424999952316284","7.424999952316284"
"9920000","5.565000057220459","5.565000057220459","5.565000057220459"
"9984000","5.279999941587448","5.279999941587448","5.279999941587448"
"10048000","4.875","4.875","4.875"
"10112000","4.920000076293945","4.920000076293945","4.920000076293945"
"10176000","5.9549999833106995","5.9549999833106995","5.9549999833106995"
"10240000","4.680000007152557","4.680000007152557","4.680000007152557"
"10304000","4.064999997615814","4.064999997615814","4.064999997615814"
"10368000","4.394999980926514","4.394999980926514","4.394999980926514"
"10432000","4.919999957084656","4.919999957084656","4.919999957084656"
"10496000","4.10999995470047","4.10999995470047","4.10999995470047"
"10560000","4.304999947547913","4.304999947547913","4.304999947547913"
"10624000","4.334999978542328","4.334999978542328","4.334999978542328"
"10688000","5.25","5.25","5.25"
"10752000","6.075000047683716","6.075000047683716","6.075000047683716"
"10816000","7.304999828338623","7.304999828338623","7.304999828338623"
"10880000","5.265000134706497","5.265000134706497","5.265000134706497"
"10944000","3.930000066757202","3.930000066757202","3.930000066757202"
"11008000","2.8200000301003456","2.8200000301003456","2.8200000301003456"
"11072000","2.895000010728836","2.895000010728836","2.895000010728836"
"11136000","3.5399999618530273","3.5399999618530273","3.5399999618530273"
"11200000","3.5550000071525574","3.5550000071525574","3.5550000071525574"
"11264000","3.6600000858306885","3.6600000858306885","3.6600000858306885"
"11328000","3.344999998807907","3.344999998807907","3.344999998807907"
"11392000","4.335000038146973","4.335000038146973","4.335000038146973"
"11456000","4.169999957084656","4.169999957084656","4.169999957084656"
"11520000","4.379999995231628","4.379999995231628","4.379999995231628"
"11584000","4.215000122785568","4.215000122785568","4.215000122785568"
"11648000","2.5799999237060547","2.5799999237060547","2.5799999237060547"
"11712000","2.775000035762787","2.775000035762787","2.775000035762787"
"11776000","4.709999918937683","4.709999918937683","4.709999918937683"
"11840000","4.365000069141388","4.365000069141388","4.365000069141388"
"11904000","3.5100001096725464","3.5100001096725464","3.5100001096725464"
"11968000","2.5950000286102295","2.5950000286102295","2.5950000286102295"
"12032000","3.3300000727176666","3.3300000727176666","3.3300000727176666"
"12096000","4.679999887943268","4.679999887943268","4.679999887943268"
"12160000","3.8700000643730164","3.8700000643730164","3.8700000643730164"
"12224000","4.379999995231628","4.379999995231628","4.379999995231628"
"12288000","4.14000004529953","4.14000004529953","4.14000004529953"
"12352000","3.8849998712539673","3.8849998712539673","3.8849998712539673"
"12416000","5.2950000166893005","5.2950000166893005","5.2950000166893005"
"12480000","4.215000092983246","4.215000092983246","4.215000092983246"
"12544000","3.0299999713897705","3.0299999713897705","3.0299999713897705"
"12608000","5.715000033378601","5.715000033378601","5.715000033378601"
"12672000","5.925000071525574","5.925000071525574","5.925000071525574"
"12736000","6.509999871253967","6.509999871253967","6.509999871253967"
"12800000","5.550000071525574","5.550000071525574","5.550000071525574"
"12864000","3.2999998927116394","3.2999998927116394","3.2999998927116394"
"12928000","2.8350000083446503","2.8350000083446503","2.8350000083446503"
"12992000","4.7699998915195465","4.7699998915195465","4.7699998915195465"
"13056000","7.949999928474426","7.949999928474426","7.949999928474426"
"13120000","7.980000019073486","7.980000019073486","7.980000019073486"
"13184000","6.284999966621399","6.284999966621399","6.284999966621399"
"13248000","6.075000107288361","6.075000107288361","6.075000107288361"
"13312000","5.774999916553497","5.774999916553497","5.774999916553497"
"13376000","4.979999899864197","4.979999899864197","4.979999899864197"
"13440000","4.424999952316284","4.424999952316284","4.424999952316284"
"13504000","5.3849998991936445","5.3849998991936445","5.3849998991936445"
"13568000","5.805000066757202","5.805000066757202","5.805000066757202"
"13632000","4.8899999260902405","4.8899999260902405","4.8899999260902405"
"13696000","4.934999942779541","4.934999942779541","4.934999942779541"
"13760000","5.520000159740448","5.520000159740448","5.520000159740448"
"13824000","5.729999780654907","5.729999780654907","5.729999780654907"
"13888000","6.405000150203705","6.405000150203705","6.405000150203705"
"13952000","7.920000076293945","7.920000076293945","7.920000076293945"
"14016000","7.53000020980835","7.53000020980835","7.53000020980835"
"14080000","7.005000174045563","7.005000174045563","7.005000174045563"
"14144000","6.209999918937683","6.209999918937683","6.209999918937683"
"14208000","4.0200000405311584","4.0200000405311584","4.0200000405311584"
"14272000","4.89000004529953","4.89000004529953","4.89000004529953"
"14336000","7.064999938011169","7.064999938011169","7.064999938011169"
"14400000","7.424999952316284","7.424999952316284","7.424999952316284"
"14464000","4.3950000405311584","4.3950000405311584","4.3950000405311584"
"14528000","7.034999787807465","7.034999787807465","7.034999787807465"
"14592000","8.429999709129333","8.429999709129333","8.429999709129333"
"14656000","5.5950000286102295","5.5950000286102295","5.5950000286102295"
"14720000","5.070000022649765","5.070000022649765","5.070000022649765"
"14784000","3.1199999302625656","3.1199999302625656","3.1199999302625656"
"14848000","5.894999980926514","5.894999980926514","5.894999980926514"
"14912000","4.754999995231628","4.754999995231628","4.754999995231628"
"14976000","5.879999876022339","5.879999876022339","5.879999876022339"
"15040000","4.4549999833106995","4.4549999833106995","4.4549999833106995"
"15104000","3.2700000181794167","3.2700000181794167","3.2700000181794167"
"15168000","3.494999945163727","3.494999945163727","3.494999945163727"
"15232000","7.1250001192092896","7.1250001192092896","7.1250001192092896"
"15296000","5.969999849796295","5.969999849796295","5.969999849796295"
"15360000","6.555000007152557","6.555000007152557","6.555000007152557"
"15424000","5.700000137090683","5.700000137090683","5.700000137090683"
"15488000","3.869999945163727","3.869999945163727","3.869999945163727"
"15552000","4.6049999594688416","4.6049999594688416","4.6049999594688416"
"15616000","4.5299999713897705","4.5299999713897705","4.5299999713897705"
"15680000","4.425000071525574","4.425000071525574","4.425000071525574"
"15744000","3.1050000190734863","3.1050000190734863","3.1050000190734863"
"15808000","3.3600000739097595","3.3600000739097595","3.3600000739097595"
"15872000","4.815000057220459","4.815000057220459","4.815000057220459"
"15936000","5.864999890327454","5.864999890327454","5.864999890327454"
"16000000","6.03000009059906","6.03000009059906","6.03000009059906"
"16064000","3.5100000500679016","3.5100000500679016","3.5100000500679016"
"16128000","5.819999992847443","5.819999992847443","5.819999992847443"
"16192000","4.394999921321869","4.394999921321869","4.394999921321869"
"16256000","2.8799999952316284","2.8799999952316284","2.8799999952316284"
"16320000","3.809999942779541","3.809999942779541","3.809999942779541"
"16384000","2.729999952018261","2.729999952018261","2.729999952018261"
"16448000","1.8450000137090683","1.8450000137090683","1.8450000137090683"
"16512000","5.399999976158142","5.399999976158142","5.399999976158142"
"16576000","4.964999973773956","4.964999973773956","4.964999973773956"
"16640000","4.620000004768372","4.620000004768372","4.620000004768372"
"16704000","4.784999966621399","4.784999966621399","4.784999966621399"
"16768000","3.9149999618530273","3.9149999618530273","3.9149999618530273"
"16832000","3.4499999284744263","3.4499999284744263","3.4499999284744263"
"16896000","5.069999992847443","5.069999992847443","5.069999992847443"
"16960000","4.290000021457672","4.290000021457672","4.290000021457672"
"17024000","4.275000035762787","4.275000035762787","4.275000035762787"
"17088000","3.809999942779541","3.809999942779541","3.809999942779541"
"17152000","5.864999890327454","5.864999890327454","5.864999890327454"
"17216000","5.595000147819519","5.595000147819519","5.595000147819519"
"17280000","6","6","6"
"17344000","5.25","5.25","5.25"
"17408000","4.695000052452087","4.695000052452087","4.695000052452087"
"17472000","4.230000078678131","4.230000078678131","4.230000078678131"
"17536000","5.3999998569488525","5.3999998569488525","5.3999998569488525"
"17600000","6.300000071525574","6.300000071525574","6.300000071525574"
"17664000","6.795000076293945","6.795000076293945","6.795000076293945"
"17728000","4.410000026226044","4.410000026226044","4.410000026226044"
"17792000","5.069999933242798","5.069999933242798","5.069999933242798"
"17856000","4.124999940395355","4.124999940395355","4.124999940395355"
"17920000","4.725000023841858","4.725000023841858","4.725000023841858"
"17984000","3.9899998605251312","3.9899998605251312","3.9899998605251312"
"18048000","6.135000050067902","6.135000050067902","6.135000050067902"
"18112000","5.745000064373016","5.745000064373016","5.745000064373016"
"18176000","3.7950000166893005","3.7950000166893005","3.7950000166893005"
"18240000","3.7500000596046448","3.7500000596046448","3.7500000596046448"
"18304000","3.1499999165534973","3.1499999165534973","3.1499999165534973"
"18368000","4.5","4.5","4.5"
"18432000","6.945000052452087","6.945000052452087","6.945000052452087"
"18496000","6.315000057220459","6.315000057220459","6.315000057220459"
"18560000","3.944999873638153","3.944999873638153","3.944999873638153"
"18624000","4.215000092983246","4.215000092983246","4.215000092983246"
"18688000","4.020000100135803","4.020000100135803","4.020000100135803"
"18752000","3.150000035762787","3.150000035762787","3.150000035762787"
"18816000","4.260000109672546","4.260000109672546","4.260000109672546"
"18880000","3.975000023841858","3.975000023841858","3.975000023841858"
"18944000","4.259999871253967","4.259999871253967","4.259999871253967"
"19008000","2.7899999916553497","2.7899999916553497","2.7899999916553497"
"19072000","6.509999990463257","6.509999990463257","6.509999990463257"
"19136000","4.470000088214874","4.470000088214874","4.470000088214874"
"19200000","4.424999952316284","4.424999952316284","4.424999952316284"
"19264000","7.275000214576721","7.275000214576721","7.275000214576721"
"19328000","5.865000128746033","5.865000128746033","5.865000128746033"
"19392000","6.870000004768372","6.870000004768372","6.870000004768372"
"19456000","5.28000009059906","5.28000009059906","5.28000009059906"
"19520000","7.365000128746033","7.365000128746033","7.365000128746033"
"19584000","5.324999928474426","5.324999928474426","5.324999928474426"
"19648000","3.9899998903274536","3.9899998903274536","3.9899998903274536"
"19712000","6.329999923706055","6.329999923706055","6.329999923706055"
"19776000","3.8999998569488525","3.8999998569488525","3.8999998569488525"
"19840000","1.695000022649765","1.695000022649765","1.695000022649765"
"19904000","4.080000042915344","4.080000042915344","4.080000042915344"
"19968000","2.940000057220459","2.940000057220459","2.940000057220459"
"20032000","1.575000062584877","1.575000062584877","1.575000062584877"
"20096000","5.23499995470047","5.23499995470047","5.23499995470047"
"20160000","5.475000023841858","5.475000023841858","5.475000023841858"
"20224000","3.9899998903274536","3.9899998903274536","3.9899998903274536"
"20288000","3.4500001072883606","3.4500001072883606","3.4500001072883606"
"20352000","5.970000147819519","5.970000147819519","5.970000147819519"
"20416000","4.784999966621399","4.784999966621399","4.784999966621399"
"20480000","3.4199999570846558","3.4199999570846558","3.4199999570846558"
"20544000","3.104999989271164","3.104999989271164","3.104999989271164"
"20608000","2.9549999237060547","2.9549999237060547","2.9549999237060547"
"20672000","4.679999828338623","4.679999828338623","4.679999828338623"
"20736000","5.7749998569488525","5.7749998569488525","5.7749998569488525"
"20800000","5.024999976158142","5.024999976158142","5.024999976158142"
"20864000","3.0899999141693115","3.0899999141693115","3.0899999141693115"
"20928000","2.3849999587982893","2.3849999587982893","2.3849999587982893"
"20992000","3.8999999314546585","3.8999999314546585","3.8999999314546585"
"21056000","4.574999988079071","4.574999988079071","4.574999988079071"
"21120000","4.950000047683716","4.950000047683716","4.950000047683716"
"21184000","2.8200000524520874","2.8200000524520874","2.8200000524520874"
"21248000","2.4750000685453415","2.4750000685453415","2.4750000685453415"
"21312000","2.7750000953674316","2.7750000953674316","2.7750000953674316"
"21376000","3.8550000935792923","3.8550000935792923","3.8550000935792923"
"21440000","2.9549999833106995","2.9549999833106995","2.9549999833106995"
"21504000","4.214999973773956","4.214999973773956","4.214999973773956"
"21568000","5.190000057220459","5.190000057220459","5.190000057220459"
"21632000","3.9900001287460327","3.9900001287460327","3.9900001287460327"
"21696000","2.5500000715255737","2.5500000715255737","2.5500000715255737"
"21760000","2.8199999928474426","2.8199999928474426","2.8199999928474426"
"21824000","3.5699999928474426","3.5699999928474426","3.5699999928474426"
"21888000","2.7299999594688416","2.7299999594688416","2.7299999594688416"
"21952000","2.9850000143051147","2.9850000143051147","2.9850000143051147"
"22016000","3.659999966621399","3.659999966621399","3.659999966621399"
"22080000","3.9299999475479126","3.9299999475479126","3.9299999475479126"
"22144000","4.694999933242798","4.694999933242798","4.694999933242798"
"22208000","3.4649998992681503","3.4649998992681503","3.4649998992681503"
"22272000","2.6700000166893005","2.6700000166893005","2.6700000166893005"
"22336000","3.0300000309944153","3.0300000309944153","3.0300000309944153"
"22400000","4.095000088214874","4.095000088214874","4.095000088214874"
"22464000","4.289999961853027","4.289999961853027","4.289999961853027"
"22528000","4.139999985694885","4.139999985694885","4.139999985694885"
"22592000","3.150000035762787","3.150000035762787","3.150000035762787"
"22656000","4.890000060200691","4.890000060200691","4.890000060200691"
"22720000","5.310000002384186","5.310000002384186","5.310000002384186"
"22784000","3.029999941587448","3.029999941587448","3.029999941587448"
"22848000","2.2050000429153442","2.2050000429153442","2.2050000429153442"
"22912000","2.6099999845027924","2.6099999845027924","2.6099999845027924"
"22976000","3.9599998742341995","3.9599998742341995","3.9599998742341995"
"23040000","3.92999997548759","3.92999997548759","3.92999997548759"
"23104000","3.135000018402934","3.135000018402934","3.135000018402934"
"23168000","4.664999902248383","4.664999902248383","4.664999902248383"
"23232000","3.1800000369548798","3.1800000369548798","3.1800000369548798"
"23296000","5.745000004768372","5.745000004768372","5.745000004768372"
"23360000","4.484999895095825","4.484999895095825","4.484999895095825"
"23424000","4.049999952316284","4.049999952316284","4.049999952316284"
"23488000","5.339999854564667","5.339999854564667","5.339999854564667"
"23552000","2.7299999594688416","2.7299999594688416","2.7299999594688416"
"23616000","4.094999969005585","4.094999969005585","4.094999969005585"
"23680000","3.990000069141388","3.990000069141388","3.990000069141388"
"23744000","2.565000057220459","2.565000057220459","2.565000057220459"
"23808000","3.9299999475479126","3.9299999475479126","3.9299999475479126"
"23872000","3.615000009536743","3.615000009536743","3.615000009536743"
"23936000","3.540000021457672","3.540000021457672","3.540000021457672"
"24000000","3.0300000309944153","3.0300000309944153","3.0300000309944153"
"24064000","2.25","2.25","2.25"
"24128000","2.174999966286123","2.174999966286123","2.174999966286123"
