Step,Reward
64000,-3.74000020325184
128000,-5.37476020475356
192000,-2.2203194166001
256000,-2.65559090250216
320000,-2.00843438515648
384000,-0.937252234727049
448000,-0.547284538372637
512000,-2.20198072793004
576000,-1.75277979153033
640000,-0.943578240208733
704000,-0.629584552380986
768000,0.711501362224736
832000,0.471501739261249
896000,-0.230095830969156
960000,1.19201231536012
1024000,2.72619778736712
1088000,3.99559098539261
1152000,3.94651739742047
1216000,3.73265177373307
1280000,4.37750806061985
1344000,3.52134189361962
1408000,4.16900939149217
1472000,5.59597424881908
1536000,5.0884979113984
1600000,4.36597478884858
1664000,4.79766790554546
1728000,4.47322690220306
1792000,3.94658156172536
1856000,4.39169335136779
1920000,5.71028725103068
1984000,5.73150180780088
2048000,5.34159721277011
2112000,5.69501616779608
2176000,5.54319489725862
2240000,5.16345058767179
2304000,5.99041526462323
2368000,4.96722058823315
2432000,5.40198086778196
2496000,6.27073492714391
2560000,5.46958460366003
2624000,5.63654936007417
2688000,7.10517563835119
2752000,6.03859395950366
2816000,6.61635779115719
2880000,5.26178932723146
2944000,5.92760400421703
3008000,6.3700318344104
3072000,6.182044590624
3136000,6.58025564324742
3200000,6.05271591774572
3264000,5.31821074958045
3328000,5.09955282028491
3392000,5.68038317494499
3456000,5.88306732147266
3520000,5.71795558167723
3584000,6.28996816763101
3648000,7.10971246588345
3712000,7.53808259735473
3776000,7.11118200259468
3840000,7.71412149861979
3904000,7.57284366513213
3968000,6.16351454631208
4032000,7.15514400668038
4096000,7.57584662102282
4160000,7.66364201646262
4224000,6.55488813570894
4288000,6.21265179280656
4352000,6.70300332502054
4416000,6.49559078886867
4480000,6.22849855636255
4544000,6.05578298614429
4608000,7.16428119991534
4672000,7.2382109287067
4736000,7.52805103585362
4800000,7.27348246208776
4864000,7.79872206529489
4928000,8.81776352050586
4992000,8.03948901484188
5056000,7.1444088666203
5120000,7.39360978809027
5184000,6.69137374128397
5248000,7.42287557955367
5312000,7.92760407886566
5376000,7.48031952205939
5440000,6.55373815987438
5504000,7.25610203636339
5568000,7.21386567624613
5632000,6.39571873753216
5696000,5.92434512007351
5760000,6.59859401958818
5824000,7.76920142646033
5888000,8.64485643009027
5952000,7.91386567213285
