"Step","cleanup_cbam_causal - SW_ep_rew_total","cleanup_cbam_causal - SW_ep_rew_total__MIN","cleanup_cbam_causal - SW_ep_rew_total__MAX"
"7360000","77.32000064849854","77.32000064849854","77.32000064849854"
"7424000","78.70000076293945","78.70000076293945","78.70000076293945"
"7488000","74.51999950408936","74.51999950408936","74.51999950408936"
"7552000","71.70999908447266","71.70999908447266","71.70999908447266"
"7616000","79.66999816894531","79.66999816894531","79.66999816894531"
"7680000","76.77999782562256","76.77999782562256","76.77999782562256"
"7744000","79.54999828338623","79.54999828338623","79.54999828338623"
"7808000","78.51999950408936","78.51999950408936","78.51999950408936"
"7872000","78.16999912261963","78.16999912261963","78.16999912261963"
"7936000","74.69000053405762","74.69000053405762","74.69000053405762"
"8000000","76.58999824523926","76.58999824523926","76.58999824523926"
"8064000","80.16999816894531","80.16999816894531","80.16999816894531"
"8128000","83.3100004196167","83.3100004196167","83.3100004196167"
"8192000","85.69000148773193","85.69000148773193","85.69000148773193"
"8256000","84.30999946594238","84.30999946594238","84.30999946594238"
"8320000","85.00999927520752","85.00999927520752","85.00999927520752"
"8384000","80.82999992370605","80.82999992370605","80.82999992370605"
"8448000","84.47999954223633","84.47999954223633","84.47999954223633"
"8512000","82.3499984741211","82.3499984741211","82.3499984741211"
"8576000","90.27000045776367","90.27000045776367","90.27000045776367"
"8640000","84.76000022888184","84.76000022888184","84.76000022888184"
"8704000","85.57999801635742","85.57999801635742","85.57999801635742"
"8768000","88.20000076293945","88.20000076293945","88.20000076293945"
"8832000","93.39999866485596","93.39999866485596","93.39999866485596"
"8896000","93.23999977111816","93.23999977111816","93.23999977111816"
"8960000","87.73999977111816","87.73999977111816","87.73999977111816"
"9024000","84.26000022888184","84.26000022888184","84.26000022888184"
"9088000","86.44000148773193","86.44000148773193","86.44000148773193"
"9152000","79.1899995803833","79.1899995803833","79.1899995803833"
"9216000","77.91999912261963","77.91999912261963","77.91999912261963"
"9280000","75.5099983215332","75.5099983215332","75.5099983215332"
"9344000","76.11999988555908","76.11999988555908","76.11999988555908"
"9408000","81.55000114440918","81.55000114440918","81.55000114440918"
"9472000","78.68000030517578","78.68000030517578","78.68000030517578"
"9536000","85.42000007629395","85.42000007629395","85.42000007629395"
"9600000","89.01000022888184","89.01000022888184","89.01000022888184"
"9664000","89.99999904632568","89.99999904632568","89.99999904632568"
"9728000","89.8100004196167","89.8100004196167","89.8100004196167"
"9792000","89.75","89.75","89.75"
"9856000","93.26000022888184","93.26000022888184","93.26000022888184"
"9920000","94.42000007629395","94.42000007629395","94.42000007629395"
"9984000","95.65999794006348","95.65999794006348","95.65999794006348"
"10048000","101.31999778747559","101.31999778747559","101.31999778747559"
"10112000","96.03000068664551","96.03000068664551","96.03000068664551"
"10176000","96.79000091552734","96.79000091552734","96.79000091552734"
"10240000","96.07999992370605","96.07999992370605","96.07999992370605"
"10304000","100.75","100.75","100.75"
"10368000","98.52000045776367","98.52000045776367","98.52000045776367"
"10432000","98.93000030517578","98.93000030517578","98.93000030517578"
"10496000","99.91999912261963","99.91999912261963","99.91999912261963"
"10560000","95.21999931335449","95.21999931335449","95.21999931335449"
"10624000","99.8700008392334","99.8700008392334","99.8700008392334"
"10688000","100.6299991607666","100.6299991607666","100.6299991607666"
"10752000","97.82999992370605","97.82999992370605","97.82999992370605"
"10816000","102.06999969482422","102.06999969482422","102.06999969482422"
"10880000","98.69999885559082","98.69999885559082","98.69999885559082"
"10944000","102.46999931335449","102.46999931335449","102.46999931335449"
"11008000","109.96000099182129","109.96000099182129","109.96000099182129"
"11072000","107.85999870300293","107.85999870300293","107.85999870300293"
"11136000","110.29999923706055","110.29999923706055","110.29999923706055"
"11200000","118.89000129699707","118.89000129699707","118.89000129699707"
"11264000","111.58000183105469","111.58000183105469","111.58000183105469"
"11328000","107.38000106811523","107.38000106811523","107.38000106811523"
"11392000","107.64999961853027","107.64999961853027","107.64999961853027"
"11456000","106.3799991607666","106.3799991607666","106.3799991607666"
"11520000","101.23999977111816","101.23999977111816","101.23999977111816"
"11584000","103.75000190734863","103.75000190734863","103.75000190734863"
"11648000","97.13000106811523","97.13000106811523","97.13000106811523"
"11712000","103.66999816894531","103.66999816894531","103.66999816894531"
"11776000","109.44000053405762","109.44000053405762","109.44000053405762"
"11840000","111.52000045776367","111.52000045776367","111.52000045776367"
"11904000","109.79999923706055","109.79999923706055","109.79999923706055"
"11968000","109.04999923706055","109.04999923706055","109.04999923706055"
"12032000","108.1399974822998","108.1399974822998","108.1399974822998"
"12096000","113.31999969482422","113.31999969482422","113.31999969482422"
"12160000","106.30000114440918","106.30000114440918","106.30000114440918"
"12224000","105.70000076293945","105.70000076293945","105.70000076293945"
"12288000","106.32999992370605","106.32999992370605","106.32999992370605"
"12352000","109.69000053405762","109.69000053405762","109.69000053405762"
"12416000","108.61999893188477","108.61999893188477","108.61999893188477"
"12480000","109.04999923706055","109.04999923706055","109.04999923706055"
"12544000","119.03999710083008","119.03999710083008","119.03999710083008"
"12608000","117.65999794006348","117.65999794006348","117.65999794006348"
"12672000","122.52999877929688","122.52999877929688","122.52999877929688"
"12736000","107.81999969482422","107.81999969482422","107.81999969482422"
"12800000","106.0099983215332","106.0099983215332","106.0099983215332"
"12864000","107.84000015258789","107.84000015258789","107.84000015258789"
"12928000","110.19999980926514","110.19999980926514","110.19999980926514"
"12992000","109.45999908447266","109.45999908447266","109.45999908447266"
"13056000","111.65999984741211","111.65999984741211","111.65999984741211"
"13120000","114.3700008392334","114.3700008392334","114.3700008392334"
"13184000","107.5099983215332","107.5099983215332","107.5099983215332"
"13248000","106.63999843597412","106.63999843597412","106.63999843597412"
"13312000","115.66000080108643","115.66000080108643","115.66000080108643"
"13376000","111.40000057220459","111.40000057220459","111.40000057220459"
"13440000","108.55999946594238","108.55999946594238","108.55999946594238"
"13504000","104.4399995803833","104.4399995803833","104.4399995803833"
"13568000","106.57999897003174","106.57999897003174","106.57999897003174"
"13632000","111.43999862670898","111.43999862670898","111.43999862670898"
"13696000","110.4000015258789","110.4000015258789","110.4000015258789"
"13760000","117.44999885559082","117.44999885559082","117.44999885559082"
"13824000","122.28999996185303","122.28999996185303","122.28999996185303"
"13888000","114.15000057220459","114.15000057220459","114.15000057220459"
"13952000","117.20000076293945","117.20000076293945","117.20000076293945"
"14016000","115.53999996185303","115.53999996185303","115.53999996185303"
"14080000","122.08000183105469","122.08000183105469","122.08000183105469"
"14144000","123.66999816894531","123.66999816894531","123.66999816894531"
"14208000","128.14000129699707","128.14000129699707","128.14000129699707"
"14272000","121.51000022888184","121.51000022888184","121.51000022888184"
"14336000","120.64000129699707","120.64000129699707","120.64000129699707"
"14400000","117.07999992370605","117.07999992370605","117.07999992370605"
"14464000","116.46999931335449","116.46999931335449","116.46999931335449"
"14528000","113.28999900817871","113.28999900817871","113.28999900817871"
"14592000","112.02999877929688","112.02999877929688","112.02999877929688"
"14656000","111.81999969482422","111.81999969482422","111.81999969482422"
"14720000","117.1299991607666","117.1299991607666","117.1299991607666"
"14784000","116.07000064849854","116.07000064849854","116.07000064849854"
"14848000","118.9099988937378","118.9099988937378","118.9099988937378"
"14912000","116.32999992370605","116.32999992370605","116.32999992370605"
"14976000","117.05999755859375","117.05999755859375","117.05999755859375"
"15040000","123.18999862670898","123.18999862670898","123.18999862670898"
