Step,Reward
448090,-8926.0412713158984843
510659,-8695.1526908771338640
573227,-8534.7872913007377065
635796,-8362.0363219016908261
698365,-8161.7463752385156113
760933,-7911.0287709526191975
823502,-7732.4040845944400644
886071,-7574.8200893472303505
948640,-7410.1870432915566198
1011208,-7186.1582348436131724
1073777,-7053.9997947198635302
1136346,-6840.4257105029255399
1198914,-6679.6797379097679368
1261483,-6503.7148956198061569
1324052,-6293.0817047148257188
1386620,-6092.3211408034876513
1449189,-5787.1722314442549759
1511758,-5610.3414174021045255
1574326,-5294.3385471575065822
1636895,-5059.1093523189429106
1699464,-4812.7881794065770009
1762032,-4507.2508681822710059
1824601,-4352.6883309237946378
1887170,-4344.4370640653596638
1949739,-4290.4670321176654397
2012307,-4255.3499188633022641
2074876,-4182.2274662592244567
2137445,-4090.2798379654959717
2200013,-4021.5851769598202736
2262582,-3984.3714299283942637
2325151,-3826.8195092359092087
2387719,-3710.6951763922270402
2450288,-3572.2674183684325726
2512857,-3481.0787223882589387
2575425,-3353.1927315834609544
2637994,-3235.8660541986287171
2700563,-3089.9672793412346437
2763132,-3051.9061408685051902
2825700,-2968.0238507806675443
2888269,-2853.1266876885852071
2950838,-2770.6104307923869783
3013406,-2683.0908733644341737
3075975,-2650.9605345618256251
3138544,-2581.3572453183355719
3201112,-2515.8908630948640166
3263681,-2381.7366520196433157
3326250,-2366.0159485039444007
3388818,-2247.2853119619212521
3451387,-2162.8067241381900203
3513956,-2143.7361237675418124
3576525,-2085.1088315206170591
3639093,-1990.0050165262332484
3701662,-1986.6181298738372334
3764231,-1965.8949770245933450
3826799,-1872.3512126304281082
3889368,-1853.6425381366741476
3951937,-1860.0761942626534164
4014505,-1804.3606962989890690
4077074,-1718.2345501825579959
4139643,-1703.8869680673672065
4202211,-1643.2423899787270329
4264780,-1523.9281427622099727
4327349,-1462.5913528441853941
4389917,-1410.7196488977424451
4452486,-1345.7999173409541527
4515055,-1300.5423115654905359
4577624,-1319.3210403983587184
4640192,-1235.5617014067504442
4702761,-1245.2576732266566069
4765330,-1163.3694775725787167
4827898,-1182.5638856053460586
4890467,-1098.1934725051410169
4953036,-1068.6678791195822669
5015604,-1050.2746309571850816
5078173,-966.8325788663488538
5140742,-928.7674789085217526
5203310,-865.0574548177344241
5265879,-823.2894935804370107
5328448,-755.6374761038598535
5391017,-788.7109365881664189
5453585,-753.9150602820931226
5516154,-718.7919936824235947
5578723,-755.9398563484535316
5641291,-698.3721620822274190
5703860,-680.4866587201181574
5766429,-706.1008790571835334
5828997,-675.9198324121630321
5891566,-629.2463078586141592
5954135,-652.4470679278094849
6016703,-626.1050625018499431
6079272,-580.4808963273247855
6141841,-551.5386618650657056
6204409,-538.1172425020982928
6266978,-433.4498474171298312
6329547,-480.5004787335336687
6392116,-474.2675556510515662
6454684,-401.5152324467484277
6517253,-432.8374409006659675
6579822,-404.3698297052304724
6642390,-351.4819375552855831
6704959,-385.8808619275425826
6767528,-307.6153377649775393
6830096,-340.2461836153113950
6892665,-263.4867934267821852
6955234,-249.3426020398508740
7017802,-278.1572541769189684
7080371,-266.7445167909328347
7142940,-244.5138930149263672
7205509,-232.2990013272403473
7268077,-190.2787444097467073
7330646,-219.5256373756938899
7393215,-235.2356138577490583
7455783,-225.1812977445811157
7518352,-228.0546927709262661
7580921,-227.6879694995525369
7643489,-154.5769271110580974
7706058,-172.4579633917219610
7768627,-163.6283816651125562
7831195,-101.3565465888149220
7893764,-132.6853386536202777
7956333,-108.6992222703452455
8018902,-46.0437802973883450
8081470,-32.6268704411682435
8144039,-21.7456111888051069
8206608,-35.5670249415789783
8269176,-75.2788844203256247
8331745,-26.2328178744629135
8394314,-69.4507937167778948
8456882,-18.3875077017257418
8519451,-67.9394415910346936
8582020,-47.0618104624902216
8644588,-32.4913667859587818
8707157,14.6270844741220998
8769726,-17.1819356365697224
8832294,-5.8787784023596519
8894863,-13.5002618589887504
8957432,67.2513506597607602
9020001,52.4581705973617431
9082569,23.0320076776769511
9145138,72.4976769290684899
9207707,66.0917303060437149
9270275,121.3728383582994184
9332844,116.4996524414371635
9395413,184.7639718172992787
9457981,143.4967112868360175
9520550,162.2965355883133327
9583119,119.9026130280769138
9645687,97.8656806715607530
9708256,100.1080804035360075
9770825,70.2827665681965641
9833394,85.2607001894548375
9895962,128.2209501508402241
9958531,71.4507086143868548
10021100,78.5349973897457545
10083668,163.7624825925180971
10146237,166.4111866365254286
10208806,110.1611651842134449
10271374,119.3072185654692845
10333943,137.2837305374876564
10396512,129.1791077921905071
10459080,127.7103582692287631
10521649,138.8198800114143694
10584218,167.3090530555610371
10646786,165.9628913048447600
10709355,177.9362768778626958
10771924,161.3819342321577324
10834493,112.2154539661550103
10897061,177.1614440426705528
10959630,109.6997630898464280
11022199,189.3338758251197760
11084767,165.5391784631152632
11147336,154.9995259421637286
11209905,129.3508810978121346
11272473,129.3244684207469390
11335042,165.5235043884301547
11397611,156.3647992335167487
11460179,163.0606283422318654
11522748,122.3942373946851774
11585317,131.9736787180444537
11647886,117.0193149296103883
11710454,111.8327251152781230
11773023,170.2826644863289403
11835592,163.1909205363097328
11898160,174.8351313017011535
11960729,128.1060835865846457
12023298,105.3311005921494541
12085866,165.6627044082826217
12148435,180.4832509232350048
12211004,115.7273435035947102
12273572,112.2694741340138194
12336141,129.7689036024631832
12398710,146.5487169315658207
12461278,144.6529845514276360
12523847,211.1852947273744121
12586416,139.4386692290601673
12648985,193.3665874718087991
12711553,195.3216922515358362
12774122,188.4897460795233997
12836691,162.8124504979320761
12899259,163.2821100554685643
