Step,coin4_cbamcausal - SW_ep_rew_total,coin4_cbamcausal - SW_ep_rew_total__MIN,coin4_cbamcausal - SW_ep_rew_total__MAX
64000,-7.6549872759286322,-6.9066176284428629,-2.0391347110894289
128000,-1.6543325421179418,-7.8596269566847692,-0.6047296235706892
192000,-8.7411668206067148,-8.7374931239904416,-8.9498893903629195
256000,-8.8858799970209894,-2.3928362479250103,-8.2349135820938884
320000,-8.8533375250505877,-4.7187509005991117,-4.4877682886600390
384000,-5.5766780085164473,-0.9360018370700010,-6.3115169719707476
448000,-0.9844088583753852,-5.8104607811759035,-6.6819778951239535
512000,-6.4071299950161436,-5.5949320806766050,-5.9816554799537389
576000,-3.4546182339652409,-3.5534394287482116,-4.0287182560914836
640000,0.3879108950758878,-5.2576294463122686,-4.9425373804331656
704000,1.2723218941794054,1.1678840373888253,1.1965765580726915
768000,1.1091970116919860,-3.2387072412003843,1.0291581883101917
832000,-0.9127838838064180,-7.5597723789703233,-8.3455177209508822
896000,-5.8275027689906231,1.8063069000161063,-5.1635355441969715
960000,-0.5604255261259956,-0.4361581150217959,1.7088948655044680
1024000,-1.1079345477627038,-5.4206926037440963,-1.7834405199988623
1088000,-5.3767861051052659,-1.3224259940032086,-5.8410309606144022
1152000,-7.0558993799524652,-2.9522459432725396,-7.4576654415694144
1216000,-6.0590661585153942,-5.9232373709933857,-6.0348873782503372
1280000,-2.2483692002722897,-5.3468393802016685,-0.8144089799580221
1344000,-1.7344504547006849,-8.7033429117542944,-8.7806604593030588
1408000,-6.5052790810377124,-1.8070501004296484,-6.5113316891885660
1472000,-1.2913158503864479,-0.5086880409084058,-7.6909933461807256
1536000,-8.8974278013276713,-8.2786314298765440,-8.5415021551018544
1600000,-5.1152909745897066,-2.0389630576363889,-2.1785522655246989
1664000,-2.8141156540672032,-2.9092794131917388,-5.1345519062775740
1728000,-4.2251306630976266,-4.1542951909249215,2.0160958675602605
1792000,-6.9446556504650419,-6.5890092349007370,-0.4298732693626404
1856000,-2.6243843230420585,-2.2053010777239348,-2.4814827745479708
1920000,-0.7501778526494975,-0.1599633319004026,-6.7267952219492084
1984000,0.0963261873309622,0.2325690143515482,-6.0660770268992898
2048000,-0.1801385796498254,-7.5555265925281239,0.5699208334322883
2112000,0.0786925297513252,-0.1647621145453879,0.1570887715416300
2176000,-1.4111407580365438,-1.2439579005668486,-1.1849729518802223
2240000,-1.2350795015745129,-7.2561971132567393,0.6110046684814323
2304000,-6.8096324800052912,-6.3415307356104815,-6.8649545210946243
2368000,-2.4985659159899294,-2.5001326606995167,-6.2606382687373374
2432000,-8.4581190213750865,-1.7833867800807774,-2.3955509416967149
2496000,0.4877972759083571,0.8445600958642325,-7.6946297779595758
2560000,-4.6191510161200169,-4.9776612011842314,1.2551550144021038
2624000,-0.9535449968721053,-1.4073842304469770,-1.1940411784454077
2688000,-5.1073236117866854,-6.2571807860400082,-5.9412266625805614
2752000,0.3174693618990037,-0.3544907000168160,0.5252537819948846
2816000,4.1122586723722172,-2.5869693347584279,5.7755428002180098
2880000,-4.6309219843044067,1.5272061087029840,1.5306861385656347
