"Step","Job Type: training - SW_ep_rew_mean","Job Type: training - SW_ep_rew_mean__MIN","Job Type: training - SW_ep_rew_mean__MAX"
"7872000","-1.2866667012373607","-1.2866667012373607","-1.2866667012373607"
"7936000","-1.266666740179062","-1.266666740179062","-1.266666740179062"
"8000000","-0.7400000095367432","-0.7400000095367432","-0.7400000095367432"
"8064000","-0.6566666762034098","-0.6566666762034098","-0.6566666762034098"
"8128000","-0.8366665840148926","-0.8366665840148926","-0.8366665840148926"
"8192000","-0.6733333269755045","-0.6733333269755045","-0.6733333269755045"
"8256000","-1.0133333603541057","-1.0133333603541057","-1.0133333603541057"
"8320000","-1.040000041325887","-1.040000041325887","-1.040000041325887"
"8384000","-0.8533333813150724","-0.8533333813150724","-0.8533333813150724"
"8448000","-0.9733333587646484","-0.9733333587646484","-0.9733333587646484"
"8512000","-0.5433332522710165","-0.5433332522710165","-0.5433332522710165"
"8576000","-0.9800000190734863","-0.9800000190734863","-0.9800000190734863"
"8640000","-0.759999950726827","-0.759999950726827","-0.759999950726827"
"8704000","-1.3999999463558197","-1.3999999463558197","-1.3999999463558197"
"8768000","-0.5499999721844991","-0.5499999721844991","-0.5499999721844991"
"8832000","-0.7333333889643351","-0.7333333889643351","-0.7333333889643351"
"8896000","-0.8833332856496176","-0.8833332856496176","-0.8833332856496176"
"8960000","-1.0166666607062023","-1.0166666607062023","-1.0166666607062023"
"9024000","-1.2199999690055847","-1.2199999690055847","-1.2199999690055847"
"9088000","-1.5466666618982952","-1.5466666618982952","-1.5466666618982952"
"9152000","-0.6266667445500692","-0.6266667445500692","-0.6266667445500692"
"9216000","-1.1866665283838909","-1.1866665283838909","-1.1866665283838909"
"9280000","-0.5733333428700765","-0.5733333428700765","-0.5733333428700765"
"9344000","-0.9799999793370565","-0.9799999793370565","-0.9799999793370565"
"9408000","-0.8233333577712377","-0.8233333577712377","-0.8233333577712377"
"9472000","-1.006666640440623","-1.006666640440623","-1.006666640440623"
"9536000","-0.4766666094462077","-0.4766666094462077","-0.4766666094462077"
"9600000","-1.213333398103714","-1.213333398103714","-1.213333398103714"
"9664000","-0.20000004768371582","-0.20000004768371582","-0.20000004768371582"
"9728000","-0.4266667366027832","-0.4266667366027832","-0.4266667366027832"
"9792000","-1.1200000246365864","-1.1200000246365864","-1.1200000246365864"
"9856000","-0.6266667048136393","-0.6266667048136393","-0.6266667048136393"
"9920000","-0.40666663646698","-0.40666663646698","-0.40666663646698"
"9984000","-1.3966666062672932","-1.3966666062672932","-1.3966666062672932"
"10048000","-0.8166667620340983","-0.8166667620340983","-0.8166667620340983"
"10112000","-0.8333333681027094","-0.8333333681027094","-0.8333333681027094"
"10176000","-0.9066665967305502","-0.9066665967305502","-0.9066665967305502"
"10240000","-1.5233333110809326","-1.5233333110809326","-1.5233333110809326"
"10304000","-1.0199999809265137","-1.0199999809265137","-1.0199999809265137"
"10368000","-1.1066667238871257","-1.1066667238871257","-1.1066667238871257"
"10432000","-0.9133332570393881","-0.9133332570393881","-0.9133332570393881"
"10496000","-1.3066667554279168","-1.3066667554279168","-1.3066667554279168"
"10560000","-1.0066666801770527","-1.0066666801770527","-1.0066666801770527"
"10624000","-1.0300000210603077","-1.0300000210603077","-1.0300000210603077"
"10688000","-1.1900000125169754","-1.1900000125169754","-1.1900000125169754"
"10752000","-0.7999999523162842","-0.7999999523162842","-0.7999999523162842"
"10816000","-0.7533332407474518","-0.7533332407474518","-0.7533332407474518"
"10880000","-0.3200000524520874","-0.3200000524520874","-0.3200000524520874"
"10944000","-0.5000000397364298","-0.5000000397364298","-0.5000000397364298"
"11008000","-0.666666587193807","-0.666666587193807","-0.666666587193807"
"11072000","-1.0366666118303935","-1.0366666118303935","-1.0366666118303935"
"11136000","-0.9199999769528707","-0.9199999769528707","-0.9199999769528707"
"11200000","-1.0400000015894573","-1.0400000015894573","-1.0400000015894573"
"11264000","-1.036666711171468","-1.036666711171468","-1.036666711171468"
"11328000","-0.9133333067099253","-0.9133333067099253","-0.9133333067099253"
"11392000","-1.2333332697550456","-1.2333332697550456","-1.2333332697550456"
"11456000","-0.7066665887832642","-0.7066665887832642","-0.7066665887832642"
"11520000","-0.8666665802399317","-0.8666665802399317","-0.8666665802399317"
"11584000","-0.8066666126251221","-0.8066666126251221","-0.8066666126251221"
"11648000","-0.9866666396458944","-0.9866666396458944","-0.9866666396458944"
"11712000","-1.3733333746592205","-1.3733333746592205","-1.3733333746592205"
"11776000","-1.299999992052714","-1.299999992052714","-1.299999992052714"
"11840000","-0.8066666920979818","-0.8066666920979818","-0.8066666920979818"
"11904000","-1.4800000190734863","-1.4800000190734863","-1.4800000190734863"
"11968000","-0.783333420753479","-0.783333420753479","-0.783333420753479"
"12032000","-1.6366667747497559","-1.6366667747497559","-1.6366667747497559"
"12096000","-0.9100000262260437","-0.9100000262260437","-0.9100000262260437"
"12160000","-0.7000000476837158","-0.7000000476837158","-0.7000000476837158"
"12224000","-0.8999999364217123","-0.8999999364217123","-0.8999999364217123"
"12288000","-1.0866666237513225","-1.0866666237513225","-1.0866666237513225"
"12352000","-1.286666641632716","-1.286666641632716","-1.286666641632716"
"12416000","-0.4933333198229472","-0.4933333198229472","-0.4933333198229472"
"12480000","-1.026666671037674","-1.026666671037674","-1.026666671037674"
"12544000","-1.31333327293396","-1.31333327293396","-1.31333327293396"
"12608000","-0.8966666460037231","-0.8966666460037231","-0.8966666460037231"
"12672000","-1.0566666920979817","-1.0566666920979817","-1.0566666920979817"
"12736000","-1.0200001001358032","-1.0200001001358032","-1.0200001001358032"
"12800000","-1.0199999113877614","-1.0199999113877614","-1.0199999113877614"
"12864000","-1.5566666920979817","-1.5566666920979817","-1.5566666920979817"
"12928000","-0.7466666301091512","-0.7466666301091512","-0.7466666301091512"
"12992000","-0.9733333985010783","-0.9733333985010783","-0.9733333985010783"
"13056000","-1.3866666903098424","-1.3866666903098424","-1.3866666903098424"
"13120000","-1.5133333951234818","-1.5133333951234818","-1.5133333951234818"
"13184000","-1.18666672706604","-1.18666672706604","-1.18666672706604"
"13248000","-1.0833333333333333","-1.0833333333333333","-1.0833333333333333"
"13312000","-0.9700000317146381","-0.9700000317146381","-0.9700000317146381"
"13376000","-1.2299998998641968","-1.2299998998641968","-1.2299998998641968"
"13440000","-1.016666571299235","-1.016666571299235","-1.016666571299235"
"13504000","-1.0533333818117778","-1.0533333818117778","-1.0533333818117778"
"13568000","-1.0599999626477559","-1.0599999626477559","-1.0599999626477559"
"13632000","-0.5566666523615519","-0.5566666523615519","-0.5566666523615519"
"13696000","-1.1666667064030964","-1.1666667064030964","-1.1666667064030964"
"13760000","-0.459999958674113","-0.459999958674113","-0.459999958674113"
"13824000","-1.1399999459584553","-1.1399999459584553","-1.1399999459584553"
"13888000","-0.8133333126703898","-0.8133333126703898","-0.8133333126703898"
"13952000","-1.4666667183240254","-1.4666667183240254","-1.4666667183240254"
"14016000","-0.6266667048136393","-0.6266667048136393","-0.6266667048136393"
"14080000","-1.080000062783559","-1.080000062783559","-1.080000062783559"
"14144000","-0.9766667485237122","-0.9766667485237122","-0.9766667485237122"
"14208000","-0.649999996026357","-0.649999996026357","-0.649999996026357"
"14272000","-1.0466667016347249","-1.0466667016347249","-1.0466667016347249"
"14336000","-0.8800000548362732","-0.8800000548362732","-0.8800000548362732"
"14400000","-1.0800000230471294","-1.0800000230471294","-1.0800000230471294"
"14464000","-0.9799999992052714","-0.9799999992052714","-0.9799999992052714"
"14528000","-1.1599999566872914","-1.1599999566872914","-1.1599999566872914"
"14592000","-1.106666664282481","-1.106666664282481","-1.106666664282481"
"14656000","-0.793333371480306","-0.793333371480306","-0.793333371480306"
"14720000","-0.8033333023389181","-0.8033333023389181","-0.8033333023389181"
"14784000","-1.4266665975252788","-1.4266665975252788","-1.4266665975252788"
"14848000","-1.086666742960612","-1.086666742960612","-1.086666742960612"
"14912000","-0.833333412806193","-0.833333412806193","-0.833333412806193"
"14976000","-0.3466666142145793","-0.3466666142145793","-0.3466666142145793"
"15040000","-1.1466666186849277","-1.1466666186849277","-1.1466666186849277"
"15104000","-1.079999993244807","-1.079999993244807","-1.079999993244807"
"15168000","-0.6399999856948853","-0.6399999856948853","-0.6399999856948853"
"15232000","-0.7799999316533407","-0.7799999316533407","-0.7799999316533407"
"15296000","-1.1533334006865819","-1.1533334006865819","-1.1533334006865819"
"15360000","-1.0466667016347249","-1.0466667016347249","-1.0466667016347249"
"15424000","-1.4533333977063496","-1.4533333977063496","-1.4533333977063496"
"15488000","-0.7199999888737997","-0.7199999888737997","-0.7199999888737997"
"15552000","-0.5266666809717814","-0.5266666809717814","-0.5266666809717814"
"15616000","-1.1266666452089946","-1.1266666452089946","-1.1266666452089946"
"15680000","-0.9600000083446503","-0.9600000083446503","-0.9600000083446503"
"15744000","-0.6800000270207723","-0.6800000270207723","-0.6800000270207723"
"15808000","-1.1966667051116626","-1.1966667051116626","-1.1966667051116626"
"15872000","-0.8133333722750345","-0.8133333722750345","-0.8133333722750345"
"15936000","-1.4733333587646484","-1.4733333587646484","-1.4733333587646484"
"16000000","-0.9599999586741129","-0.9599999586741129","-0.9599999586741129"
"16064000","-1.1166666348775227","-1.1166666348775227","-1.1166666348775227"
"16128000","-0.6166666249434153","-0.6166666249434153","-0.6166666249434153"
"16192000","-0.7733332912127177","-0.7733332912127177","-0.7733332912127177"
"16256000","-0.9933333794275919","-0.9933333794275919","-0.9933333794275919"
"16320000","-0.8033333023389181","-0.8033333023389181","-0.8033333023389181"
"16384000","-0.026666680971781414","-0.026666680971781414","-0.026666680971781414"
"16448000","-1.1199999849001567","-1.1199999849001567","-1.1199999849001567"
"16512000","-0.9800000190734863","-0.9800000190734863","-0.9800000190734863"
"16576000","-1.0733333428700764","-1.0733333428700764","-1.0733333428700764"
"16640000","-0.9999999503294627","-0.9999999503294627","-0.9999999503294627"
"16704000","-0.8233333031336466","-0.8233333031336466","-0.8233333031336466"
"16768000","-0.8533332745234171","-0.8533332745234171","-0.8533332745234171"
"16832000","-0.5333333015441895","-0.5333333015441895","-0.5333333015441895"
"16896000","-1.410000018775463","-1.410000018775463","-1.410000018775463"
"16960000","-1.0666666825612385","-1.0666666825612385","-1.0666666825612385"
"17024000","-0.47333327929178876","-0.47333327929178876","-0.47333327929178876"
"17088000","-1.2766666462024052","-1.2766666462024052","-1.2766666462024052"
"17152000","-0.8566666642824808","-0.8566666642824808","-0.8566666642824808"
"17216000","-0.6533333857854208","-0.6533333857854208","-0.6533333857854208"
"17280000","-0.793333371480306","-0.793333371480306","-0.793333371480306"
"17344000","-1.2000000675519307","-1.2000000675519307","-1.2000000675519307"
"17408000","-1.346666577582558","-1.346666577582558","-1.346666577582558"
"17472000","-0.9133333166440328","-0.9133333166440328","-0.9133333166440328"
"17536000","-1.1333333651224773","-1.1333333651224773","-1.1333333651224773"
"17600000","-1.1733333468437195","-1.1733333468437195","-1.1733333468437195"
"17664000","-0.5333332220713297","-0.5333332220713297","-0.5333332220713297"
"17728000","-0.5666667719682058","-0.5666667719682058","-0.5666667719682058"
"17792000","-0.4533332983652751","-0.4533332983652751","-0.4533332983652751"
"17856000","-0.6933333476384481","-0.6933333476384481","-0.6933333476384481"
"17920000","-1.0566666920979817","-1.0566666920979817","-1.0566666920979817"
"17984000","-0.8033332824707031","-0.8033332824707031","-0.8033332824707031"
"18048000","-0.7866667409737905","-0.7866667409737905","-0.7866667409737905"
"18112000","-1.179999977350235","-1.179999977350235","-1.179999977350235"
"18176000","-1.1966666479905446","-1.1966666479905446","-1.1966666479905446"
"18240000","-1.3200000524520874","-1.3200000524520874","-1.3200000524520874"
"18304000","-0.8966665863990784","-0.8966665863990784","-0.8966665863990784"
"18368000","-0.8600000143051147","-0.8600000143051147","-0.8600000143051147"
"18432000","-1.1266666253407795","-1.1266666253407795","-1.1266666253407795"
"18496000","-0.7533334245284399","-0.7533334245284399","-0.7533334245284399"
"18560000","-1.0466667016347249","-1.0466667016347249","-1.0466667016347249"
"18624000","-1.1399999459584553","-1.1399999459584553","-1.1399999459584553"
"18688000","-0.5299999713897705","-0.5299999713897705","-0.5299999713897705"
"18752000","-1.2800000508626301","-1.2800000508626301","-1.2800000508626301"
"18816000","-0.9199999570846558","-0.9199999570846558","-0.9199999570846558"
"18880000","-0.6600000460942587","-0.6600000460942587","-0.6600000460942587"
"18944000","-1.0433333118756611","-1.0433333118756611","-1.0433333118756611"
"19008000","-1.0666666825612385","-1.0666666825612385","-1.0666666825612385"
"19072000","-0.653333306312561","-0.653333306312561","-0.653333306312561"
"19136000","-0.9966665903727213","-0.9966665903727213","-0.9966665903727213"
"19200000","-0.9400000075499216","-0.9400000075499216","-0.9400000075499216"
"19264000","-0.9399999578793844","-0.9399999578793844","-0.9399999578793844"
"19328000","-1.3200000524520874","-1.3200000524520874","-1.3200000524520874"
"19392000","-0.699999988079071","-0.699999988079071","-0.699999988079071"
"19456000","-1.2733333557844162","-1.2733333557844162","-1.2733333557844162"
"19520000","-1.3333332935969036","-1.3333332935969036","-1.3333332935969036"
"19584000","-0.8966666062672933","-0.8966666062672933","-0.8966666062672933"
"19648000","-0.9066666762034098","-0.9066666762034098","-0.9066666762034098"
"19712000","-1.09333336353302","-1.09333336353302","-1.09333336353302"
"19776000","-1.3933332997063796","-1.3933332997063796","-1.3933332997063796"
"19840000","-0.5800000429153442","-0.5800000429153442","-0.5800000429153442"
"19904000","-0.6466666162014008","-0.6466666162014008","-0.6466666162014008"
"19968000","-1.1533332467079163","-1.1533332467079163","-1.1533332467079163"
"20032000","-0.7200000484784445","-0.7200000484784445","-0.7200000484784445"
"20096000","-0.799999992052714","-0.799999992052714","-0.799999992052714"
"20160000","-1.3166667222976685","-1.3166667222976685","-1.3166667222976685"
"20224000","-1.0133333603541057","-1.0133333603541057","-1.0133333603541057"
"20288000","-0.6599999666213989","-0.6599999666213989","-0.6599999666213989"
"20352000","-1.4466667572657268","-1.4466667572657268","-1.4466667572657268"
"20416000","-1.1333332856496174","-1.1333332856496174","-1.1333332856496174"
"20480000","-0.7666666979591051","-0.7666666979591051","-0.7666666979591051"
"20544000","-1.5666667222976685","-1.5666667222976685","-1.5666667222976685"
"20608000","-1.4599999288717906","-1.4599999288717906","-1.4599999288717906"
"20672000","-1.0600000222524006","-1.0600000222524006","-1.0600000222524006"
"20736000","-1.40666667620341","-1.40666667620341","-1.40666667620341"
"20800000","-1.0399999221165974","-1.0399999221165974","-1.0399999221165974"
"20864000","-1.133333404858907","-1.133333404858907","-1.133333404858907"
"20928000","-1.2999998728434246","-1.2999998728434246","-1.2999998728434246"
"20992000","-1.2766665841142337","-1.2766665841142337","-1.2766665841142337"
"21056000","-0.5799999634424845","-0.5799999634424845","-0.5799999634424845"
"21120000","-1.3900000204642613","-1.3900000204642613","-1.3900000204642613"
"21184000","-0.8066667318344116","-0.8066667318344116","-0.8066667318344116"
"21248000","-1.0099999904632568","-1.0099999904632568","-1.0099999904632568"
"21312000","-0.32000001271565753","-0.32000001271565753","-0.32000001271565753"
"21376000","-0.6233334143956503","-0.6233334143956503","-0.6233334143956503"
"21440000","-0.9466666380564371","-0.9466666380564371","-0.9466666380564371"
"21504000","-1.246666689713796","-1.246666689713796","-1.246666689713796"
"21568000","-0.7566666404406229","-0.7566666404406229","-0.7566666404406229"
"21632000","-1.1633333166440327","-1.1633333166440327","-1.1633333166440327"
"21696000","-1.1100000540415447","-1.1100000540415447","-1.1100000540415447"
"21760000","-0.7066666483879089","-0.7066666483879089","-0.7066666483879089"
"21824000","-1.2199999491373699","-1.2199999491373699","-1.2199999491373699"
"21888000","-1.2799999713897705","-1.2799999713897705","-1.2799999713897705"
"21952000","-0.9066667159398397","-0.9066667159398397","-0.9066667159398397"
"22016000","-0.8266666332880656","-0.8266666332880656","-0.8266666332880656"
"22080000","-0.953333298365275","-0.953333298365275","-0.953333298365275"
"22144000","-0.7300000588099161","-0.7300000588099161","-0.7300000588099161"
"22208000","-0.3999999364217122","-0.3999999364217122","-0.3999999364217122"
"22272000","-0.5533332029978434","-0.5533332029978434","-0.5533332029978434"
"22336000","-0.8466666142145792","-0.8466666142145792","-0.8466666142145792"
"22400000","-1.1133333444595337","-1.1133333444595337","-1.1133333444595337"
"22464000","-0.8433333237965902","-0.8433333237965902","-0.8433333237965902"
"22528000","-0.8066666573286057","-0.8066666573286057","-0.8066666573286057"
"22592000","-0.9199999570846558","-0.9199999570846558","-0.9199999570846558"
"22656000","-0.7000000874201456","-0.7000000874201456","-0.7000000874201456"
"22720000","-0.3500000834465027","-0.3500000834465027","-0.3500000834465027"
"22784000","-0.746666689713796","-0.746666689713796","-0.746666689713796"
"22848000","-0.5600000222524008","-0.5600000222524008","-0.5600000222524008"
"22912000","-0.9766666491826376","-0.9766666491826376","-0.9766666491826376"
"22976000","-0.4866666793823242","-0.4866666793823242","-0.4866666793823242"
"23040000","-0.8333332935969034","-0.8333332935969034","-0.8333332935969034"
"23104000","-0.9400000969568888","-0.9400000969568888","-0.9400000969568888"
"23168000","-1.2733334104220073","-1.2733334104220073","-1.2733334104220073"
"23232000","-0.7466667195161184","-0.7466667195161184","-0.7466667195161184"
"23296000","-0.9466666877269745","-0.9466666877269745","-0.9466666877269745"
"23360000","-0.7333333889643351","-0.7333333889643351","-0.7333333889643351"
"23424000","-0.8066667119661967","-0.8066667119661967","-0.8066667119661967"
"23488000","-0.550000011920929","-0.550000011920929","-0.550000011920929"
"23552000","-1.286666711171468","-1.286666711171468","-1.286666711171468"
"23616000","-0.9666666587193807","-0.9666666587193807","-0.9666666587193807"
"23680000","-0.8533333539962769","-0.8533333539962769","-0.8533333539962769"
"23744000","-0.9199999372164408","-0.9199999372164408","-0.9199999372164408"
"23808000","-1.446666623155276","-1.446666623155276","-1.446666623155276"
"23872000","-0.8133333921432495","-0.8133333921432495","-0.8133333921432495"
"23936000","-0.6266666650772095","-0.6266666650772095","-0.6266666650772095"
"24000000","-0.5533333619435629","-0.5533333619435629","-0.5533333619435629"
"24064000","-0.9400000081708034","-0.9400000081708034","-0.9400000081708034"
"24128000","-0.7333332697550455","-0.7333332697550455","-0.7333332697550455"
"24192000","-1.426666686932246","-1.426666686932246","-1.426666686932246"
"24256000","-0.5066665808359782","-0.5066665808359782","-0.5066665808359782"
"24320000","-0.7066667079925537","-0.7066667079925537","-0.7066667079925537"
"24384000","-0.6200000047683716","-0.6200000047683716","-0.6200000047683716"
"24448000","-0.5499999523162842","-0.5499999523162842","-0.5499999523162842"
"24512000","-0.2733333706855774","-0.2733333706855774","-0.2733333706855774"
"24576000","-1.2266666094462078","-1.2266666094462078","-1.2266666094462078"
"24640000","-0.8533333043257395","-0.8533333043257395","-0.8533333043257395"
"24704000","-1.0633333325386047","-1.0633333325386047","-1.0633333325386047"
"24768000","-1.3133333971103032","-1.3133333971103032","-1.3133333971103032"
"24832000","-0.746666689713796","-0.746666689713796","-0.746666689713796"
"24896000","-1.153333406895399","-1.153333406895399","-1.153333406895399"
"24960000","-0.7666667203108469","-0.7666667203108469","-0.7666667203108469"
