Step,lbf15_cbamcausal - SW_ep_rew_total,lbf15_cbamcausal - SW_ep_rew_total__MIN,lbf15_cbamcausal - SW_ep_rew_total__MAX
64000,4.7018721421635092,2.0387020482817553,2.0382913168961716
128000,3.5185690983521596,6.8614857141205885,6.3835136019506820
192000,3.3679346170446900,5.7173047599308084,3.3569241853362315
256000,5.8053904348863901,3.4499106661282264,5.7330476230338645
320000,5.4103786803000737,5.3113084194644422,5.4962610633332050
384000,1.8302714573412864,5.1726828507958498,5.1688182650689045
448000,3.1768973300060517,2.9846815274653062,2.9836841134841796
512000,6.6491684883747961,4.4172376914355729,4.3330409007592579
576000,6.8124879746849247,3.4296328370596276,3.4414287721706986
640000,8.4645477249981340,8.5423390670445301,4.9717829792477684
704000,3.7580852578174562,6.8023325384280930,3.7001214196031227
768000,8.0610804395679647,5.3325667294580299,8.0388763096490852
832000,5.6787724994044417,5.6817468223585195,5.9532179184936682
896000,9.7010424339249379,9.6532987806496493,7.3063720671756585
960000,6.8163382067083358,9.6971866071824628,6.8074925680379872
1024000,8.9183254883500176,11.5379121731374159,11.4627958490961657
1088000,10.5991712610827467,10.6774193245735010,7.7986487925616803
1152000,8.0843966016122550,10.9588975137400872,8.0556246632377082
1216000,12.6532903745220384,12.5585985792378860,12.4073639292373734
1280000,11.2041724390784339,11.1519367111251242,7.9959250060419897
1344000,11.7860553915163031,8.7491844731268440,11.9413293974838997
1408000,9.7694368296487930,9.4729057420844160,12.9262301041057928
1472000,11.7006308392525362,9.1774438872877546,9.0114007969859209
1536000,13.0017045288295119,12.8212853999933927,9.6664556209191907
1600000,10.5419582649665280,10.5710087015032030,10.5176271715871987
1664000,12.9358515562823602,12.9630085197390805,12.9441241397024456
1728000,12.2838537973032658,12.3277287870307095,12.2768100602494492
1792000,9.4505702113408248,12.3120549665388008,12.1650791289139129
1856000,9.1691095034173014,11.8653626102860308,12.0841208043156865
1920000,14.6985051250416792,14.7244971577503083,12.1276355114931871
1984000,13.0339123701241473,12.9478022755220898,12.8920824433132015
2048000,12.9291105100948887,12.9498864668328935,10.0472142954817905
2112000,13.7595124310667298,13.9085590601743014,13.9574556509822489
2176000,15.2115910079158905,15.1626500463394667,15.1174884692703113
2240000,13.5598703893302854,10.8047073308708548,13.6548879676744548
2304000,8.9852440960418836,8.7303061496117351,8.8597051326159519
2368000,11.6117046567322380,8.6805665473356033,8.6073751075561393
2432000,13.1500436377479364,9.5840011780980028,9.9824502889572759
