"Step","coin5_cbamcausal - 4/selfish_incentivate_reward","coin5_cbamcausal - 4/selfish_incentivate_reward__MIN","coin5_cbamcausal - 4/selfish_incentivate_reward__MAX"
"64000","-0.006490794476121664","-0.006490794476121664","-0.006490794476121664"
"128000","-0.014769070781767368","-0.014769070781767368","-0.014769070781767368"
"192000","0.01363496482372284","0.01363496482372284","0.01363496482372284"
"256000","0.029651522636413574","0.029651522636413574","0.029651522636413574"
"320000","0.03606537729501724","0.03606537729501724","0.03606537729501724"
"384000","0.08041787147521973","0.08041787147521973","0.08041787147521973"
"448000","0.12158671766519547","0.12158671766519547","0.12158671766519547"
"512000","0.17621958255767822","0.17621958255767822","0.17621958255767822"
"576000","0.19226738810539246","0.19226738810539246","0.19226738810539246"
"640000","0.23923106491565704","0.23923106491565704","0.23923106491565704"
"704000","0.34751346707344055","0.34751346707344055","0.34751346707344055"
"768000","0.3120501637458801","0.3120501637458801","0.3120501637458801"
"832000","0.45107898116111755","0.45107898116111755","0.45107898116111755"
"896000","0.48394152522087097","0.48394152522087097","0.48394152522087097"
"960000","0.5690924525260925","0.5690924525260925","0.5690924525260925"
"1024000","0.5956670641899109","0.5956670641899109","0.5956670641899109"
"1088000","0.6227810382843018","0.6227810382843018","0.6227810382843018"
"1152000","0.6601027846336365","0.6601027846336365","0.6601027846336365"
"1216000","0.6656882166862488","0.6656882166862488","0.6656882166862488"
"1280000","0.6722909212112427","0.6722909212112427","0.6722909212112427"
"1344000","0.5944681763648987","0.5944681763648987","0.5944681763648987"
"1408000","0.6942670941352844","0.6942670941352844","0.6942670941352844"
"1472000","0.7112957239151001","0.7112957239151001","0.7112957239151001"
"1536000","0.7524741888046265","0.7524741888046265","0.7524741888046265"
"1600000","0.7756615281105042","0.7756615281105042","0.7756615281105042"
"1664000","0.7317853569984436","0.7317853569984436","0.7317853569984436"
"1728000","0.772247314453125","0.772247314453125","0.772247314453125"
"1792000","0.7247481942176819","0.7247481942176819","0.7247481942176819"
"1856000","0.7853592038154602","0.7853592038154602","0.7853592038154602"
"1920000","0.7476691603660583","0.7476691603660583","0.7476691603660583"
"1984000","0.7386792898178101","0.7386792898178101","0.7386792898178101"
"2048000","0.7695789337158203","0.7695789337158203","0.7695789337158203"
"2112000","0.743452250957489","0.743452250957489","0.743452250957489"
"2176000","0.7700416445732117","0.7700416445732117","0.7700416445732117"
"2240000","0.7746732234954834","0.7746732234954834","0.7746732234954834"
"2304000","0.7636469006538391","0.7636469006538391","0.7636469006538391"
"2368000","0.7543721795082092","0.7543721795082092","0.7543721795082092"
"2432000","0.7634278535842896","0.7634278535842896","0.7634278535842896"
"2496000","0.7953876256942749","0.7953876256942749","0.7953876256942749"
"2560000","0.7169814109802246","0.7169814109802246","0.7169814109802246"
"2624000","0.748833179473877","0.748833179473877","0.748833179473877"
"2688000","0.8049554228782654","0.8049554228782654","0.8049554228782654"
"2752000","0.7432836294174194","0.7432836294174194","0.7432836294174194"
"2816000","0.7573532462120056","0.7573532462120056","0.7573532462120056"
"2880000","0.7679263353347778","0.7679263353347778","0.7679263353347778"
"2944000","0.7622249126434326","0.7622249126434326","0.7622249126434326"
"3008000","0.7176499366760254","0.7176499366760254","0.7176499366760254"
"3072000","0.7448992729187012","0.7448992729187012","0.7448992729187012"
"3136000","0.7793009281158447","0.7793009281158447","0.7793009281158447"
"3200000","0.764955997467041","0.764955997467041","0.764955997467041"
"3264000","0.7696850895881653","0.7696850895881653","0.7696850895881653"
"3328000","0.7839725017547607","0.7839725017547607","0.7839725017547607"
"3392000","0.7689159512519836","0.7689159512519836","0.7689159512519836"
"3456000","0.7609043717384338","0.7609043717384338","0.7609043717384338"
"3520000","0.7704497575759888","0.7704497575759888","0.7704497575759888"
"3584000","0.7876389622688293","0.7876389622688293","0.7876389622688293"
"3648000","0.7836053371429443","0.7836053371429443","0.7836053371429443"
"3712000","0.7423449158668518","0.7423449158668518","0.7423449158668518"
"3776000","0.736819863319397","0.736819863319397","0.736819863319397"
"3840000","0.7952710390090942","0.7952710390090942","0.7952710390090942"
"3904000","0.7748277187347412","0.7748277187347412","0.7748277187347412"
"3968000","0.8089182376861572","0.8089182376861572","0.8089182376861572"
"4032000","0.7639001607894897","0.7639001607894897","0.7639001607894897"
"4096000","0.7532255053520203","0.7532255053520203","0.7532255053520203"
"4160000","0.7673760056495667","0.7673760056495667","0.7673760056495667"
"4224000","0.7631576657295227","0.7631576657295227","0.7631576657295227"
"4288000","0.7553807497024536","0.7553807497024536","0.7553807497024536"
"4352000","0.7683467268943787","0.7683467268943787","0.7683467268943787"
"4416000","0.7657334804534912","0.7657334804534912","0.7657334804534912"
"4480000","0.7783545255661011","0.7783545255661011","0.7783545255661011"
"4544000","0.7816291451454163","0.7816291451454163","0.7816291451454163"
"4608000","0.7549818158149719","0.7549818158149719","0.7549818158149719"
"4672000","0.7776859402656555","0.7776859402656555","0.7776859402656555"
"4736000","0.7879405617713928","0.7879405617713928","0.7879405617713928"
"4800000","0.7984145879745483","0.7984145879745483","0.7984145879745483"
"4864000","0.7817744016647339","0.7817744016647339","0.7817744016647339"
"4928000","0.7756624817848206","0.7756624817848206","0.7756624817848206"
"4992000","0.7831423282623291","0.7831423282623291","0.7831423282623291"
"5056000","0.769463837146759","0.769463837146759","0.769463837146759"
"5120000","0.7826867699623108","0.7826867699623108","0.7826867699623108"
"5184000","0.766757607460022","0.766757607460022","0.766757607460022"
"5248000","0.7583362460136414","0.7583362460136414","0.7583362460136414"
"5312000","0.7415693402290344","0.7415693402290344","0.7415693402290344"
"5376000","0.765075147151947","0.765075147151947","0.765075147151947"
"5440000","0.7640020251274109","0.7640020251274109","0.7640020251274109"
"5504000","0.7451971769332886","0.7451971769332886","0.7451971769332886"
"5568000","0.7856593132019043","0.7856593132019043","0.7856593132019043"
"5632000","0.8003165125846863","0.8003165125846863","0.8003165125846863"
"5696000","0.7748172879219055","0.7748172879219055","0.7748172879219055"
"5760000","0.788224995136261","0.788224995136261","0.788224995136261"
"5824000","0.7894626259803772","0.7894626259803772","0.7894626259803772"
"5888000","0.7769386768341064","0.7769386768341064","0.7769386768341064"
"5952000","0.7822636961936951","0.7822636961936951","0.7822636961936951"
"6016000","0.7971107959747314","0.7971107959747314","0.7971107959747314"
"6080000","0.7559645175933838","0.7559645175933838","0.7559645175933838"
"6144000","0.7794225215911865","0.7794225215911865","0.7794225215911865"
"6208000","0.7567171454429626","0.7567171454429626","0.7567171454429626"
"6272000","0.7700871825218201","0.7700871825218201","0.7700871825218201"
"6336000","0.7210467457771301","0.7210467457771301","0.7210467457771301"
"6400000","0.7474440336227417","0.7474440336227417","0.7474440336227417"
"6464000","0.7570691704750061","0.7570691704750061","0.7570691704750061"
"6528000","0.7759562730789185","0.7759562730789185","0.7759562730789185"
"6592000","0.7544041872024536","0.7544041872024536","0.7544041872024536"
"6656000","0.80354905128479","0.80354905128479","0.80354905128479"
"6720000","0.768441915512085","0.768441915512085","0.768441915512085"
"6784000","0.7406545281410217","0.7406545281410217","0.7406545281410217"
"6848000","0.7310094833374023","0.7310094833374023","0.7310094833374023"
"6912000","0.7523983120918274","0.7523983120918274","0.7523983120918274"
"6976000","0.7856206297874451","0.7856206297874451","0.7856206297874451"
"7040000","0.7240267992019653","0.7240267992019653","0.7240267992019653"
"7104000","0.7318007946014404","0.7318007946014404","0.7318007946014404"
"7168000","0.7643081545829773","0.7643081545829773","0.7643081545829773"
"7232000","0.7874987721443176","0.7874987721443176","0.7874987721443176"
"7296000","0.7758525013923645","0.7758525013923645","0.7758525013923645"
"7360000","0.7149110436439514","0.7149110436439514","0.7149110436439514"
"7424000","0.7727164626121521","0.7727164626121521","0.7727164626121521"
"7488000","0.7439520955085754","0.7439520955085754","0.7439520955085754"
"7552000","0.7490788102149963","0.7490788102149963","0.7490788102149963"
"7616000","0.7492081522941589","0.7492081522941589","0.7492081522941589"
"7680000","0.7470817565917969","0.7470817565917969","0.7470817565917969"
"7744000","0.7540825605392456","0.7540825605392456","0.7540825605392456"
"7808000","0.7552322745323181","0.7552322745323181","0.7552322745323181"
"7872000","0.7801186442375183","0.7801186442375183","0.7801186442375183"
"7936000","0.7936624884605408","0.7936624884605408","0.7936624884605408"
"8000000","0.7499580979347229","0.7499580979347229","0.7499580979347229"
"8064000","0.746207594871521","0.746207594871521","0.746207594871521"
"8128000","0.7847314476966858","0.7847314476966858","0.7847314476966858"
"8192000","0.7200967669487","0.7200967669487","0.7200967669487"
"8256000","0.7814781069755554","0.7814781069755554","0.7814781069755554"
"8320000","0.7408897280693054","0.7408897280693054","0.7408897280693054"
"8384000","0.7772250771522522","0.7772250771522522","0.7772250771522522"
"8448000","0.8110665082931519","0.8110665082931519","0.8110665082931519"
"8512000","0.7549706697463989","0.7549706697463989","0.7549706697463989"
"8576000","0.7797142267227173","0.7797142267227173","0.7797142267227173"
"8640000","0.771038293838501","0.771038293838501","0.771038293838501"
"8704000","0.7691386342048645","0.7691386342048645","0.7691386342048645"
"8768000","0.768564760684967","0.768564760684967","0.768564760684967"
